Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence
0,0,369558277605312,3.69558277605312E8,369558277637239,369558361655320,84.018081,_silence_,0.0
0,369558414104232,369558392747094,-21.357138,369558392750323,369558441952880,49.202557,_silence_,0.0
0,369558494181219,369558472484550,-21.696669,369558472486894,369558512236637,39.749743,_silence_,0.0
0,369558574194560,369558542687265,-31.507295,369558542689974,369558579584821,36.894847,_silence_,1.2672123
0,369558614076439,369558610093366,-3.983073,369558610096543,369558648356703,38.26016,_silence_,1.1883695
0,369558694263999,369558678849362,-15.414637,369558678852748,369558718511293,39.658545,_silence_,0.9455399
0,369558774140153,369558748977390,-25.162763,369558748980203,369558784996196,36.015993,_silence_,0.44471648
0,369558814100209,369558815437605,1.337396,369558815441303,369558850285473,34.84417,_unknown_,0.30203357
0,369558894195894,369558880732612,-13.463282,369558880736778,369558915971000,35.234222,down,0.22853944
0,369558974157673,369558946433556,-27.724117,369558946436941,369558984741736,38.304795,_unknown_,0.21962735
0,369559014105177,369559015191740,1.086563,369559015194448,369559049988149,34.793701,down,0.23492572
0,369559094123310,369559080441590,-13.68172,369559080444506,369559115394197,34.949691,down,0.27322254
0,369559174156755,369559145827221,-28.329534,369559145830711,369559180841235,35.010524,stop,0.22338642
0,369559214047332,369559211256186,-2.791146,369559211259676,369559246445669,35.185993,stop,0.17633094
0,369559294177549,369559277087807,-17.089742,369559277091141,369559314910051,37.81891,stop,0.32492006
1,369559374146879,369559345373908,-28.772971,369559345377866,369559380357661,34.979795,up,0.3071351
1,369559414044435,369559410761675,-3.28276,369559410764956,369559446840064,36.075108,up,0.36196968
1,369559494169131,369559477254129,-16.915002,369559477257254,369559512413352,35.156098,up,0.34678018
1,369559574397004,369559542841375,-31.555629,369559542847886,369559594844454,51.996568,up,0.29273847
1,369559654307324,369559625278102,-29.029222,369559625282842,369559685083160,59.800318,up,0.26733518
1,369559774256659,369559715523163,-58.733496,369559715525976,369559791948431,76.422455,stop,0.3134486
1,369559894292452,369559823002862,-71.28959,369559823013851,369559899120630,76.106779,up,0.2919973
1,369559974096991,369559929586935,-44.510056,369559929592664,369559993988191,64.395527,up,0.34841326
1,369560054200645,369560024884809,-29.315836,369560024891007,369560074565543,49.674536,up,0.2917024
1,369560134241538,369560105013827,-29.227711,369560105017525,369560157117114,52.099589,up,0.33958608
1,369560214212640,369560187904773,-26.307867,369560187908523,369560244138477,56.229954,up,0.30046397
1,369560334780621,369560274910563,-59.870058,369560274936344,369560336639579,61.703235,up,0.2806438
2,369560415139223,369560367277343,-47.86188,369560367282187,369560422406671,55.124484,stop,0.2642901
2,369560534251266,369560453534018,-80.717248,369560453553445,369560538591370,85.037925,stop,0.24121216
2,369560574685697,369560568966478,-5.719219,369560568971113,369560608758617,39.787504,up,0.2182537
2,369560695461646,369560639702891,-55.758755,369560639712526,369560699221595,59.509069,stop,0.31725192
2,369560775263009,369560729951702,-45.311307,369560729956702,369560800021865,70.065163,up,0.29469192
2,369560854753642,369560831814004,-22.939638,369560831822545,369560892600260,60.777715,stop,0.36239076
2,369560934782712,369560924235263,-10.547449,369560924243596,369560971944330,47.700734,stop,0.35585424
2,369561014910585,369561002379646,-12.530939,369561002384333,369561049871630,47.487297,stop,0.42041478
2,369561135336899,369561080849393,-54.487506,369561080860279,369561137898566,57.038287,stop,0.534034
2,369561214660344,369561169249246,-45.411098,369561169268777,369561254018629,84.749852,stop,0.46485814
2,369561336095304,369561284412486,-51.682818,369561284417538,369561340468794,56.051256,stop,0.34335962
3,369561414976093,369561370887078,-44.089015,369561370890412,369561442608908,71.718496,stop,0.3164037
3,369561534321365,369561474397297,-59.924068,369561474402870,369561542734179,68.331309,up,0.32959926
3,369561615578769,369561574738922,-40.839847,369561574742672,369561642543355,67.800683,stop,0.30508095
3,369561735248990,369561673837161,-61.411829,369561673851588,369561750862220,77.010632,stop,0.32159704
3,369561815421498,369561782479411,-32.942087,369561782487015,369561837241760,54.754745,stop,0.30514556
3,369561895472964,369561868280722,-27.192242,369561868287128,369561919363383,51.076255,up,0.29550853
3,369561974812711,369561949976146,-24.836565,369561949979271,369561987574484,37.595213,stop,0.2610336
3,369562095508505,369562018355997,-77.152508,369562018364747,369562098521213,80.156466,stop,0.27618384
3,369562175123565,369562130976477,-44.147088,369562130986217,369562215017892,84.031675,stop,0.30062786
3,369562294904202,369562247227739,-47.676463,369562247248311,369562335248372,88.000061,stop,0.3712052
4,369562456067916,369562367769834,-88.298082,369562367789730,369562463723281,95.933551,stop,0.27368024
4,369562575488240,369562496624326,-78.863914,369562496635888,369562582363293,85.727405,stop,0.33043718
4,369562656350331,369562613223035,-43.127296,369562613228140,369562681302678,68.074538,up,0.30592388
4,369562774420708,369562712762108,-61.6586,369562712777160,369562795345501,82.568341,up,0.34193796
4,369562894575824,369562827272744,-67.30308,369562827277848,369562901045929,73.768081,up,0.47000808
4,369563015009638,369562932838849,-82.170789,369562932845151,369563020786982,87.941831,up,0.5761619
4,369563134961733,369563054049954,-80.911779,369563054070684,369563143027984,88.9573,up,0.61065054
4,369563255444297,369563175264758,-80.179539,369563175277727,369563260585287,85.30756,up,0.61179143
4,369563335475503,369563293149718,-42.325785,369563293154926,369563357213370,64.058444,up,0.73193717
5,369563414120719,369563387667800,-26.452919,369563387671029,369563431690252,44.019223,up,0.6804952
5,369563494309790,369563462259318,-32.050472,369563462266453,369563524960314,62.693861,up,0.65904546
5,369563614159750,369563555555056,-58.604694,369563555570994,369563630753241,75.182247,up,0.6931459
5,369563694215695,369563661203036,-33.012659,369563661218713,369563722361011,61.142298,up,0.5023296
5,369563774214141,369563752968566,-21.245575,369563752973253,369563813785915,60.812662,up,0.41683704
5,369563894184101,369563844494877,-49.689224,369563844504564,369563903547851,59.043287,up,0.43096468
5,369564014170467,369563934284052,-79.886415,369563934302646,369564014961717,80.659071,up,0.46340996
5,369564094204589,369564045598282,-48.606307,369564045610574,369564120058446,74.447872,up,0.47483045
5,369564215093924,369564150913137,-64.180787,369564150931314,369564232587884,81.65657,up,0.43981138
5,369564298158568,369564263025908,-35.13266,369564263045804,369564331025134,67.97933,up,0.5944596
6,369564415149413,369564363228262,-51.921151,369564363239981,369564432919206,69.679225,up,0.6026775
6,369564494821817,369564463752647,-31.06917,369564463759157,369564519162079,55.402922,up,0.5473046
6,369564575798752,369564549711562,-26.08719,369564549716562,369564613138808,63.422246,up,0.58746
6,369564694981368,369564645198498,-49.78287,369564645209696,369564724677777,79.468081,up,0.3970592
6,369564814642786,369564756861374,-57.781412,369564756866843,369564845284352,88.417509,up,0.45368162
6,369564934199621,369564876934980,-57.264641,369564876948001,369564954666706,77.718705,up,0.3784094
6,369565014199212,369564985043011,-29.156201,369564985047595,369565033357443,48.309848,stop,0.34554398
6,369565094547918,369565063880259,-30.667659,369565063888957,369565114340003,50.451046,stop,0.3526485
6,369565174268863,369565144971777,-29.297086,369565144977454,369565194966782,49.989328,stop,0.48763993
6,369565254202153,369565225341733,-28.86042,369565225345275,369565269325852,43.980577,stop,0.46347505
7,369565374968519,369565299853407,-75.115112,369565299863095,369565376860238,76.997143,stop,0.55008346
7,369565494853948,369565408417689,-86.436259,369565408427428,369565498950458,90.52303,stop,0.4412264
7,369565615143855,369565531113066,-84.030789,369565531134732,369565622425366,91.290634,stop,0.39255148
