Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3556724,174884,135016,0.953134413,800,288,0.36,26,0.0325
2,5,3731608,3559332,172276,135020,0.953833307,800,312,0.39,24,0.03
3,10,3731608,3558116,173492,135020,0.953507442,800,333,0.41625,33,0.04125
4,15,3731608,3561736,169872,135020,0.954477534,800,339,0.42375,39,0.04875
5,20,3731608,3559292,172316,135020,0.953822588,800,350,0.4375,47,0.05875
6,25,3731608,3562108,169500,135020,0.954577222,800,287,0.35875,26,0.0325
7,30,3731608,3556440,175168,135020,0.953058306,800,324,0.405,27,0.03375
8,35,3731608,3559172,172436,135020,0.95379043,800,319,0.39875,31,0.03875
9,41,3731608,3556940,174668,135020,0.953192297,800,347,0.43375,38,0.0475
10,46,3731608,3556732,174876,135020,0.953136557,800,291,0.36375,33,0.04125
11,51,3731608,3555440,176168,135020,0.952790325,800,258,0.3225,19,0.02375
12,56,3731608,3555656,175952,135020,0.952848209,800,323,0.40375,27,0.03375
13,61,3731608,3554644,176964,135020,0.952577012,800,337,0.42125,27,0.03375
14,67,3731608,3555868,175740,135036,0.952905021,800,317,0.39625,43,0.05375
15,72,3731608,3559000,172608,135036,0.953744338,800,309,0.38625,42,0.0525
16,77,3731608,3555096,176512,135036,0.95269814,800,330,0.4125,30,0.0375
17,83,3731608,3558832,172776,135036,0.953699317,800,313,0.39125,32,0.04
18,88,3731608,3558264,173344,135036,0.953547104,800,339,0.42375,35,0.04375
19,93,3731608,3559528,172080,135036,0.953885832,800,300,0.375,32,0.04
20,98,3731608,3558324,173284,135036,0.953563182,800,366,0.4575,43,0.05375
21,103,3731608,3559724,171884,135036,0.953938356,800,303,0.37875,28,0.035
22,108,3731608,3556348,175260,135040,0.953033652,800,391,0.48875,41,0.05125
23,113,3731608,3558064,173544,135048,0.953493507,800,342,0.4275,84,0.105
24,118,3731608,3557632,173976,135048,0.95337774,800,358,0.4475,42,0.0525
25,123,3731608,3554996,176612,135048,0.952671342,800,330,0.4125,33,0.04125
26,128,3731608,3558848,172760,135048,0.953703604,800,319,0.39875,23,0.02875
27,133,3731608,3556812,174796,135048,0.953157995,800,288,0.36,33,0.04125
28,138,3731608,3557476,174132,135052,0.953335935,800,345,0.43125,35,0.04375
29,143,3731608,3560200,171408,135056,0.954065915,800,347,0.43375,34,0.0425
30,148,3731608,3557152,174456,135056,0.953249109,800,320,0.4,40,0.05
31,153,3731608,3560332,171276,135056,0.954101288,800,316,0.395,22,0.0275
32,158,3731608,3561796,169812,135056,0.954493612,800,332,0.415,42,0.0525
33,163,3731608,3558940,172668,135056,0.953728259,800,310,0.3875,32,0.04
34,168,3731608,3561248,170360,135060,0.954346759,800,300,0.375,38,0.0475
35,173,3731608,3562300,169308,135060,0.954628675,800,275,0.34375,28,0.035
36,178,3731608,3559224,172384,135060,0.953804365,800,373,0.46625,43,0.05375
37,183,3731608,3562412,169196,135060,0.954658689,800,291,0.36375,45,0.05625
38,188,3731608,3565392,166216,135072,0.955457272,800,320,0.4,27,0.03375
39,193,3731608,3562320,169288,135072,0.954634034,800,361,0.45125,42,0.0525
40,198,3731608,3563104,168504,135076,0.954844132,800,309,0.38625,34,0.0425
41,203,3731608,3565044,166564,135076,0.955364015,800,303,0.37875,26,0.0325
42,208,3731608,3560960,170648,135076,0.95426958,800,300,0.375,32,0.04
43,213,3731608,3561920,169688,135076,0.954526842,800,284,0.355,19,0.02375
44,218,3731608,3559996,171612,135076,0.954011247,800,294,0.3675,34,0.0425
45,223,3731608,3562428,169180,135076,0.954662976,800,315,0.39375,27,0.03375
46,228,3731608,3562428,169180,135076,0.954662976,800,369,0.46125,26,0.0325
47,233,3731608,3561980,169628,135076,0.954542921,800,345,0.43125,33,0.04125
48,238,3731608,3556932,174676,135076,0.953190153,800,309,0.38625,45,0.05625
49,243,3731608,3558084,173524,135076,0.953498867,800,328,0.41,25,0.03125
50,248,3731608,3561008,170600,135076,0.954282443,800,342,0.4275,32,0.04
51,253,3731608,3562568,169040,135076,0.954700494,800,285,0.35625,21,0.02625
52,258,3731608,3564124,167484,135076,0.955117472,800,315,0.39375,32,0.04
53,263,3731608,3558868,172740,135076,0.953708964,800,345,0.43125,42,0.0525
54,268,3731608,3560512,171096,135076,0.954149525,800,316,0.395,31,0.03875
55,273,3731608,3562084,169524,135076,0.954570791,800,272,0.34,19,0.02375
56,278,3731608,3563640,167968,135076,0.954987769,800,344,0.43,31,0.03875
57,283,3731608,3560488,171120,135076,0.954143093,800,333,0.41625,58,0.0725
58,288,3731608,3565440,166168,135080,0.955470135,800,328,0.41,31,0.03875
59,293,3731608,3565456,166152,135080,0.955474423,800,306,0.3825,32,0.04
60,298,3731608,3565552,166056,135084,0.955500149,800,271,0.33875,35,0.04375
