Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,23.033439,38.405003
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,20.436564,35.808128
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,20.472294,35.843858
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.214585,34.586149
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,18.778804,34.150368
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.009116,34.38068
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.315679,34.687243
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,20.465732,35.837296
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,20.642606,36.01417
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,21.172086,36.54365
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,20.938127,36.309691
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,22.152398,37.523962
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,21.091304,36.462868
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,21.080159,36.451723
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,21.524585,36.896149
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,20.797763,36.169327
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,21.104637,36.476201
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,20.01021,35.381774
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.437242,34.808806
0,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.503179,34.874743
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.701825,35.073389
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.105783,34.477347
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.062397,34.433961
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,18.988179,34.359743
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,18.963595,34.335159
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.119325,34.490889
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,18.891043,34.262607
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.134272,34.505836
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,18.907085,34.278649
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.6387,35.010264
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.814325,35.185889
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,18.9762,34.347764
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.13594,34.507504
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,18.872398,34.243962
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.076252,34.447816
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.435315,34.806879
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.130054,34.501618
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.231669,34.603233
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.48844,34.860004
1,6.42E+14,6.42E+14,15.371564,6.42E+14,6.42E+14,19.076565,34.448129
