Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3568596,163012,135264,0.956315883,800,175,0.21875,94,0.1175
2,5,3731608,3572364,159244,135268,0.957325635,800,156,0.195,106,0.1325
3,10,3731608,3577860,153748,135272,0.958798459,800,184,0.23,103,0.12875
4,15,3731608,3582364,149244,135272,0.960005445,800,166,0.2075,97,0.12125
5,20,3731608,3549396,182212,135272,0.951170648,800,172,0.215,84,0.105
6,25,3731608,3555844,175764,135272,0.95289859,800,166,0.2075,100,0.125
7,30,3731608,3560904,170704,135280,0.954254573,800,166,0.2075,91,0.11375
8,35,3731608,3564428,167180,135280,0.955198938,800,166,0.2075,84,0.105
9,40,3731608,3569848,161760,135284,0.956651395,800,175,0.21875,81,0.10125
10,45,3731608,3575044,156564,135284,0.958043825,800,188,0.235,84,0.105
11,50,3731608,3581304,150304,135284,0.959721386,800,169,0.21125,81,0.10125
12,55,3731608,3548840,182768,135300,0.951021651,800,169,0.21125,97,0.12125
13,60,3731608,3551440,180168,135300,0.951718401,800,166,0.2075,91,0.11375
14,65,3731608,3560032,171576,135304,0.954020894,800,163,0.20375,109,0.13625
15,70,3731608,3564940,166668,135304,0.955336145,800,169,0.21125,106,0.1325
16,75,3731608,3567200,164408,135304,0.955941782,800,178,0.2225,100,0.125
17,80,3731608,3574988,156620,135304,0.958028818,800,172,0.215,100,0.125
18,86,3731608,3581792,149816,135304,0.95985216,800,175,0.21875,97,0.12125
19,91,3731608,3586860,144748,135304,0.961210288,800,172,0.215,91,0.11375
20,96,3731608,3551148,180460,135308,0.951640151,800,156,0.195,100,0.125
21,101,3731608,3549596,182012,135328,0.951224244,800,166,0.2075,97,0.12125
22,106,3731608,3553944,177664,135328,0.952389426,800,181,0.22625,94,0.1175
23,111,3731608,3559464,172144,135328,0.953868681,800,163,0.20375,94,0.1175
24,116,3731608,3564288,167320,135328,0.955161421,800,175,0.21875,91,0.11375
25,121,3731608,3568644,162964,135328,0.956328746,800,175,0.21875,94,0.1175
26,126,3731608,3575016,156592,135328,0.958036321,800,163,0.20375,94,0.1175
27,131,3731608,3579080,152528,135328,0.959125396,800,178,0.2225,97,0.12125
28,136,3731608,3540864,190744,135332,0.948884234,800,178,0.2225,106,0.1325
29,141,3731608,3547152,184456,135336,0.950569299,800,156,0.195,116,0.145
30,146,3731608,3551992,179616,135336,0.951866327,800,159,0.19875,106,0.1325
31,151,3731608,3554680,176928,135340,0.95258666,800,156,0.195,113,0.14125
32,156,3731608,3560180,171428,135348,0.954060555,800,144,0.18,109,0.13625
33,161,3731608,3570148,161460,135348,0.95673179,800,169,0.21125,97,0.12125
34,166,3731608,3575224,156384,135348,0.958092061,800,181,0.22625,125,0.15625
35,171,3731608,3580492,151116,135348,0.959503785,800,156,0.195,100,0.125
36,176,3731608,3569756,161852,135348,0.956626741,800,159,0.19875,122,0.1525
37,181,3731608,3545936,185672,135348,0.950243434,800,153,0.19125,106,0.1325
38,186,3731608,3552688,178920,135348,0.952052842,800,138,0.1725,109,0.13625
39,191,3731608,3557092,174516,135348,0.95323303,800,144,0.18,116,0.145
40,196,3731608,3561948,169660,135348,0.954534346,800,153,0.19125,106,0.1325
41,201,3731608,3567512,164096,135356,0.956025392,800,159,0.19875,116,0.145
42,206,3731608,3573336,158272,135356,0.957586113,800,172,0.215,88,0.11
43,211,3731608,3579676,151932,135356,0.959285112,800,181,0.22625,106,0.1325
44,216,3731608,3585592,146016,135376,0.960870488,800,159,0.19875,100,0.125
45,221,3731608,3545408,186200,135376,0.95010194,800,156,0.195,100,0.125
46,226,3731608,3550208,181400,135376,0.951388249,800,150,0.1875,138,0.1725
47,231,3731608,3555664,175944,135376,0.952850353,800,125,0.15625,116,0.145
48,236,3731608,3561672,169936,135376,0.954460383,800,128,0.16,113,0.14125
49,241,3731608,3566800,164808,135376,0.955834589,800,156,0.195,125,0.15625
50,246,3731608,3572272,159336,135376,0.957300981,800,144,0.18,134,0.1675
51,251,3731608,3574888,156720,135380,0.95800202,800,138,0.1725,103,0.12875
52,256,3731608,3579756,151852,135380,0.959306551,800,153,0.19125,113,0.14125
53,261,3731608,3588480,143128,135384,0.961644417,800,138,0.1725,122,0.1525
54,266,3731608,3541840,189768,135384,0.949145784,800,138,0.1725,128,0.16
55,271,3731608,3549060,182548,135384,0.951080607,800,131,0.16375,128,0.16
56,276,3731608,3553476,178132,135384,0.952264011,800,141,0.17625,125,0.15625
57,281,3731608,3558900,172708,135384,0.953717539,800,153,0.19125,122,0.1525
58,286,3731608,3565672,165936,135384,0.955532307,800,178,0.2225,97,0.12125
59,291,3731608,3569608,162000,135384,0.95658708,800,172,0.215,103,0.12875
60,296,3731608,3575000,156608,135384,0.958032033,800,166,0.2075,97,0.12125
