Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
0,1.92077E+14,1.92077E+14,27.177034,1.92077E+14,1.92077E+14,252.737681,tulips,0.76943755,,,279.914715,,0,4,,234742.7992,,roses
0,1.92077E+14,1.92077E+14,2.953594,1.92077E+14,1.92077E+14,79.336831,tulips,0.98181283,,,82.290425,,1,10,,,,
0,1.92077E+14,1.92077E+14,3.026824,1.92077E+14,1.92077E+14,74.206518,tulips,0.9822634,,,77.233342,,2,10,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
0,1.92077E+14,1.92077E+14,2.88474,1.92077E+14,1.92077E+14,69.321466,tulips,0.9901815,,,72.206206,,3,10,,78.35206916,,2996
1,1.92077E+14,1.92077E+14,2.867553,1.92077E+14,1.92077E+14,77.027924,tulips,0.95334053,,,79.895477,,4,9,,,,
1,1.92077E+14,1.92077E+14,3.132813,1.92077E+14,1.92078E+14,80.19954,tulips,0.9875065,,,83.332353,,5,10,,Avg Class per Sec,,((TOTAL TP CONFIDENCE))
1,1.92078E+14,1.92078E+14,2.867031,1.92078E+14,1.92078E+14,74.128289,tulips,0.9852539,,,76.99532,,6,10,,9.953488372,,0
1,1.92078E+14,1.92078E+14,3.06448,1.92078E+14,1.92078E+14,71.266674,tulips,0.9867676,,,74.331154,,7,10,,,,
1,1.92078E+14,1.92078E+14,2.917136,1.92078E+14,1.92078E+14,75.191257,tulips,0.9835428,,,78.108393,,8,10,,Avg TP Confidence,,
1,1.92078E+14,1.92078E+14,2.929271,1.92078E+14,1.92078E+14,70.182143,tulips,0.98578215,,,73.111414,,9,10,,#DIV/0!,,
1,1.92078E+14,1.92078E+14,2.972761,1.92078E+14,1.92078E+14,78.100059,tulips,0.9842567,,,81.07282,,10,10,,,,
1,1.92078E+14,1.92078E+14,2.953802,1.92078E+14,1.92078E+14,69.052039,tulips,0.9833365,,,72.005841,,11,10,,Total Classifications,,
1,1.92078E+14,1.92078E+14,2.899896,1.92078E+14,1.92078E+14,77.068809,tulips,0.98846555,,,79.968705,,12,10,,2996,,
1,1.92078E+14,1.92078E+14,3.044688,1.92078E+14,1.92078E+14,75.622455,tulips,0.98665154,,,78.667143,,13,10,,,,
2,1.92078E+14,1.92078E+14,5.049532,1.92078E+14,1.92078E+14,69.494694,tulips,0.9870543,,,74.544226,,14,10,,True Positives,,
2,1.92078E+14,1.92078E+14,2.970208,1.92078E+14,1.92079E+14,74.621934,tulips,0.98823416,,,77.592142,,15,10,,0,,
2,1.92079E+14,1.92079E+14,5.125365,1.92079E+14,1.92079E+14,70.046517,tulips,0.98627275,,,75.171882,,16,10,,,,
2,1.92079E+14,1.92079E+14,3.225938,1.92079E+14,1.92079E+14,74.796466,tulips,0.9871716,,,78.022404,,17,10,,False Negatives,,
2,1.92079E+14,1.92079E+14,3.013542,1.92079E+14,1.92079E+14,81.274852,tulips,0.9850461,,,84.288394,,18,10,,2996,,
2,1.92079E+14,1.92079E+14,2.904167,1.92079E+14,1.92079E+14,74.166883,tulips,0.98194194,,,77.07105,,19,10,,,,
2,1.92079E+14,1.92079E+14,10.49422,1.92079E+14,1.92079E+14,81.015372,tulips,0.9833244,,,91.509592,,20,10,,Recall,,
2,1.92079E+14,1.92079E+14,5.314636,1.92079E+14,1.92079E+14,73.065372,tulips,0.98693997,,,78.380008,,21,10,,0,,
2,1.92079E+14,1.92079E+14,2.920209,1.92079E+14,1.92079E+14,89.676467,tulips,0.9866715,,,92.596676,,22,10,,,,
2,1.92079E+14,1.92079E+14,2.944062,1.92079E+14,1.92079E+14,69.743757,tulips,0.98587704,,,72.687819,,23,10,,,,
3,1.92079E+14,1.92079E+14,2.933334,1.92079E+14,1.92079E+14,82.115425,tulips,0.98667115,,,85.048759,,24,10,,,,
3,1.92079E+14,1.92079E+14,2.892708,1.92079E+14,1.9208E+14,79.708706,tulips,0.98737305,,,82.601414,,25,11,,,,
3,1.9208E+14,1.9208E+14,3.241979,1.9208E+14,1.9208E+14,79.858654,tulips,0.98611045,,,83.100633,,26,9,,,,
3,1.9208E+14,1.9208E+14,2.962552,1.9208E+14,1.9208E+14,72.82907,tulips,0.98571646,,,75.791622,,27,10,,,,
3,1.9208E+14,1.9208E+14,3.383334,1.9208E+14,1.9208E+14,83.638133,tulips,0.98778874,,,87.021467,,28,10,,,,
3,1.9208E+14,1.9208E+14,3.128177,1.9208E+14,1.9208E+14,74.868497,tulips,0.98588306,,,77.996674,,29,10,,,,
3,1.9208E+14,1.9208E+14,2.960104,1.9208E+14,1.9208E+14,68.049955,tulips,0.9848113,,,71.010059,,30,10,,,,
3,1.9208E+14,1.9208E+14,6.928595,1.9208E+14,1.9208E+14,71.27808,tulips,0.9847823,,,78.206675,,31,11,,,,
3,1.9208E+14,1.9208E+14,3.003958,1.9208E+14,1.9208E+14,72.606101,tulips,0.98927516,,,75.610059,,32,10,,,,
3,1.9208E+14,1.9208E+14,4.244428,1.9208E+14,1.9208E+14,76.63855,tulips,0.98859507,,,80.882978,,33,10,,,,
4,1.9208E+14,1.9208E+14,12.129897,1.9208E+14,1.9208E+14,87.371259,tulips,0.9864705,,,99.501156,,34,10,,,,
4,1.92081E+14,1.92081E+14,8.53797,1.92081E+14,1.92081E+14,76.595737,tulips,0.9867569,,,85.133707,,35,10,,,,
4,1.92081E+14,1.92081E+14,3.243333,1.92081E+14,1.92081E+14,73.568028,tulips,0.98821324,,,76.811361,,36,10,,,,
4,1.92081E+14,1.92081E+14,4.06474,1.92081E+14,1.92081E+14,73.93584,tulips,0.9851574,,,78.00058,,37,9,,,,
4,1.92081E+14,1.92081E+14,3.007292,1.92081E+14,1.92081E+14,71.953966,tulips,0.9841414,,,74.961258,,38,11,,,,
4,1.92081E+14,1.92081E+14,7.803647,1.92081E+14,1.92081E+14,70.055476,tulips,0.9884361,,,77.859123,,39,10,,,,
4,1.92081E+14,1.92081E+14,7.662813,1.92081E+14,1.92081E+14,74.838966,tulips,0.987633,,,82.501779,,40,10,,,,
4,1.92081E+14,1.92081E+14,5.277293,1.92081E+14,1.92081E+14,71.891465,tulips,0.98561597,,,77.168758,,41,10,,,,
4,1.92081E+14,1.92081E+14,10.191459,1.92081E+14,1.92081E+14,75.97907,tulips,0.98584056,,,86.170529,,42,10,,,,
5,1.92081E+14,1.92081E+14,6.484741,1.92081E+14,1.92081E+14,79.193029,tulips,0.9872536,,,85.67777,,43,10,,,,
5,1.92081E+14,1.92081E+14,3.200834,1.92081E+14,1.92082E+14,80.288393,tulips,0.9849471,,,83.489227,,44,10,,,,
5,1.92082E+14,1.92082E+14,2.990677,1.92082E+14,1.92082E+14,72.500581,tulips,0.9854602,,,75.491258,,45,10,,,,
5,1.92082E+14,1.92082E+14,7.250365,1.92082E+14,1.92082E+14,71.999017,tulips,0.982512,,,79.249382,,46,10,,,,
5,1.92082E+14,1.92082E+14,2.941511,1.92082E+14,1.92082E+14,73.672976,tulips,0.9862175,,,76.614487,,47,10,,,,
5,1.92082E+14,1.92082E+14,6.743542,1.92082E+14,1.92082E+14,72.542195,tulips,0.9879203,,,79.285737,,48,10,,,,
5,1.92082E+14,1.92082E+14,2.897552,1.92082E+14,1.92082E+14,65.309746,tulips,0.988571,,,68.207298,,49,10,,,,
5,1.92082E+14,1.92082E+14,2.977448,1.92082E+14,1.92082E+14,78.758653,tulips,0.98930603,,,81.736101,,50,10,,,,
5,1.92082E+14,1.92082E+14,2.925625,1.92082E+14,1.92082E+14,77.398029,tulips,0.9882117,,,80.323654,,51,10,,,,
5,1.92082E+14,1.92082E+14,2.91724,1.92082E+14,1.92082E+14,70.439486,tulips,0.986315,,,73.356726,,52,10,,,,
6,1.92082E+14,1.92082E+14,7.135834,1.92082E+14,1.92082E+14,75.044226,tulips,0.9855928,,,82.18006,,53,10,,,,
6,1.92082E+14,1.92082E+14,7.39198,1.92082E+14,1.92083E+14,74.785736,tulips,0.98701197,,,82.177716,,54,10,,,,
6,1.92083E+14,1.92083E+14,2.955208,1.92083E+14,1.92083E+14,75.686934,tulips,0.98907757,,,78.642142,,55,10,,,,
6,1.92083E+14,1.92083E+14,2.947032,1.92083E+14,1.92083E+14,84.488238,tulips,0.98284346,,,87.43527,,56,10,,,,
6,1.92083E+14,1.92083E+14,6.682084,1.92083E+14,1.92083E+14,79.531571,tulips,0.98682135,,,86.213655,,57,10,,,,
