Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence
0,0,369227512240591,3.69227512240591E8,369227512243195,369227595295078,83.051883,_silence_,0.0
0,369227650555709,369227626254092,-24.301617,369227626257112,369227687566962,61.30985,_silence_,0.0
0,369227730667175,369227718276705,-12.39047,369227718280038,369227760117282,41.837244,_silence_,0.0
0,369227810626454,369227790503691,-20.122763,369227790506295,369227826296091,35.789796,_silence_,1.3045954
0,369227890668545,369227856824063,-33.844482,369227856828125,369227899300577,42.472452,_silence_,1.1932938
0,369227970656886,369227929768341,-40.888545,369227929772143,369227972555428,42.783285,_silence_,1.0954171
0,369228010626369,369228003055379,-7.57099,369228003059285,369228041024602,37.965317,_silence_,0.7873724
0,369228090655180,369228071499761,-19.155419,369228071503042,369228106965025,35.461983,_silence_,0.33432385
0,369228170606177,369228137427111,-33.179066,369228137430445,369228172479511,35.049066,_unknown_,0.21588673
0,369228210635244,369228202938003,-7.697241,369228202941701,369228240781236,37.839535,_unknown_,0.22099008
0,369228290670199,369228271238427,-19.431772,369228271241031,369228308362024,37.120993,down,0.17589039
0,369228370666718,369228338821090,-31.845628,369228338824423,369228374108697,35.284274,up,0.19848928
0,369228410611774,369228404551409,-6.060365,369228404554325,369228439626881,35.072556,up,0.21733311
0,369228490601313,369228470085790,-20.515523,369228470089853,369228511181680,41.091827,stop,0.24058291
0,369228570661894,369228541678974,-28.98292,369228541681839,369228576352832,34.670993,up,0.3203632
1,369228610570440,369228606779137,-3.791303,369228606781846,369228641830807,35.048961,up,0.40880615
1,369228690613521,369228672301956,-18.311565,369228672306331,369228707185189,34.878858,up,0.41369492
1,369228770968997,369228737625661,-33.343336,369228737628994,369228772693841,35.064847,up,0.3818934
1,369228850854005,369228803270303,-47.583702,369228803282282,369228854661610,51.379328,up,0.3414265
1,369228931035211,369228885113175,-45.922036,369228885115884,369228959960110,74.844226,up,0.33598378
1,369229010729490,369228990435009,-20.294481,369228990439175,369229033549805,43.11063,up,0.3140768
1,369229090903300,369229063963402,-26.939898,369229063967516,369229110623250,46.655734,up,0.30144298
1,369229170743985,369229140979190,-29.764795,369229140981638,369229190147685,49.166047,up,0.3171216
1,369229250670035,369229220632844,-30.037191,369229220639198,369229269115089,48.475891,up,0.266666
1,369229330635459,369229299631550,-31.003909,369229299637852,369229346412544,46.774692,up,0.2899286
1,369229410672082,369229377172912,-33.49917,369229377191297,369229446566408,69.375111,up,0.28176126
1,369229530678552,369229477376672,-53.30188,369229477395786,369229555729128,78.333342,up,0.22277729
2,369229652846898,369229587264339,-65.582559,369229587271735,369229664213045,76.94131,up,0.321383
2,369229770588055,369229696275912,-74.312143,369229696293881,369229785530348,89.236467,up,0.30661106
2,369229891757078,369229816422331,-75.334747,369229816436758,369229904054475,87.617717,up,0.42888913
2,369230011287975,369229935728853,-75.559122,369229935747395,369230021935216,86.187821,up,0.5381372
2,369230131783195,369230053137354,-78.645841,369230053156781,369230147207103,94.050322,up,0.46314472
2,369230251384509,369230178453044,-72.931465,369230178461950,369230268700032,90.238082,up,0.43284926
2,369230372058896,369230299874775,-72.184121,369230299892691,369230384556398,84.663707,up,0.43556884
