Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3597732,133876,135112,0.964123777,800,187,0.23375,29,0.03625
2,5,3731608,3599052,132556,135112,0.964477512,800,252,0.315,41,0.05125
3,10,3731608,3599156,132452,135132,0.964505382,800,252,0.315,52,0.065
4,15,3731608,3599644,131964,135132,0.964636157,800,213,0.26625,33,0.04125
5,20,3731608,3599340,132268,135132,0.964554691,800,213,0.26625,33,0.04125
6,25,3731608,3599620,131988,135132,0.964629725,800,223,0.27875,42,0.0525
7,30,3731608,3600832,130776,135132,0.964954518,800,255,0.31875,41,0.05125
8,36,3731608,3601412,130196,135132,0.965109947,800,267,0.33375,30,0.0375
9,41,3731608,3601976,129632,135140,0.965261089,800,277,0.34625,43,0.05375
10,46,3731608,3601972,129636,135140,0.965260017,800,197,0.24625,23,0.02875
11,51,3731608,3602672,128936,135140,0.965447603,800,183,0.22875,31,0.03875
12,56,3731608,3603940,127668,135144,0.965787403,800,206,0.2575,29,0.03625
13,61,3731608,3603752,127856,135144,0.965737023,800,194,0.2425,28,0.035
14,66,3731608,3599920,131688,135144,0.96471012,800,235,0.29375,39,0.04875
15,71,3731608,3601656,129952,135152,0.965175335,800,228,0.285,21,0.02625
16,76,3731608,3602284,129324,135152,0.965343627,800,253,0.31625,30,0.0375
17,81,3731608,3600988,130620,135156,0.964996323,800,191,0.23875,26,0.0325
18,86,3731608,3602576,129032,135160,0.965421877,800,243,0.30375,33,0.04125
19,91,3731608,3602080,129528,135160,0.965288959,800,248,0.31,38,0.0475
20,96,3731608,3603872,127736,135160,0.96576918,800,213,0.26625,27,0.03375
21,101,3731608,3603632,127976,135160,0.965704865,800,237,0.29625,20,0.025
22,106,3731608,3603736,127872,135160,0.965732735,800,217,0.27125,31,0.03875
23,111,3731608,3604088,127520,135160,0.965827064,800,266,0.3325,34,0.0425
24,116,3731608,3605452,126156,135168,0.96619259,800,191,0.23875,38,0.0475
25,121,3731608,3600856,130752,135168,0.96496095,800,203,0.25375,41,0.05125
26,126,3731608,3600352,131256,135168,0.964825887,800,200,0.25,27,0.03375
27,131,3731608,3599832,131776,135168,0.964686537,800,223,0.27875,23,0.02875
28,136,3731608,3601452,130156,135168,0.965120666,800,279,0.34875,38,0.0475
29,141,3731608,3602504,129104,135168,0.965402582,800,217,0.27125,20,0.025
30,146,3731608,3601880,129728,135168,0.965235362,800,181,0.22625,34,0.0425
31,151,3731608,3603988,127620,135172,0.965800266,800,207,0.25875,20,0.025
32,156,3731608,3604064,127544,135172,0.965820633,800,226,0.2825,29,0.03625
33,161,3731608,3605812,125796,135172,0.966289064,800,272,0.34,28,0.035
34,166,3731608,3604716,126892,135172,0.965995356,800,247,0.30875,40,0.05
35,171,3731608,3606900,124708,135176,0.966580627,800,233,0.29125,40,0.05
36,176,3731608,3608752,122856,135180,0.967076928,800,241,0.30125,28,0.035
37,181,3731608,3604720,126888,135184,0.965996428,800,219,0.27375,29,0.03625
38,187,3731608,3605616,125992,135204,0.966236539,800,227,0.28375,20,0.025
39,192,3731608,3606824,124784,135216,0.96656026,800,230,0.2875,40,0.05
40,197,3731608,3607972,123636,135216,0.966867903,800,247,0.30875,50,0.0625
41,202,3731608,3608992,122616,135216,0.967141243,800,240,0.3,27,0.03375
42,207,3731608,3609720,121888,135216,0.967336333,800,252,0.315,35,0.04375
43,212,3731608,3611112,120496,135216,0.967709363,800,214,0.2675,31,0.03875
44,217,3731608,3610788,120820,135216,0.967622537,800,240,0.3,23,0.02875
45,222,3731608,3611176,120432,135216,0.967726514,800,237,0.29625,50,0.0625
46,227,3731608,3610952,120656,135216,0.967666486,800,220,0.275,23,0.02875
47,232,3731608,3601000,130608,135228,0.964999539,800,219,0.27375,31,0.03875
48,238,3731608,3593496,138112,135228,0.96298861,800,221,0.27625,31,0.03875
49,243,3731608,3596656,134952,135232,0.96383543,800,184,0.23,41,0.05125
50,248,3731608,3598144,133464,135232,0.964234185,800,240,0.3,27,0.03375
51,253,3731608,3597908,133700,135232,0.964170942,800,253,0.31625,27,0.03375
52,258,3731608,3597856,133752,135232,0.964157007,800,220,0.275,33,0.04125
53,263,3731608,3598416,133192,135248,0.964307076,800,233,0.29125,27,0.03375
54,268,3731608,3598524,133084,135248,0.964336018,800,200,0.25,29,0.03625
55,273,3731608,3599408,132200,135248,0.964572913,800,207,0.25875,31,0.03875
56,278,3731608,3597688,133920,135252,0.964111986,800,217,0.27125,27,0.03375
57,283,3731608,3598572,133036,135252,0.964348881,800,217,0.27125,30,0.0375
58,288,3731608,3599208,132400,135252,0.964519317,800,232,0.29,26,0.0325
59,293,3731608,3599736,131872,135256,0.964660811,800,237,0.29625,30,0.0375
60,298,3731608,3593220,138388,135256,0.962914647,800,250,0.3125,27,0.03375
