Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3368316,363292,86944,0.902644651,800,116,0.145,75,0.09375
2,5,3731608,3366576,365032,86944,0.902178364,800,109,0.13625,50,0.0625
3,10,3731608,3369308,362300,86948,0.902910488,800,127,0.15875,52,0.065
4,15,3731608,3368028,363580,86952,0.902567472,800,109,0.13625,81,0.10125
5,20,3731608,3368424,363184,86956,0.902673593,800,141,0.17625,69,0.08625
6,25,3731608,3367040,364568,86964,0.902302707,800,97,0.12125,59,0.07375
7,30,3731608,3368212,363396,86976,0.902616781,800,106,0.1325,59,0.07375
8,35,3731608,3368532,363076,86980,0.902702535,800,130,0.1625,79,0.09875
9,40,3731608,3369972,361636,86980,0.903088427,800,119,0.14875,72,0.09
10,45,3731608,3369940,361668,86988,0.903079852,800,103,0.12875,65,0.08125
11,50,3731608,3370392,361216,86988,0.903200979,800,123,0.15375,61,0.07625
12,55,3731608,3371292,360316,86988,0.903442162,800,119,0.14875,72,0.09
13,60,3731608,3369440,362168,86996,0.902945861,800,134,0.1675,63,0.07875
14,65,3731608,3370844,360764,87000,0.903322107,800,128,0.16,56,0.07
15,70,3731608,3371176,360432,87000,0.903411076,800,91,0.11375,69,0.08625
16,75,3731608,3372148,359460,87004,0.903671554,800,123,0.15375,77,0.09625
17,80,3731608,3371868,359740,87004,0.903596519,800,128,0.16,66,0.0825
18,85,3731608,3374000,357608,87008,0.904167855,800,109,0.13625,59,0.07375
19,90,3731608,3372772,358836,87016,0.903838774,800,103,0.12875,59,0.07375
20,95,3731608,3372892,358716,87020,0.903870932,800,132,0.165,77,0.09625
21,100,3731608,3370888,360720,87028,0.903333898,800,124,0.155,70,0.0875
22,105,3731608,3372232,359376,87032,0.903694064,800,139,0.17375,71,0.08875
23,110,3731608,3371272,360336,87036,0.903436803,800,113,0.14125,66,0.0825
24,115,3731608,3371792,359816,87036,0.903576153,800,122,0.1525,59,0.07375
25,120,3731608,3370852,360756,87044,0.903324251,800,128,0.16,59,0.07375
26,125,3731608,3371256,360352,87044,0.903432515,800,124,0.155,67,0.08375
27,130,3731608,3371464,360144,87048,0.903488255,800,100,0.125,72,0.09
28,135,3731608,3371408,360200,87048,0.903473248,800,122,0.1525,75,0.09375
29,140,3731608,3372576,359032,87048,0.90378625,800,125,0.15625,78,0.0975
30,145,3731608,3371732,359876,87052,0.903560074,800,119,0.14875,74,0.0925
31,150,3731608,3372096,359512,87052,0.903657619,800,100,0.125,66,0.0825
32,155,3731608,3370212,361396,87052,0.903152743,800,116,0.145,59,0.07375
33,160,3731608,3371980,359628,87056,0.903626533,800,124,0.155,55,0.06875
34,165,3731608,3371792,359816,87056,0.903576153,800,141,0.17625,72,0.09
35,170,3731608,3372184,359424,87060,0.903681201,800,116,0.145,68,0.085
36,175,3731608,3371096,360512,87068,0.903389638,800,113,0.14125,68,0.085
37,180,3731608,3371216,360392,87072,0.903421796,800,113,0.14125,44,0.055
38,185,3731608,3371576,360032,87072,0.903518269,800,138,0.1725,75,0.09375
39,190,3731608,3372232,359376,87072,0.903694064,800,131,0.16375,72,0.09
40,195,3731608,3372076,359532,87072,0.903652259,800,116,0.145,63,0.07875
41,200,3731608,3373532,358076,87080,0.90404244,800,116,0.145,59,0.07375
42,205,3731608,3374452,357156,87084,0.904288982,800,131,0.16375,75,0.09375
43,210,3731608,3374336,357272,87092,0.904257896,800,128,0.16,81,0.10125
44,215,3731608,3375840,355768,87092,0.90466094,800,113,0.14125,63,0.07875
45,220,3731608,3373368,358240,87096,0.903998491,800,94,0.1175,72,0.09
46,225,3731608,3375852,355756,87148,0.904664156,800,134,0.1675,59,0.07375
47,230,3731608,3375828,355780,87152,0.904657724,800,103,0.12875,84,0.105
48,235,3731608,3376656,354952,87152,0.904879612,800,116,0.145,59,0.07375
49,240,3731608,3376280,355328,87164,0.904778851,800,128,0.16,50,0.0625
50,245,3731608,3378308,353300,87164,0.905322317,800,136,0.17,48,0.06
51,250,3731608,3376980,354628,87168,0.904966438,800,128,0.16,63,0.07875
52,255,3731608,3377420,354188,87176,0.90508435,800,125,0.15625,59,0.07375
53,260,3731608,3378348,353260,87176,0.905333036,800,103,0.12875,58,0.0725
54,265,3731608,3377296,354312,87180,0.90505112,800,100,0.125,63,0.07875
55,270,3731608,3378476,353132,87188,0.905367338,800,128,0.16,81,0.10125
56,275,3731608,3376480,355128,87188,0.904832448,800,139,0.17375,74,0.0925
57,280,3731608,3378440,353168,87188,0.90535769,800,125,0.15625,75,0.09375
58,285,3731608,3373900,357708,87192,0.904141057,800,126,0.1575,77,0.09625
59,290,3731608,3373812,357796,87192,0.904117474,800,103,0.12875,74,0.0925
60,295,3731608,3372452,359156,87196,0.90375302,800,138,0.1725,78,0.0975
