Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Time (sec),FPS,
0,4.32973E+12,4.32974E+12,17.281403,0,,,0,49," =COUNTIF(A:A,H2)"
0,4.32974E+12,4.32996E+12,216.768842,12,,,1,60,
0,4.32996E+12,4.32998E+12,17.989102,0,,,2,59,
0,4.32998E+12,4.33E+12,16.767992,0,,,3,60,
0,4.33E+12,4.33001E+12,16.767953,0,,,4,59,
0,4.33001E+12,4.33003E+12,16.76752,0,,,5,60,
0,4.33003E+12,4.33005E+12,16.767989,0,,,6,60,
0,4.33005E+12,4.33006E+12,16.76801,0,,,7,59,
0,4.33006E+12,4.33008E+12,16.767518,0,,,8,60,
0,4.33008E+12,4.3301E+12,16.767923,0,,,9,60,
0,4.3301E+12,4.33011E+12,16.767538,0,,,10,59,
0,4.33011E+12,4.33013E+12,16.767802,0,,,11,60,
0,4.33013E+12,4.33015E+12,16.767661,0,,,12,60,
0,4.33015E+12,4.33016E+12,16.767234,0,,,13,59,
0,4.33016E+12,4.33018E+12,16.767731,0,,,14,60,
0,4.33018E+12,4.3302E+12,16.767793,0,,,15,59,
0,4.3302E+12,4.33021E+12,16.767682,0,,,16,60,
0,4.33021E+12,4.33023E+12,16.767757,0,,,17,60,
0,4.33023E+12,4.33025E+12,16.76772,0,,,18,59,
0,4.33025E+12,4.33026E+12,16.767647,0,,,19,60,
0,4.33026E+12,4.33028E+12,16.767704,0,,,20,60,
0,4.33028E+12,4.3303E+12,16.767782,0,,,21,59,
0,4.3303E+12,4.33031E+12,16.767597,0,,,22,60,
0,4.33031E+12,4.33033E+12,16.767656,0,,,23,60,
0,4.33033E+12,4.33035E+12,16.767576,0,,,24,59,
0,4.33035E+12,4.33036E+12,16.76762,0,,,25,60,
0,4.33036E+12,4.33038E+12,16.767687,0,,,26,60,
0,4.33038E+12,4.3304E+12,16.767681,0,,,27,59,
0,4.3304E+12,4.33041E+12,16.767663,0,,,28,60,
0,4.33041E+12,4.33043E+12,16.767692,0,,,29,59,
0,4.33043E+12,4.33045E+12,16.767797,0,,,30,60,
0,4.33045E+12,4.33047E+12,16.76747,0,,,31,60,
0,4.33047E+12,4.33048E+12,16.767638,0,,,32,59,
0,4.33048E+12,4.3305E+12,16.767691,0,,,33,60,
0,4.3305E+12,4.33052E+12,16.767623,0,,,34,60,
0,4.33052E+12,4.33053E+12,16.767642,0,,,35,59,
0,4.33053E+12,4.33055E+12,16.767088,0,,,36,60,
0,4.33055E+12,4.33057E+12,16.767648,0,,,37,60,
0,4.33057E+12,4.33058E+12,16.767567,0,,,38,59,
0,4.33058E+12,4.3306E+12,16.767699,0,,,39,60,
0,4.3306E+12,4.33062E+12,16.767658,0,,,40,59,
0,4.33062E+12,4.33063E+12,16.767311,0,,,41,60,
0,4.33063E+12,4.33065E+12,16.76723,0,,,42,60,
0,4.33065E+12,4.33067E+12,16.767521,0,,,43,59,
0,4.33067E+12,4.33068E+12,16.767281,0,,,44,60,
0,4.33068E+12,4.3307E+12,16.767464,0,,,45,60,
0,4.3307E+12,4.33072E+12,16.767514,0,,,46,59,
0,4.33072E+12,4.33073E+12,16.767528,0,,,47,60,
0,4.33073E+12,4.33075E+12,16.767523,0,,,48,60,
