Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,,Num,FPS
2,2.29023E+13,2.29023E+13,16.77201,0,,,139,59
2,2.29023E+13,2.29024E+13,16.771574,0,,,140,60
2,2.29024E+13,2.29024E+13,16.77178,0,,,141,59
2,2.29024E+13,2.29024E+13,16.771264,0,,,142,60
2,2.29024E+13,2.29024E+13,16.771696,0,,,143,60
2,2.29024E+13,2.29024E+13,16.771802,0,,,144,59
2,2.29024E+13,2.29024E+13,16.770925,0,,,145,60
2,2.29024E+13,2.29025E+13,16.770768,0,,,146,60
2,2.29025E+13,2.29025E+13,16.771731,0,,,147,59
2,2.29025E+13,2.29025E+13,16.771578,0,,,148,60
2,2.29025E+13,2.29025E+13,16.771858,0,,,149,59
2,2.29025E+13,2.29025E+13,16.771547,0,,,150,60
2,2.29025E+13,2.29025E+13,16.771803,0,,,151,60
2,2.29025E+13,2.29026E+13,16.771661,0,,,152,59
2,2.29026E+13,2.29026E+13,16.770971,0,,,153,60
2,2.29026E+13,2.29026E+13,16.770127,0,,,154,60
2,2.29026E+13,2.29026E+13,16.771553,0,,,155,59
2,2.29026E+13,2.29026E+13,16.77184,0,,,156,60
2,2.29026E+13,2.29026E+13,16.771841,0,,,157,60
2,2.29026E+13,2.29027E+13,16.771182,0,,,158,59
2,2.29027E+13,2.29027E+13,16.771349,0,,,159,60
2,2.29027E+13,2.29027E+13,16.770563,0,,,160,59
2,2.29027E+13,2.29027E+13,16.770741,0,,,161,60
2,2.29027E+13,2.29027E+13,16.767913,0,,,162,60
2,2.29027E+13,2.29027E+13,16.771189,0,,,163,59
3,2.29027E+13,2.29028E+13,16.771687,0,,,164,60
3,2.29028E+13,2.29028E+13,16.772153,0,,,165,60
3,2.29028E+13,2.29028E+13,16.771227,0,,,166,59
3,2.29028E+13,2.29028E+13,16.771918,0,,,167,60
3,2.29028E+13,2.29028E+13,16.772079,0,,,168,59
3,2.29028E+13,2.29028E+13,16.771161,0,,,169,60
3,2.29028E+13,2.29029E+13,16.77127,0,,,170,60
3,2.29029E+13,2.29029E+13,16.772238,0,,,171,59
3,2.29029E+13,2.29029E+13,16.771987,0,,,172,60
3,2.29029E+13,2.29029E+13,16.772153,0,,,173,60
3,2.29029E+13,2.29029E+13,16.77188,0,,,174,59
3,2.29029E+13,2.29029E+13,16.771835,0,,,175,60
3,2.29029E+13,2.2903E+13,16.77195,0,,,176,59
3,2.2903E+13,2.2903E+13,16.77154,0,,,177,60
3,2.2903E+13,2.2903E+13,16.771516,0,,,178,60
3,2.2903E+13,2.2903E+13,16.772247,0,,,179,59
3,2.2903E+13,2.2903E+13,16.771751,0,,,180,60
3,2.2903E+13,2.2903E+13,16.772145,0,,,181,60
3,2.2903E+13,2.29031E+13,16.771025,0,,,182,59
3,2.29031E+13,2.29031E+13,16.770956,0,,,183,60
3,2.29031E+13,2.29031E+13,16.771335,0,,,184,60
3,2.29031E+13,2.29031E+13,16.771832,0,,,185,59
3,2.29031E+13,2.29031E+13,16.771854,0,,,186,60
3,2.29031E+13,2.29031E+13,16.771377,0,,,187,59
3,2.29031E+13,2.29032E+13,16.771353,0,,,188,60
3,2.29032E+13,2.29032E+13,16.772157,0,,,189,60
3,2.29032E+13,2.29032E+13,16.771944,0,,,190,59
3,2.29032E+13,2.29032E+13,16.772058,0,,,191,60
3,2.29032E+13,2.29032E+13,16.771821,0,,,192,60
3,2.29032E+13,2.29032E+13,16.771765,0,,,193,59
3,2.29032E+13,2.29033E+13,16.77135,0,,,194,60
3,2.29033E+13,2.29033E+13,16.771998,0,,,195,59
3,2.29033E+13,2.29033E+13,16.771699,0,,,196,60
3,2.29033E+13,2.29033E+13,16.77205,0,,,197,60
3,2.29033E+13,2.29033E+13,16.771657,0,,,198,59
3,2.29033E+13,2.29033E+13,16.772464,0,,,199,60
3,2.29033E+13,2.29034E+13,16.771902,0,,,200,60
3,2.29034E+13,2.29034E+13,16.771526,0,,,201,59
3,2.29034E+13,2.29034E+13,16.771232,0,,,202,60
3,2.29034E+13,2.29034E+13,16.771976,0,,,203,59
3,2.29034E+13,2.29034E+13,16.771762,0,,,204,60
3,2.29034E+13,2.29034E+13,16.772083,0,,,205,60
3,2.29034E+13,2.29035E+13,16.771721,0,,,206,59
3,2.29035E+13,2.29035E+13,16.771301,0,,,207,60
3,2.29035E+13,2.29035E+13,16.771457,0,,,208,60
3,2.29035E+13,2.29035E+13,16.771389,0,,,209,59
3,2.29035E+13,2.29035E+13,16.771408,0,,,210,60
3,2.29035E+13,2.29035E+13,16.771376,0,,,211,59
3,2.29035E+13,2.29036E+13,16.770995,0,,,212,60
3,2.29036E+13,2.29036E+13,16.772024,0,,,213,60
3,2.29036E+13,2.29036E+13,16.771574,0,,,214,59
3,2.29036E+13,2.29036E+13,16.77261,0,,,215,60
3,2.29036E+13,2.29036E+13,16.772228,0,,,216,60
3,2.29036E+13,2.29037E+13,16.771961,0,,,217,59
3,2.29037E+13,2.29037E+13,16.770853,0,,,218,60
3,2.29037E+13,2.29037E+13,16.772574,0,,,219,59
3,2.29037E+13,2.29037E+13,16.772038,0,,,220,60
3,2.29037E+13,2.29037E+13,16.772269,0,,,221,60
3,2.29037E+13,2.29037E+13,16.77198,0,,,222,59
3,2.29037E+13,2.29038E+13,16.771746,0,,,223,60
4,2.29038E+13,2.29038E+13,16.771942,0,,,224,60
4,2.29038E+13,2.29038E+13,16.770986,0,,,225,59
4,2.29038E+13,2.29038E+13,16.770007,0,,,226,60
4,2.29038E+13,2.29038E+13,16.771854,0,,,227,59
4,2.29038E+13,2.29038E+13,16.771779,0,,,228,60
4,2.29038E+13,2.29039E+13,16.772484,0,,,229,60
4,2.29039E+13,2.29039E+13,16.772074,0,,,230,59
4,2.29039E+13,2.29039E+13,16.771924,0,,,231,60
4,2.29039E+13,2.29039E+13,16.771116,0,,,232,60
4,2.29039E+13,2.29039E+13,16.771788,0,,,233,59
4,2.29039E+13,2.29039E+13,16.772209,0,,,234,60
4,2.29039E+13,2.2904E+13,16.772363,0,,,235,59
4,2.2904E+13,2.2904E+13,16.77179,0,,,236,60
4,2.2904E+13,2.2904E+13,16.771741,0,,,237,60
4,2.2904E+13,2.2904E+13,16.771869,0,,,238,59
4,2.2904E+13,2.2904E+13,16.772309,0,,,239,60
4,2.2904E+13,2.2904E+13,16.772124,0,,,240,60
4,2.2904E+13,2.29041E+13,16.771769,0,,,241,59
4,2.29041E+13,2.29041E+13,16.771766,0,,,242,60
4,2.29041E+13,2.29041E+13,16.771921,0,,,243,59
4,2.29041E+13,2.29041E+13,16.771791,0,,,244,60
4,2.29041E+13,2.29041E+13,16.771968,0,,,245,60
4,2.29041E+13,2.29041E+13,16.771834,0,,,246,59
4,2.29041E+13,2.29042E+13,16.772105,0,,,247,60
4,2.29042E+13,2.29042E+13,16.771808,0,,,248,60
4,2.29042E+13,2.29042E+13,16.772046,0,,,249,59
4,2.29042E+13,2.29042E+13,16.771613,0,,,250,60
4,2.29042E+13,2.29042E+13,16.772131,0,,,251,59
4,2.29042E+13,2.29042E+13,16.771764,0,,,252,60
4,2.29042E+13,2.29043E+13,16.772065,0,,,253,60
4,2.29043E+13,2.29043E+13,16.77192,0,,,254,59
4,2.29043E+13,2.29043E+13,16.772106,0,,,255,60
4,2.29043E+13,2.29043E+13,16.771953,0,,,256,60
4,2.29043E+13,2.29043E+13,16.771215,0,,,257,59
4,2.29043E+13,2.29043E+13,16.77208,0,,,258,60
4,2.29043E+13,2.29044E+13,16.771827,0,,,259,59
4,2.29044E+13,2.29044E+13,16.772153,0,,,260,60
4,2.29044E+13,2.29044E+13,16.77198,0,,,261,60
4,2.29044E+13,2.29044E+13,16.772085,0,,,262,59
4,2.29044E+13,2.29044E+13,16.772021,0,,,263,60
4,2.29044E+13,2.29044E+13,16.771926,0,,,264,60
4,2.29044E+13,2.29045E+13,16.771397,0,,,265,59
4,2.29045E+13,2.29045E+13,16.771518,0,,,266,60
4,2.29045E+13,2.29045E+13,16.771526,0,,,267,60
4,2.29045E+13,2.29045E+13,16.77197,0,,,268,59
4,2.29045E+13,2.29045E+13,16.772208,0,,,269,60
4,2.29045E+13,2.29045E+13,16.771591,0,,,270,59
4,2.29045E+13,2.29046E+13,16.771979,0,,,271,60
4,2.29046E+13,2.29046E+13,16.771498,0,,,272,60
4,2.29046E+13,2.29046E+13,16.771167,0,,,273,59
4,2.29046E+13,2.29046E+13,16.770401,0,,,274,60
4,2.29046E+13,2.29046E+13,16.771158,0,,,275,60
4,2.29046E+13,2.29046E+13,16.772165,0,,,276,59
4,2.29046E+13,2.29047E+13,16.772007,0,,,277,60
4,2.29047E+13,2.29047E+13,16.772123,0,,,278,59
4,2.29047E+13,2.29047E+13,16.771625,0,,,279,60
4,2.29047E+13,2.29047E+13,16.770977,0,,,280,60
4,2.29047E+13,2.29047E+13,16.770874,0,,,281,59
4,2.29047E+13,2.29047E+13,16.772367,0,,,282,60
5,2.29047E+13,2.29048E+13,16.771916,0,,,283,60
5,2.29048E+13,2.29048E+13,16.77211,0,,,284,59
5,2.29048E+13,2.29048E+13,16.772013,0,,,285,60
5,2.29048E+13,2.29048E+13,16.772231,0,,,286,59
5,2.29048E+13,2.29048E+13,16.771559,0,,,287,60
5,2.29048E+13,2.29048E+13,16.771959,0,,,288,60
5,2.29048E+13,2.29049E+13,16.771508,0,,,289,59
5,2.29049E+13,2.29049E+13,16.771429,0,,,290,60
5,2.29049E+13,2.29049E+13,16.77204,0,,,291,60
5,2.29049E+13,2.29049E+13,16.771946,0,,,292,59
5,2.29049E+13,2.29049E+13,16.771872,0,,,293,60
5,2.29049E+13,2.29049E+13,16.771932,0,,,294,59
5,2.29049E+13,2.2905E+13,16.771824,0,,,295,60
5,2.2905E+13,2.2905E+13,16.771285,0,,,296,60
5,2.2905E+13,2.2905E+13,16.771436,0,,,297,59
5,2.2905E+13,2.2905E+13,16.771905,0,,,298,60
5,2.2905E+13,2.2905E+13,16.771771,0,,,299,51
5,2.2905E+13,2.2905E+13,16.772527,0,,,300,19
5,2.2905E+13,2.29051E+13,16.771436,0,,,,
5,2.29051E+13,2.29051E+13,16.771927,0,,,,
5,2.29051E+13,2.29051E+13,16.772365,0,,,,
5,2.29051E+13,2.29051E+13,16.771562,0,,,,
5,2.29051E+13,2.29051E+13,16.771853,0,,,,
5,2.29051E+13,2.29051E+13,16.772217,0,,,,
5,2.29051E+13,2.29052E+13,16.771682,0,,,,
5,2.29052E+13,2.29052E+13,16.771949,0,,,,
5,2.29052E+13,2.29052E+13,16.771597,0,,,,
5,2.29052E+13,2.29052E+13,16.772056,0,,,,
5,2.29052E+13,2.29052E+13,16.771802,0,,,,
5,2.29052E+13,2.29052E+13,16.772066,0,,,,
5,2.29052E+13,2.29053E+13,16.771676,0,,,,
5,2.29053E+13,2.29053E+13,16.772214,0,,,,
5,2.29053E+13,2.29053E+13,16.771747,0,,,,
5,2.29053E+13,2.29053E+13,16.772378,0,,,,
5,2.29053E+13,2.29053E+13,16.771859,0,,,,
5,2.29053E+13,2.29053E+13,16.772294,0,,,,
5,2.29053E+13,2.29054E+13,16.771063,0,,,,
5,2.29054E+13,2.29054E+13,16.771302,0,,,,
5,2.29054E+13,2.29054E+13,16.771313,0,,,,
5,2.29054E+13,2.29054E+13,16.771184,0,,,,
5,2.29054E+13,2.29054E+13,16.771978,0,,,,
5,2.29054E+13,2.29054E+13,16.771958,0,,,,
5,2.29054E+13,2.29055E+13,16.771912,0,,,,
5,2.29055E+13,2.29055E+13,16.772029,0,,,,
5,2.29055E+13,2.29055E+13,16.771878,0,,,,
5,2.29055E+13,2.29055E+13,16.771377,0,,,,
5,2.29055E+13,2.29055E+13,16.771059,0,,,,
5,2.29055E+13,2.29055E+13,16.771807,0,,,,
5,2.29055E+13,2.29056E+13,16.771782,0,,,,
5,2.29056E+13,2.29056E+13,16.772395,0,,,,
5,2.29056E+13,2.29056E+13,16.771999,0,,,,
5,2.29056E+13,2.29056E+13,16.771834,0,,,,
5,2.29056E+13,2.29056E+13,16.771922,0,,,,
5,2.29056E+13,2.29056E+13,16.771187,0,,,,
5,2.29056E+13,2.29057E+13,16.771178,0,,,,
5,2.29057E+13,2.29057E+13,16.771558,0,,,,
5,2.29057E+13,2.29057E+13,16.771697,0,,,,
5,2.29057E+13,2.29057E+13,16.772143,0,,,,
5,2.29057E+13,2.29057E+13,16.77179,0,,,,
5,2.29057E+13,2.29057E+13,16.771162,0,,,,
6,2.29057E+13,2.29058E+13,16.771775,0,,,,
6,2.29058E+13,2.29058E+13,16.771592,0,,,,
6,2.29058E+13,2.29058E+13,16.771428,0,,,,
6,2.29058E+13,2.29058E+13,16.771042,0,,,,
6,2.29058E+13,2.29058E+13,16.771393,0,,,,
6,2.29058E+13,2.29058E+13,16.772104,0,,,,
6,2.29058E+13,2.29059E+13,16.770803,0,,,,
6,2.29059E+13,2.29059E+13,16.772063,0,,,,
6,2.29059E+13,2.29059E+13,16.772257,0,,,,
6,2.29059E+13,2.29059E+13,16.771782,0,,,,
6,2.29059E+13,2.29059E+13,16.770899,0,,,,
6,2.29059E+13,2.29059E+13,16.771958,0,,,,
6,2.29059E+13,2.2906E+13,16.771893,0,,,,
6,2.2906E+13,2.2906E+13,16.772324,0,,,,
6,2.2906E+13,2.2906E+13,16.772361,0,,,,
6,2.2906E+13,2.2906E+13,16.77156,0,,,,
6,2.2906E+13,2.2906E+13,16.772148,0,,,,
6,2.2906E+13,2.2906E+13,16.770009,0,,,,
6,2.2906E+13,2.29061E+13,16.770332,0,,,,
6,2.29061E+13,2.29061E+13,16.771183,0,,,,
6,2.29061E+13,2.29061E+13,16.771786,0,,,,
6,2.29061E+13,2.29061E+13,16.772519,0,,,,
6,2.29061E+13,2.29061E+13,16.771879,0,,,,
6,2.29061E+13,2.29061E+13,16.771013,0,,,,
6,2.29061E+13,2.29062E+13,16.771591,0,,,,
6,2.29062E+13,2.29062E+13,16.771732,0,,,,
6,2.29062E+13,2.29062E+13,16.771749,0,,,,
6,2.29062E+13,2.29062E+13,16.772272,0,,,,
6,2.29062E+13,2.29062E+13,16.77198,0,,,,
6,2.29062E+13,2.29062E+13,16.772418,0,,,,
6,2.29062E+13,2.29063E+13,16.772111,0,,,,
6,2.29063E+13,2.29063E+13,16.771761,0,,,,
6,2.29063E+13,2.29063E+13,16.771464,0,,,,
6,2.29063E+13,2.29063E+13,16.772089,0,,,,
6,2.29063E+13,2.29063E+13,16.77148,0,,,,
6,2.29063E+13,2.29064E+13,16.771537,0,,,,
6,2.29064E+13,2.29064E+13,16.772087,0,,,,
6,2.29064E+13,2.29064E+13,16.771981,0,,,,
6,2.29064E+13,2.29064E+13,16.772002,0,,,,
6,2.29064E+13,2.29064E+13,16.772047,0,,,,
6,2.29064E+13,2.29064E+13,16.77047,0,,,,
6,2.29064E+13,2.29065E+13,16.770457,0,,,,
6,2.29065E+13,2.29065E+13,16.770553,0,,,,
6,2.29065E+13,2.29065E+13,16.772139,0,,,,
6,2.29065E+13,2.29065E+13,16.771792,0,,,,
6,2.29065E+13,2.29065E+13,16.772425,0,,,,
6,2.29065E+13,2.29065E+13,16.771962,0,,,,
6,2.29065E+13,2.29066E+13,16.771329,0,,,,
6,2.29066E+13,2.29066E+13,16.771439,0,,,,
6,2.29066E+13,2.29066E+13,16.771055,0,,,,
6,2.29066E+13,2.29066E+13,16.770217,0,,,,
6,2.29066E+13,2.29066E+13,16.772055,0,,,,
6,2.29066E+13,2.29066E+13,16.771968,0,,,,
6,2.29066E+13,2.29067E+13,16.771955,0,,,,
6,2.29067E+13,2.29067E+13,16.771983,0,,,,
6,2.29067E+13,2.29067E+13,16.771868,0,,,,
6,2.29067E+13,2.29067E+13,16.770941,0,,,,
6,2.29067E+13,2.29067E+13,16.770882,0,,,,
6,2.29067E+13,2.29067E+13,16.770344,0,,,,
6,2.29067E+13,2.29068E+13,16.772124,0,,,,
7,2.29068E+13,2.29068E+13,16.771966,0,,,,
7,2.29068E+13,2.29068E+13,16.772195,0,,,,
7,2.29068E+13,2.29068E+13,16.771895,0,,,,
7,2.29068E+13,2.29068E+13,16.771852,0,,,,
7,2.29068E+13,2.29068E+13,16.771486,0,,,,
7,2.29068E+13,2.29069E+13,16.77049,0,,,,
7,2.29069E+13,2.29069E+13,16.770732,0,,,,
7,2.29069E+13,2.29069E+13,16.771835,0,,,,
7,2.29069E+13,2.29069E+13,16.772193,0,,,,
7,2.29069E+13,2.29069E+13,16.771522,0,,,,
7,2.29069E+13,2.29069E+13,16.771811,0,,,,
7,2.29069E+13,2.2907E+13,16.771915,0,,,,
7,2.2907E+13,2.2907E+13,16.77126,0,,,,
7,2.2907E+13,2.2907E+13,16.771274,0,,,,
7,2.2907E+13,2.2907E+13,16.770635,0,,,,
7,2.2907E+13,2.2907E+13,16.771501,0,,,,
7,2.2907E+13,2.2907E+13,16.771783,0,,,,
7,2.2907E+13,2.29071E+13,16.772282,0,,,,
7,2.29071E+13,2.29071E+13,16.77143,0,,,,
7,2.29071E+13,2.29071E+13,16.772311,0,,,,
7,2.29071E+13,2.29071E+13,16.772592,0,,,,
7,2.29071E+13,2.29071E+13,16.771509,0,,,,
7,2.29071E+13,2.29071E+13,16.771126,0,,,,
7,2.29071E+13,2.29072E+13,16.771933,0,,,,
7,2.29072E+13,2.29072E+13,16.771842,0,,,,
7,2.29072E+13,2.29072E+13,16.772721,0,,,,
7,2.29072E+13,2.29072E+13,16.77194,0,,,,
7,2.29072E+13,2.29072E+13,16.772327,0,,,,
7,2.29072E+13,2.29072E+13,16.771953,0,,,,
7,2.29072E+13,2.29073E+13,16.771602,0,,,,
7,2.29073E+13,2.29073E+13,16.771197,0,,,,
7,2.29073E+13,2.29073E+13,16.772346,0,,,,
7,2.29073E+13,2.29073E+13,16.771931,0,,,,
7,2.29073E+13,2.29073E+13,16.772168,0,,,,
7,2.29073E+13,2.29073E+13,16.771999,0,,,,
7,2.29073E+13,2.29074E+13,16.772009,0,,,,
7,2.29074E+13,2.29074E+13,16.772159,0,,,,
7,2.29074E+13,2.29074E+13,16.771487,0,,,,
7,2.29074E+13,2.29074E+13,16.771988,0,,,,
7,2.29074E+13,2.29074E+13,16.77229,0,,,,
7,2.29074E+13,2.29074E+13,16.771674,0,,,,
7,2.29074E+13,2.29075E+13,16.771933,0,,,,
7,2.29075E+13,2.29075E+13,16.771556,0,,,,
7,2.29075E+13,2.29075E+13,16.771709,0,,,,
7,2.29075E+13,2.29075E+13,16.772089,0,,,,
7,2.29075E+13,2.29075E+13,16.771802,0,,,,
7,2.29075E+13,2.29075E+13,16.772084,0,,,,
7,2.29075E+13,2.29076E+13,16.772561,0,,,,
7,2.29076E+13,2.29076E+13,16.771662,0,,,,
7,2.29076E+13,2.29076E+13,16.771815,0,,,,
7,2.29076E+13,2.29076E+13,16.772081,0,,,,
7,2.29076E+13,2.29076E+13,16.771847,0,,,,
7,2.29076E+13,2.29076E+13,16.772254,0,,,,
7,2.29076E+13,2.29077E+13,16.771611,0,,,,
7,2.29077E+13,2.29077E+13,16.771639,0,,,,
