Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,,Num,FPS
0,2.24218E+13,2.24218E+13,17.392961,0,,,0,50
0,2.24218E+13,2.2422E+13,200.103746,11,,,1,59
0,2.2422E+13,2.2422E+13,17.909212,0,,,2,60
0,2.2422E+13,2.2422E+13,16.769609,0,,,3,60
0,2.2422E+13,2.2422E+13,16.769761,0,,,4,59
0,2.2422E+13,2.2422E+13,16.769632,0,,,5,60
0,2.2422E+13,2.24221E+13,16.76987,0,,,6,60
0,2.24221E+13,2.24221E+13,16.769695,0,,,7,59
0,2.24221E+13,2.24221E+13,16.769706,0,,,8,60
0,2.24221E+13,2.24221E+13,16.769696,0,,,9,59
0,2.24221E+13,2.24221E+13,16.769733,0,,,10,60
0,2.24221E+13,2.24221E+13,16.769625,0,,,11,60
0,2.24221E+13,2.24222E+13,16.770062,0,,,12,59
0,2.24222E+13,2.24222E+13,16.76942,0,,,13,60
0,2.24222E+13,2.24222E+13,16.769682,0,,,14,60
0,2.24222E+13,2.24222E+13,16.769341,0,,,15,59
0,2.24222E+13,2.24222E+13,16.769444,0,,,16,60
0,2.24222E+13,2.24222E+13,16.769273,0,,,17,59
0,2.24222E+13,2.24223E+13,16.768679,0,,,18,60
0,2.24223E+13,2.24223E+13,16.769344,0,,,19,60
0,2.24223E+13,2.24223E+13,16.769347,0,,,20,59
0,2.24223E+13,2.24223E+13,16.769162,0,,,21,60
0,2.24223E+13,2.24223E+13,16.76913,0,,,22,60
0,2.24223E+13,2.24223E+13,16.769307,0,,,23,59
0,2.24223E+13,2.24224E+13,16.768962,0,,,24,60
0,2.24224E+13,2.24224E+13,16.768883,0,,,25,59
0,2.24224E+13,2.24224E+13,16.769541,0,,,26,60
0,2.24224E+13,2.24224E+13,16.76933,0,,,27,60
0,2.24224E+13,2.24224E+13,16.76921,0,,,28,59
0,2.24224E+13,2.24224E+13,16.769776,0,,,29,60
0,2.24224E+13,2.24225E+13,16.769167,0,,,30,60
0,2.24225E+13,2.24225E+13,16.769207,0,,,31,59
0,2.24225E+13,2.24225E+13,16.769244,0,,,32,60
0,2.24225E+13,2.24225E+13,16.769156,0,,,33,60
0,2.24225E+13,2.24225E+13,16.769487,0,,,34,59
0,2.24225E+13,2.24225E+13,16.769451,0,,,35,60
0,2.24225E+13,2.24226E+13,16.769298,0,,,36,59
0,2.24226E+13,2.24226E+13,16.769446,0,,,37,60
0,2.24226E+13,2.24226E+13,16.76935,0,,,38,60
0,2.24226E+13,2.24226E+13,16.769175,0,,,39,59
0,2.24226E+13,2.24226E+13,16.769143,0,,,40,60
0,2.24226E+13,2.24226E+13,16.769357,0,,,41,60
0,2.24226E+13,2.24227E+13,16.769317,0,,,42,59
0,2.24227E+13,2.24227E+13,16.769113,0,,,43,60
0,2.24227E+13,2.24227E+13,16.769428,0,,,44,59
0,2.24227E+13,2.24227E+13,16.769152,0,,,45,60
0,2.24227E+13,2.24227E+13,16.769211,0,,,46,60
0,2.24227E+13,2.24227E+13,16.769334,0,,,47,59
0,2.24227E+13,2.24228E+13,16.769059,0,,,48,60
