Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count
3,21939545304975,21939562070926,16.765951,0
3,21939562070926,21939578836809,16.765883,0
3,21939578836809,21939595602765,16.765956,0
3,21939595602765,21939612368733,16.765968,0
3,21939612368733,21939629543881,17.175148,0
3,21939629543881,21939646309940,16.766059,0
3,21939646309940,21939663073803,16.763863,0
3,21939663073803,21939679839876,16.766073,0
3,21939679839876,21939696604188,16.764312,0
3,21939696604188,21939713381408,16.77722,0
3,21939713381408,21939730148034,16.766626,0
3,21939730148034,21939746917822,16.769788,0
3,21939746917822,21939763687347,16.769525,0
3,21939763687347,21939780457219,16.769872,0
3,21939780457219,21939797226591,16.769372,0
3,21939797226591,21939813994858,16.768267,0
3,21939813994858,21939830764179,16.769321,0
3,21939830764179,21939847532630,16.768451,0
3,21939847532630,21939864300982,16.768352,0
3,21939864300982,21939881070854,16.769872,0
3,21939881070854,21939897840409,16.769555,0
3,21939897840409,21939914610566,16.770157,0
3,21939914610566,21939931380641,16.770075,0
3,21939931380641,21939948150524,16.769883,0
3,21939948150524,21939964919675,16.769151,0
3,21939964919675,21939981688711,16.769036,0
3,21939981688711,21939998457202,16.768491,0
3,21939998457202,21940015226740,16.769538,0
3,21940015226740,21940031995180,16.76844,0
3,21940031995180,21940048765185,16.770005,0
3,21940048765185,21940065535140,16.769955,0
3,21940065535140,21940082305166,16.770026,0
3,21940082305166,21940099074746,16.76958,0
3,21940099074746,21940115844294,16.769548,0
3,21940115844294,21940132613615,16.769321,0
3,21940132613615,21940149383900,16.770285,0
3,21940149383900,21940166153780,16.76988,0
3,21940166153780,21940182922746,16.768966,0
4,21940182922746,21940199692577,16.769831,0
4,21940199692577,21940216462307,16.76973,0
4,21940216462307,21940233231987,16.76968,0
4,21940233231987,21940250002124,16.770137,0
4,21940250002124,21940266772281,16.770157,0
4,21940266772281,21940283542671,16.77039,0
4,21940283542671,21940300312137,16.769466,0
4,21940300312137,21940317081833,16.769696,0
4,21940317081833,21940333851688,16.769855,0
4,21940333851688,21940350622010,16.770322,0
4,21940350622010,21940367392118,16.770108,0
4,21940367392118,21940384162281,16.770163,0
4,21940384162281,21940400931908,16.769627,0
4,21940400931908,21940417702052,16.770144,0
4,21940417702052,21940434471444,16.769392,0
4,21940434471444,21940451241305,16.769861,0
4,21940451241305,21940468010701,16.769396,0
4,21940468010701,21940484779821,16.76912,0
4,21940484779821,21940501549466,16.769645,0
4,21940501549466,21940518319400,16.769934,0
4,21940518319400,21940535089029,16.769629,0
4,21940535089029,21940551858910,16.769881,0
4,21940551858910,21940568628458,16.769548,0
4,21940568628458,21940585398477,16.770019,0
4,21940585398477,21940602167562,16.769085,0
4,21940602167562,21940618936639,16.769077,0
4,21940618936639,21940635706342,16.769703,0
4,21940635706342,21940652475967,16.769625,0
4,21940652475967,21940669245135,16.769168,0
4,21940669245135,21940686014860,16.769725,0
4,21940686014860,21940702784265,16.769405,0
4,21940702784265,21940719554259,16.769994,0
4,21940719554259,21940736324166,16.769907,0
4,21940736324166,21940753094038,16.769872,0
4,21940753094038,21940769863627,16.769589,0
4,21940769863627,21940786632809,16.769182,0
4,21940786632809,21940803401609,16.7688,0
4,21940803401609,21940820171230,16.769621,0
4,21940820171230,21940836940693,16.769463,0
4,21940836940693,21940853711163,16.77047,0
4,21940853711163,21940870480983,16.76982,0
4,21940870480983,21940887251081,16.770098,0
4,21940887251081,21940904020698,16.769617,0
4,21940904020698,21940920790770,16.770072,0
4,21940920790770,21940937560776,16.770006,0
4,21940937560776,21940954330827,16.770051,0
4,21940954330827,21940971100368,16.769541,0
4,21940971100368,21940987869605,16.769237,0
4,21940987869605,21941004639249,16.769644,0
4,21941004639249,21941021409167,16.769918,0
4,21941021409167,21941038178932,16.769765,0
4,21941038178932,21941054948208,16.769276,0
4,21941054948208,21941071717620,16.769412,0
4,21941071717620,21941088487393,16.769773,0
4,21941088487393,21941105257068,16.769675,0
4,21941105257068,21941122026734,16.769666,0
4,21941122026734,21941138796007,16.769273,0
4,21941138796007,21941155565437,16.76943,0
4,21941155565437,21941172334092,16.768655,0
4,21941172334092,21941189103819,16.769727,0
5,21941189103819,21941205873104,16.769285,0
5,21941205873104,21941222642873,16.769769,0
5,21941222642873,21941239412496,16.769623,0
5,21941239412496,21941256182673,16.770177,0
5,21941256182673,21941272952417,16.769744,0
5,21941272952417,21941289721865,16.769448,0
5,21941289721865,21941306491232,16.769367,0
5,21941306491232,21941323260579,16.769347,0
5,21941323260579,21941340029486,16.768907,0
5,21941340029486,21941356799062,16.769576,0
5,21941356799062,21941373568556,16.769494,0
5,21941373568556,21941390338120,16.769564,0
5,21941390338120,21941407106502,16.768382,0
5,21941407106502,21941423876072,16.76957,0
5,21941423876072,21941440644935,16.768863,0
5,21941440644935,21941457414123,16.769188,0
5,21941457414123,21941474184218,16.770095,0
5,21941474184218,21941490954376,16.770158,0
5,21941490954376,21941507723991,16.769615,0
5,21941507723991,21941524493969,16.769978,0
5,21941524493969,21941541263662,16.769693,0
5,21941541263662,21941558033633,16.769971,0
5,21941558033633,21941574803899,16.770266,0
5,21941574803899,21941591572996,16.769097,0
5,21941591572996,21941608342247,16.769251,0
5,21941608342247,21941625111862,16.769615,0
5,21941625111862,21941641881410,16.769548,0
5,21941641881410,21941658651331,16.769921,0
5,21941658651331,21941675421208,16.769877,0
5,21941675421208,21941692190923,16.769715,0
5,21941692190923,21941708960807,16.769884,0
5,21941708960807,21941725730385,16.769578,0
5,21941725730385,21941742500313,16.769928,0
5,21941742500313,21941759270034,16.769721,0
5,21941759270034,21941776039703,16.769669,0
5,21941776039703,21941792807655,16.767952,0
5,21941792807655,21941809577345,16.76969,0
5,21941809577345,21941826347234,16.769889,0
5,21941826347234,21941843116515,16.769281,0
5,21941843116515,21941859885668,16.769153,0
5,21941859885668,21941876654798,16.76913,0
5,21941876654798,21941893424267,16.769469,0
5,21941893424267,21941910194311,16.770044,0
5,21941910194311,21941926964099,16.769788,0
5,21941926964099,21941943733884,16.769785,0
5,21941943733884,21941960503787,16.769903,0
5,21941960503787,21941977272585,16.768798,0
5,21941977272585,21941994041152,16.768567,0
5,21941994041152,21942010810482,16.76933,0
5,21942010810482,21942027579777,16.769295,0
5,21942027579777,21942044349481,16.769704,0
5,21942044349481,21942061119097,16.769616,0
5,21942061119097,21942077889164,16.770067,0
5,21942077889164,21942094659301,16.770137,0
5,21942094659301,21942111428707,16.769406,0
5,21942111428707,21942128198201,16.769494,0
5,21942128198201,21942144967406,16.769205,0
5,21942144967406,21942161736503,16.769097,0
5,21942161736503,21942178506497,16.769994,0
6,21942178506497,21942195275871,16.769374,0
6,21942195275871,21942212045506,16.769635,0
6,21942212045506,21942228815810,16.770304,0
6,21942228815810,21942245585892,16.770082,0
6,21942245585892,21942262355362,16.76947,0
6,21942262355362,21942279123910,16.768548,0
6,21942279123910,21942295892738,16.768828,0
6,21942295892738,21942312662543,16.769805,0
6,21942312662543,21942329432065,16.769522,0
6,21942329432065,21942346201850,16.769785,0
6,21942346201850,21942362970564,16.768714,0
6,21942362970564,21942379740440,16.769876,0
6,21942379740440,21942396507887,16.767447,0
6,21942396507887,21942413272861,16.764974,0
6,21942413272861,21942430042257,16.769396,0
6,21942430042257,21942446812354,16.770097,0
6,21942446812354,21942463582152,16.769798,0
6,21942463582152,21942480352512,16.77036,0
6,21942480352512,21942497122658,16.770146,0
6,21942497122658,21942513892259,16.769601,0
6,21942513892259,21942530660296,16.768037,0
6,21942530660296,21942547428194,16.767898,0
6,21942547428194,21942564197083,16.768889,0
6,21942564197083,21942580967558,16.770475,0
6,21942580967558,21942597737632,16.770074,0
6,21942597737632,21942614507835,16.770203,0
6,21942614507835,21942631278085,16.77025,0
6,21942631278085,21942648048105,16.77002,0
6,21942648048105,21942664817832,16.769727,0
6,21942664817832,21942681587100,16.769268,0
6,21942681587100,21942698355603,16.768503,0
6,21942698355603,21942715126160,16.770557,0
6,21942715126160,21942731896492,16.770332,0
6,21942731896492,21942748666322,16.76983,0
6,21942748666322,21942765436933,16.770611,0
6,21942765436933,21942782206786,16.769853,0
6,21942782206786,21942798532579,16.325793,0
6,21942798532579,21942815302316,16.769737,0
6,21942815302316,21942832071613,16.769297,0
6,21942832071613,21942848841649,16.770036,0
6,21942848841649,21942865611629,16.76998,0
6,21942865611629,21942882366367,16.754738,0
6,21942882366367,21942899131066,16.764699,0
6,21942899131066,21942915898036,16.76697,0
6,21942915898036,21942932662934,16.764898,0
6,21942932662934,21942949429425,16.766491,0
6,21942949429425,21942966195503,16.766078,0
6,21942966195503,21942982961596,16.766093,0
6,21942982961596,21942999728518,16.766922,0
6,21942999728518,21943016494967,16.766449,0
6,21943016494967,21943033262649,16.767682,0
6,21943033262649,21943050029660,16.767011,0
6,21943050029660,21943066795947,16.766287,0
6,21943066795947,21943083563071,16.767124,0
6,21943083563071,21943100329928,16.766857,0
6,21943100329928,21943117097566,16.767638,0
6,21943117097566,21943133863117,16.765551,0
6,21943133863117,21943150629488,16.766371,0
6,21943150629488,21943167395709,16.766221,0
6,21943167395709,21943184162430,16.766721,0
7,21943184162430,21943200928725,16.766295,0
7,21943200928725,21943217695003,16.766278,0
7,21943217695003,21943234461868,16.766865,0
7,21943234461868,21943251229596,16.767728,0
7,21943251229596,21943267996346,16.76675,0
7,21943267996346,21943284761629,16.765283,0
7,21943284761629,21943301528243,16.766614,0
7,21943301528243,21943318294902,16.766659,0
7,21943318294902,21943335061725,16.766823,0
7,21943335061725,21943351829055,16.76733,0
7,21943351829055,21943368595926,16.766871,0
7,21943368595926,21943385363163,16.767237,0
7,21943385363163,21943402129606,16.766443,0
7,21943402129606,21943418896775,16.767169,0
7,21943418896775,21943435663777,16.767002,0
7,21943435663777,21943452429541,16.765764,0
7,21943452429541,21943469195044,16.765503,0
7,21943469195044,21943485962339,16.767295,0
7,21943485962339,21943502729175,16.766836,0
7,21943502729175,21943519496522,16.767347,0
7,21943519496522,21943536263401,16.766879,0
7,21943536263401,21943553030358,16.766957,0
7,21943553030358,21943569797259,16.766901,0
7,21943569797259,21943586563826,16.766567,0
7,21943586563826,21943603329566,16.76574,0
7,21943603329566,21943620095921,16.766355,0
7,21943620095921,21943636862315,16.766394,0
7,21943636862315,21943653629961,16.767646,0
7,21943653629961,21943670397305,16.767344,0
7,21943670397305,21943687164482,16.767177,0
7,21943687164482,21943703931271,16.766789,0
7,21943703931271,21943720698048,16.766777,0
7,21943720698048,21943737465110,16.767062,0
7,21943737465110,21943754231948,16.766838,0
7,21943754231948,21943770998423,16.766475,0
7,21943770998423,21943787765056,16.766633,0
7,21943787765056,21943804531015,16.765959,0
7,21943804531015,21943821297314,16.766299,0
7,21943821297314,21943838063763,16.766449,0
7,21943838063763,21943854830368,16.766605,0
7,21943854830368,21943871595723,16.765355,0
7,21943871595723,21943888362893,16.76717,0
7,21943888362893,21943905129782,16.766889,0
7,21943905129782,21943921896530,16.766748,0
7,21943921896530,21943938663295,16.766765,0
7,21943938663295,21943955430306,16.767011,0
7,21943955430306,21943972196986,16.76668,0
7,21943972196986,21943988963025,16.766039,0
7,21943988963025,21944005729156,16.766131,0
7,21944005729156,21944022496236,16.76708,0
7,21944022496236,21944039263291,16.767055,0
7,21944039263291,21944056029642,16.766351,0
7,21944056029642,21944072796184,16.766542,0
7,21944072796184,21944089562699,16.766515,0
7,21944089562699,21944106328649,16.76595,0
7,21944106328649,21944123095587,16.766938,0
7,21944123095587,21944139862402,16.766815,0
7,21944139862402,21944156629933,16.767531,0
7,21944156629933,21944173396664,16.766731,0
7,21944173396664,21944190163350,16.766686,0
8,21944190163350,21944206930811,16.767461,0
8,21944206930811,21944223697591,16.76678,0
8,21944223697591,21944240464943,16.767352,0
8,21944240464943,21944257231448,16.766505,0
8,21944257231448,21944273997699,16.766251,0
8,21944273997699,21944290764135,16.766436,0
8,21944290764135,21944307530544,16.766409,0
8,21944307530544,21944324297710,16.767166,0
8,21944324297710,21944341063848,16.766138,0
8,21944341063848,21944357830079,16.766231,0
8,21944357830079,21944374596437,16.766358,0
8,21944374596437,21944391362694,16.766257,0
8,21944391362694,21944408128568,16.765874,0
8,21944408128568,21944424895663,16.767095,0
8,21944424895663,21944441662498,16.766835,0
8,21944441662498,21944458429183,16.766685,0
8,21944458429183,21944475195337,16.766154,0
8,21944475195337,21944491961910,16.766573,0
8,21944491961910,21944508728828,16.766918,0
8,21944508728828,21944525495833,16.767005,0
8,21944525495833,21944542261996,16.766163,0
8,21944542261996,21944559029224,16.767228,0
8,21944559029224,21944575796069,16.766845,0
8,21944575796069,21944592563675,16.767606,0
8,21944592563675,21944609330570,16.766895,0
8,21944609330570,21944626096157,16.765587,0
8,21944626096157,21944642862297,16.76614,0
8,21944642862297,21944659628771,16.766474,0
8,21944659628771,21944676395121,16.76635,0
8,21944676395121,21944693162252,16.767131,0
8,21944693162252,21944709929132,16.76688,0
8,21944709929132,21944726695414,16.766282,0
8,21944726695414,21944743462282,16.766868,0
8,21944743462282,21944760228923,16.766641,0
8,21944760228923,21944776994843,16.76592,0
8,21944776994843,21944793758656,16.763813,0
8,21944793758656,21944810525594,16.766938,0
8,21944810525594,21944827292351,16.766757,0
8,21944827292351,21944844059066,16.766715,0
8,21944844059066,21944860826778,16.767712,0
8,21944860826778,21944877594070,16.767292,0
8,21944877594070,21944894361457,16.767387,0
8,21944894361457,21944911128815,16.767358,0
8,21944911128815,21944927895255,16.76644,0
8,21944927895255,21944944661425,16.76617,0
8,21944944661425,21944961428397,16.766972,0
8,21944961428397,21944978195162,16.766765,0
8,21944978195162,21944994962609,16.767447,0
8,21944994962609,21945011729201,16.766592,0
8,21945011729201,21945028495671,16.76647,0
8,21945028495671,21945045260738,16.765067,0
8,21945045260738,21945062027975,16.767237,0
8,21945062027975,21945078794559,16.766584,0
8,21945078794559,21945095560130,16.765571,0
8,21945095560130,21945112326378,16.766248,0
8,21945112326378,21945129094167,16.767789,0
8,21945129094167,21945145861196,16.767029,0
8,21945145861196,21945162628466,16.76727,0
8,21945162628466,21945179395443,16.766977,0
9,21945179395443,21945196162053,16.76661,0
9,21945196162053,21945212929177,16.767124,0
9,21945212929177,21945229696022,16.766845,0
9,21945229696022,21945246462123,16.766101,0
9,21945246462123,21945263228396,16.766273,0
9,21945263228396,21945279992878,16.764482,0
9,21945279992878,21945296759374,16.766496,0
9,21945296759374,21945313526484,16.76711,0
9,21945313526484,21945330293122,16.766638,0
9,21945330293122,21945347058616,16.765494,0
9,21945347058616,21945363826092,16.767476,0
9,21945363826092,21945380592671,16.766579,0
9,21945380592671,21945397359909,16.767238,0
9,21945397359909,21945414127174,16.767265,0
9,21945414127174,21945430893052,16.765878,0
9,21945430893052,21945447659107,16.766055,0
9,21945447659107,21945464423880,16.764773,0
9,21945464423880,21945481190191,16.766311,0
9,21945481190191,21945497954448,16.764257,0
9,21945497954448,21945514721736,16.767288,0
9,21945514721736,21945531489155,16.767419,0
9,21945531489155,21945548256467,16.767312,0
9,21945548256467,21945565024150,16.767683,0
9,21945565024150,21945581790960,16.76681,0
9,21945581790960,21945598558245,16.767285,0
9,21945598558245,21945615325590,16.767345,0
9,21945615325590,21945632092778,16.767188,0
9,21945632092778,21945648859325,16.766547,0
9,21945648859325,21945665626876,16.767551,0
9,21945665626876,21945682394170,16.767294,0
9,21945682394170,21945699160840,16.76667,0
9,21945699160840,21945715927976,16.767136,0
9,21945715927976,21945732693586,16.76561,0
9,21945732693586,21945749458691,16.765105,0
9,21945749458691,21945766225486,16.766795,0
9,21945766225486,21945782992292,16.766806,0
9,21945782992292,21945799759360,16.767068,0
9,21945799759360,21945816526221,16.766861,0
9,21945816526221,21945833293410,16.767189,0
9,21945833293410,21945850060528,16.767118,0
9,21945850060528,21945866827736,16.767208,0
9,21945866827736,21945883595096,16.76736,0
9,21945883595096,21945900362400,16.767304,0
9,21945900362400,21945917128938,16.766538,0
9,21945917128938,21945933896340,16.767402,0
9,21945933896340,21945950663604,16.767264,0
9,21945950663604,21945967430743,16.767139,0
9,21945967430743,21945984197738,16.766995,0
9,21945984197738,21946000964253,16.766515,0
9,21946000964253,21946017730947,16.766694,0
9,21946017730947,21946034497473,16.766526,0
9,21946034497473,21946051263906,16.766433,0
9,21946051263906,21946068030987,16.767081,0
9,21946068030987,21946084798032,16.767045,0
9,21946084798032,21946101565182,16.76715,0
9,21946101565182,21946118332046,16.766864,0
9,21946118332046,21946135099013,16.766967,0
9,21946135099013,21946151865390,16.766377,0
9,21946151865390,21946168632134,16.766744,0
9,21946168632134,21946185399357,16.767223,0
10,21946185399357,21946202166272,16.766915,0
10,21946202166272,21946218932728,16.766456,0
10,21946218932728,21946235697740,16.765012,0
10,21946235697740,21946252463606,16.765866,0
10,21946252463606,21946269229774,16.766168,0
10,21946269229774,21946285995906,16.766132,0
10,21946285995906,21946302761824,16.765918,0
10,21946302761824,21946319527860,16.766036,0
10,21946319527860,21946336293663,16.765803,0
10,21946336293663,21946353060515,16.766852,0
10,21946353060515,21946369827736,16.767221,0
10,21946369827736,21946386594525,16.766789,0
10,21946386594525,21946403359924,16.765399,0
10,21946403359924,21946420126802,16.766878,0
10,21946420126802,21946436893318,16.766516,0
10,21946436893318,21946453660423,16.767105,0
10,21946453660423,21946470427339,16.766916,0
10,21946470427339,21946487194423,16.767084,0
10,21946487194423,21946503961628,16.767205,0
10,21946503961628,21946520728835,16.767207,0
10,21946520728835,21946537494938,16.766103,0
10,21946537494938,21946554261882,16.766944,0
10,21946554261882,21946571028516,16.766634,0
10,21946571028516,21946587795595,16.767079,0
10,21946587795595,21946604562121,16.766526,0
10,21946604562121,21946621329258,16.767137,0
10,21946621329258,21946638094616,16.765358,0
10,21946638094616,21946654861085,16.766469,0
10,21946654861085,21946671627599,16.766514,0
10,21946671627599,21946688394686,16.767087,0
10,21946688394686,21946705161417,16.766731,0
10,21946705161417,21946721928888,16.767471,0
10,21946721928888,21946738696197,16.767309,0
10,21946738696197,21946755462942,16.766745,0
10,21946755462942,21946772229623,16.766681,0
10,21946772229623,21946788996410,16.766787,0
10,21946788996410,21946805761117,16.764707,0
10,21946805761117,21946822528071,16.766954,0
10,21946822528071,21946839295049,16.766978,0
10,21946839295049,21946856062644,16.767595,0
10,21946856062644,21946872830165,16.767521,0
10,21946872830165,21946889594759,16.764594,0
10,21946889594759,21946906361048,16.766289,0
10,21946906361048,21946923128109,16.767061,0
10,21946923128109,21946939894033,16.765924,0
10,21946939894033,21946956661080,16.767047,0
10,21946956661080,21946973427772,16.766692,0
10,21946973427772,21946990194851,16.767079,0
10,21946990194851,21947006961946,16.767095,0
10,21947006961946,21947023727998,16.766052,0
10,21947023727998,21947040493839,16.765841,0
10,21947040493839,21947057260884,16.767045,0
10,21947057260884,21947074027913,16.767029,0
10,21947074027913,21947090794590,16.766677,0
10,21947090794590,21947107560794,16.766204,0
10,21947107560794,21947124328032,16.767238,0
10,21947124328032,21947141095363,16.767331,0
10,21947141095363,21947157862149,16.766786,0
10,21947157862149,21947174628962,16.766813,0
11,21947174628962,21947191395810,16.766848,0
11,21947191395810,21947208160853,16.765043,0
11,21947208160853,21947224927233,16.76638,0
11,21947224927233,21947241694238,16.767005,0
11,21947241694238,21947258461041,16.766803,0
11,21947258461041,21947275228057,16.767016,0
11,21947275228057,21947291995288,16.767231,0
11,21947291995288,21947308762434,16.767146,0
11,21947308762434,21947325529179,16.766745,0
11,21947325529179,21947342295611,16.766432,0
11,21947342295611,21947359062839,16.767228,0
11,21947359062839,21947375829581,16.766742,0
11,21947375829581,21947392596790,16.767209,0
11,21947392596790,21947409363693,16.766903,0
11,21947409363693,21947426130847,16.767154,0
11,21947426130847,21947442897765,16.766918,0
11,21947442897765,21947459664806,16.767041,0
11,21947459664806,21947476431874,16.767068,0
11,21947476431874,21947493198939,16.767065,0
