Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count
69,22005908902473,22005925669855,16.767382,0
69,22005925669855,22005942436676,16.766821,0
69,22005942436676,22005959204448,16.767772,0
69,22005959204448,22005975972504,16.768056,0
69,22005975972504,22005992740654,16.76815,0
69,22005992740654,22006009508600,16.767946,0
69,22006009508600,22006026275706,16.767106,0
69,22006026275706,22006043042936,16.76723,0
69,22006043042936,22006059809237,16.766301,0
69,22006059809237,22006076576755,16.767518,0
69,22006076576755,22006093344766,16.768011,0
69,22006093344766,22006110112387,16.767621,0
69,22006110112387,22006126880799,16.768412,0
69,22006126880799,22006143648798,16.767999,0
69,22006143648798,22006160416894,16.768096,0
69,22006160416894,22006177184316,16.767422,0
70,22006177184316,22006193951596,16.76728,0
70,22006193951596,22006210718586,16.76699,0
70,22006210718586,22006227485731,16.767145,0
70,22006227485731,22006244253495,16.767764,0
70,22006244253495,22006261411471,17.157976,0
70,22006261411471,22006278178960,16.767489,0
70,22006278178960,22006294945551,16.766591,0
70,22006294945551,22006311712345,16.766794,0
70,22006311712345,22006328478828,16.766483,0
70,22006328478828,22006345252688,16.77386,0
70,22006345252688,22006362017673,16.764985,0
70,22006362017673,22006378790648,16.772975,0
70,22006378790648,22006395558981,16.768333,0
70,22006395558981,22006412327849,16.768868,0
70,22006412327849,22006429094976,16.767127,0
70,22006429094976,22006445863051,16.768075,0
70,22006445863051,22006462630778,16.767727,0
70,22006462630778,22006479398970,16.768192,0
70,22006479398970,22006496167903,16.768933,0
70,22006496167903,22006512936296,16.768393,0
70,22006512936296,22006529705663,16.769367,0
70,22006529705663,22006546474237,16.768574,0
70,22006546474237,22006563242828,16.768591,0
70,22006563242828,22006580011416,16.768588,0
70,22006580011416,22006596780161,16.768745,0
70,22006596780161,22006613548990,16.768829,0
70,22006613548990,22006630317121,16.768131,0
70,22006630317121,22006647085423,16.768302,0
70,22006647085423,22006663854205,16.768782,0
70,22006663854205,22006680623003,16.768798,0
70,22006680623003,22006697391965,16.768962,0
70,22006697391965,22006714160506,16.768541,0
70,22006714160506,22006730928969,16.768463,0
70,22006730928969,22006747697875,16.768906,0
70,22006747697875,22006764465605,16.76773,0
70,22006764465605,22006781235061,16.769456,0
70,22006781235061,22006798003914,16.768853,0
70,22006798003914,22006814772033,16.768119,0
70,22006814772033,22006831538541,16.766508,0
70,22006831538541,22006848307332,16.768791,0
70,22006848307332,22006865075966,16.768634,0
70,22006865075966,22006881844594,16.768628,0
70,22006881844594,22006898613303,16.768709,0
70,22006898613303,22006915378294,16.764991,0
70,22006915378294,22006932146433,16.768139,0
70,22006932146433,22006948914694,16.768261,0
70,22006948914694,22006965681957,16.767263,0
70,22006965681957,22006982450881,16.768924,0
70,22006982450881,22006999219320,16.768439,0
70,22006999219320,22007015987558,16.768238,0
70,22007015987558,22007032756108,16.76855,0
70,22007032756108,22007049525197,16.769089,0
70,22007049525197,22007066294337,16.76914,0
70,22007066294337,22007083063779,16.769442,0
70,22007083063779,22007099833383,16.769604,0
70,22007099833383,22007116602210,16.768827,0
70,22007116602210,22007133369814,16.767604,0
70,22007133369814,22007150138682,16.768868,0
70,22007150138682,22007166907375,16.768693,0
70,22007166907375,22007183675487,16.768112,0
71,22007183675487,22007200443181,16.767694,0
71,22007200443181,22007217211505,16.768324,0
71,22007217211505,22007233979184,16.767679,0
71,22007233979184,22007250747380,16.768196,0
71,22007250747380,22007267515785,16.768405,0
71,22007267515785,22007284284492,16.768707,0
71,22007284284492,22007301053044,16.768552,0
71,22007301053044,22007317822131,16.769087,0
71,22007317822131,22007334591011,16.76888,0
71,22007334591011,22007351360310,16.769299,0
71,22007351360310,22007368129965,16.769655,0
71,22007368129965,22007384898682,16.768717,0
71,22007384898682,22007401667322,16.76864,0
71,22007401667322,22007418435952,16.76863,0
71,22007418435952,22007435204488,16.768536,0
71,22007435204488,22007451973830,16.769342,0
71,22007451973830,22007468742885,16.769055,0
71,22007468742885,22007485511415,16.76853,0
71,22007485511415,22007502280321,16.768906,0
71,22007502280321,22007519049153,16.768832,0
71,22007519049153,22007535818084,16.768931,0
71,22007535818084,22007552587141,16.769057,0
71,22007552587141,22007569355580,16.768439,0
71,22007569355580,22007586125074,16.769494,0
71,22007586125074,22007602893995,16.768921,0
71,22007602893995,22007619662307,16.768312,0
71,22007619662307,22007636430883,16.768576,0
71,22007636430883,22007653199122,16.768239,0
71,22007653199122,22007669967211,16.768089,0
71,22007669967211,22007686736185,16.768974,0
71,22007686736185,22007703504832,16.768647,0
71,22007703504832,22007720272743,16.767911,0
71,22007720272743,22007737040550,16.767807,0
71,22007737040550,22007753809081,16.768531,0
71,22007753809081,22007770577102,16.768021,0
71,22007770577102,22007787345446,16.768344,0
71,22007787345446,22007804112597,16.767151,0
71,22007804112597,22007820881426,16.768829,0
71,22007820881426,22007837650128,16.768702,0
71,22007837650128,22007854419688,16.76956,0
71,22007854419688,22007871188822,16.769134,0
71,22007871188822,22007887956905,16.768083,0
71,22007887956905,22007904726065,16.76916,0
71,22007904726065,22007921494448,16.768383,0
71,22007921494448,22007938261666,16.767218,0
71,22007938261666,22007955030244,16.768578,0
71,22007955030244,22007971798890,16.768646,0
71,22007971798890,22007988568143,16.769253,0
71,22007988568143,22008005336529,16.768386,0
71,22008005336529,22008022105269,16.76874,0
71,22008022105269,22008038874046,16.768777,0
71,22008038874046,22008055641635,16.767589,0
71,22008055641635,22008072408007,16.766372,0
71,22008072408007,22008089176093,16.768086,0
71,22008089176093,22008105944100,16.768007,0
71,22008105944100,22008122712241,16.768141,0
71,22008122712241,22008139480527,16.768286,0
71,22008139480527,22008156247132,16.766605,0
71,22008156247132,22008173014956,16.767824,0
71,22008173014956,22008189783630,16.768674,0
72,22008189783630,22008206550849,16.767219,0
72,22008206550849,22008223319790,16.768941,0
72,22008223319790,22008240088660,16.76887,0
72,22008240088660,22008256857618,16.768958,0
72,22008256857618,22008273626483,16.768865,0
72,22008273626483,22008290395555,16.769072,0
72,22008290395555,22008307164625,16.76907,0
72,22008307164625,22008323933014,16.768389,0
72,22008323933014,22008340700179,16.767165,0
72,22008340700179,22008357468101,16.767922,0
72,22008357468101,22008374236805,16.768704,0
72,22008374236805,22008391006419,16.769614,0
72,22008391006419,22008407774174,16.767755,0
72,22008407774174,22008424543193,16.769019,0
72,22008424543193,22008441312232,16.769039,0
72,22008441312232,22008458081036,16.768804,0
72,22008458081036,22008474848466,16.76743,0
72,22008474848466,22008491616124,16.767658,0
72,22008491616124,22008508385178,16.769054,0
72,22008508385178,22008525153981,16.768803,0
72,22008525153981,22008541922546,16.768565,0
72,22008541922546,22008558691851,16.769305,0
72,22008558691851,22008575460868,16.769017,0
72,22008575460868,22008592229000,16.768132,0
72,22008592229000,22008608996255,16.767255,0
72,22008608996255,22008625765519,16.769264,0
72,22008625765519,22008642534137,16.768618,0
72,22008642534137,22008659303340,16.769203,0
72,22008659303340,22008676072425,16.769085,0
72,22008676072425,22008692841386,16.768961,0
72,22008692841386,22008709610594,16.769208,0
72,22008709610594,22008726379703,16.769109,0
72,22008726379703,22008743147228,16.767525,0
72,22008743147228,22008759916048,16.76882,0
72,22008759916048,22008776683883,16.767835,0
72,22008776683883,22008793453419,16.769536,0
72,22008793453419,22008810222182,16.768763,0
72,22008810222182,22008826990059,16.767877,0
72,22008826990059,22008843756752,16.766693,0
72,22008843756752,22008860524568,16.767816,0
72,22008860524568,22008877290823,16.766255,0
72,22008877290823,22008894059836,16.769013,0
72,22008894059836,22008910828525,16.768689,0
72,22008910828525,22008927597937,16.769412,0
72,22008927597937,22008944367153,16.769216,0
72,22008944367153,22008961136097,16.768944,0
72,22008961136097,22008977905076,16.768979,0
72,22008977905076,22008994673433,16.768357,0
72,22008994673433,22009011441244,16.767811,0
72,22009011441244,22009028209855,16.768611,0
72,22009028209855,22009044978518,16.768663,0
72,22009044978518,22009061748087,16.769569,0
72,22009061748087,22009078517517,16.76943,0
72,22009078517517,22009095286656,16.769139,0
72,22009095286656,22009112055658,16.769002,0
72,22009112055658,22009128824350,16.768692,0
72,22009128824350,22009145592430,16.76808,0
72,22009145592430,22009162361073,16.768643,0
72,22009162361073,22009179129802,16.768729,0
73,22009179129802,22009195898856,16.769054,0
73,22009195898856,22009212667320,16.768464,0
73,22009212667320,22009229436363,16.769043,0
73,22009229436363,22009246204129,16.767766,0
73,22009246204129,22009262972971,16.768842,0
73,22009262972971,22009279740299,16.767328,0
73,22009279740299,22009296509065,16.768766,0
73,22009296509065,22009313277690,16.768625,0
73,22009313277690,22009330047135,16.769445,0
73,22009330047135,22009346815319,16.768184,0
73,22009346815319,22009363584354,16.769035,0
73,22009363584354,22009380353402,16.769048,0
73,22009380353402,22009397121028,16.767626,0
73,22009397121028,22009413889195,16.768167,0
73,22009413889195,22009430657430,16.768235,0
73,22009430657430,22009447425664,16.768234,0
73,22009447425664,22009464194472,16.768808,0
73,22009464194472,22009480962947,16.768475,0
73,22009480962947,22009497731847,16.7689,0
73,22009497731847,22009514500540,16.768693,0
73,22009514500540,22009531268622,16.768082,0
73,22009531268622,22009548036196,16.767574,0
73,22009548036196,22009564804805,16.768609,0
73,22009564804805,22009581572317,16.767512,0
73,22009581572317,22009598340803,16.768486,0
73,22009598340803,22009615109739,16.768936,0
73,22009615109739,22009631877920,16.768181,0
73,22009631877920,22009648645886,16.767966,0
73,22009648645886,22009665414917,16.769031,0
73,22009665414917,22009682183870,16.768953,0
73,22009682183870,22009698952863,16.768993,0
73,22009698952863,22009715721572,16.768709,0
73,22009715721572,22009732490507,16.768935,0
73,22009732490507,22009749258281,16.767774,0
73,22009749258281,22009766025972,16.767691,0
73,22009766025972,22009782793314,16.767342,0
73,22009782793314,22009799562060,16.768746,0
73,22009799562060,22009816329526,16.767466,0
73,22009816329526,22009833098573,16.769047,0
73,22009833098573,22009849867390,16.768817,0
73,22009849867390,22009866635460,16.76807,0
73,22009866635460,22009883403621,16.768161,0
73,22009883403621,22009900173000,16.769379,0
73,22009900173000,22009916941586,16.768586,0
73,22009916941586,22009933710399,16.768813,0
73,22009933710399,22009950478277,16.767878,0
73,22009950478277,22009967247532,16.769255,0
73,22009967247532,22009984016395,16.768863,0
73,22009984016395,22010000784832,16.768437,0
73,22010000784832,22010017553275,16.768443,0
73,22010017553275,22010034322300,16.769025,0
73,22010034322300,22010051091474,16.769174,0
73,22010051091474,22010067860272,16.768798,0
73,22010067860272,22010084629322,16.76905,0
73,22010084629322,22010101398781,16.769459,0
73,22010101398781,22010118167481,16.7687,0
73,22010118167481,22010134937076,16.769595,0
73,22010134937076,22010151705581,16.768505,0
73,22010151705581,22010168473397,16.767816,0
73,22010168473397,22010185241134,16.767737,0
74,22010185241134,22010202006557,16.765423,0
74,22010202006557,22010218774417,16.76786,0
74,22010218774417,22010235543297,16.76888,0
74,22010235543297,22010252311858,16.768561,0
74,22010252311858,22010269081429,16.769571,0
74,22010269081429,22010285850678,16.769249,0
74,22010285850678,22010302619994,16.769316,0
74,22010302619994,22010319388832,16.768838,0
74,22010319388832,22010336157112,16.76828,0
74,22010336157112,22010352924874,16.767762,0
74,22010352924874,22010369692921,16.768047,0
74,22010369692921,22010386460271,16.76735,0
74,22010386460271,22010403229606,16.769335,0
74,22010403229606,22010419998499,16.768893,0
74,22010419998499,22010436766947,16.768448,0
74,22010436766947,22010453535612,16.768665,0
74,22010453535612,22010470304234,16.768622,0
74,22010470304234,22010487072619,16.768385,0
74,22010487072619,22010503841676,16.769057,0
74,22010503841676,22010520610223,16.768547,0
74,22010520610223,22010537379221,16.768998,0
74,22010537379221,22010554147384,16.768163,0
74,22010554147384,22010570915141,16.767757,0
74,22010570915141,22010587680295,16.765154,0
74,22010587680295,22010604447797,16.767502,0
74,22010604447797,22010621216326,16.768529,0
74,22010621216326,22010637985298,16.768972,0
74,22010637985298,22010654753887,16.768589,0
74,22010654753887,22010671523127,16.76924,0
74,22010671523127,22010688292349,16.769222,0
74,22010688292349,22010705061310,16.768961,0
74,22010705061310,22010721829539,16.768229,0
74,22010721829539,22010738598528,16.768989,0
74,22010738598528,22010755367615,16.769087,0
74,22010755367615,22010772136880,16.769265,0
74,22010772136880,22010788905348,16.768468,0
74,22010788905348,22010805674836,16.769488,0
74,22010805674836,22010822443799,16.768963,0
74,22010822443799,22010839213154,16.769355,0
74,22010839213154,22010855982589,16.769435,0
74,22010855982589,22010872751339,16.76875,0
74,22010872751339,22010889519830,16.768491,0
74,22010889519830,22010906288748,16.768918,0
74,22010906288748,22010923057738,16.76899,0
74,22010923057738,22010939826539,16.768801,0
74,22010939826539,22010956595090,16.768551,0
74,22010956595090,22010973363609,16.768519,0
74,22010973363609,22010990131351,16.767742,0
74,22010990131351,22011006899883,16.768532,0
74,22011006899883,22011023668576,16.768693,0
74,22011023668576,22011040437100,16.768524,0
74,22011040437100,22011057206538,16.769438,0
74,22011057206538,22011073974828,16.76829,0
74,22011073974828,22011090743417,16.768589,0
74,22011090743417,22011107510719,16.767302,0
74,22011107510719,22011124279073,16.768354,0
74,22011124279073,22011141046644,16.767571,0
74,22011141046644,22011157813713,16.767069,0
74,22011157813713,22011174581403,16.76769,0
75,22011174581403,22011191349847,16.768444,0
75,22011191349847,22011208118529,16.768682,0
75,22011208118529,22011224887774,16.769245,0
75,22011224887774,22011241657048,16.769274,0
75,22011241657048,22011258425473,16.768425,0
75,22011258425473,22011275193739,16.768266,0
75,22011275193739,22011291961832,16.768093,0
75,22011291961832,22011308730256,16.768424,0
75,22011308730256,22011325499498,16.769242,0
75,22011325499498,22011342268764,16.769266,0
75,22011342268764,22011359037729,16.768965,0
75,22011359037729,22011375806010,16.768281,0
75,22011375806010,22011392574100,16.76809,0
75,22011392574100,22011409341555,16.767455,0
75,22011409341555,22011426109898,16.768343,0
75,22011426109898,22011442878091,16.768193,0
75,22011442878091,22011459647170,16.769079,0
75,22011459647170,22011476416364,16.769194,0
75,22011476416364,22011493185480,16.769116,0
75,22011493185480,22011509952917,16.767437,0
75,22011509952917,22011526721564,16.768647,0
75,22011526721564,22011543490249,16.768685,0
75,22011543490249,22011560259491,16.769242,0
75,22011560259491,22011577028270,16.768779,0
75,22011577028270,22011593797717,16.769447,0
75,22011593797717,22011610566134,16.768417,0
75,22011610566134,22011627332937,16.766803,0
75,22011627332937,22011644099940,16.767003,0
75,22011644099940,22011660867571,16.767631,0
75,22011660867571,22011677634861,16.76729,0
75,22011677634861,22011694401297,16.766436,0
75,22011694401297,22011711169421,16.768124,0
75,22011711169421,22011727938889,16.769468,0
75,22011727938889,22011744708188,16.769299,0
75,22011744708188,22011761477708,16.76952,0
75,22011761477708,22011778245887,16.768179,0
75,22011778245887,22011795014290,16.768403,0
75,22011795014290,22011811782479,16.768189,0
75,22011811782479,22011828550837,16.768358,0
75,22011828550837,22011845319418,16.768581,0
75,22011845319418,22011862089031,16.769613,0
75,22011862089031,22011878857777,16.768746,0
75,22011878857777,22011895626674,16.768897,0
75,22011895626674,22011912394534,16.76786,0
75,22011912394534,22011929163484,16.76895,0
75,22011929163484,22011945931928,16.768444,0
75,22011945931928,22011962700539,16.768611,0
75,22011962700539,22011979469132,16.768593,0
75,22011979469132,22011996238586,16.769454,0
75,22011996238586,22012013007896,16.76931,0
75,22012013007896,22012029777310,16.769414,0
75,22012029777310,22012046546796,16.769486,0
75,22012046546796,22012063315789,16.768993,0
75,22012063315789,22012080084455,16.768666,0
75,22012080084455,22012096852705,16.76825,0
75,22012096852705,22012113621196,16.768491,0
75,22012113621196,22012130390516,16.76932,0
75,22012130390516,22012147159050,16.768534,0
75,22012147159050,22012163927971,16.768921,0
75,22012163927971,22012180696706,16.768735,0
76,22012180696706,22012197464764,16.768058,0
76,22012197464764,22012214232107,16.767343,0
76,22012214232107,22012231000857,16.76875,0
76,22012231000857,22012247767915,16.767058,0
76,22012247767915,22012264537078,16.769163,0
76,22012264537078,22012281306161,16.769083,0
76,22012281306161,22012298074891,16.76873,0
76,22012298074891,22012314843539,16.768648,0
76,22012314843539,22012331611450,16.767911,0
76,22012331611450,22012348379392,16.767942,0
76,22012348379392,22012365147710,16.768318,0
76,22012365147710,22012381915762,16.768052,0
76,22012381915762,22012398684895,16.769133,0
76,22012398684895,22012415453260,16.768365,0
76,22012415453260,22012432221272,16.768012,0
76,22012432221272,22012448988132,16.76686,0
76,22012448988132,22012465756027,16.767895,0
76,22012465756027,22012482522975,16.766948,0
76,22012482522975,22012499292082,16.769107,0
76,22012499292082,22012516060746,16.768664,0
76,22012516060746,22012532829947,16.769201,0
76,22012532829947,22012549597658,16.767711,0
76,22012549597658,22012566365187,16.767529,0
76,22012566365187,22012583132029,16.766842,0
76,22012583132029,22012599900534,16.768505,0
76,22012599900534,22012616667443,16.766909,0
76,22012616667443,22012633435972,16.768529,0
76,22012633435972,22012650204840,16.768868,0
76,22012650204840,22012666973932,16.769092,0
76,22012666973932,22012683743158,16.769226,0
76,22012683743158,22012700512519,16.769361,0
76,22012700512519,22012717281690,16.769171,0
76,22012717281690,22012734050332,16.768642,0
76,22012734050332,22012750818445,16.768113,0
76,22012750818445,22012767587344,16.768899,0
76,22012767587344,22012784356097,16.768753,0
76,22012784356097,22012801124908,16.768811,0
76,22012801124908,22012817892261,16.767353,0
76,22012817892261,22012834660025,16.767764,0
76,22012834660025,22012851427615,16.76759,0
76,22012851427615,22012868196260,16.768645,0
76,22012868196260,22012884963623,16.767363,0
76,22012884963623,22012901731294,16.767671,0
76,22012901731294,22012918500551,16.769257,0
76,22012918500551,22012935270137,16.769586,0
76,22012935270137,22012952039290,16.769153,0
76,22012952039290,22012968807901,16.768611,0
76,22012968807901,22012985576596,16.768695,0
76,22012985576596,22013002345139,16.768543,0
76,22013002345139,22013019112870,16.767731,0
76,22013019112870,22013035881860,16.76899,0
76,22013035881860,22013052650592,16.768732,0
76,22013052650592,22013069419691,16.769099,0
76,22013069419691,22013086188485,16.768794,0
76,22013086188485,22013102957412,16.768927,0
76,22013102957412,22013119726119,16.768707,0
76,22013119726119,22013136492984,16.766865,0
76,22013136492984,22013153260531,16.767547,0
76,22013153260531,22013170029255,16.768724,0
76,22013170029255,22013186797815,16.76856,0
77,22013186797815,22013203567419,16.769604,0
77,22013203567419,22013220335529,16.76811,0
77,22013220335529,22013237104428,16.768899,0
77,22013237104428,22013253872495,16.768067,0
77,22013253872495,22013270640437,16.767942,0
77,22013270640437,22013287407270,16.766833,0
77,22013287407270,22013304176311,16.769041,0
77,22013304176311,22013320944870,16.768559,0
77,22013320944870,22013337713046,16.768176,0
77,22013337713046,22013354478894,16.765848,0
77,22013354478894,22013371247620,16.768726,0
77,22013371247620,22013388015976,16.768356,0
77,22013388015976,22013404783822,16.767846,0
77,22013404783822,22013421551262,16.76744,0
77,22013421551262,22013438320596,16.769334,0
77,22013438320596,22013455089444,16.768848,0
77,22013455089444,22013471859000,16.769556,0
77,22013471859000,22013488627986,16.768986,0
77,22013488627986,22013505396746,16.76876,0
77,22013505396746,22013522164344,16.767598,0
77,22013522164344,22013538932628,16.768284,0
77,22013538932628,22013555700744,16.768116,0
77,22013555700744,22013572469666,16.768922,0
77,22013572469666,22013589237942,16.768276,0
77,22013589237942,22013606007589,16.769647,0
77,22013606007589,22013622776679,16.76909,0
77,22013622776679,22013639545797,16.769118,0
77,22013639545797,22013656314125,16.768328,0
77,22013656314125,22013673082590,16.768465,0
77,22013673082590,22013689850400,16.76781,0
77,22013689850400,22013706619512,16.769112,0
77,22013706619512,22013723388255,16.768743,0
77,22013723388255,22013740157193,16.768938,0
77,22013740157193,22013756925877,16.768684,0
77,22013756925877,22013773694206,16.768329,0
77,22013773694206,22013790461457,16.767251,0
77,22013790461457,22013807229953,16.768496,0
77,22013807229953,22013823997710,16.767757,0
77,22013823997710,22013840765846,16.768136,0
77,22013840765846,22013857534066,16.76822,0
77,22013857534066,22013874303549,16.769483,0
77,22013874303549,22013891072883,16.769334,0
77,22013891072883,22013907841109,16.768226,0
77,22013907841109,22013924609105,16.767996,0
77,22013924609105,22013941378504,16.769399,0
77,22013941378504,22013958146423,16.767919,0
77,22013958146423,22013974915476,16.769053,0
77,22013974915476,22013991684160,16.768684,0
77,22013991684160,22014008453096,16.768936,0
77,22014008453096,22014025220757,16.767661,0
77,22014025220757,22014041989189,16.768432,0
77,22014041989189,22014058756410,16.767221,0
77,22014058756410,22014075524603,16.768193,0
77,22014075524603,22014092291562,16.766959,0
77,22014092291562,22014109060616,16.769054,0
77,22014109060616,22014125829786,16.76917,0
77,22014125829786,22014142599073,16.769287,0
77,22014142599073,22014159366593,16.76752,0
77,22014159366593,22014176135665,16.769072,0
78,22014176135665,22014192904449,16.768784,0
78,22014192904449,22014209673470,16.769021,0
78,22014209673470,22014226442503,16.769033,0
78,22014226442503,22014243211192,16.768689,0
78,22014243211192,22014259979801,16.768609,0
78,22014259979801,22014276749119,16.769318,0
78,22014276749119,22014293518231,16.769112,0
78,22014293518231,22014310287791,16.76956,0
78,22014310287791,22014327056890,16.769099,0
78,22014327056890,22014343824728,16.767838,0
78,22014343824728,22014360593600,16.768872,0
78,22014360593600,22014377362603,16.769003,0
78,22014377362603,22014394131762,16.769159,0
78,22014394131762,22014410900794,16.769032,0
78,22014410900794,22014427669514,16.76872,0
78,22014427669514,22014444434835,16.765321,0
78,22014444434835,22014461202596,16.767761,0
78,22014461202596,22014477970622,16.768026,0
78,22014477970622,22014494738560,16.767938,0
78,22014494738560,22014511507773,16.769213,0
78,22014511507773,22014528276540,16.768767,0
78,22014528276540,22014545046084,16.769544,0
78,22014545046084,22014561815287,16.769203,0
78,22014561815287,22014578583040,16.767753,0
78,22014578583040,22014595350791,16.767751,0
78,22014595350791,22014612117309,16.766518,0
78,22014612117309,22014628885514,16.768205,0
78,22014628885514,22014645655686,16.770172,0
78,22014645655686,22014662424541,16.768855,0
78,22014662424541,22014679193646,16.769105,0
78,22014679193646,22014695962166,16.76852,0
78,22014695962166,22014712730475,16.768309,0
78,22014712730475,22014729498922,16.768447,0
78,22014729498922,22014746266928,16.768006,0
78,22014746266928,22014763034824,16.767896,0
78,22014763034824,22014779803721,16.768897,0
78,22014779803721,22014796572256,16.768535,0
78,22014796572256,22014813341865,16.769609,0
78,22014813341865,22014830111237,16.769372,0
78,22014830111237,22014846880166,16.768929,0
78,22014846880166,22014863648177,16.768011,0
78,22014863648177,22014880417231,16.769054,0
78,22014880417231,22014897186479,16.769248,0
78,22014897186479,22014913955635,16.769156,0
78,22014913955635,22014930723976,16.768341,0
78,22014930723976,22014947492667,16.768691,0
78,22014947492667,22014964260625,16.767958,0
78,22014964260625,22014981028972,16.768347,0
78,22014981028972,22014997797808,16.768836,0
78,22014997797808,22015014566160,16.768352,0
78,22015014566160,22015031334643,16.768483,0
78,22015031334643,22015048103766,16.769123,0
78,22015048103766,22015064871586,16.76782,0
78,22015064871586,22015081640663,16.769077,0
78,22015081640663,22015098408970,16.768307,0
78,22015098408970,22015115176211,16.767241,0
78,22015115176211,22015131944983,16.768772,0
78,22015131944983,22015148713767,16.768784,0
78,22015148713767,22015165482176,16.768409,0
78,22015165482176,22015182250833,16.768657,0
79,22015182250833,22015199019199,16.768366,0
79,22015199019199,22015215788413,16.769214,0
79,22015215788413,22015232557148,16.768735,0
79,22015232557148,22015249325265,16.768117,0
79,22015249325265,22015266093966,16.768701,0
79,22015266093966,22015282862869,16.768903,0
79,22015282862869,22015299631400,16.768531,0
79,22015299631400,22015316399982,16.768582,0
79,22015316399982,22015333168352,16.76837,0
79,22015333168352,22015349937769,16.769417,0
79,22015349937769,22015366706165,16.768396,0
79,22015366706165,22015383475438,16.769273,0
79,22015383475438,22015400244528,16.76909,0
79,22015400244528,22015417012580,16.768052,0
79,22015417012580,22015433780768,16.768188,0
79,22015433780768,22015450549208,16.76844,0
79,22015450549208,22015467317189,16.767981,0
79,22015467317189,22015484085966,16.768777,0
79,22015484085966,22015500854938,16.768972,0
79,22015500854938,22015517622623,16.767685,0
79,22015517622623,22015534391311,16.768688,0
79,22015534391311,22015551160077,16.768766,0
79,22015551160077,22015567928765,16.768688,0
79,22015567928765,22015584697709,16.768944,0
79,22015584697709,22015601466402,16.768693,0
79,22015601466402,22015618235161,16.768759,0
79,22015618235161,22015635004495,16.769334,0
79,22015635004495,22015651773159,16.768664,0
79,22015651773159,22015668541120,16.767961,0
79,22015668541120,22015685307994,16.766874,0
79,22015685307994,22015702076997,16.769003,0
79,22015702076997,22015718845594,16.768597,0
79,22015718845594,22015735614823,16.769229,0
79,22015735614823,22015752383234,16.768411,0
79,22015752383234,22015769149595,16.766361,0
79,22015769149595,22015785917288,16.767693,0
79,22015785917288,22015802686057,16.768769,0
79,22015802686057,22015819451783,16.765726,0
79,22015819451783,22015836219095,16.767312,0
79,22015836219095,22015852986815,16.76772,0
79,22015852986815,22015869756427,16.769612,0
79,22015869756427,22015886525624,16.769197,0
79,22015886525624,22015903295169,16.769545,0
79,22015903295169,22015920064542,16.769373,0
79,22015920064542,22015936832838,16.768296,0
79,22015936832838,22015953600854,16.768016,0
79,22015953600854,22015970369385,16.768531,0
79,22015970369385,22015987138151,16.768766,0
79,22015987138151,22016003907816,16.769665,0
79,22016003907816,22016020675620,16.767804,0
79,22016020675620,22016037443996,16.768376,0
79,22016037443996,22016054212283,16.768287,0
79,22016054212283,22016070979495,16.767212,0
79,22016070979495,22016087747075,16.76758,0
79,22016087747075,22016104515874,16.768799,0
79,22016104515874,22016121284537,16.768663,0
79,22016121284537,22016138054003,16.769466,0
79,22016138054003,22016154822815,16.768812,0
79,22016154822815,22016171591582,16.768767,0
79,22016171591582,22016188359072,16.76749,0
80,22016188359072,22016205126482,16.76741,0
80,22016205126482,22016221893549,16.767067,0
80,22016221893549,22016238662627,16.769078,0
80,22016238662627,22016255431284,16.768657,0
80,22016255431284,22016272200720,16.769436,0
80,22016272200720,22016288969830,16.76911,0
80,22016288969830,22016305738929,16.769099,0
80,22016305738929,22016322508133,16.769204,0
80,22016322508133,22016339276534,16.768401,0
80,22016339276534,22016356044885,16.768351,0
80,22016356044885,22016372814211,16.769326,0
80,22016372814211,22016389582899,16.768688,0
80,22016389582899,22016406351126,16.768227,0
80,22016406351126,22016423120443,16.769317,0
80,22016423120443,22016439888330,16.767887,0
80,22016439888330,22016456656989,16.768659,0
80,22016456656989,22016473425283,16.768294,0
80,22016473425283,22016490192923,16.76764,0
80,22016490192923,22016506961969,16.769046,0
80,22016506961969,22016523730765,16.768796,0
80,22016523730765,22016540498407,16.767642,0
80,22016540498407,22016557266946,16.768539,0
80,22016557266946,22016574035163,16.768217,0
80,22016574035163,22016590804192,16.769029,0
80,22016590804192,22016607572805,16.768613,0
80,22016607572805,22016624338944,16.766139,0
80,22016624338944,22016641107097,16.768153,0
80,22016641107097,22016657875163,16.768066,0
80,22016657875163,22016674644470,16.769307,0
80,22016674644470,22016691413486,16.769016,0
80,22016691413486,22016708182321,16.768835,0
80,22016708182321,22016724951639,16.769318,0
80,22016724951639,22016741720554,16.768915,0
80,22016741720554,22016758488556,16.768002,0
80,22016758488556,22016775257652,16.769096,0
80,22016775257652,22016792026364,16.768712,0
80,22016792026364,22016808795697,16.769333,0
80,22016808795697,22016825564194,16.768497,0
80,22016825564194,22016842333327,16.769133,0
80,22016842333327,22016859102505,16.769178,0
80,22016859102505,22016875870802,16.768297,0
80,22016875870802,22016892638457,16.767655,0
80,22016892638457,22016909407358,16.768901,0
80,22016909407358,22016926175988,16.76863,0
80,22016926175988,22016942945370,16.769382,0
80,22016942945370,22016959713923,16.768553,0
80,22016959713923,22016976481089,16.767166,0
80,22016976481089,22016993248577,16.767488,0
80,22016993248577,22017010017349,16.768772,0
80,22017010017349,22017026785105,16.767756,0
80,22017026785105,22017043554251,16.769146,0
