Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,,Time (sec),FPS
80,2.13945E+13,2.13945E+13,16.754152,0,,,,
80,2.13945E+13,2.13945E+13,16.753456,0,,,,
80,2.13945E+13,2.13945E+13,16.754202,0,,,,
80,2.13945E+13,2.13945E+13,16.754117,0,,,,
80,2.13945E+13,2.13945E+13,16.754614,0,,,,
80,2.13945E+13,2.13946E+13,16.754243,0,,,,
80,2.13946E+13,2.13946E+13,16.75383,0,,,,
80,2.13946E+13,2.13946E+13,16.753976,0,,,,
80,2.13946E+13,2.13946E+13,16.754231,0,,,,
80,2.13946E+13,2.13946E+13,16.753714,0,,,,
80,2.13946E+13,2.13947E+13,16.753874,0,,,,
80,2.13947E+13,2.13947E+13,16.753585,0,,,,
80,2.13947E+13,2.13947E+13,16.754272,0,,,,
80,2.13947E+13,2.13947E+13,16.754297,0,,,,
80,2.13947E+13,2.13947E+13,16.754006,0,,,,
80,2.13947E+13,2.13947E+13,16.754022,0,,,,
80,2.13947E+13,2.13948E+13,16.753918,0,,,,
80,2.13948E+13,2.13948E+13,16.753704,0,,,,
80,2.13948E+13,2.13948E+13,16.75448,0,,,,
80,2.13948E+13,2.13948E+13,16.754719,0,,,,
80,2.13948E+13,2.13948E+13,16.753538,0,,,,
80,2.13948E+13,2.13948E+13,16.754092,0,,,,
80,2.13948E+13,2.13949E+13,16.753721,0,,,,
80,2.13949E+13,2.13949E+13,16.753521,0,,,,
80,2.13949E+13,2.13949E+13,16.754274,0,,,,
80,2.13949E+13,2.13949E+13,16.754233,0,,,,
80,2.13949E+13,2.13949E+13,16.754384,0,,,,
80,2.13949E+13,2.13949E+13,16.754592,0,,,,
80,2.13949E+13,2.1395E+13,16.753857,0,,,,
80,2.1395E+13,2.1395E+13,16.753677,0,,,,
80,2.1395E+13,2.1395E+13,16.752401,0,,,,
80,2.1395E+13,2.1395E+13,16.75386,0,,,,
80,2.1395E+13,2.1395E+13,16.75402,0,,,,
80,2.1395E+13,2.1395E+13,16.753469,0,,,,
80,2.1395E+13,2.13951E+13,16.753945,0,,,,
80,2.13951E+13,2.13951E+13,16.754712,0,,,,
80,2.13951E+13,2.13951E+13,16.75392,0,,,,
80,2.13951E+13,2.13951E+13,16.753976,0,,,,
80,2.13951E+13,2.13951E+13,16.7536,0,,,,
80,2.13951E+13,2.13951E+13,16.754156,0,,,,
80,2.13951E+13,2.13952E+13,16.754219,0,,,,
80,2.13952E+13,2.13952E+13,16.754134,0,,,,
80,2.13952E+13,2.13952E+13,16.753657,0,,,,
80,2.13952E+13,2.13952E+13,16.754296,0,,,,
80,2.13952E+13,2.13952E+13,16.754107,0,,,,
80,2.13952E+13,2.13952E+13,16.754199,0,,,,
80,2.13952E+13,2.13953E+13,16.753975,0,,,,
80,2.13953E+13,2.13953E+13,16.75317,0,,,,
80,2.13953E+13,2.13953E+13,16.753664,0,,,,
80,2.13953E+13,2.13953E+13,16.753531,0,,,,
80,2.13953E+13,2.13953E+13,16.753762,0,,,,
80,2.13953E+13,2.13953E+13,16.754652,0,,,,
80,2.13953E+13,2.13954E+13,16.754225,0,,,,
80,2.13954E+13,2.13954E+13,16.753505,0,,,,
80,2.13954E+13,2.13954E+13,16.752906,0,,,,
80,2.13954E+13,2.13954E+13,16.753553,0,,,,
81,2.13954E+13,2.13954E+13,16.753686,0,,,,
81,2.13954E+13,2.13954E+13,16.753809,0,,,,
81,2.13954E+13,2.13955E+13,16.753756,0,,,,
81,2.13955E+13,2.13955E+13,16.7545,0,,,,
81,2.13955E+13,2.13955E+13,16.753669,0,,,,
81,2.13955E+13,2.13955E+13,16.753975,0,,,,
81,2.13955E+13,2.13955E+13,16.753506,0,,,,
81,2.13955E+13,2.13955E+13,16.753632,0,,,,
81,2.13955E+13,2.13956E+13,16.753279,0,,,,
81,2.13956E+13,2.13956E+13,16.753648,0,,,,
81,2.13956E+13,2.13956E+13,16.754301,0,,,,
81,2.13956E+13,2.13956E+13,16.754506,0,,,,
81,2.13956E+13,2.13956E+13,16.753785,0,,,,
81,2.13956E+13,2.13956E+13,16.754119,0,,,,
81,2.13956E+13,2.13957E+13,16.75381,0,,,,
81,2.13957E+13,2.13957E+13,16.753187,0,,,,
81,2.13957E+13,2.13957E+13,16.752391,0,,,,
81,2.13957E+13,2.13957E+13,16.753342,0,,,,
81,2.13957E+13,2.13957E+13,16.753855,0,,,,
81,2.13957E+13,2.13957E+13,16.754125,0,,,,
81,2.13957E+13,2.13958E+13,16.752902,0,,,,
81,2.13958E+13,2.13958E+13,16.753,0,,,,
81,2.13958E+13,2.13958E+13,16.753369,0,,,,
81,2.13958E+13,2.13958E+13,16.754102,0,,,,
81,2.13958E+13,2.13958E+13,16.752554,0,,,,
81,2.13958E+13,2.13958E+13,16.753723,0,,,,
81,2.13958E+13,2.13959E+13,16.754018,0,,,,
81,2.13959E+13,2.13959E+13,16.75393,0,,,,
81,2.13959E+13,2.13959E+13,16.754261,0,,,,
81,2.13959E+13,2.13959E+13,16.754105,0,,,,
81,2.13959E+13,2.13959E+13,16.753619,0,,,,
81,2.13959E+13,2.13959E+13,16.754087,0,,,,
81,2.13959E+13,2.1396E+13,16.7537,0,,,,
81,2.1396E+13,2.1396E+13,16.753478,0,,,,
81,2.1396E+13,2.1396E+13,16.753816,0,,,,
81,2.1396E+13,2.1396E+13,16.754595,0,,,,
81,2.1396E+13,2.1396E+13,16.754575,0,,,,
81,2.1396E+13,2.1396E+13,16.753824,0,,,,
81,2.1396E+13,2.13961E+13,16.752492,0,,,,
81,2.13961E+13,2.13961E+13,16.753458,0,,,,
81,2.13961E+13,2.13961E+13,16.752806,0,,,,
81,2.13961E+13,2.13961E+13,16.753961,0,,,,
81,2.13961E+13,2.13961E+13,16.753881,0,,,,
81,2.13961E+13,2.13961E+13,16.754449,0,,,,
81,2.13961E+13,2.13962E+13,16.7541,0,,,,
81,2.13962E+13,2.13962E+13,16.754115,0,,,,
81,2.13962E+13,2.13962E+13,16.753625,0,,,,
81,2.13962E+13,2.13962E+13,16.753639,0,,,,
81,2.13962E+13,2.13962E+13,16.751545,0,,,,
81,2.13962E+13,2.13962E+13,16.752898,0,,,,
81,2.13962E+13,2.13963E+13,16.753931,0,,,,
81,2.13963E+13,2.13963E+13,16.75485,0,,,,
81,2.13963E+13,2.13963E+13,16.75399,0,,,,
81,2.13963E+13,2.13963E+13,16.753471,0,,,,
81,2.13963E+13,2.13963E+13,16.751814,0,,,,
81,2.13963E+13,2.13963E+13,16.754132,0,,,,
81,2.13963E+13,2.13964E+13,16.75291,0,,,,
81,2.13964E+13,2.13964E+13,16.75414,0,,,,
81,2.13964E+13,2.13964E+13,16.753896,0,,,,
81,2.13964E+13,2.13964E+13,16.754584,0,,,,
82,2.13964E+13,2.13964E+13,16.754206,0,,,,
82,2.13964E+13,2.13964E+13,16.75431,0,,,,
82,2.13964E+13,2.13965E+13,16.753821,0,,,,
82,2.13965E+13,2.13965E+13,16.753878,0,,,,
82,2.13965E+13,2.13965E+13,16.753407,0,,,,
82,2.13965E+13,2.13965E+13,16.753445,0,,,,
82,2.13965E+13,2.13965E+13,16.754009,0,,,,
82,2.13965E+13,2.13965E+13,16.754139,0,,,,
82,2.13965E+13,2.13966E+13,16.753938,0,,,,
82,2.13966E+13,2.13966E+13,16.752791,0,,,,
82,2.13966E+13,2.13966E+13,16.752338,0,,,,
82,2.13966E+13,2.13966E+13,16.75294,0,,,,
82,2.13966E+13,2.13966E+13,16.753751,0,,,,
82,2.13966E+13,2.13966E+13,16.753259,0,,,,
82,2.13966E+13,2.13967E+13,16.753298,0,,,,
82,2.13967E+13,2.13967E+13,16.753976,0,,,,
82,2.13967E+13,2.13967E+13,16.754308,0,,,,
82,2.13967E+13,2.13967E+13,16.753284,0,,,,
82,2.13967E+13,2.13967E+13,16.753479,0,,,,
82,2.13967E+13,2.13967E+13,16.753617,0,,,,
82,2.13967E+13,2.13968E+13,16.752222,0,,,,
82,2.13968E+13,2.13968E+13,16.753323,0,,,,
82,2.13968E+13,2.13968E+13,16.753279,0,,,,
82,2.13968E+13,2.13968E+13,16.754948,0,,,,
82,2.13968E+13,2.13968E+13,16.754306,0,,,,
82,2.13968E+13,2.13968E+13,16.753509,0,,,,
82,2.13968E+13,2.13969E+13,16.752462,0,,,,
82,2.13969E+13,2.13969E+13,16.753897,0,,,,
82,2.13969E+13,2.13969E+13,16.753752,0,,,,
82,2.13969E+13,2.13969E+13,16.753188,0,,,,
82,2.13969E+13,2.13969E+13,16.753389,0,,,,
82,2.13969E+13,2.13969E+13,16.755017,0,,,,
82,2.13969E+13,2.1397E+13,16.754106,0,,,,
82,2.1397E+13,2.1397E+13,16.754143,0,,,,
82,2.1397E+13,2.1397E+13,16.754196,0,,,,
82,2.1397E+13,2.1397E+13,16.753539,0,,,,
82,2.1397E+13,2.1397E+13,16.752095,0,,,,
82,2.1397E+13,2.1397E+13,16.754383,0,,,,
82,2.1397E+13,2.13971E+13,16.754053,0,,,,
82,2.13971E+13,2.13971E+13,16.754843,0,,,,
82,2.13971E+13,2.13971E+13,16.754384,0,,,,
82,2.13971E+13,2.13971E+13,16.753254,0,,,,
82,2.13971E+13,2.13971E+13,16.75357,0,,,,
82,2.13971E+13,2.13971E+13,16.753757,0,,,,
82,2.13971E+13,2.13972E+13,16.75232,0,,,,
82,2.13972E+13,2.13972E+13,16.754115,0,,,,
82,2.13972E+13,2.13972E+13,16.753907,0,,,,
82,2.13972E+13,2.13972E+13,16.754823,0,,,,
82,2.13972E+13,2.13972E+13,16.754147,0,,,,
82,2.13972E+13,2.13972E+13,16.754329,0,,,,
82,2.13972E+13,2.13973E+13,16.753311,0,,,,
82,2.13973E+13,2.13973E+13,16.753801,0,,,,
82,2.13973E+13,2.13973E+13,16.752758,0,,,,
82,2.13973E+13,2.13973E+13,16.753821,0,,,,
82,2.13973E+13,2.13973E+13,16.754383,0,,,,
82,2.13973E+13,2.13973E+13,16.753869,0,,,,
82,2.13973E+13,2.13974E+13,16.753021,0,,,,
82,2.13974E+13,2.13974E+13,16.753728,0,,,,
82,2.13974E+13,2.13974E+13,16.753281,0,,,,
82,2.13974E+13,2.13974E+13,16.753564,0,,,,
83,2.13974E+13,2.13974E+13,16.751598,0,,,,
83,2.13974E+13,2.13974E+13,16.753118,0,,,,
83,2.13974E+13,2.13975E+13,16.753507,0,,,,
83,2.13975E+13,2.13975E+13,16.754965,0,,,,
83,2.13975E+13,2.13975E+13,16.754418,0,,,,
83,2.13975E+13,2.13975E+13,16.7542,0,,,,
83,2.13975E+13,2.13975E+13,16.754389,0,,,,
83,2.13975E+13,2.13975E+13,16.75442,0,,,,
83,2.13975E+13,2.13976E+13,16.754604,0,,,,
83,2.13976E+13,2.13976E+13,16.753989,0,,,,
83,2.13976E+13,2.13976E+13,16.753926,0,,,,
83,2.13976E+13,2.13976E+13,16.754343,0,,,,
83,2.13976E+13,2.13976E+13,16.753818,0,,,,
83,2.13976E+13,2.13976E+13,16.753964,0,,,,
83,2.13976E+13,2.13977E+13,16.753462,0,,,,
83,2.13977E+13,2.13977E+13,16.754149,0,,,,
83,2.13977E+13,2.13977E+13,16.753904,0,,,,
83,2.13977E+13,2.13977E+13,16.752919,0,,,,
83,2.13977E+13,2.13977E+13,16.754511,0,,,,
83,2.13977E+13,2.13977E+13,16.753584,0,,,,
83,2.13977E+13,2.13978E+13,16.753505,0,,,,
83,2.13978E+13,2.13978E+13,16.753316,0,,,,
83,2.13978E+13,2.13978E+13,16.752233,0,,,,
83,2.13978E+13,2.13978E+13,16.752502,0,,,,
83,2.13978E+13,2.13978E+13,16.752477,0,,,,
83,2.13978E+13,2.13979E+13,16.754413,0,,,,
83,2.13979E+13,2.13979E+13,16.754091,0,,,,
83,2.13979E+13,2.13979E+13,16.754646,0,,,,
83,2.13979E+13,2.13979E+13,16.753991,0,,,,
83,2.13979E+13,2.13979E+13,16.754339,0,,,,
83,2.13979E+13,2.13979E+13,16.754254,0,,,,
83,2.13979E+13,2.1398E+13,16.753566,0,,,,
83,2.1398E+13,2.1398E+13,16.751538,0,,,,
83,2.1398E+13,2.1398E+13,16.754471,0,,,,
83,2.1398E+13,2.1398E+13,16.754081,0,,,,
83,2.1398E+13,2.1398E+13,16.754208,0,,,,
83,2.1398E+13,2.1398E+13,16.753925,0,,,,
83,2.1398E+13,2.13981E+13,16.754211,0,,,,
83,2.13981E+13,2.13981E+13,16.753569,0,,,,
83,2.13981E+13,2.13981E+13,16.753582,0,,,,
83,2.13981E+13,2.13981E+13,16.754204,0,,,,
83,2.13981E+13,2.13981E+13,16.754792,0,,,,
83,2.13981E+13,2.13981E+13,16.754065,0,,,,
83,2.13981E+13,2.13982E+13,16.754718,0,,,,
83,2.13982E+13,2.13982E+13,16.753318,0,,,,
83,2.13982E+13,2.13982E+13,16.751745,0,,,,
83,2.13982E+13,2.13982E+13,16.752967,0,,,,
83,2.13982E+13,2.13982E+13,16.754178,0,,,,
83,2.13982E+13,2.13982E+13,16.753007,0,,,,
83,2.13982E+13,2.13983E+13,16.75427,0,,,,
83,2.13983E+13,2.13983E+13,16.753885,0,,,,
83,2.13983E+13,2.13983E+13,16.754891,0,,,,
83,2.13983E+13,2.13983E+13,16.754004,0,,,,
83,2.13983E+13,2.13983E+13,16.75425,0,,,,
83,2.13983E+13,2.13983E+13,16.754253,0,,,,
83,2.13983E+13,2.13984E+13,16.753676,0,,,,
83,2.13984E+13,2.13984E+13,16.75321,0,,,,
83,2.13984E+13,2.13984E+13,16.754555,0,,,,
83,2.13984E+13,2.13984E+13,16.754102,0,,,,
84,2.13984E+13,2.13984E+13,16.754316,0,,,,
84,2.13984E+13,2.13984E+13,16.753848,0,,,,
84,2.13984E+13,2.13985E+13,16.754349,0,,,,
84,2.13985E+13,2.13985E+13,16.754234,0,,,,
84,2.13985E+13,2.13985E+13,16.754123,0,,,,
84,2.13985E+13,2.13985E+13,16.75357,0,,,,
84,2.13985E+13,2.13985E+13,16.753778,0,,,,
84,2.13985E+13,2.13985E+13,16.753795,0,,,,
84,2.13985E+13,2.13986E+13,16.754422,0,,,,
84,2.13986E+13,2.13986E+13,16.753932,0,,,,
84,2.13986E+13,2.13986E+13,16.753692,0,,,,
84,2.13986E+13,2.13986E+13,16.75355,0,,,,
84,2.13986E+13,2.13986E+13,16.753121,0,,,,
84,2.13986E+13,2.13986E+13,16.310028,0,,,,
84,2.13986E+13,2.13987E+13,16.75414,0,,,,
84,2.13987E+13,2.13987E+13,16.754577,0,,,,
84,2.13987E+13,2.13987E+13,16.753929,0,,,,
84,2.13987E+13,2.13987E+13,16.753448,0,,,,
84,2.13987E+13,2.13987E+13,16.760405,0,,,,
84,2.13987E+13,2.13987E+13,16.749287,0,,,,
84,2.13987E+13,2.13988E+13,16.754054,0,,,,
84,2.13988E+13,2.13988E+13,16.753517,0,,,,
84,2.13988E+13,2.13988E+13,16.754487,0,,,,
84,2.13988E+13,2.13988E+13,16.754238,0,,,,
84,2.13988E+13,2.13988E+13,16.754101,0,,,,
84,2.13988E+13,2.13988E+13,16.753683,0,,,,
84,2.13988E+13,2.13989E+13,16.754206,0,,,,
84,2.13989E+13,2.13989E+13,16.753761,0,,,,
84,2.13989E+13,2.13989E+13,16.753734,0,,,,
84,2.13989E+13,2.13989E+13,16.75376,0,,,,
84,2.13989E+13,2.13989E+13,16.753605,0,,,,
84,2.13989E+13,2.13989E+13,16.753821,0,,,,
84,2.13989E+13,2.1399E+13,16.754422,0,,,,
84,2.1399E+13,2.1399E+13,16.753718,0,,,,
84,2.1399E+13,2.1399E+13,16.753942,0,,,,
84,2.1399E+13,2.1399E+13,16.753534,0,,,,
84,2.1399E+13,2.1399E+13,16.754126,0,,,,
84,2.1399E+13,2.1399E+13,16.753319,0,,,,
84,2.1399E+13,2.13991E+13,16.753503,0,,,,
84,2.13991E+13,2.13991E+13,16.753676,0,,,,
84,2.13991E+13,2.13991E+13,16.754069,0,,,,
84,2.13991E+13,2.13991E+13,16.754253,0,,,,
84,2.13991E+13,2.13991E+13,16.753639,0,,,,
84,2.13991E+13,2.13991E+13,16.753282,0,,,,
84,2.13991E+13,2.13992E+13,16.754155,0,,,,
84,2.13992E+13,2.13992E+13,16.753564,0,,,,
84,2.13992E+13,2.13992E+13,16.753961,0,,,,
84,2.13992E+13,2.13992E+13,16.75435,0,,,,
84,2.13992E+13,2.13992E+13,16.754601,0,,,,
84,2.13992E+13,2.13992E+13,16.753506,0,,,,
84,2.13992E+13,2.13993E+13,16.753428,0,,,,
84,2.13993E+13,2.13993E+13,16.753318,0,,,,
84,2.13993E+13,2.13993E+13,16.752008,0,,,,
84,2.13993E+13,2.13993E+13,16.751295,0,,,,
84,2.13993E+13,2.13993E+13,16.751859,0,,,,
84,2.13993E+13,2.13993E+13,16.753961,0,,,,
84,2.13993E+13,2.13994E+13,16.754913,0,,,,
84,2.13994E+13,2.13994E+13,16.75447,0,,,,
84,2.13994E+13,2.13994E+13,16.754549,0,,,,
84,2.13994E+13,2.13994E+13,16.75386,0,,,,
85,2.13994E+13,2.13994E+13,16.754224,0,,,,
85,2.13994E+13,2.13994E+13,16.753398,0,,,,
85,2.13994E+13,2.13995E+13,16.753679,0,,,,
85,2.13995E+13,2.13995E+13,16.75383,0,,,,
85,2.13995E+13,2.13995E+13,16.754705,0,,,,
85,2.13995E+13,2.13995E+13,16.754219,0,,,,
85,2.13995E+13,2.13995E+13,16.754253,0,,,,
85,2.13995E+13,2.13995E+13,16.753674,0,,,,
85,2.13995E+13,2.13996E+13,16.753436,0,,,,
85,2.13996E+13,2.13996E+13,16.753627,0,,,,
85,2.13996E+13,2.13996E+13,16.754247,0,,,,
85,2.13996E+13,2.13996E+13,16.753991,0,,,,
85,2.13996E+13,2.13996E+13,16.75476,0,,,,
85,2.13996E+13,2.13996E+13,16.754087,0,,,,
85,2.13996E+13,2.13997E+13,16.753404,0,,,,
85,2.13997E+13,2.13997E+13,16.753687,0,,,,
85,2.13997E+13,2.13997E+13,16.753508,0,,,,
85,2.13997E+13,2.13997E+13,16.753805,0,,,,
85,2.13997E+13,2.13997E+13,16.753033,0,,,,
85,2.13997E+13,2.13997E+13,16.753056,0,,,,
85,2.13997E+13,2.13998E+13,16.754572,0,,,,
85,2.13998E+13,2.13998E+13,16.754104,0,,,,
85,2.13998E+13,2.13998E+13,16.752925,0,,,,
85,2.13998E+13,2.13998E+13,16.753984,0,,,,
85,2.13998E+13,2.13998E+13,16.753413,0,,,,
85,2.13998E+13,2.13998E+13,16.752758,0,,,,
85,2.13998E+13,2.13999E+13,16.754217,0,,,,
85,2.13999E+13,2.13999E+13,16.753982,0,,,,
85,2.13999E+13,2.13999E+13,16.75438,0,,,,
85,2.13999E+13,2.13999E+13,16.753632,0,,,,
85,2.13999E+13,2.13999E+13,16.753082,0,,,,
85,2.13999E+13,2.13999E+13,16.752306,0,,,,
85,2.13999E+13,2.14E+13,16.75263,0,,,,
85,2.14E+13,2.14E+13,16.753219,0,,,,
85,2.14E+13,2.14E+13,16.754423,0,,,,
85,2.14E+13,2.14E+13,16.754101,0,,,,
85,2.14E+13,2.14E+13,16.754415,0,,,,
85,2.14E+13,2.14E+13,16.753879,0,,,,
85,2.14E+13,2.14001E+13,16.754199,0,,,,
85,2.14001E+13,2.14001E+13,16.754117,0,,,,
85,2.14001E+13,2.14001E+13,16.754399,0,,,,
85,2.14001E+13,2.14001E+13,16.753903,0,,,,
85,2.14001E+13,2.14001E+13,16.753906,0,,,,
85,2.14001E+13,2.14001E+13,16.753927,0,,,,
85,2.14001E+13,2.14002E+13,16.754288,0,,,,
85,2.14002E+13,2.14002E+13,16.754116,0,,,,
85,2.14002E+13,2.14002E+13,16.753557,0,,,,
85,2.14002E+13,2.14002E+13,16.754166,0,,,,
85,2.14002E+13,2.14002E+13,16.753568,0,,,,
85,2.14002E+13,2.14002E+13,16.751505,0,,,,
85,2.14002E+13,2.14003E+13,16.7531,0,,,,
85,2.14003E+13,2.14003E+13,16.754386,0,,,,
85,2.14003E+13,2.14003E+13,16.754293,0,,,,
85,2.14003E+13,2.14003E+13,16.754592,0,,,,
85,2.14003E+13,2.14003E+13,16.75467,0,,,,
85,2.14003E+13,2.14003E+13,16.754166,0,,,,
85,2.14003E+13,2.14004E+13,16.75394,0,,,,
85,2.14004E+13,2.14004E+13,16.753659,0,,,,
85,2.14004E+13,2.14004E+13,16.754033,0,,,,
85,2.14004E+13,2.14004E+13,16.754204,0,,,,
86,2.14004E+13,2.14004E+13,16.754438,0,,,,
86,2.14004E+13,2.14004E+13,16.754383,0,,,,
86,2.14004E+13,2.14005E+13,16.753358,0,,,,
86,2.14005E+13,2.14005E+13,16.753727,0,,,,
86,2.14005E+13,2.14005E+13,16.754045,0,,,,
86,2.14005E+13,2.14005E+13,16.753654,0,,,,
86,2.14005E+13,2.14005E+13,16.754206,0,,,,
86,2.14005E+13,2.14005E+13,16.754577,0,,,,
86,2.14005E+13,2.14006E+13,16.754425,0,,,,
86,2.14006E+13,2.14006E+13,16.754544,0,,,,
86,2.14006E+13,2.14006E+13,16.75362,0,,,,
86,2.14006E+13,2.14006E+13,16.75391,0,,,,
86,2.14006E+13,2.14006E+13,16.754178,0,,,,
86,2.14006E+13,2.14006E+13,16.75398,0,,,,
86,2.14006E+13,2.14007E+13,16.753603,0,,,,
86,2.14007E+13,2.14007E+13,16.754089,0,,,,
86,2.14007E+13,2.14007E+13,16.753273,0,,,,
86,2.14007E+13,2.14007E+13,16.751989,0,,,,
86,2.14007E+13,2.14007E+13,16.753337,0,,,,
86,2.14007E+13,2.14007E+13,16.753318,0,,,,
86,2.14007E+13,2.14008E+13,16.753423,0,,,,
86,2.14008E+13,2.14008E+13,16.752719,0,,,,
86,2.14008E+13,2.14008E+13,16.753591,0,,,,
86,2.14008E+13,2.14008E+13,16.754743,0,,,,
86,2.14008E+13,2.14008E+13,16.753679,0,,,,
86,2.14008E+13,2.14008E+13,16.753654,0,,,,
86,2.14008E+13,2.14009E+13,16.752787,0,,,,
86,2.14009E+13,2.14009E+13,16.754025,0,,,,
86,2.14009E+13,2.14009E+13,16.752135,0,,,,
86,2.14009E+13,2.14009E+13,16.754111,0,,,,
86,2.14009E+13,2.14009E+13,16.75363,0,,,,
86,2.14009E+13,2.14009E+13,16.754531,0,,,,
86,2.14009E+13,2.1401E+13,16.754307,0,,,,
86,2.1401E+13,2.1401E+13,16.754573,0,,,,
86,2.1401E+13,2.1401E+13,16.753611,0,,,,
86,2.1401E+13,2.1401E+13,16.754396,0,,,,
86,2.1401E+13,2.1401E+13,16.753762,0,,,,
86,2.1401E+13,2.1401E+13,16.754134,0,,,,
86,2.1401E+13,2.14011E+13,16.754561,0,,,,
86,2.14011E+13,2.14011E+13,16.754677,0,,,,
86,2.14011E+13,2.14011E+13,16.754064,0,,,,
86,2.14011E+13,2.14011E+13,16.753403,0,,,,
86,2.14011E+13,2.14011E+13,16.753436,0,,,,
86,2.14011E+13,2.14012E+13,16.752766,0,,,,
86,2.14012E+13,2.14012E+13,16.753287,0,,,,
86,2.14012E+13,2.14012E+13,16.747768,0,,,,
86,2.14012E+13,2.14012E+13,16.753016,0,,,,
86,2.14012E+13,2.14012E+13,16.75393,0,,,,
86,2.14012E+13,2.14012E+13,16.754697,0,,,,
86,2.14012E+13,2.14013E+13,16.755168,0,,,,
86,2.14013E+13,2.14013E+13,16.75338,0,,,,
86,2.14013E+13,2.14013E+13,16.752406,0,,,,
86,2.14013E+13,2.14013E+13,16.753748,0,,,,
86,2.14013E+13,2.14013E+13,16.753782,0,,,,
86,2.14013E+13,2.14013E+13,16.753513,0,,,,
86,2.14013E+13,2.14014E+13,16.753692,0,,,,
86,2.14014E+13,2.14014E+13,16.754787,0,,,,
86,2.14014E+13,2.14014E+13,16.7539,0,,,,
86,2.14014E+13,2.14014E+13,16.752913,0,,,,
87,2.14014E+13,2.14014E+13,16.754281,0,,,,
87,2.14014E+13,2.14014E+13,16.752641,0,,,,
87,2.14014E+13,2.14015E+13,16.754319,0,,,,
87,2.14015E+13,2.14015E+13,16.754126,0,,,,
87,2.14015E+13,2.14015E+13,16.754192,0,,,,
87,2.14015E+13,2.14015E+13,16.753141,0,,,,
87,2.14015E+13,2.14015E+13,16.754012,0,,,,
87,2.14015E+13,2.14015E+13,16.752951,0,,,,
87,2.14015E+13,2.14016E+13,16.753607,0,,,,
87,2.14016E+13,2.14016E+13,16.751978,0,,,,
87,2.14016E+13,2.14016E+13,16.753592,0,,,,
87,2.14016E+13,2.14016E+13,16.753548,0,,,,
87,2.14016E+13,2.14016E+13,16.754856,0,,,,
87,2.14016E+13,2.14016E+13,16.754253,0,,,,
87,2.14016E+13,2.14017E+13,16.754656,0,,,,
87,2.14017E+13,2.14017E+13,16.754744,0,,,,
87,2.14017E+13,2.14017E+13,16.75363,0,,,,
87,2.14017E+13,2.14017E+13,16.753688,0,,,,
87,2.14017E+13,2.14017E+13,16.753934,0,,,,
87,2.14017E+13,2.14017E+13,16.754094,0,,,,
87,2.14017E+13,2.14018E+13,16.75425,0,,,,
87,2.14018E+13,2.14018E+13,16.753927,0,,,,
87,2.14018E+13,2.14018E+13,16.753972,0,,,,
87,2.14018E+13,2.14018E+13,16.753898,0,,,,
87,2.14018E+13,2.14018E+13,16.75409,0,,,,
87,2.14018E+13,2.14018E+13,16.752546,0,,,,
87,2.14018E+13,2.14019E+13,16.754156,0,,,,
87,2.14019E+13,2.14019E+13,16.753638,0,,,,
87,2.14019E+13,2.14019E+13,16.754913,0,,,,
87,2.14019E+13,2.14019E+13,16.754538,0,,,,
87,2.14019E+13,2.14019E+13,16.754447,0,,,,
87,2.14019E+13,2.14019E+13,16.754795,0,,,,
87,2.14019E+13,2.1402E+13,16.753726,0,,,,
87,2.1402E+13,2.1402E+13,16.752764,0,,,,
87,2.1402E+13,2.1402E+13,16.754073,0,,,,
87,2.1402E+13,2.1402E+13,16.753607,0,,,,
87,2.1402E+13,2.1402E+13,16.754276,0,,,,
87,2.1402E+13,2.1402E+13,16.754147,0,,,,
87,2.1402E+13,2.14021E+13,16.754013,0,,,,
87,2.14021E+13,2.14021E+13,16.753782,0,,,,
87,2.14021E+13,2.14021E+13,16.753292,0,,,,
87,2.14021E+13,2.14021E+13,16.754119,0,,,,
87,2.14021E+13,2.14021E+13,16.754196,0,,,,
87,2.14021E+13,2.14021E+13,16.753942,0,,,,
87,2.14021E+13,2.14022E+13,16.753877,0,,,,
87,2.14022E+13,2.14022E+13,16.75411,0,,,,
87,2.14022E+13,2.14022E+13,16.754345,0,,,,
87,2.14022E+13,2.14022E+13,16.7528,0,,,,
87,2.14022E+13,2.14022E+13,16.753744,0,,,,
87,2.14022E+13,2.14022E+13,16.753824,0,,,,
87,2.14022E+13,2.14023E+13,16.75402,0,,,,
87,2.14023E+13,2.14023E+13,16.753547,0,,,,
87,2.14023E+13,2.14023E+13,16.753816,0,,,,
87,2.14023E+13,2.14023E+13,16.752825,0,,,,
87,2.14023E+13,2.14023E+13,16.753234,0,,,,
87,2.14023E+13,2.14023E+13,16.752528,0,,,,
87,2.14023E+13,2.14024E+13,16.752457,0,,,,
87,2.14024E+13,2.14024E+13,16.751472,0,,,,
87,2.14024E+13,2.14024E+13,16.75433,0,,,,
87,2.14024E+13,2.14024E+13,16.754014,0,,,,
88,2.14024E+13,2.14024E+13,16.754134,0,,,,
88,2.14024E+13,2.14024E+13,16.753821,0,,,,
88,2.14024E+13,2.14025E+13,16.754108,0,,,,
88,2.14025E+13,2.14025E+13,16.754026,0,,,,
88,2.14025E+13,2.14025E+13,16.753855,0,,,,
88,2.14025E+13,2.14025E+13,16.302158,0,,,,
88,2.14025E+13,2.14025E+13,16.754071,0,,,,
