Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Num,FPS,Min FPS
0,1.15E+14,1.15E+14,34.015982,2,,,0,42,42
0,1.15E+14,1.15E+14,266.89321,15,,,1,60,
0,1.15E+14,1.15E+14,35.12474,2,,,2,59,Max FPS
0,1.15E+14,1.15E+14,66.888801,3,,,3,60,60
0,1.15E+14,1.15E+14,17.110959,0,,,4,59,
0,1.15E+14,1.15E+14,16.777645,0,,,5,60,Avg FPS
0,1.15E+14,1.15E+14,16.777222,0,,,6,60,59.49501661
0,1.15E+14,1.15E+14,16.777012,0,,,7,59,
0,1.15E+14,1.15E+14,16.777147,0,,,8,60,
0,1.15E+14,1.15E+14,16.776999,0,,,9,59,
0,1.15E+14,1.15E+14,16.777054,0,,,10,60,
0,1.15E+14,1.15E+14,16.777173,0,,,11,60,
0,1.15E+14,1.15E+14,16.777032,0,,,12,59,
0,1.15E+14,1.15E+14,16.776999,0,,,13,60,
0,1.15E+14,1.15E+14,16.776964,0,,,14,59,
0,1.15E+14,1.15E+14,16.776988,0,,,15,60,
0,1.15E+14,1.15E+14,16.776836,0,,,16,60,
0,1.15E+14,1.15E+14,16.77682,0,,,17,59,
0,1.15E+14,1.15E+14,16.776846,0,,,18,60,
0,1.15E+14,1.15E+14,16.776642,0,,,19,59,
0,1.15E+14,1.15E+14,16.776684,0,,,20,60,
0,1.15E+14,1.15E+14,16.776619,0,,,21,60,
0,1.15E+14,1.15E+14,16.776576,0,,,22,59,
0,1.15E+14,1.15E+14,16.776375,0,,,23,60,
0,1.15E+14,1.15E+14,16.776157,0,,,24,60,
0,1.15E+14,1.15E+14,16.776404,0,,,25,59,
0,1.15E+14,1.15E+14,16.776703,0,,,26,60,
0,1.15E+14,1.15E+14,16.776394,0,,,27,59,
0,1.15E+14,1.15E+14,16.776442,0,,,28,60,
0,1.15E+14,1.15E+14,16.776652,0,,,29,60,
0,1.15E+14,1.15E+14,16.776179,0,,,30,59,
0,1.15E+14,1.15E+14,16.776178,0,,,31,60,
0,1.15E+14,1.15E+14,16.776488,0,,,32,59,
0,1.15E+14,1.15E+14,16.776528,0,,,33,60,
0,1.15E+14,1.15E+14,16.775728,0,,,34,60,
0,1.15E+14,1.15E+14,16.775887,0,,,35,59,
0,1.15E+14,1.15E+14,16.776058,0,,,36,60,
0,1.15E+14,1.15E+14,16.776075,0,,,37,59,
0,1.15E+14,1.15E+14,16.775951,0,,,38,60,
0,1.15E+14,1.15E+14,16.77568,0,,,39,60,
0,1.15E+14,1.15E+14,16.776161,0,,,40,59,
0,1.15E+14,1.15E+14,16.776378,0,,,41,60,
1,1.15E+14,1.15E+14,16.775787,0,,,42,59,
1,1.15E+14,1.15E+14,16.776174,0,,,43,60,
1,1.15E+14,1.15E+14,16.776376,0,,,44,60,
1,1.15E+14,1.15E+14,16.776273,0,,,45,59,
1,1.15E+14,1.15E+14,16.77641,0,,,46,60,
1,1.15E+14,1.15E+14,16.776067,0,,,47,59,
1,1.15E+14,1.15E+14,16.775672,0,,,48,60,
1,1.15E+14,1.15E+14,16.776043,0,,,49,60,
1,1.15E+14,1.15E+14,16.776278,0,,,50,59,
1,1.15E+14,1.15E+14,16.776019,0,,,51,60,
1,1.15E+14,1.15E+14,16.776142,0,,,52,59,
1,1.15E+14,1.15E+14,16.776212,0,,,53,60,
1,1.15E+14,1.15E+14,16.776241,0,,,54,60,
1,1.15E+14,1.15E+14,16.775976,0,,,55,59,
1,1.15E+14,1.15E+14,16.776089,0,,,56,60,
1,1.15E+14,1.15E+14,16.776084,0,,,57,59,
1,1.15E+14,1.15E+14,16.776168,0,,,58,60,
1,1.15E+14,1.15E+14,16.776079,0,,,59,60,
1,1.15E+14,1.15E+14,16.776066,0,,,60,59,
1,1.15E+14,1.15E+14,16.776181,0,,,61,60,
1,1.15E+14,1.15E+14,16.776095,0,,,62,59,
1,1.15E+14,1.15E+14,16.775819,0,,,63,60,
1,1.15E+14,1.15E+14,16.77589,0,,,64,60,
1,1.15E+14,1.15E+14,16.775998,0,,,65,59,
1,1.15E+14,1.15E+14,16.776117,0,,,66,60,
1,1.15E+14,1.15E+14,16.77596,0,,,67,59,
1,1.15E+14,1.15E+14,16.775491,0,,,68,60,
1,1.15E+14,1.15E+14,16.775699,0,,,69,60,
1,1.15E+14,1.15E+14,16.775931,0,,,70,59,
1,1.15E+14,1.15E+14,16.775812,0,,,71,60,
1,1.15E+14,1.15E+14,16.775708,0,,,72,59,
1,1.15E+14,1.15E+14,16.775938,0,,,73,60,
1,1.15E+14,1.15E+14,16.775989,0,,,74,60,
1,1.15E+14,1.15E+14,16.775836,0,,,75,59,
1,1.15E+14,1.15E+14,16.775804,0,,,76,60,
1,1.15E+14,1.15E+14,16.775856,0,,,77,59,
1,1.15E+14,1.15E+14,16.775833,0,,,78,60,
1,1.15E+14,1.15E+14,16.775794,0,,,79,60,
1,1.15E+14,1.15E+14,16.775567,0,,,80,59,
1,1.15E+14,1.15E+14,16.775702,0,,,81,60,
1,1.15E+14,1.15E+14,16.775638,0,,,82,60,
1,1.15E+14,1.15E+14,16.775816,0,,,83,59,
1,1.15E+14,1.15E+14,16.775716,0,,,84,60,
1,1.15E+14,1.15E+14,16.775706,0,,,85,59,
1,1.15E+14,1.15E+14,16.775575,0,,,86,60,
1,1.15E+14,1.15E+14,16.775752,0,,,87,60,
1,1.15E+14,1.15E+14,16.775822,0,,,88,59,
1,1.15E+14,1.15E+14,16.775797,0,,,89,60,
1,1.15E+14,1.15E+14,16.775735,0,,,90,59,
1,1.15E+14,1.15E+14,16.775814,0,,,91,60,
1,1.15E+14,1.15E+14,16.775537,0,,,92,60,
1,1.15E+14,1.15E+14,16.775581,0,,,93,59,
1,1.15E+14,1.15E+14,16.775255,0,,,94,60,
1,1.15E+14,1.15E+14,16.775651,0,,,95,59,
1,1.15E+14,1.15E+14,16.775639,0,,,96,60,
1,1.15E+14,1.15E+14,16.775836,0,,,97,60,
1,1.15E+14,1.15E+14,16.77582,0,,,98,59,
1,1.15E+14,1.15E+14,16.775704,0,,,99,60,
1,1.15E+14,1.15E+14,16.774692,0,,,100,59,
1,1.15E+14,1.15E+14,16.77553,0,,,101,60,
2,1.15E+14,1.15E+14,16.775681,0,,,102,60,
2,1.15E+14,1.15E+14,16.775894,0,,,103,59,
2,1.15E+14,1.15E+14,16.775456,0,,,104,60,
2,1.15E+14,1.15E+14,16.775596,0,,,105,59,
