Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181113_074602,595,10010.0,16.823529411764707
20181113_074612,593,10009.0,16.87858347386172
20181113_074622,593,10004.0,16.870151770657674
20181113_074632,596,10017.0,16.80704697986577
20181113_074642,595,10009.0,16.8218487394958
20181113_074652,594,10009.0,16.85016835016835
20181113_074702,596,10009.0,16.793624161073826
20181113_074712,595,10010.0,16.823529411764707
20181113_074722,595,10011.0,16.825210084033614
20181113_074732,596,10010.0,16.79530201342282
20181113_074742,595,10009.0,16.8218487394958
20181113_074752,596,10011.0,16.796979865771814
20181113_074802,596,10008.0,16.79194630872483
20181113_074812,596,10011.0,16.796979865771814
20181113_074822,593,10010.0,16.88026981450253
20181113_074832,595,10009.0,16.8218487394958
20181113_074842,593,10011.0,16.88195615514334
20181113_074852,595,10010.0,16.823529411764707
20181113_074902,596,10011.0,16.796979865771814
20181113_074912,592,10009.0,16.907094594594593
20181113_074922,594,10010.0,16.85185185185185
20181113_074932,595,10012.0,16.82689075630252
20181113_074942,597,10010.0,16.76716917922948
20181113_074952,595,10011.0,16.825210084033614
20181113_075002,595,10009.0,16.8218487394958
20181113_075012,593,10013.0,16.885328836424957
20181113_075022,594,10011.0,16.853535353535353
20181113_075032,596,10009.0,16.793624161073826
20181113_075043,596,10009.0,16.793624161073826
