Start Time (ns),End Time (ns),Time Elapsed (ms),Result
6.57134E+12,6.5715E+12,151.182046,roses
6.57153E+12,6.57158E+12,48.452453,roses
6.57159E+12,6.57165E+12,51.814849,daisy
6.57169E+12,6.57175E+12,56.441672,daisy
6.57181E+12,6.57186E+12,46.261567,daisy
6.57189E+12,6.57194E+12,48.158234,daisy
6.57196E+12,6.57201E+12,45.932192,daisy
6.57203E+12,6.57208E+12,50.802089,daisy
6.57214E+12,6.57218E+12,48.591411,daisy
6.57223E+12,6.57228E+12,49.278911,daisy
6.57229E+12,6.57235E+12,55.427609,daisy
6.57239E+12,6.57244E+12,48.366463,daisy
6.57246E+12,6.5725E+12,44.478859,daisy
6.57253E+12,6.57258E+12,52.330995,daisy
6.57263E+12,6.57267E+12,46.323494,daisy
6.57269E+12,6.57275E+12,53.308443,daisy
6.57279E+12,6.57284E+12,45.154536,daisy
6.57286E+12,6.57291E+12,47.96089,daisy
6.57293E+12,6.57298E+12,52.328287,daisy
6.57303E+12,6.57307E+12,44.286723,daisy
6.57311E+12,6.57316E+12,48.902036,daisy
6.5732E+12,6.57324E+12,48.714328,daisy
6.57326E+12,6.57331E+12,47.802765,daisy
6.57333E+12,6.5734E+12,63.5886,daisy
6.57343E+12,6.57349E+12,61.281829,daisy
6.57353E+12,6.57359E+12,60.796412,daisy
6.57363E+12,6.57369E+12,55.25662,daisy
6.57373E+12,6.57379E+12,59.191881,daisy
6.57383E+12,6.57389E+12,58.810891,daisy
6.57393E+12,6.57399E+12,62.200683,daisy
6.57403E+12,6.57409E+12,59.730996,daisy
6.57413E+12,6.5742E+12,64.463496,daisy
6.57423E+12,6.57429E+12,57.214381,daisy
6.57433E+12,6.57439E+12,56.833599,daisy
6.57443E+12,6.57449E+12,60.194537,daisy
6.57453E+12,6.5746E+12,64.2136,daisy
6.57463E+12,6.5747E+12,64.061673,daisy
6.57473E+12,6.57479E+12,55.376724,daisy
6.57484E+12,6.57493E+12,93.081624,daisy
6.57496E+12,6.57503E+12,64.32709,daisy
6.57507E+12,6.57517E+12,101.436937,daisy
6.5752E+12,6.57526E+12,58.153703,daisy
6.5753E+12,6.57535E+12,53.135005,daisy
6.57542E+12,6.57548E+12,57.052141,daisy
6.57555E+12,6.57561E+12,59.782402,daisy
6.57563E+12,6.57569E+12,56.8061,daisy
6.57573E+12,6.57579E+12,55.568079,daisy
6.57583E+12,6.57589E+12,56.394485,daisy
6.57593E+12,6.57599E+12,54.386985,daisy
6.57604E+12,6.5761E+12,65.099694,daisy
6.57613E+12,6.57619E+12,59.019016,daisy
6.57623E+12,6.57629E+12,56.281985,daisy
6.57633E+12,6.57639E+12,56.393599,daisy
6.57644E+12,6.5765E+12,55.99537,daisy
6.57653E+12,6.57659E+12,54.581047,daisy
6.57664E+12,6.57669E+12,56.349224,daisy
6.57674E+12,6.5768E+12,64.072142,daisy
6.57683E+12,6.57689E+12,56.373235,daisy
6.57694E+12,6.57699E+12,53.974901,daisy
6.57703E+12,6.57709E+12,60.689537,daisy
6.57713E+12,6.57719E+12,59.673547,daisy
6.57723E+12,6.57729E+12,57.544537,daisy
6.57733E+12,6.57739E+12,60.098964,daisy
6.57743E+12,6.57749E+12,61.311569,daisy
6.57754E+12,6.57759E+12,58.928964,daisy
6.57763E+12,6.57769E+12,60.329537,daisy
6.57773E+12,6.57779E+12,55.155735,daisy
6.57783E+12,6.57789E+12,56.982297,daisy
6.57793E+12,6.57799E+12,58.660162,daisy
6.57803E+12,6.57809E+12,57.786152,daisy
6.57813E+12,6.57819E+12,61.891413,daisy
6.57823E+12,6.5783E+12,64.801308,daisy
6.57834E+12,6.5784E+12,59.347714,daisy
6.57846E+12,6.57852E+12,60.228808,daisy
6.57857E+12,6.57863E+12,54.648964,daisy
6.57867E+12,6.57872E+12,57.932454,daisy
6.57877E+12,6.57883E+12,64.007142,daisy
6.57886E+12,6.57892E+12,55.327089,daisy
6.57897E+12,6.57903E+12,59.311255,daisy
6.57906E+12,6.57912E+12,58.024954,daisy
6.57919E+12,6.57925E+12,57.449172,daisy
6.5793E+12,6.57936E+12,62.418287,daisy
6.57942E+12,6.57949E+12,67.30834,daisy
6.57953E+12,6.5796E+12,63.613548,daisy
6.57963E+12,6.57969E+12,58.088131,daisy
6.57973E+12,6.57979E+12,59.135058,daisy
6.57983E+12,6.5799E+12,63.018756,daisy
6.57993E+12,6.57999E+12,61.898131,daisy
6.58003E+12,6.58009E+12,60.876152,daisy
6.58016E+12,6.58021E+12,58.585058,daisy
6.58026E+12,6.58032E+12,58.349172,daisy
6.58037E+12,6.58043E+12,59.500683,daisy
6.58049E+12,6.58055E+12,59.366516,daisy
