Timestamp,CpuTotal,CpuUser,CpuSystem,CpuIow,CpuIrqMemTotal,MemFreePID,Flags,Utime,Stime,Cutime,Cstime,Priority,NumThreads,StartTime,RSS
20181109_084151,,,,,,3731608,89960,19390,1077952832,136,21,0,0,10,29,16610442,71255
20181109_084221,,,,,,3731608,206208,19390,1077952832,7011,208,0,0,10,32,16610442,43122
20181109_084251,,,,,,3731608,209696,19390,1077952832,13725,365,0,0,10,31,16610442,43436
20181109_084321,,,,,,3731608,206704,19390,1077952832,20450,545,0,0,10,31,16610442,43185
20181109_084351,,,,,,3731608,204016,19390,1077952832,27175,700,0,0,10,30,16610442,43935
20181109_084421,,,,,,3731608,201988,19390,1077952832,33942,856,0,0,10,31,16610442,44341
20181109_084451,,,,,,3731608,206408,19390,1077952832,40940,1014,0,0,10,30,16610442,43544
20181109_084521,,,,,,3731608,204256,19390,1077952832,47997,1182,0,0,10,31,16610442,43398
20181109_084551,,,,,,3731608,198376,19390,1077952832,54999,1341,0,0,10,30,16610442,44043
20181109_084621,,,,,,3731608,193624,19390,1077952832,62035,1492,0,0,10,31,16610442,44424
