Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3504028,227580,129224,0.939012887,800,271,0.33875,65,0.08125
2,5,3731608,3503216,228392,129224,0.938795286,800,297,0.37125,57,0.07125
3,10,3731608,3505388,226220,129232,0.939377341,800,255,0.31875,73,0.09125
4,15,3731608,3505264,226344,129240,0.939344111,800,268,0.335,55,0.06875
5,20,3731608,3508688,222920,129240,0.940261678,800,317,0.39625,63,0.07875
6,25,3731608,3508648,222960,129240,0.940250959,800,255,0.31875,55,0.06875
7,30,3731608,3511076,220532,129240,0.940901617,800,307,0.38375,50,0.0625
8,35,3731608,3512936,218672,129240,0.941400061,800,245,0.30625,58,0.0725
9,40,3731608,3507132,224476,129240,0.9398447,800,259,0.32375,53,0.06625
10,45,3731608,3507908,223700,129240,0.940052653,800,273,0.34125,73,0.09125
11,50,3731608,3509892,221716,129240,0.940584327,800,307,0.38375,70,0.0875
12,55,3731608,3508684,222924,129240,0.940260606,800,270,0.3375,50,0.0625
13,61,3731608,3509764,221844,129240,0.940550026,800,306,0.3825,61,0.07625
14,66,3731608,3511548,220060,129248,0.941028104,800,271,0.33875,77,0.09625
15,71,3731608,3511232,220376,129248,0.940943422,800,232,0.29,48,0.06
16,76,3731608,3512588,219020,129248,0.941306804,800,256,0.32,50,0.0625
17,81,3731608,3508900,222708,129256,0.94031849,800,300,0.375,61,0.07625
18,86,3731608,3510452,221156,129256,0.940734397,800,239,0.29875,58,0.0725
19,91,3731608,3510220,221388,129260,0.940672225,800,284,0.355,61,0.07625
20,96,3731608,3509508,222100,129260,0.940481422,800,303,0.37875,58,0.0725
21,101,3731608,3509596,222012,129260,0.940505005,800,290,0.3625,55,0.06875
22,106,3731608,3510728,220880,129260,0.940808359,800,307,0.38375,70,0.0875
23,111,3731608,3511200,220408,129260,0.940934846,800,281,0.35125,58,0.0725
24,116,3731608,3512396,219212,129264,0.941255352,800,287,0.35875,55,0.06875
25,121,3731608,3512968,218640,129264,0.941408637,800,303,0.37875,63,0.07875
26,126,3731608,3515372,216236,129264,0.942052863,800,287,0.35875,65,0.08125
27,131,3731608,3511136,220472,129264,0.940917696,800,327,0.40875,63,0.07875
28,136,3731608,3516592,215016,129268,0.9423798,800,313,0.39125,61,0.07625
29,142,3731608,3518024,213584,129272,0.942763549,800,319,0.39875,71,0.08875
30,147,3731608,3516840,214768,129272,0.942446259,800,263,0.32875,53,0.06625
31,152,3731608,3516468,215140,129276,0.94234657,800,269,0.33625,53,0.06625
32,157,3731608,3510092,221516,129280,0.940637923,800,297,0.37125,48,0.06
33,162,3731608,3510520,221088,129280,0.940752619,800,287,0.35875,63,0.07875
34,167,3731608,3507080,224528,129284,0.939830765,800,275,0.34375,53,0.06625
35,172,3731608,3511684,219924,129284,0.941064549,800,274,0.3425,65,0.08125
36,177,3731608,3511244,220364,129284,0.940946637,800,244,0.305,56,0.07
37,182,3731608,3510436,221172,129304,0.940730109,800,297,0.37125,48,0.06
38,187,3731608,3511544,220064,129304,0.941027032,800,294,0.3675,65,0.08125
39,192,3731608,3509220,222388,129304,0.940404244,800,265,0.33125,45,0.05625
40,197,3731608,3514356,217252,129304,0.941780594,800,303,0.37875,60,0.075
41,202,3731608,3513128,218480,129304,0.941451514,800,268,0.335,71,0.08875
42,207,3731608,3510348,221260,129304,0.940706527,800,245,0.30625,55,0.06875
43,212,3731608,3513416,218192,129304,0.941528692,800,313,0.39125,50,0.0625
44,217,3731608,3512116,219492,129304,0.941180317,800,283,0.35375,60,0.075
45,222,3731608,3504744,226864,129312,0.939204761,800,313,0.39125,57,0.07125
46,227,3731608,3510108,221500,129316,0.940642211,800,313,0.39125,48,0.06
47,232,3731608,3508156,223452,129316,0.940119112,800,271,0.33875,68,0.085
48,237,3731608,3508852,222756,129316,0.940305627,800,284,0.355,52,0.065
49,242,3731608,3509180,222428,129320,0.940393525,800,290,0.3625,50,0.0625
50,248,3731608,3512560,219048,129320,0.9412993,800,274,0.3425,58,0.0725
51,253,3731608,3510216,221392,129320,0.940671153,800,277,0.34625,53,0.06625
52,258,3731608,3506744,224864,129328,0.939740723,800,287,0.35875,77,0.09625
53,263,3731608,3512728,218880,129332,0.941344321,800,329,0.41125,65,0.08125
54,268,3731608,3510716,220892,129332,0.940805144,800,274,0.3425,71,0.08875
55,273,3731608,3507780,223828,129332,0.940018351,800,303,0.37875,61,0.07625
56,278,3731608,3512792,218816,129332,0.941361472,800,284,0.355,68,0.085
57,283,3731608,3510824,220784,129332,0.940834085,800,241,0.30125,47,0.05875
58,288,3731608,3511632,219976,129332,0.941050614,800,294,0.3675,61,0.07625
59,293,3731608,3509804,221804,129336,0.940560745,800,297,0.37125,53,0.06625
60,298,3731608,3510240,221368,129340,0.940677585,800,261,0.32625,42,0.0525
