Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181114_061824,595,10014.0,16.830252100840337
20181114_061834,598,10013.0,16.744147157190636
20181114_061844,597,10013.0,16.77219430485762
20181114_061854,597,10011.0,16.768844221105528
20181114_061904,596,10013.0,16.800335570469798
20181114_061914,597,10013.0,16.77219430485762
20181114_061924,598,10012.0,16.74247491638796
20181114_061934,598,10014.0,16.745819397993312
20181114_061944,598,10013.0,16.744147157190636
20181114_061954,596,10014.0,16.802013422818792
20181114_062004,598,10013.0,16.744147157190636
20181114_062014,598,10014.0,16.745819397993312
20181114_062024,598,10014.0,16.745819397993312
20181114_062034,598,10014.0,16.745819397993312
20181114_062044,597,10013.0,16.77219430485762
20181114_062054,597,10004.0,16.7571189279732
20181114_062104,598,10009.0,16.737458193979933
20181114_062114,598,10014.0,16.745819397993312
20181114_062124,597,10015.0,16.775544388609717
20181114_062134,598,10015.0,16.747491638795985
20181114_062144,597,10015.0,16.775544388609717
20181114_062154,596,10014.0,16.802013422818792
20181114_062204,598,10017.0,16.75083612040134
20181114_062214,595,10014.0,16.830252100840337
20181114_062224,598,10015.0,16.747491638795985
20181114_062234,597,10000.0,16.75041876046901
20181114_062244,595,10000.0,16.80672268907563
20181114_062254,597,10016.0,16.77721943048576
20181114_062304,597,10016.0,16.77721943048576
