Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Num,FPS,Min FPS,Max FPS,Avg FPS
2,1.14474E+14,1.14474E+14,16.776937,0,,,117,60,,,
2,1.14474E+14,1.14474E+14,16.776942,0,,,118,60,,,
2,1.14474E+14,1.14474E+14,16.776644,0,,,119,59,,,
2,1.14474E+14,1.14474E+14,16.77662,0,,,120,60,,,
2,1.14474E+14,1.14474E+14,16.776455,0,,,121,59,,,
2,1.14474E+14,1.14474E+14,16.776707,0,,,122,60,,,
2,1.14474E+14,1.14474E+14,16.776744,0,,,123,60,,,
2,1.14474E+14,1.14474E+14,16.776938,0,,,124,59,,,
2,1.14474E+14,1.14474E+14,16.776176,0,,,125,60,,,
2,1.14474E+14,1.14474E+14,16.776265,0,,,126,59,,,
2,1.14474E+14,1.14474E+14,16.776527,0,,,127,60,,,
2,1.14474E+14,1.14474E+14,16.776967,0,,,128,60,,,
2,1.14474E+14,1.14474E+14,16.776486,0,,,129,59,,,
2,1.14474E+14,1.14474E+14,16.7762,0,,,130,60,,,
2,1.14474E+14,1.14474E+14,16.776607,0,,,131,59,,,
2,1.14474E+14,1.14474E+14,16.776408,0,,,132,60,,,
2,1.14474E+14,1.14474E+14,16.776535,0,,,133,60,,,
2,1.14474E+14,1.14474E+14,16.776759,0,,,134,59,,,
2,1.14474E+14,1.14474E+14,16.774903,0,,,135,60,,,
2,1.14474E+14,1.14474E+14,16.775828,0,,,136,60,,,
2,1.14474E+14,1.14474E+14,16.776878,0,,,137,59,,,
2,1.14474E+14,1.14474E+14,16.777103,0,,,138,60,,,
2,1.14474E+14,1.14474E+14,16.776748,0,,,139,59,,,
2,1.14474E+14,1.14474E+14,16.776204,0,,,140,60,,,
2,1.14474E+14,1.14474E+14,16.77651,0,,,141,60,,,
2,1.14474E+14,1.14474E+14,16.776744,0,,,142,59,,,
2,1.14474E+14,1.14474E+14,16.776973,0,,,143,60,,,
2,1.14474E+14,1.14474E+14,16.776934,0,,,144,59,,,
2,1.14474E+14,1.14474E+14,16.776822,0,,,145,60,,,
2,1.14474E+14,1.14474E+14,16.775449,0,,,146,60,,,
2,1.14474E+14,1.14475E+14,16.776529,0,,,147,59,,,
2,1.14475E+14,1.14475E+14,16.77615,0,,,148,60,,,
2,1.14475E+14,1.14475E+14,16.776998,0,,,149,59,,,
2,1.14475E+14,1.14475E+14,16.776983,0,,,150,60,,,
2,1.14475E+14,1.14475E+14,16.776633,0,,,151,60,,,
2,1.14475E+14,1.14475E+14,16.776485,0,,,152,59,,,
2,1.14475E+14,1.14475E+14,16.776463,0,,,153,60,,,
2,1.14475E+14,1.14475E+14,16.776588,0,,,154,59,,,
2,1.14475E+14,1.14475E+14,16.776719,0,,,155,60,,,
2,1.14475E+14,1.14475E+14,16.777012,0,,,156,60,,,
2,1.14475E+14,1.14475E+14,16.77699,0,,,157,59,,,
2,1.14475E+14,1.14475E+14,16.776489,0,,,158,60,,,
2,1.14475E+14,1.14475E+14,16.77579,0,,,159,59,,,
3,1.14475E+14,1.14475E+14,16.775306,0,,,160,60,,,
3,1.14475E+14,1.14475E+14,16.777076,0,,,161,60,,,
3,1.14475E+14,1.14475E+14,16.775951,0,,,162,59,,,
3,1.14475E+14,1.14475E+14,16.776925,0,,,163,60,,,
3,1.14475E+14,1.14475E+14,16.776983,0,,,164,59,,,
3,1.14475E+14,1.14475E+14,16.776993,0,,,165,60,,,
3,1.14475E+14,1.14475E+14,16.776756,0,,,166,60,,,
3,1.14475E+14,1.14475E+14,16.776942,0,,,167,59,,,
3,1.14475E+14,1.14475E+14,16.77729,0,,,168,60,,,
3,1.14475E+14,1.14475E+14,16.776993,0,,,169,60,,,
3,1.14475E+14,1.14475E+14,16.7767,0,,,170,59,,,
3,1.14475E+14,1.14475E+14,16.774911,0,,,171,60,,,
3,1.14475E+14,1.14475E+14,16.776112,0,,,172,59,,,
3,1.14475E+14,1.14475E+14,16.777174,0,,,173,60,,,
3,1.14475E+14,1.14475E+14,16.777205,0,,,174,60,,,
3,1.14475E+14,1.14475E+14,16.77711,0,,,175,59,,,
3,1.14475E+14,1.14475E+14,16.777248,0,,,176,60,,,
3,1.14475E+14,1.14475E+14,16.777181,0,,,177,59,,,
3,1.14475E+14,1.14475E+14,16.777044,0,,,178,60,,,
3,1.14475E+14,1.14475E+14,16.776671,0,,,179,60,,,
3,1.14475E+14,1.14475E+14,16.776882,0,,,180,59,,,
3,1.14475E+14,1.14475E+14,16.777264,0,,,181,60,,,
3,1.14475E+14,1.14475E+14,16.776875,0,,,182,59,,,
3,1.14475E+14,1.14475E+14,16.776791,0,,,183,60,,,
3,1.14475E+14,1.14475E+14,16.776554,0,,,184,60,,,
3,1.14475E+14,1.14475E+14,16.77689,0,,,185,59,,,
3,1.14475E+14,1.14475E+14,16.777082,0,,,186,60,,,
3,1.14475E+14,1.14475E+14,16.776782,0,,,187,59,,,
3,1.14475E+14,1.14475E+14,16.776576,0,,,188,60,,,
3,1.14475E+14,1.14475E+14,16.776306,0,,,189,60,,,
3,1.14475E+14,1.14475E+14,16.776568,0,,,190,59,,,
3,1.14475E+14,1.14475E+14,16.776565,0,,,191,60,,,
3,1.14475E+14,1.14475E+14,16.776097,0,,,192,59,,,
3,1.14475E+14,1.14475E+14,16.77686,0,,,193,60,,,
3,1.14475E+14,1.14475E+14,16.77642,0,,,194,60,,,
3,1.14475E+14,1.14475E+14,16.775981,0,,,195,59,,,
3,1.14475E+14,1.14475E+14,16.776571,0,,,196,60,,,
3,1.14475E+14,1.14475E+14,16.777065,0,,,197,59,,,
3,1.14475E+14,1.14475E+14,16.776613,0,,,198,60,,,
3,1.14475E+14,1.14475E+14,16.776787,0,,,199,60,,,
3,1.14475E+14,1.14475E+14,16.776725,0,,,200,59,,,
3,1.14475E+14,1.14475E+14,16.774962,0,,,201,60,,,
3,1.14475E+14,1.14475E+14,16.775979,0,,,202,59,,,
3,1.14475E+14,1.14475E+14,16.776755,0,,,203,60,,,
3,1.14475E+14,1.14475E+14,16.777122,0,,,204,60,,,
3,1.14475E+14,1.14475E+14,16.774662,0,,,205,59,,,
3,1.14475E+14,1.14475E+14,16.776116,0,,,206,60,,,
3,1.14475E+14,1.14476E+14,16.776074,0,,,207,59,,,
3,1.14476E+14,1.14476E+14,16.776627,0,,,208,60,,,
3,1.14476E+14,1.14476E+14,16.776387,0,,,209,60,,,
3,1.14476E+14,1.14476E+14,16.776825,0,,,210,59,,,
3,1.14476E+14,1.14476E+14,16.77726,0,,,211,60,,,
3,1.14476E+14,1.14476E+14,16.776406,0,,,212,59,,,
3,1.14476E+14,1.14476E+14,16.776245,0,,,213,60,,,
3,1.14476E+14,1.14476E+14,16.775439,0,,,214,60,,,
3,1.14476E+14,1.14476E+14,16.777171,0,,,215,59,,,
3,1.14476E+14,1.14476E+14,16.777301,0,,,216,60,,,
3,1.14476E+14,1.14476E+14,16.776803,0,,,217,59,,,
3,1.14476E+14,1.14476E+14,16.777021,0,,,218,60,,,
3,1.14476E+14,1.14476E+14,16.776066,0,,,219,60,,,
4,1.14476E+14,1.14476E+14,16.776461,0,,,220,59,,,
4,1.14476E+14,1.14476E+14,16.776706,0,,,221,60,,,
4,1.14476E+14,1.14476E+14,16.77663,0,,,222,59,,,
4,1.14476E+14,1.14476E+14,16.777043,0,,,223,60,,,
4,1.14476E+14,1.14476E+14,16.776662,0,,,224,60,,,
4,1.14476E+14,1.14476E+14,16.776819,0,,,225,59,,,
4,1.14476E+14,1.14476E+14,16.776436,0,,,226,60,,,
4,1.14476E+14,1.14476E+14,16.777212,0,,,227,59,,,
4,1.14476E+14,1.14476E+14,16.777017,0,,,228,60,,,
4,1.14476E+14,1.14476E+14,16.776945,0,,,229,60,,,
4,1.14476E+14,1.14476E+14,16.776693,0,,,230,59,,,
4,1.14476E+14,1.14476E+14,16.775604,0,,,231,60,,,
4,1.14476E+14,1.14476E+14,16.775984,0,,,232,59,,,
4,1.14476E+14,1.14476E+14,16.777208,0,,,233,60,,,
4,1.14476E+14,1.14476E+14,16.777028,0,,,234,60,,,
4,1.14476E+14,1.14476E+14,16.777,0,,,235,59,,,
4,1.14476E+14,1.14476E+14,16.776571,0,,,236,60,,,
4,1.14476E+14,1.14476E+14,16.77673,0,,,237,60,,,
4,1.14476E+14,1.14476E+14,16.776791,0,,,238,59,,,
4,1.14476E+14,1.14476E+14,16.777124,0,,,239,60,,,
4,1.14476E+14,1.14476E+14,16.777005,0,,,240,59,,,
4,1.14476E+14,1.14476E+14,16.777382,0,,,241,60,,,
4,1.14476E+14,1.14476E+14,16.776542,0,,,242,60,,,
4,1.14476E+14,1.14476E+14,16.776882,0,,,243,59,,,
4,1.14476E+14,1.14476E+14,16.776605,0,,,244,60,,,
4,1.14476E+14,1.14476E+14,16.777018,0,,,245,59,,,
4,1.14476E+14,1.14476E+14,16.776777,0,,,246,60,,,
4,1.14476E+14,1.14476E+14,16.776787,0,,,247,60,,,
4,1.14476E+14,1.14476E+14,16.775889,0,,,248,59,,,
4,1.14476E+14,1.14476E+14,16.775543,0,,,249,60,,,
4,1.14476E+14,1.14476E+14,16.776645,0,,,250,59,,,
4,1.14476E+14,1.14476E+14,16.776761,0,,,251,60,,,
4,1.14476E+14,1.14476E+14,16.777419,0,,,252,60,,,
4,1.14476E+14,1.14476E+14,16.77564,0,,,253,59,,,
4,1.14476E+14,1.14476E+14,16.776141,0,,,254,60,,,
4,1.14476E+14,1.14476E+14,16.776611,0,,,255,59,,,
4,1.14476E+14,1.14476E+14,16.776808,0,,,256,60,,,
4,1.14476E+14,1.14476E+14,16.776772,0,,,257,60,,,
4,1.14476E+14,1.14476E+14,16.776429,0,,,258,59,,,
4,1.14476E+14,1.14476E+14,16.776984,0,,,259,60,,,
4,1.14476E+14,1.14476E+14,16.776677,0,,,260,59,,,
4,1.14476E+14,1.14476E+14,16.776877,0,,,261,60,,,
4,1.14476E+14,1.14476E+14,16.776766,0,,,262,60,,,
4,1.14476E+14,1.14476E+14,16.776425,0,,,263,59,,,
4,1.14476E+14,1.14476E+14,16.777167,0,,,264,60,,,
4,1.14476E+14,1.14476E+14,16.777224,0,,,265,59,,,
4,1.14476E+14,1.14477E+14,16.776053,0,,,266,60,,,
4,1.14477E+14,1.14477E+14,16.777009,0,,,267,60,,,
4,1.14477E+14,1.14477E+14,16.776879,0,,,268,59,,,
4,1.14477E+14,1.14477E+14,16.77693,0,,,269,60,,,
4,1.14477E+14,1.14477E+14,16.776822,0,,,270,59,,,
4,1.14477E+14,1.14477E+14,16.776992,0,,,271,60,,,
4,1.14477E+14,1.14477E+14,16.776649,0,,,272,60,,,
4,1.14477E+14,1.14477E+14,16.776851,0,,,273,59,,,
4,1.14477E+14,1.14477E+14,16.776927,0,,,274,60,,,
4,1.14477E+14,1.14477E+14,16.77617,0,,,275,60,,,
4,1.14477E+14,1.14477E+14,16.777089,0,,,276,59,,,
4,1.14477E+14,1.14477E+14,16.777167,0,,,277,60,,,
4,1.14477E+14,1.14477E+14,16.776765,0,,,278,59,,,
4,1.14477E+14,1.14477E+14,16.776808,0,,,279,60,,,
5,1.14477E+14,1.14477E+14,16.776843,0,,,280,60,,,
5,1.14477E+14,1.14477E+14,16.776957,0,,,281,59,,,
5,1.14477E+14,1.14477E+14,16.777141,0,,,282,60,,,
5,1.14477E+14,1.14477E+14,16.775789,0,,,283,59,,,
5,1.14477E+14,1.14477E+14,16.776566,0,,,284,60,,,
5,1.14477E+14,1.14477E+14,16.776921,0,,,285,60,,,
5,1.14477E+14,1.14477E+14,16.776738,0,,,286,59,,,
5,1.14477E+14,1.14477E+14,16.7765,0,,,287,60,,,
5,1.14477E+14,1.14477E+14,16.777182,0,,,288,59,,,
5,1.14477E+14,1.14477E+14,16.775896,0,,,289,60,,,
5,1.14477E+14,1.14477E+14,16.776403,0,,,290,60,,,
5,1.14477E+14,1.14477E+14,16.777002,0,,,291,59,,,
5,1.14477E+14,1.14477E+14,16.776693,0,,,292,60,,,
5,1.14477E+14,1.14477E+14,16.776891,0,,,293,59,,,
5,1.14477E+14,1.14477E+14,16.777403,0,,,294,60,,,
5,1.14477E+14,1.14477E+14,16.776536,0,,,295,60,,,
5,1.14477E+14,1.14477E+14,16.776722,0,,,296,59,,,
5,1.14477E+14,1.14477E+14,16.776728,0,,,297,60,,,
5,1.14477E+14,1.14477E+14,16.776122,0,,,298,59,,,
5,1.14477E+14,1.14477E+14,16.777412,0,,,299,54,,,
5,1.14477E+14,1.14477E+14,16.777427,0,,,300,48,,,
5,1.14477E+14,1.14477E+14,16.77628,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.775858,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.775709,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.777556,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776983,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.777468,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.77726,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.77695,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776614,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776948,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.777303,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.777192,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.77648,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776319,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776497,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776398,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776728,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776916,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.777033,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776526,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776727,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.777022,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.777202,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.777256,0,,,,,,,
5,1.14477E+14,1.14477E+14,16.776289,0,,,,,,,
5,1.14477E+14,1.14478E+14,16.775862,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.777333,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.777427,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.776915,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.776465,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.775973,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.776324,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.777126,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.776908,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.776997,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.776847,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.776678,0,,,,,,,
5,1.14478E+14,1.14478E+14,16.776136,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776031,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776398,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.775911,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776806,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776568,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776494,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776979,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776993,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776779,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776836,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.775858,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776255,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.77718,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777373,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777264,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777172,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.775869,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776354,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777042,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777469,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777105,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777268,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776459,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.775767,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777059,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.77673,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777116,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777448,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776956,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.775878,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.775548,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777074,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776859,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776603,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776506,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776582,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.775232,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777178,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776919,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777121,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.775583,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.775607,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776431,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777211,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.777134,0,,,,,,,
6,1.14478E+14,1.14478E+14,16.776448,0,,,,,,,
6,1.14478E+14,1.14479E+14,16.776231,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.777085,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.776975,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.777021,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.776665,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.776875,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.775894,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.775873,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.776573,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.776419,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.776903,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.777278,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.776969,0,,,,,,,
6,1.14479E+14,1.14479E+14,16.776721,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776498,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776922,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.777223,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.777011,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776362,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776781,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776805,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776902,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.777296,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776986,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776946,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776664,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776739,0,,,,,,,
7,1.14479E+14,1.14479E+14,16.776783,0,,,,,,,
