Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence
0,0,368234980523331,3.68234980523331E8,368234980526091,368235062694537,82.168446,_silence_,0.0
0,368235123312928,368235093650842,-29.662086,368235093654123,368235140062878,46.408755,_silence_,0.0
0,368235203305749,368235170562725,-32.743024,368235170566475,368235209400489,38.834014,_silence_,0.0
0,368235242993357,368235239868513,-3.124844,368235239871482,368235279386485,39.515003,_silence_,1.2943496
0,368235323156334,368235309849718,-13.306616,368235309853207,368235346601128,36.747921,_silence_,1.1862757
0,368235403091602,368235377079776,-26.011826,368235377084047,368235411760561,34.676514,_silence_,0.95582306
0,368235442999627,368235442201970,-0.797657,368235442205356,368235477276922,35.071566,_silence_,0.8479929
0,368235523108385,368235507707654,-15.400731,368235507710935,368235543244897,35.533962,on,0.1985775
0,368235603081778,368235573637140,-29.444638,368235573639848,368235608427352,34.787504,left,0.23290738
0,368235643038084,368235638876521,-4.161563,368235638880011,368235674747462,35.867451,left,0.3324074
0,368235723090853,368235705257309,-17.833544,368235705260278,368235743109188,37.84891,up,0.26301408
0,368235803076746,368235773628826,-29.44792,368235773631951,368235808716747,35.084796,left,0.3296933
0,368235842971125,368235839152739,-3.818386,368235839155864,368235874269774,35.11391,left,0.49063712
0,368235923078268,368235904722798,-18.35547,368235904726600,368235939597072,34.870472,left,0.5962189
0,368236003039370,368235970007127,-33.032243,368235970009471,368236004625099,34.615628,left,0.3927856
1,368236043074895,368236035078488,-7.996407,368236035081144,368236069815314,34.73417,left,0.44000393
1,368236123076465,368236100272505,-22.80396,368236100275369,368236135197821,34.922452,up,0.388142
1,368236203090536,368236165600897,-37.489639,368236165603240,368236203759703,38.156463,up,0.36708665
1,368236283544554,368236234548664,-48.99589,368236234565435,368236313274713,78.709278,left,0.33587846
1,368236363990500,368236343560602,-20.429898,368236343563102,368236390076023,46.512921,up,0.34003198
1,368236483210668,368236420603474,-62.607194,368236420611755,368236487136554,66.524799,up,0.36924583
1,368236563404530,368236518024734,-45.379796,368236518038067,368236601384430,83.346363,up,0.3343137
1,368236683403084,368236632210891,-51.192193,368236632229797,368236716031108,83.801311,up,0.30693227
1,368236763850071,368236746609861,-17.24021,368236746615538,368236802871429,56.255891,up,0.41667753
1,368236843256902,368236833263567,-9.993335,368236833267109,368236872580811,39.313702,up,0.3982522
1,368236923205295,368236903001283,-20.204012,368236903005501,368236948678683,45.673182,up,0.3573665
1,368237003195928,368236979085561,-24.110367,368236979090092,368237018418013,39.327921,up,0.34936768
2,368237083553801,368237048993693,-34.560108,368237048997183,368237098457813,49.46063,up,0.34717438
2,368237163910736,368237129096357,-34.814379,368237129099795,368237173419018,44.319223,up,0.33962417
2,368237243186577,368237203937250,-39.249327,368237203939854,368237264376423,60.436569,up,0.35184306
2,368237365087631,368237295429915,-69.657716,368237295448718,368237382052632,86.603914,up,0.35726938
2,368237484389882,368237414293313,-70.096569,368237414298469,368237484750039,70.45157,up,0.28732285
2,368237563622546,368237516070510,-47.552036,368237516076344,368237584722236,68.645892,up,0.2742033
2,368237683210787,368237615997395,-67.213392,368237616017239,368237705054748,89.037509,up,0.24564326
2,368237764782827,368237736545897,-28.23693,368237736550741,368237800440643,63.889902,up,0.38470542
2,368237885229922,368237832714552,-52.51537,368237832720854,368237907106122,74.385268,up,0.35671097
2,368238003199517,368237938968886,-64.230631,368237938973365,368238006834257,67.860892,up,0.38202196
3,368238084924890,368238038537385,-46.387505,368238038541448,368238102268173,63.726725,up,0.25656405
3,368238204371777,368238134368957,-70.00282,368238134375728,368238204995579,70.619851,no,0.40431088
3,368238283747462,368238237139541,-46.607921,368238237145478,368238320608507,83.463029,yes,0.35596314
3,368238403715963,368238353461896,-50.254067,368238353468563,368238424647424,71.178861,yes,0.7010509
3,368238483086961,368238455065396,-28.021565,368238455070291,368238504392015,49.321724,yes,1.0170105
3,368238563544208,368238535124518,-28.41969,368238535135560,368238598352702,63.217142,yes,0.86588925
3,368238643667133,368238628938746,-14.728387,368238628944423,368238675446459,46.502036,yes,0.76688707
3,368238723253079,368238705875629,-17.37745,368238705880108,368238752978290,47.098182,yes,0.7285937
3,368238803317878,368238783961418,-19.35646,368238783967095,368238832162673,48.195578,yes,0.66083634
3,368238883164240,368238862503822,-20.660418,368238862506165,368238905039190,42.533025,no,0.37968996
3,368239003214669,368238935780652,-67.434017,368238935799298,368239016392274,80.592976,up,0.5755034
4,368239083087646,368239046787434,-36.300212,368239046791288,368239092234782,45.443494,up,0.7918665
4,368239163078799,368239122830827,-40.247972,368239122845045,368239178846822,56.001777,up,0.5725272
4,368239243264485,368239209380314,-33.884171,368239209384273,368239264667351,55.283078,up,0.7528306
4,368239364439861,368239295970115,-68.469746,368239295988656,368239383052623,87.063967,up,0.78817993
4,368239483239769,368239413974970,-69.264799,368239413994658,368239496642583,82.647925,up,0.7220989
4,368239563202485,368239527442794,-35.759691,368239527447325,368239597942384,70.495059,up,0.48993233
4,368239683612705,368239629811815,-53.80089,368239629819888,368239703423489,73.603601,up,0.57312834
4,368239764305526,368239734186304,-30.119222,368239734189950,368239785356205,51.166255,up,0.54162747
4,368239844048815,368239817016104,-27.032711,368239817019333,368239879434392,62.415059,up,0.59792846
4,368239964138671,368239911188978,-52.949693,368239911194030,368239973232578,62.038548,up,0.40672985
4,368240043989096,368240003685810,-40.303286,368240003691123,368240053897430,50.206307,up,0.46257606
5,368240123094416,368240084275714,-38.818702,368240084279777,368240137419313,53.139536,up,0.4456812
5,368240203123851,368240168278743,-34.845108,368240168284473,368240228407499,60.123026,up,0.48374206
5,368240323101988,368240259065940,-64.036048,368240259077815,368240327775999,68.698184,up,0.45225745
5,368240364984075,368240358200325,-6.78375,368240358203606,368240396360641,38.157035,up,0.48618063
5,368240445481323,368240426819811,-18.661512,368240426824550,368240471243930,44.41938,up,0.55425537
5,368240565790814,368240503107058,-62.683756,368240503126277,368240574599305,71.473028,up,0.3643566
5,368240644906499,368240606218995,-38.687504,368240606229204,368240681864472,75.635268,up,0.52361184
5,368240763623438,368240713290204,-50.333234,368240713295673,368240764042188,50.746515,up,0.6149121
5,368240844130321,368240795517452,-48.612869,368240795521983,368240844353759,48.831776,up,0.6072989
5,368240923640537,368240875799647,-47.84089,368240875812460,368240960563874,84.751414,up,0.54366094
