Record, Frame Rate,,,,,,,,Min FPS,Max FPS,Avg FPS
77,59.65747,,,,,,,,,,
78,59.65847,,,,,,,,,,
79,59.65876,,,,,,,,,,
80,59.65881,,,,,,,,,,
81,59.65842,,,,,,,,,,
82,59.65727,,,,,,,,,,
83,59.65891,,,,,,,,,,
84,59.65788,,,,,,,,,,
85,59.65836,,,,,,,,,,
86,59.65802,,,,,,,,,,
87,59.6123,,,,,,,,,,
88,59.65339,,,,,,,,,,
89,59.65507,,,,,,,,,,
90,59.6544,,,,,,,,,,
91,59.65351,,,,,,,,,,
92,59.65361,,,,,,,,,,
93,59.65411,,,,,,,,,,
94,59.65426,,,,,,,,,,
95,59.65385,,,,,,,,,,
96,59.65396,,,,,,,,,,
97,59.6543,,,,,,,,,,
98,59.65405,,,,,,,,,,
99,59.65401,,,,,,,,,,
100,59.65442,,,,,,,,,,
101,59.65338,,,,,,,,,,
102,59.65394,,,,,,,,,,
103,59.65424,,,,,,,,,,
104,59.65813,,,,,,,,,,
105,59.65351,,,,,,,,,,
106,59.6542,,,,,,,,,,
107,59.65479,,,,,,,,,,
108,59.65457,,,,,,,,,,
109,59.65482,,,,,,,,,,
110,59.65403,,,,,,,,,,
111,59.65385,,,,,,,,,,
112,59.65358,,,,,,,,,,
113,59.65474,,,,,,,,,,
114,59.6543,,,,,,,,,,
115,59.65405,,,,,,,,,,
116,59.65303,,,,,,,,,,
117,59.65487,,,,,,,,,,
118,59.6589,,,,,,,,,,
119,59.65358,,,,,,,,,,
120,59.65313,,,,,,,,,,
121,59.65372,,,,,,,,,,
122,59.65467,,,,,,,,,,
123,59.65434,,,,,,,,,,
124,59.65426,,,,,,,,,,
125,59.65306,,,,,,,,,,
126,59.65436,,,,,,,,,,
127,59.6545,,,,,,,,,,
128,59.65444,,,,,,,,,,
129,59.65418,,,,,,,,,,
130,59.65355,,,,,,,,,,
131,59.65451,,,,,,,,,,
132,59.65416,,,,,,,,,,
133,59.65171,,,,,,,,,,
134,59.65381,,,,,,,,,,
135,59.65303,,,,,,,,,,
136,59.65446,,,,,,,,,,
137,59.65385,,,,,,,,,,
138,59.6541,,,,,,,,,,
139,59.65292,,,,,,,,,,
140,59.65311,,,,,,,,,,
141,59.65384,,,,,,,,,,
142,59.65416,,,,,,,,,,
143,59.65366,,,,,,,,,,
144,59.65283,,,,,,,,,,
145,59.65322,,,,,,,,,,
146,59.65401,,,,,,,,,,
147,59.65425,,,,,,,,,,
148,59.65406,,,,,,,,,,
149,59.65337,,,,,,,,,,
150,59.65328,,,,,,,,,,
151,59.6543,,,,,,,,,,
152,59.65369,,,,,,,,,,
153,59.65369,,,,,,,,,,
154,59.65404,,,,,,,,,,
155,59.65347,,,,,,,,,,
156,59.65417,,,,,,,,,,
157,59.64391,,,,,,,,,,
158,59.65413,,,,,,,,,,
159,59.6539,,,,,,,,,,
160,59.65353,,,,,,,,,,
161,59.654,,,,,,,,,,
162,59.65384,,,,,,,,,,
163,59.65485,,,,,,,,,,
164,59.65331,,,,,,,,,,
165,59.65302,,,,,,,,,,
166,59.65479,,,,,,,,,,
167,59.65448,,,,,,,,,,
168,59.65428,,,,,,,,,,
169,59.6535,,,,,,,,,,
170,59.65285,,,,,,,,,,
171,59.65664,,,,,,,,,,
172,59.65406,,,,,,,,,,
173,59.65396,,,,,,,,,,
174,59.65328,,,,,,,,,,
175,59.65463,,,,,,,,,,
176,59.6544,,,,,,,,,,
177,59.65433,,,,,,,,,,
178,59.65394,,,,,,,,,,
179,59.65384,,,,,,,,,,
180,59.65515,,,,,,,,,,
181,59.65385,,,,,,,,,,
182,59.65412,,,,,,,,,,
183,59.65345,,,,,,,,,,
184,59.65273,,,,,,,,,,
185,59.65522,,,,,,,,,,
186,59.65438,,,,,,,,,,
187,59.6544,,,,,,,,,,
188,59.65395,,,,,,,,,,
189,59.65384,,,,,,,,,,
190,59.65451,,,,,,,,,,
191,59.65398,,,,,,,,,,
192,59.65442,,,,,,,,,,
193,59.65348,,,,,,,,,,
194,59.65407,,,,,,,,,,
195,59.6543,,,,,,,,,,
196,59.65455,,,,,,,,,,
197,59.65219,,,,,,,,,,
198,59.65353,,,,,,,,,,
199,59.65408,,,,,,,,,,
200,59.65515,,,,,,,,,,
201,59.65406,,,,,,,,,,
202,59.654,,,,,,,,,,
203,59.6534,,,,,,,,,,
204,59.65348,,,,,,,,,,
205,59.65498,,,,,,,,,,
206,59.65393,,,,,,,,,,
207,59.65379,,,,,,,,,,
208,59.66043,,,,,,,,,,
209,59.65432,,,,,,,,,,
210,59.6535,,,,,,,,,,
211,59.65435,,,,,,,,,,
212,59.65333,,,,,,,,,,
213,59.654,,,,,,,,,,
214,59.65461,,,,,,,,,,
215,59.65392,,,,,,,,,,
216,59.70557,,,,,,,,,,
217,59.6534,,,,,,,,,,
218,59.65244,,,,,,,,,,
219,59.65401,,,,,,,,,,
220,59.65402,,,,,,,,,,
221,59.65384,,,,,,,,,,
222,59.65331,,,,,,,,,,
223,59.653,,,,,,,,,,
224,59.65421,,,,,,,,,,
225,59.65393,,,,,,,,,,
226,59.65343,,,,,,,,,,
227,59.65359,,,,,,,,,,
228,59.65237,,,,,,,,,,
229,59.65348,,,,,,,,,,
230,59.65407,,,,,,,,,,
231,59.65393,,,,,,,,,,
232,59.65408,,,,,,,,,,
233,59.65422,,,,,,,,,,
234,59.65418,,,,,,,,,,
235,59.65378,,,,,,,,,,
236,59.65329,,,,,,,,,,
237,59.65395,,,,,,,,,,
238,59.65295,,,,,,,,,,
239,59.6532,,,,,,,,,,
240,59.65383,,,,,,,,,,
241,59.65425,,,,,,,,,,
242,59.6527,,,,,,,,,,
243,59.65368,,,,,,,,,,
244,59.6541,,,,,,,,,,
245,59.65434,,,,,,,,,,
246,59.65358,,,,,,,,,,
247,59.65365,,,,,,,,,,
248,59.65406,,,,,,,,,,
249,59.65382,,,,,,,,,,
250,59.65403,,,,,,,,,,
251,59.65345,,,,,,,,,,
252,59.65374,,,,,,,,,,
253,59.65331,,,,,,,,,,
254,59.65396,,,,,,,,,,
255,59.65457,,,,,,,,,,
256,59.65363,,,,,,,,,,
257,59.65355,,,,,,,,,,
258,59.6534,,,,,,,,,,
259,59.65362,,,,,,,,,,
260,59.65439,,,,,,,,,,
261,59.60665,,,,,,,,,,
262,59.65046,,,,,,,,,,
263,59.65075,,,,,,,,,,
264,59.65016,,,,,,,,,,
265,59.65058,,,,,,,,,,
266,59.6506,,,,,,,,,,
267,59.64993,,,,,,,,,,
268,59.65039,,,,,,,,,,
269,59.65075,,,,,,,,,,
270,59.64943,,,,,,,,,,
271,59.64981,,,,,,,,,,
272,59.65036,,,,,,,,,,
273,59.65022,,,,,,,,,,
274,59.65102,,,,,,,,,,
275,59.64996,,,,,,,,,,
276,59.64939,,,,,,,,,,
277,59.65092,,,,,,,,,,
278,59.64945,,,,,,,,,,
279,59.65053,,,,,,,,,,
280,59.65021,,,,,,,,,,
281,59.64594,,,,,,,,,,
282,59.65062,,,,,,,,,,
283,59.60555,,,,,,,,,,
284,59.65104,,,,,,,,,,
285,59.64798,,,,,,,,,,
286,59.64949,,,,,,,,,,
287,59.65082,,,,,,,,,,
288,59.65059,,,,,,,,,,
289,59.65102,,,,,,,,,,
290,59.64981,,,,,,,,,,
291,59.64932,,,,,,,,,,
292,59.65075,,,,,,,,,,
293,59.65033,,,,,,,,,,
294,59.65055,,,,,,,,,,
295,59.65091,,,,,,,,,,
296,59.64943,,,,,,,,,,
297,59.65015,,,,,,,,,,
298,59.65139,,,,,,,,,,
299,59.64984,,,,,,,,,,
300,59.65058,,,,,,,,,,
301,59.65046,,,,,,,,,,
302,59.65078,,,,,,,,,,
303,59.65142,,,,,,,,,,
304,59.65036,,,,,,,,,,
305,59.65045,,,,,,,,,,
306,59.65146,,,,,,,,,,
307,59.65026,,,,,,,,,,
308,59.65088,,,,,,,,,,
309,59.65039,,,,,,,,,,
310,59.65035,,,,,,,,,,
311,59.65108,,,,,,,,,,
312,59.65157,,,,,,,,,,
313,59.65092,,,,,,,,,,
314,59.65051,,,,,,,,,,
315,59.65031,,,,,,,,,,
316,59.65084,,,,,,,,,,
317,59.65055,,,,,,,,,,
318,59.65173,,,,,,,,,,
319,59.65024,,,,,,,,,,
320,59.65043,,,,,,,,,,
321,59.65105,,,,,,,,,,
322,59.6514,,,,,,,,,,
323,59.65008,,,,,,,,,,
324,59.64907,,,,,,,,,,
325,59.65112,,,,,,,,,,
326,59.65079,,,,,,,,,,
327,59.6514,,,,,,,,,,
328,59.60493,,,,,,,,,,
329,59.64282,,,,,,,,,,
330,59.64542,,,,,,,,,,
331,59.64434,,,,,,,,,,
332,59.6449,,,,,,,,,,
333,59.64416,,,,,,,,,,
334,59.64381,,,,,,,,,,
335,59.64465,,,,,,,,,,
336,59.64454,,,,,,,,,,
337,59.64478,,,,,,,,,,
338,59.64666,,,,,,,,,,
339,59.64404,,,,,,,,,,
340,59.64508,,,,,,,,,,
341,59.64482,,,,,,,,,,
342,59.64437,,,,,,,,,,
343,59.6445,,,,,,,,,,
344,59.64503,,,,,,,,,,
345,59.64453,,,,,,,,,,
346,59.6447,,,,,,,,,,
347,59.64515,,,,,,,,,,
348,59.64469,,,,,,,,,,
349,59.64531,,,,,,,,,,
350,59.64485,,,,,,,,,,
351,59.64481,,,,,,,,,,
352,59.64459,,,,,,,,,,
353,59.64532,,,,,,,,,,
354,59.6458,,,,,,,,,,
355,59.64485,,,,,,,,,,
356,59.64443,,,,,,,,,,
357,59.64367,,,,,,,,,,
358,59.64549,,,,,,,,,,
359,59.64532,,,,,,,,,,
360,59.64431,,,,,,,,,,
361,59.64491,,,,,,,,,,
362,59.64362,,,,,,,,,,
363,59.6447,,,,,,,,,,
364,59.64488,,,,,,,,,,
365,59.64504,,,,,,,,,,
366,59.64494,,,,,,,,,,
367,59.64308,,,,,,,,,,
368,59.64453,,,,,,,,,,
369,59.64478,,,,,,,,,,
370,59.64463,,,,,,,,,,
371,59.64496,,,,,,,,,,
372,59.64358,,,,,,,,,,
373,59.64568,,,,,,,,,,
374,59.64426,,,,,,,,,,
375,59.64494,,,,,,,,,,
376,59.64457,,,,,,,,,,
377,59.64386,,,,,,,,,,
378,59.64478,,,,,,,,,,
379,59.64528,,,,,,,,,,
380,59.64455,,,,,,,,,,
381,59.64396,,,,,,,,,,
382,59.64376,,,,,,,,,,
383,59.64491,,,,,,,,,,
384,59.64417,,,,,,,,,,
385,59.64441,,,,,,,,,,
386,59.64479,,,,,,,,,,
387,59.64474,,,,,,,,,,
388,59.64511,,,,,,,,,,
389,59.64569,,,,,,,,,,
390,59.64494,,,,,,,,,,
391,59.64478,,,,,,,,,,
392,59.64554,,,,,,,,,,
393,59.64502,,,,,,,,,,
394,59.64428,,,,,,,,,,
395,59.64363,,,,,,,,,,
396,59.64518,,,,,,,,,,
397,59.64482,,,,,,,,,,
398,59.64506,,,,,,,,,,
399,59.64531,,,,,,,,,,
400,59.64209,,,,,,,,,,
401,59.64448,,,,,,,,,,
402,59.64521,,,,,,,,,,
403,59.64494,,,,,,,,,,
404,59.64531,,,,,,,,,,
405,59.64444,,,,,,,,,,
406,59.60138,,,,,,,,,,
407,59.64757,,,,,,,,,,
408,59.64679,,,,,,,,,,
409,59.64488,,,,,,,,,,
410,59.64555,,,,,,,,,,
411,59.6466,,,,,,,,,,
412,59.64698,,,,,,,,,,
413,59.64637,,,,,,,,,,
414,59.64606,,,,,,,,,,
415,59.64702,,,,,,,,,,
416,59.64719,,,,,,,,,,
417,59.64692,,,,,,,,,,
418,59.6462,,,,,,,,,,
419,59.64754,,,,,,,,,,
420,59.64528,,,,,,,,,,
421,59.64744,,,,,,,,,,
422,59.64798,,,,,,,,,,
423,59.60629,,,,,,,,,,
424,59.62708,,,,,,,,,,
425,59.62664,,,,,,,,,,
426,59.62732,,,,,,,,,,
427,59.69053,,,,,,,,,,
428,59.63831,,,,,,,,,,
429,59.63882,,,,,,,,,,
430,59.63892,,,,,,,,,,
431,59.63851,,,,,,,,,,
432,59.63835,,,,,,,,,,
433,59.63746,,,,,,,,,,
434,59.65138,,,,,,,,,,
435,59.65162,,,,,,,,,,
436,59.65097,,,,,,,,,,
437,59.65098,,,,,,,,,,
438,59.65134,,,,,,,,,,
439,59.65158,,,,,,,,,,
440,59.65164,,,,,,,,,,
441,59.59846,,,,,,,,,,
442,59.63354,,,,,,,,,,
443,59.63266,,,,,,,,,,
444,59.63409,,,,,,,,,,
445,59.6907,,,,,,,,,,
446,59.64674,,,,,,,,,,
447,59.64641,,,,,,,,,,
448,59.64544,,,,,,,,,,
449,59.64689,,,,,,,,,,
450,59.64653,,,,,,,,,,
451,59.64663,,,,,,,,,,
452,59.6462,,,,,,,,,,
453,59.64579,,,,,,,,,,
454,59.64718,,,,,,,,,,
455,59.64706,,,,,,,,,,
456,59.64648,,,,,,,,,,
457,59.64589,,,,,,,,,,
458,59.64605,,,,,,,,,,
459,59.65109,,,,,,,,,,
460,59.6464,,,,,,,,,,
461,59.60228,,,,,,,,,,
462,59.64447,,,,,,,,,,
463,59.64632,,,,,,,,,,
464,59.6465,,,,,,,,,,
465,59.64701,,,,,,,,,,
466,59.64644,,,,,,,,,,
467,59.64646,,,,,,,,,,
468,59.647,,,,,,,,,,
469,59.6467,,,,,,,,,,
470,59.64687,,,,,,,,,,
471,59.64573,,,,,,,,,,
472,59.64685,,,,,,,,,,
473,59.64651,,,,,,,,,,
474,59.64711,,,,,,,,,,
475,59.64795,,,,,,,,,,
476,59.64613,,,,,,,,,,
477,59.64752,,,,,,,,,,
478,59.64625,,,,,,,,,,
479,59.60186,,,,,,,,,,
480,59.64468,,,,,,,,,,
481,59.64406,,,,,,,,,,
482,59.64513,,,,,,,,,,
483,59.64508,,,,,,,,,,
484,59.64532,,,,,,,,,,
485,59.64515,,,,,,,,,,
486,59.64388,,,,,,,,,,
487,59.64503,,,,,,,,,,
488,59.64605,,,,,,,,,,
489,59.64436,,,,,,,,,,
490,59.58965,,,,,,,,,,
491,59.63371,,,,,,,,,,
492,59.63348,,,,,,,,,,
493,59.63361,,,,,,,,,,
494,59.63451,,,,,,,,,,
495,59.634,,,,,,,,,,
496,59.63336,,,,,,,,,,
497,59.63428,,,,,,,,,,
498,59.63439,,,,,,,,,,
499,59.68955,,,,,,,,,,
500,59.64144,,,,,,,,,,
501,59.64226,,,,,,,,,,
502,59.64217,,,,,,,,,,
503,59.64269,,,,,,,,,,
504,59.64183,,,,,,,,,,
505,59.64243,,,,,,,,,,
506,59.64187,,,,,,,,,,
507,59.64213,,,,,,,,,,
508,59.64162,,,,,,,,,,
509,59.64116,,,,,,,,,,
510,59.64197,,,,,,,,,,
511,59.64269,,,,,,,,,,
512,59.64186,,,,,,,,,,
513,59.64198,,,,,,,,,,
514,59.6407,,,,,,,,,,
515,59.6425,,,,,,,,,,
516,59.64278,,,,,,,,,,
517,59.64074,,,,,,,,,,
518,59.64167,,,,,,,,,,
519,59.6411,,,,,,,,,,
520,59.64185,,,,,,,,,,
521,59.64284,,,,,,,,,,
522,59.64146,,,,,,,,,,
523,59.64061,,,,,,,,,,
524,59.69402,,,,,,,,,,
525,59.64759,,,,,,,,,,
526,59.64758,,,,,,,,,,
527,59.64769,,,,,,,,,,
528,59.64674,,,,,,,,,,
529,59.64713,,,,,,,,,,
530,59.64776,,,,,,,,,,
531,59.64786,,,,,,,,,,
532,59.64712,,,,,,,,,,
533,59.64683,,,,,,,,,,
534,59.64761,,,,,,,,,,
535,59.64788,,,,,,,,,,
536,59.59616,,,,,,,,,,
537,59.6387,,,,,,,,,,
538,59.63918,,,,,,,,,,
539,59.63987,,,,,,,,,,
540,59.63866,,,,,,,,,,
541,59.64005,,,,,,,,,,
542,59.63834,,,,,,,,,,
543,59.63901,,,,,,,,,,
544,59.63933,,,,,,,,,,
545,59.63955,,,,,,,,,,
546,59.63885,,,,,,,,,,
547,59.63795,,,,,,,,,,
548,59.6388,,,,,,,,,,
549,59.63819,,,,,,,,,,
550,59.63935,,,,,,,,,,
551,59.63791,,,,,,,,,,
552,59.63767,,,,,,,,,,
553,59.63904,,,,,,,,,,
554,59.63884,,,,,,,,,,
555,59.6393,,,,,,,,,,
556,59.63806,,,,,,,,,,
557,59.63946,,,,,,,,,,
558,59.63824,,,,,,,,,,
559,59.63958,,,,,,,,,,
560,59.63882,,,,,,,,,,
561,59.63774,,,,,,,,,,
562,59.63869,,,,,,,,,,
563,59.63948,,,,,,,,,,
564,59.63936,,,,,,,,,,
565,59.63508,,,,,,,,,,
566,59.63881,,,,,,,,,,
567,59.63877,,,,,,,,,,
568,59.6396,,,,,,,,,,
569,59.63878,,,,,,,,,,
570,59.69097,,,,,,,,,,
571,59.64598,,,,,,,,,,
572,59.64595,,,,,,,,,,
573,59.64607,,,,,,,,,,
574,59.64559,,,,,,,,,,
575,59.6454,,,,,,,,,,
576,59.60223,,,,,,,,,,
577,59.64307,,,,,,,,,,
