Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class SEnd Time (ns),Class STime Elapsed (ms),Result,,Total Proc Time (ms),Avg Proc Time (ms),,Num,Classifications Per Second,Avg Class per Sec,,Total Classifications
0,1.66E+14,1.66E+14,52.39943217,,1.66E+14,239.903566,daisy,,292.3029982,102.0486751,,0,3,8.441860465,,2541
0,1.66E+14,1.66E+14,25.80177317,,1.66E+14,72.006205,daisy,,97.80797817,,,1,9,,,
0,1.66E+14,1.66E+14,25.65588817,,1.66E+14,74.940789,daisy,,100.5966772,,,2,9,,,True Positives
1,1.66E+14,1.66E+14,25.91651317,,1.66E+14,75.637039,daisy,,101.5535522,,,3,9,,,1659
1,1.66E+14,1.66E+14,26.28917166,,1.66E+14,72.14183,daisy,,98.43100166,,,4,9,,,
1,1.66E+14,1.66E+14,25.74156517,,1.66E+14,70.236362,daisy,,95.97792717,,,5,8,,,False Negatives
1,1.66E+14,1.66E+14,25.63922117,,1.66E+14,71.673601,daisy,,97.31282217,,,6,8,,,882
1,1.66E+14,1.66E+14,25.15651317,,1.66E+14,69.04183,daisy,,94.19834317,,,7,8,,,
1,1.66E+14,1.66E+14,25.38297217,,1.66E+14,71.506466,daisy,,96.88943817,,,8,8,,,Recall
1,1.66E+14,1.66E+14,25.94302417,,1.66E+14,66.918705,daisy,,92.86172917,,,9,8,,,0.652892562
1,1.66E+14,1.66E+14,26.07359617,,1.66E+14,77.72157,daisy,,103.7951662,,,10,8,,,
1,1.66E+14,1.66E+14,25.74291917,,1.66E+14,75.195424,daisy,,100.9383432,,,11,8,,,
2,1.66E+14,1.66E+14,25.76146117,,1.66E+14,70.277351,daisy,,96.03881217,,,12,9,,,
2,1.66E+14,1.66E+14,25.55359617,,1.66E+14,81.248602,daisy,,106.8021982,,,13,8,,,
2,1.66E+14,1.66E+14,25.45000217,,1.66E+14,73.683444,daisy,,99.13344617,,,14,9,,,
2,1.66E+14,1.66E+14,25.54078417,,1.66E+14,72.034903,daisy,,97.57568717,,,15,9,,,
2,1.66E+14,1.66E+14,25.81375317,,1.66E+14,66.769017,daisy,,92.58277017,,,16,8,,,
2,1.66E+14,1.66E+14,41.03969217,,1.66E+14,70.489591,daisy,,111.5292832,,,17,9,,,
2,1.66E+14,1.66E+14,27.12578417,,1.66E+14,75.508028,daisy,,102.6338122,,,18,9,,,
2,1.66E+14,1.66E+14,27.23594166,,1.66E+14,81.051102,daisy,,108.2870437,,,19,9,,,
2,1.66E+14,1.66E+14,25.56786717,,1.66E+14,72.095788,daisy,,97.66365517,,,20,7,,,
3,1.66E+14,1.66E+14,27.35474217,,1.66E+14,70.710111,daisy,,98.06485317,,,21,9,,,
3,1.66E+14,1.66E+14,25.53010717,,1.66E+14,69.224277,daisy,,94.75438417,,,22,9,,,
3,1.66E+14,1.66E+14,41.24491662,,1.66E+14,75.298237,daisy,,116.5431536,,,23,8,,,
3,1.66E+14,1.66E+14,26.54349317,,1.66E+14,72.077246,daisy,,98.62073917,,,24,8,,,
3,1.66E+14,1.66E+14,34.01901317,,1.66E+14,74.057038,daisy,,108.0760512,,,25,10,,,
3,1.66E+14,1.66E+14,28.20166917,,1.66E+14,70.870372,daisy,,99.07204117,,,26,8,,,
3,1.66E+14,1.66E+14,45.19698417,,1.66E+14,74.898966,daisy,,120.0959502,,,27,8,,,
3,1.66E+14,1.66E+14,25.33187817,,1.66E+14,70.820841,daisy,,96.15271917,,,28,9,,,
3,1.66E+14,1.66E+14,26.61104417,,1.66E+14,70.601309,daisy,,97.21235317,,,29,8,,,
4,1.66E+14,1.66E+14,25.38333517,,1.66E+14,77.222352,daisy,,102.6056872,,,30,9,,,
4,1.66E+14,1.66E+14,26.92844166,,1.66E+14,73.54584,daisy,,100.4742817,,,31,9,,,
4,1.66E+14,1.66E+14,25.55864817,,1.66E+14,87.034331,daisy,,112.5929792,,,32,10,,,
4,1.66E+14,1.66E+14,26.34015917,,1.66E+14,71.300059,daisy,,97.64021817,,,33,9,,,
4,1.66E+14,1.66E+14,25.06312717,,1.66E+14,69.773705,daisy,,94.83683217,,,34,8,,,
4,1.66E+14,1.66E+14,25.89396117,,1.66E+14,68.82808,daisy,,94.72204117,,,35,9,,,
4,1.66E+14,1.66E+14,25.45479417,,1.66E+14,71.460112,daisy,,96.91490617,,,36,8,,,
4,1.66E+14,1.66E+14,25.47797117,,1.66E+14,66.839433,daisy,,92.31740417,,,37,8,,,
4,1.66E+14,1.66E+14,43.14401517,,1.66E+14,75.475632,daisy,,118.6196472,,,38,9,,,
5,1.66E+14,1.66E+14,25.90172117,,1.66E+14,69.887455,daisy,,95.78917617,,,39,8,,,
5,1.66E+14,1.66E+14,48.97224417,,1.66E+14,69.04058,daisy,,118.0128242,,,40,8,,,
5,1.66E+14,1.66E+14,43.41411917,,1.66E+14,70.577663,daisy,,113.9917822,,,41,8,,,
5,1.66E+14,1.66E+14,25.80838817,,1.66E+14,70.293965,daisy,,96.10235317,,,42,9,,,
5,1.66E+14,1.66E+14,26.33854517,,1.66E+14,69.77959,daisy,,96.11813517,,,43,8,,,
5,1.66E+14,1.66E+14,25.01604417,,1.66E+14,71.08808,daisy,,96.10412417,,,44,8,,,
5,1.66E+14,1.66E+14,39.79557717,,1.66E+14,77.427716,daisy,,117.2232932,,,45,9,,,
5,1.66E+14,1.66E+14,26.05229417,,1.66E+14,80.530998,roses,,106.5832922,,,46,8,,,
6,1.66E+14,1.66E+14,26.81083617,,1.66E+14,93.077093,daisy,,119.8879292,,,47,8,,,
