Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3513832k used 217776k free 136660k buffers ,3731608,3513832,217776,136660,, 800%cpu 303%user 9%nice 69%sys 409%idle 0%iow 9%irq 0%sirq 0%host ,800,303,,69,,
2,5, Mem: 3731608k total 3512292k used 219316k free 136668k buffers ,3731608,3512292,219316,136668,, 800%cpu 300%user 0%nice 62%sys 432%idle 0%iow 6%irq 0%sirq 0%host ,800,300,,62,,
3,10, Mem: 3731608k total 3514776k used 216832k free 136668k buffers ,3731608,3514776,216832,136668,, 800%cpu 281%user 3%nice 81%sys 422%idle 0%iow 9%irq 3%sirq 0%host ,800,281,,81,,
4,15, Mem: 3731608k total 3516312k used 215296k free 136668k buffers ,3731608,3516312,215296,136668,, 800%cpu 300%user 0%nice 65%sys 429%idle 0%iow 6%irq 0%sirq 0%host ,800,300,,65,,
5,20, Mem: 3731608k total 3510612k used 220996k free 136668k buffers ,3731608,3510612,220996,136668,, 800%cpu 303%user 0%nice 63%sys 425%idle 0%iow 6%irq 3%sirq 0%host ,800,303,,63,,
6,25, Mem: 3731608k total 3514092k used 217516k free 136668k buffers ,3731608,3514092,217516,136668,, 800%cpu 263%user 3%nice 66%sys 463%idle 0%iow 6%irq 0%sirq 0%host ,800,263,,66,,
7,30, Mem: 3731608k total 3517196k used 214412k free 136668k buffers ,3731608,3517196,214412,136668,, 800%cpu 297%user 3%nice 72%sys 416%idle 0%iow 9%irq 3%sirq 0%host ,800,297,,72,,
8,35, Mem: 3731608k total 3518188k used 213420k free 136672k buffers ,3731608,3518188,213420,136672,, 800%cpu 244%user 0%nice 59%sys 491%idle 0%iow 3%irq 3%sirq 0%host ,800,244,,59,,
9,40, Mem: 3731608k total 3510860k used 220748k free 136672k buffers ,3731608,3510860,220748,136672,, 800%cpu 306%user 33%nice 64%sys 385%idle 0%iow 9%irq 3%sirq 0%host ,800,306,,64,,
10,45, Mem: 3731608k total 3509716k used 221892k free 136672k buffers ,3731608,3509716,221892,136672,, 800%cpu 263%user 16%nice 53%sys 459%idle 0%iow 9%irq 0%sirq 0%host ,800,263,,53,,
11,50, Mem: 3731608k total 3510868k used 220740k free 136672k buffers ,3731608,3510868,220740,136672,, 800%cpu 261%user 0%nice 64%sys 467%idle 0%iow 6%irq 3%sirq 0%host ,800,261,,64,,
12,55, Mem: 3731608k total 3513376k used 218232k free 136672k buffers ,3731608,3513376,218232,136672,, 800%cpu 313%user 0%nice 66%sys 409%idle 0%iow 9%irq 3%sirq 0%host ,800,313,,66,,
13,60, Mem: 3731608k total 3515628k used 215980k free 136672k buffers ,3731608,3515628,215980,136672,, 800%cpu 288%user 9%nice 84%sys 409%idle 0%iow 6%irq 3%sirq 0%host ,800,288,,84,,
14,65, Mem: 3731608k total 3516956k used 214652k free 136672k buffers ,3731608,3516956,214652,136672,, 800%cpu 294%user 6%nice 66%sys 428%idle 0%iow 6%irq 0%sirq 0%host ,800,294,,66,,
15,70, Mem: 3731608k total 3518912k used 212696k free 136672k buffers ,3731608,3518912,212696,136672,, 800%cpu 338%user 3%nice 72%sys 381%idle 0%iow 6%irq 0%sirq 0%host ,800,338,,72,,
16,75, Mem: 3731608k total 3509836k used 221772k free 136672k buffers ,3731608,3509836,221772,136672,, 800%cpu 294%user 6%nice 68%sys 423%idle 0%iow 6%irq 3%sirq 0%host ,800,294,,68,,
17,80, Mem: 3731608k total 3512264k used 219344k free 136672k buffers ,3731608,3512264,219344,136672,, 800%cpu 239%user 6%nice 67%sys 479%idle 0%iow 6%irq 3%sirq 0%host ,800,239,,67,,
18,85, Mem: 3731608k total 3513596k used 218012k free 136672k buffers ,3731608,3513596,218012,136672,, 800%cpu 326%user 3%nice 68%sys 390%idle 0%iow 10%irq 3%sirq 0%host ,800,326,,68,,
19,90, Mem: 3731608k total 3517068k used 214540k free 136672k buffers ,3731608,3517068,214540,136672,, 800%cpu 275%user 3%nice 69%sys 444%idle 0%iow 9%irq 0%sirq 0%host ,800,275,,69,,
20,95, Mem: 3731608k total 3518548k used 213060k free 136672k buffers ,3731608,3518548,213060,136672,, 800%cpu 306%user 0%nice 66%sys 413%idle 0%iow 13%irq 3%sirq 0%host ,800,306,,66,,
21,100, Mem: 3731608k total 3520660k used 210948k free 136672k buffers ,3731608,3520660,210948,136672,, 800%cpu 339%user 3%nice 71%sys 381%idle 0%iow 3%irq 3%sirq 0%host ,800,339,,71,,
22,105, Mem: 3731608k total 3521288k used 210320k free 136684k buffers ,3731608,3521288,210320,136684,, 800%cpu 306%user 9%nice 78%sys 388%idle 3%iow 9%irq 6%sirq 0%host ,800,306,,78,,
23,110, Mem: 3731608k total 3521432k used 210176k free 136688k buffers ,3731608,3521432,210176,136688,, 800%cpu 306%user 3%nice 63%sys 425%idle 0%iow 3%irq 0%sirq 0%host ,800,306,,63,,
24,115, Mem: 3731608k total 3521076k used 210532k free 136692k buffers ,3731608,3521076,210532,136692,, 800%cpu 269%user 0%nice 59%sys 459%idle 0%iow 9%irq 3%sirq 0%host ,800,269,,59,,
25,120, Mem: 3731608k total 3523948k used 207660k free 136692k buffers ,3731608,3523948,207660,136692,, 800%cpu 339%user 0%nice 74%sys 374%idle 0%iow 10%irq 3%sirq 0%host ,800,339,,74,,
26,125, Mem: 3731608k total 3525532k used 206076k free 136692k buffers ,3731608,3525532,206076,136692,, 800%cpu 248%user 3%nice 67%sys 470%idle 0%iow 9%irq 3%sirq 0%host ,800,248,,67,,
27,130, Mem: 3731608k total 3526696k used 204912k free 136692k buffers ,3731608,3526696,204912,136692,, 800%cpu 328%user 0%nice 69%sys 400%idle 0%iow 3%irq 0%sirq 0%host ,800,328,,69,,
28,135, Mem: 3731608k total 3521624k used 209984k free 136696k buffers ,3731608,3521624,209984,136696,, 800%cpu 322%user 6%nice 66%sys 397%idle 0%iow 6%irq 3%sirq 0%host ,800,322,,66,,
29,140, Mem: 3731608k total 3522332k used 209276k free 136696k buffers ,3731608,3522332,209276,136696,, 800%cpu 310%user 0%nice 65%sys 416%idle 0%iow 6%irq 3%sirq 0%host ,800,310,,65,,
30,145, Mem: 3731608k total 3521864k used 209744k free 136696k buffers ,3731608,3521864,209744,136696,, 800%cpu 306%user 3%nice 52%sys 432%idle 0%iow 6%irq 0%sirq 0%host ,800,306,,52,,
31,150, Mem: 3731608k total 3523236k used 208372k free 136696k buffers ,3731608,3523236,208372,136696,, 800%cpu 239%user 6%nice 76%sys 467%idle 0%iow 9%irq 3%sirq 0%host ,800,239,,76,,
32,155, Mem: 3731608k total 3523124k used 208484k free 136700k buffers ,3731608,3523124,208484,136700,, 800%cpu 313%user 0%nice 59%sys 419%idle 0%iow 9%irq 0%sirq 0%host ,800,313,,59,,
33,160, Mem: 3731608k total 3525408k used 206200k free 136700k buffers ,3731608,3525408,206200,136700,, 800%cpu 334%user 3%nice 69%sys 388%idle 0%iow 6%irq 0%sirq 0%host ,800,334,,69,,
34,165, Mem: 3731608k total 3521876k used 209732k free 136700k buffers ,3731608,3521876,209732,136700,, 800%cpu 297%user 3%nice 48%sys 442%idle 0%iow 9%irq 0%sirq 0%host ,800,297,,48,,
35,170, Mem: 3731608k total 3523536k used 208072k free 136700k buffers ,3731608,3523536,208072,136700,, 800%cpu 294%user 0%nice 65%sys 429%idle 0%iow 10%irq 3%sirq 0%host ,800,294,,65,,
36,175, Mem: 3731608k total 3524932k used 206676k free 136704k buffers ,3731608,3524932,206676,136704,, 800%cpu 272%user 3%nice 56%sys 456%idle 0%iow 9%irq 3%sirq 0%host ,800,272,,56,,
37,180, Mem: 3731608k total 3526044k used 205564k free 136704k buffers ,3731608,3526044,205564,136704,, 800%cpu 291%user 9%nice 72%sys 419%idle 0%iow 9%irq 0%sirq 0%host ,800,291,,72,,
38,185, Mem: 3731608k total 3526024k used 205584k free 136704k buffers ,3731608,3526024,205584,136704,, 800%cpu 331%user 0%nice 72%sys 384%idle 0%iow 9%irq 3%sirq 0%host ,800,331,,72,,
39,190, Mem: 3731608k total 3522804k used 208804k free 136704k buffers ,3731608,3522804,208804,136704,, 800%cpu 338%user 3%nice 75%sys 375%idle 0%iow 6%irq 3%sirq 0%host ,800,338,,75,,
