Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3516772,214836,134764,0.942428036,800,230,0.2875,67,0.08375
2,5,3731608,3507792,223816,134768,0.940021567,800,264,0.33,42,0.0525
3,10,3731608,3506800,224808,134768,0.93975573,800,275,0.34375,56,0.07
4,15,3731608,3508812,222796,134772,0.940294908,800,282,0.3525,67,0.08375
5,20,3731608,3515064,216544,134772,0.941970325,800,241,0.30125,50,0.0625
6,25,3731608,3516612,214996,134772,0.942385159,800,275,0.34375,47,0.05875
7,31,3731608,3525800,205808,134772,0.944847369,800,241,0.30125,69,0.08625
8,36,3731608,3508580,223028,134772,0.940232736,800,259,0.32375,59,0.07375
9,41,3731608,3510956,220652,134772,0.940869459,800,288,0.36,66,0.0825
10,46,3731608,3517252,214356,134780,0.942556667,800,269,0.33625,53,0.06625
11,51,3731608,3519392,212216,134784,0.943130147,800,297,0.37125,50,0.0625
12,56,3731608,3520200,211408,134784,0.943346675,800,234,0.2925,53,0.06625
13,61,3731608,3504504,227104,134788,0.939140446,800,269,0.33625,59,0.07375
14,66,3731608,3506624,224984,134788,0.939708565,800,344,0.43,63,0.07875
15,71,3731608,3512920,218688,134788,0.941395774,800,335,0.41875,58,0.0725
16,76,3731608,3513840,217768,134788,0.941642316,800,234,0.2925,50,0.0625
17,81,3731608,3515684,215924,134796,0.942136473,800,294,0.3675,66,0.0825
18,86,3731608,3521464,210144,134796,0.943685403,800,258,0.3225,70,0.0875
19,91,3731608,3518032,213576,134796,0.942765692,800,250,0.3125,50,0.0625
20,96,3731608,3515784,215824,134796,0.942163271,800,267,0.33375,58,0.0725
21,101,3731608,3521560,210048,134796,0.943711129,800,279,0.34875,50,0.0625
22,106,3731608,3521856,209752,134796,0.943790452,800,303,0.37875,55,0.06875
23,112,3731608,3504712,226896,134796,0.939196186,800,303,0.37875,50,0.0625
24,117,3731608,3511312,220296,134796,0.94096486,800,281,0.35125,78,0.0975
25,122,3731608,3512592,219016,134796,0.941307876,800,224,0.28,52,0.065
26,127,3731608,3519424,212184,134800,0.943138722,800,238,0.2975,53,0.06625
27,132,3731608,3520320,211288,134800,0.943378833,800,259,0.32375,50,0.0625
28,137,3731608,3521576,210032,134800,0.943715417,800,294,0.3675,66,0.0825
29,142,3731608,3505992,225616,134804,0.939539201,800,266,0.3325,50,0.0625
30,147,3731608,3506068,225540,134804,0.939559568,800,276,0.345,48,0.06
31,152,3731608,3513532,218076,134804,0.941559778,800,332,0.415,52,0.065
32,157,3731608,3516140,215468,134812,0.942258672,800,259,0.32375,63,0.07875
33,162,3731608,3517316,214292,134812,0.942573818,800,252,0.315,45,0.05625
34,167,3731608,3525080,206528,134812,0.944654422,800,294,0.3675,58,0.0725
35,172,3731608,3526732,204876,134812,0.945097127,800,275,0.34375,66,0.0825
36,177,3731608,3509428,222180,134812,0.940459984,800,291,0.36375,59,0.07375
37,182,3731608,3511836,219772,134816,0.941105282,800,285,0.35625,64,0.08
38,187,3731608,3514080,217528,134816,0.941706632,800,319,0.39875,59,0.07375
39,192,3731608,3520964,210644,134816,0.943551413,800,288,0.36,59,0.07375
40,197,3731608,3521416,210192,134816,0.94367254,800,325,0.40625,59,0.07375
41,202,3731608,3529332,202276,134816,0.945793878,800,328,0.41,50,0.0625
42,207,3731608,3508276,223332,134816,0.94015127,800,269,0.33625,44,0.055
43,212,3731608,3503096,228512,134816,0.938763128,800,258,0.3225,42,0.0525
44,217,3731608,3510568,221040,134816,0.940765482,800,325,0.40625,56,0.07
45,222,3731608,3512112,219496,134816,0.941179245,800,322,0.4025,66,0.0825
46,227,3731608,3518800,212808,134816,0.942971502,800,325,0.40625,56,0.07
47,232,3731608,3522536,209072,134816,0.943972679,800,288,0.36,59,0.07375
48,237,3731608,3521332,210276,134816,0.94365003,800,238,0.2975,56,0.07
49,242,3731608,3504020,227588,134816,0.939010743,800,275,0.34375,59,0.07375
50,247,3731608,3505768,225840,134816,0.939479174,800,275,0.34375,75,0.09375
51,252,3731608,3513012,218596,134820,0.941420428,800,291,0.36375,59,0.07375
52,257,3731608,3514696,216912,134820,0.941871708,800,272,0.34,69,0.08625
53,262,3731608,3517288,214320,134820,0.942566315,800,291,0.36375,59,0.07375
54,267,3731608,3513692,217916,134824,0.941602655,800,322,0.4025,50,0.0625
55,272,3731608,3515484,216124,134824,0.942082877,800,270,0.3375,52,0.065
56,277,3731608,3492104,239504,134828,0.935817481,800,315,0.39375,61,0.07625
57,282,3731608,3499872,231736,134836,0.937899158,800,256,0.32,63,0.07875
58,287,3731608,3501368,230240,134836,0.938300057,800,331,0.41375,59,0.07375
59,292,3731608,3508400,223208,134836,0.9401845,800,269,0.33625,63,0.07875
60,297,3731608,3509968,221640,134836,0.940604694,800,338,0.4225,63,0.07875
61,302,3731608,3511516,220092,134836,0.941019528,800,326,0.4075,68,0.085
62,307,3731608,3495152,236456,134836,0.936634287,800,284,0.355,50,0.0625
63,312,3731608,3496996,234612,134836,0.937128444,800,262,0.3275,50,0.0625
64,317,3731608,3502712,228896,134836,0.938660224,800,297,0.37125,58,0.0725
65,322,3731608,3506172,225436,134840,0.939587438,800,341,0.42625,53,0.06625
66,327,3731608,3508212,223396,134840,0.940134119,800,291,0.36375,66,0.0825
67,332,3731608,3517476,214132,134840,0.942616695,800,291,0.36375,52,0.065
68,337,3731608,3514980,216628,134840,0.941947814,800,288,0.36,58,0.0725
69,342,3731608,3493360,238248,134840,0.936154065,800,256,0.32,53,0.06625
70,347,3731608,3501192,230416,134840,0.938252893,800,294,0.3675,41,0.05125
71,352,3731608,3501900,229708,134840,0.938442623,800,275,0.34375,66,0.0825
72,357,3731608,3506704,224904,134840,0.939730004,800,323,0.40375,48,0.06
73,362,3731608,3508688,222920,134840,0.940261678,800,303,0.37875,63,0.07875
74,367,3731608,3509780,221828,134840,0.940554313,800,294,0.3675,61,0.07625
75,372,3731608,3493940,237668,134864,0.936309494,800,328,0.41,69,0.08625
76,377,3731608,3494704,236904,134864,0.936514232,800,284,0.355,63,0.07875
77,382,3731608,3498700,232908,134864,0.937585084,800,319,0.39875,58,0.0725
78,387,3731608,3499928,231680,134864,0.937914165,800,294,0.3675,44,0.055
79,392,3731608,3503712,227896,134864,0.938928205,800,278,0.3475,50,0.0625
