Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3516772k used 214836k free 134764k buffers ,3731608,3516772,214836,134764,, 800%cpu 230%user 9%nice 67%sys 488%idle 0%iow 6%irq 0%sirq 0%host ,800,230,,67,,
2,5, Mem: 3731608k total 3507792k used 223816k free 134768k buffers ,3731608,3507792,223816,134768,, 800%cpu 264%user 0%nice 42%sys 491%idle 0%iow 3%irq 0%sirq 0%host ,800,264,,42,,
3,10, Mem: 3731608k total 3506800k used 224808k free 134768k buffers ,3731608,3506800,224808,134768,, 800%cpu 275%user 0%nice 56%sys 466%idle 0%iow 3%irq 0%sirq 0%host ,800,275,,56,,
4,15, Mem: 3731608k total 3508812k used 222796k free 134772k buffers ,3731608,3508812,222796,134772,, 800%cpu 282%user 3%nice 67%sys 433%idle 3%iow 9%irq 3%sirq 0%host ,800,282,,67,,
5,20, Mem: 3731608k total 3515064k used 216544k free 134772k buffers ,3731608,3515064,216544,134772,, 800%cpu 241%user 0%nice 50%sys 503%idle 0%iow 6%irq 0%sirq 0%host ,800,241,,50,,
6,25, Mem: 3731608k total 3516612k used 214996k free 134772k buffers ,3731608,3516612,214996,134772,, 800%cpu 275%user 3%nice 47%sys 466%idle 0%iow 9%irq 0%sirq 0%host ,800,275,,47,,
7,31, Mem: 3731608k total 3525800k used 205808k free 134772k buffers ,3731608,3525800,205808,134772,, 800%cpu 241%user 3%nice 69%sys 481%idle 0%iow 3%irq 3%sirq 0%host ,800,241,,69,,
8,36, Mem: 3731608k total 3508580k used 223028k free 134772k buffers ,3731608,3508580,223028,134772,, 800%cpu 259%user 0%nice 59%sys 475%idle 0%iow 6%irq 0%sirq 0%host ,800,259,,59,,
9,41, Mem: 3731608k total 3510956k used 220652k free 134772k buffers ,3731608,3510956,220652,134772,, 800%cpu 288%user 0%nice 66%sys 438%idle 0%iow 6%irq 3%sirq 0%host ,800,288,,66,,
10,46, Mem: 3731608k total 3517252k used 214356k free 134780k buffers ,3731608,3517252,214356,134780,, 800%cpu 269%user 0%nice 53%sys 469%idle 0%iow 6%irq 3%sirq 0%host ,800,269,,53,,
11,51, Mem: 3731608k total 3519392k used 212216k free 134784k buffers ,3731608,3519392,212216,134784,, 800%cpu 297%user 0%nice 50%sys 447%idle 0%iow 3%irq 3%sirq 0%host ,800,297,,50,,
12,56, Mem: 3731608k total 3520200k used 211408k free 134784k buffers ,3731608,3520200,211408,134784,, 800%cpu 234%user 3%nice 53%sys 506%idle 0%iow 3%irq 0%sirq 0%host ,800,234,,53,,
13,61, Mem: 3731608k total 3504504k used 227104k free 134788k buffers ,3731608,3504504,227104,134788,, 800%cpu 269%user 0%nice 59%sys 469%idle 0%iow 3%irq 0%sirq 0%host ,800,269,,59,,
14,66, Mem: 3731608k total 3506624k used 224984k free 134788k buffers ,3731608,3506624,224984,134788,, 800%cpu 344%user 0%nice 63%sys 384%idle 0%iow 6%irq 3%sirq 0%host ,800,344,,63,,
15,71, Mem: 3731608k total 3512920k used 218688k free 134788k buffers ,3731608,3512920,218688,134788,, 800%cpu 335%user 0%nice 58%sys 400%idle 0%iow 6%irq 0%sirq 0%host ,800,335,,58,,
16,76, Mem: 3731608k total 3513840k used 217768k free 134788k buffers ,3731608,3513840,217768,134788,, 800%cpu 234%user 0%nice 50%sys 506%idle 0%iow 6%irq 3%sirq 0%host ,800,234,,50,,
17,81, Mem: 3731608k total 3515684k used 215924k free 134796k buffers ,3731608,3515684,215924,134796,, 800%cpu 294%user 0%nice 66%sys 434%idle 0%iow 6%irq 0%sirq 0%host ,800,294,,66,,
18,86, Mem: 3731608k total 3521464k used 210144k free 134796k buffers ,3731608,3521464,210144,134796,, 800%cpu 258%user 9%nice 70%sys 455%idle 0%iow 6%irq 3%sirq 0%host ,800,258,,70,,
19,91, Mem: 3731608k total 3518032k used 213576k free 134796k buffers ,3731608,3518032,213576,134796,, 800%cpu 250%user 0%nice 50%sys 494%idle 0%iow 6%irq 0%sirq 0%host ,800,250,,50,,
20,96, Mem: 3731608k total 3515784k used 215824k free 134796k buffers ,3731608,3515784,215824,134796,, 800%cpu 267%user 0%nice 58%sys 467%idle 0%iow 6%irq 3%sirq 0%host ,800,267,,58,,
21,101, Mem: 3731608k total 3521560k used 210048k free 134796k buffers ,3731608,3521560,210048,134796,, 800%cpu 279%user 0%nice 50%sys 459%idle 0%iow 9%irq 3%sirq 0%host ,800,279,,50,,
22,106, Mem: 3731608k total 3521856k used 209752k free 134796k buffers ,3731608,3521856,209752,134796,, 800%cpu 303%user 0%nice 55%sys 439%idle 0%iow 3%irq 0%sirq 0%host ,800,303,,55,,
23,112, Mem: 3731608k total 3504712k used 226896k free 134796k buffers ,3731608,3504712,226896,134796,, 800%cpu 303%user 6%nice 50%sys 434%idle 0%iow 3%irq 3%sirq 0%host ,800,303,,50,,
24,117, Mem: 3731608k total 3511312k used 220296k free 134796k buffers ,3731608,3511312,220296,134796,, 800%cpu 281%user 3%nice 78%sys 431%idle 0%iow 3%irq 3%sirq 0%host ,800,281,,78,,
25,122, Mem: 3731608k total 3512592k used 219016k free 134796k buffers ,3731608,3512592,219016,134796,, 800%cpu 224%user 0%nice 52%sys 515%idle 0%iow 6%irq 3%sirq 0%host ,800,224,,52,,
26,127, Mem: 3731608k total 3519424k used 212184k free 134800k buffers ,3731608,3519424,212184,134800,, 800%cpu 238%user 0%nice 53%sys 500%idle 0%iow 6%irq 3%sirq 0%host ,800,238,,53,,
27,132, Mem: 3731608k total 3520320k used 211288k free 134800k buffers ,3731608,3520320,211288,134800,, 800%cpu 259%user 0%nice 50%sys 484%idle 0%iow 6%irq 0%sirq 0%host ,800,259,,50,,
28,137, Mem: 3731608k total 3521576k used 210032k free 134800k buffers ,3731608,3521576,210032,134800,, 800%cpu 294%user 0%nice 66%sys 431%idle 0%iow 6%irq 3%sirq 0%host ,800,294,,66,,
29,142, Mem: 3731608k total 3505992k used 225616k free 134804k buffers ,3731608,3505992,225616,134804,, 800%cpu 266%user 25%nice 50%sys 447%idle 0%iow 9%irq 3%sirq 0%host ,800,266,,50,,
