Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181113_091411,595,10001.0,16.80840336134454
20181113_091421,595,10009.0,16.8218487394958
20181113_091431,596,10011.0,16.796979865771814
20181113_091441,597,10010.0,16.76716917922948
20181113_091451,597,10010.0,16.76716917922948
20181113_091501,597,10010.0,16.76716917922948
20181113_091511,595,10010.0,16.823529411764707
20181113_091521,597,10010.0,16.76716917922948
20181113_091531,596,10010.0,16.79530201342282
20181113_091541,597,10010.0,16.76716917922948
20181113_091551,597,10011.0,16.768844221105528
20181113_091601,596,10010.0,16.79530201342282
20181113_091611,596,10010.0,16.79530201342282
20181113_091621,595,10010.0,16.823529411764707
20181113_091631,596,10009.0,16.793624161073826
20181113_091641,595,10011.0,16.825210084033614
20181113_091651,596,10011.0,16.796979865771814
20181113_091701,595,10010.0,16.823529411764707
20181113_091711,597,10011.0,16.768844221105528
20181113_091721,596,10009.0,16.793624161073826
20181113_091731,597,10010.0,16.76716917922948
20181113_091741,596,10011.0,16.796979865771814
20181113_091751,596,10009.0,16.793624161073826
20181113_091801,597,10012.0,16.770519262981576
20181113_091811,596,10009.0,16.793624161073826
20181113_091821,595,10010.0,16.823529411764707
20181113_091831,597,10011.0,16.768844221105528
20181113_091841,597,10010.0,16.76716917922948
20181113_091851,595,10012.0,16.82689075630252
