Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
31,1.82608E+14,1.82608E+14,468.307963,1.82608E+14,1.82608E+14,60.514381,daisy,0.6367223,,,528.822344,,55,2,,,,
32,1.82608E+14,1.82609E+14,463.856609,1.82609E+14,1.82609E+14,56.408704,daisy,0.5035105,,,520.265313,,56,2,,,,
33,1.82609E+14,1.82609E+14,468.281713,1.82609E+14,1.8261E+14,82.413394,daisy,0.51434165,,,550.695107,,57,1,,,,
33,1.8261E+14,1.8261E+14,465.871973,1.8261E+14,1.8261E+14,68.067767,daisy,0.5877395,,,533.93974,,58,2,,,,
34,1.8261E+14,1.82611E+14,473.537027,1.82611E+14,1.82611E+14,63.157038,daisy,0.64898837,,,536.694065,,59,2,,,,
34,1.82611E+14,1.82611E+14,470.942026,1.82611E+14,1.82611E+14,66.491569,daisy,0.8136933,,,537.433595,,60,2,,,,
35,1.82611E+14,1.82612E+14,465.690984,1.82612E+14,1.82612E+14,59.408131,daisy,0.51013863,,,525.099115,,61,1,,,,
35,1.82612E+14,1.82612E+14,475.642496,1.82612E+14,1.82612E+14,66.883496,daisy,0.45013386,,,542.525992,,62,2,,,,
36,1.82612E+14,1.82613E+14,469.812911,1.82613E+14,1.82613E+14,67.719278,daisy,0.58226514,,,537.532189,,63,2,,,,
37,1.82613E+14,1.82613E+14,475.696922,1.82613E+14,1.82613E+14,69.716621,daisy,0.61792225,,,545.413543,,64,2,,,,
37,1.82613E+14,1.82614E+14,468.39338,1.82614E+14,1.82614E+14,66.189173,daisy,0.6475441,,,534.582553,,65,2,,,,
38,1.82614E+14,1.82615E+14,468.157599,1.82615E+14,1.82615E+14,68.093444,daisy,0.54756737,,,536.251043,,66,1,,,,
38,1.82615E+14,1.82615E+14,467.320463,1.82615E+14,1.82615E+14,67.235059,daisy,0.5650058,,,534.555522,,67,2,,,,
39,1.82615E+14,1.82616E+14,470.359942,1.82616E+14,1.82616E+14,66.82209,daisy,0.50325644,,,537.182032,,68,2,,,,
39,1.82616E+14,1.82616E+14,468.414839,1.82616E+14,1.82616E+14,64.86636,daisy,0.56637836,,,533.281199,,69,2,,,,
40,1.82616E+14,1.82617E+14,469.70812,1.82617E+14,1.82617E+14,63.671517,daisy,0.5482722,,,533.379637,,70,1,,,,
40,1.82617E+14,1.82617E+14,468.334891,1.82617E+14,1.82617E+14,73.037507,daisy,0.66115105,,,541.372398,,71,2,,,,
41,1.82617E+14,1.82618E+14,461.538275,1.82618E+14,1.82618E+14,63.839486,daisy,0.4939113,,,525.377761,,72,2,,,,
42,1.82618E+14,1.82618E+14,471.310464,1.82618E+14,1.82619E+14,65.611934,daisy,0.74150705,,,536.922398,,73,2,,,,
42,1.82619E+14,1.82619E+14,469.277755,1.82619E+14,1.82619E+14,63.785944,daisy,0.8312983,,,533.063699,,74,1,,,,
43,1.82619E+14,1.8262E+14,464.70015,1.8262E+14,1.8262E+14,71.185163,daisy,0.49572185,,,535.885313,,75,2,,,,
43,1.8262E+14,1.8262E+14,464.822703,1.8262E+14,1.8262E+14,61.868496,daisy,0.61549354,,,526.691199,,76,2,,,,
44,1.8262E+14,1.82621E+14,461.971609,1.82621E+14,1.82621E+14,70.236986,daisy,0.64359784,,,532.208595,,77,2,,,,
44,1.82621E+14,1.82621E+14,472.878016,1.82621E+14,1.82621E+14,70.89631,daisy,0.416338,,,543.774326,,78,1,,,,
45,1.82621E+14,1.82622E+14,471.179317,1.82622E+14,1.82622E+14,71.487559,daisy,0.68345886,,,542.666876,,79,2,,,,
46,1.82622E+14,1.82622E+14,468.877703,1.82622E+14,1.82623E+14,69.812298,daisy,0.5235361,,,538.690001,,80,2,,,,
46,1.82623E+14,1.82623E+14,477.068641,1.82623E+14,1.82623E+14,61.28886,daisy,0.5148287,,,538.357501,,81,2,,,,
47,1.82623E+14,1.82624E+14,463.894056,1.82624E+14,1.82624E+14,60.918444,daisy,0.45680416,,,524.8125,,82,2,,,,
47,1.82624E+14,1.82624E+14,466.479422,1.82624E+14,1.82624E+14,65.416517,daisy,0.5725874,,,531.895939,,83,1,,,,
48,1.82624E+14,1.82625E+14,473.408641,1.82625E+14,1.82625E+14,102.890583,daisy,0.6521064,,,576.299224,,84,2,,,,
48,1.82625E+14,1.82625E+14,475.696506,1.82625E+14,1.82625E+14,62.750371,daisy,0.52898437,,,538.446877,,85,2,,,,
49,1.82625E+14,1.82626E+14,470.097912,1.82626E+14,1.82626E+14,67.675996,daisy,0.48509276,,,537.773908,,86,2,,,,
50,1.82626E+14,1.82626E+14,464.099942,1.82626E+14,1.82627E+14,69.90334,daisy,0.55194736,,,534.003282,,87,1,,,,
50,1.82627E+14,1.82627E+14,465.313015,1.82627E+14,1.82627E+14,66.382976,daisy,0.5510615,,,531.695991,,88,2,,,,
51,1.82627E+14,1.82628E+14,469.457755,1.82628E+14,1.82628E+14,65.255371,daisy,0.47946876,,,534.713126,,89,2,,,,
51,1.82628E+14,1.82628E+14,472.260933,1.82628E+14,1.82628E+14,67.115476,daisy,0.38651538,,,539.376409,,90,2,,,,
52,1.82628E+14,1.82629E+14,471.539787,1.82629E+14,1.82629E+14,59.831152,daisy,0.5076616,,,531.370939,,91,1,,,,
52,1.82629E+14,1.82629E+14,459.567025,1.82629E+14,1.82629E+14,64.764798,daisy,0.5803496,,,524.331823,,92,2,,,,
