Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3610404k used 121204k free 158524k buffers ,3731608,3610404,121204,158524,, 800%cpu 167%user 20%nice 60%sys 543%idle 0%iow 7%irq 3%sirq 0%host ,800,167,,60,,
2,5, Mem: 3731608k total 3595188k used 136420k free 158524k buffers ,3731608,3595188,136420,158524,, 800%cpu 177%user 0%nice 73%sys 543%idle 0%iow 3%irq 3%sirq 0%host ,800,177,,73,,
3,10, Mem: 3731608k total 3606580k used 125028k free 158524k buffers ,3731608,3606580,125028,158524,, 800%cpu 193%user 0%nice 53%sys 543%idle 0%iow 7%irq 3%sirq 0%host ,800,193,,53,,
4,15, Mem: 3731608k total 3618828k used 112780k free 158524k buffers ,3731608,3618828,112780,158524,, 800%cpu 163%user 0%nice 57%sys 577%idle 0%iow 3%irq 0%sirq 0%host ,800,163,,57,,
5,20, Mem: 3731608k total 3592592k used 139016k free 158524k buffers ,3731608,3592592,139016,158524,, 800%cpu 153%user 0%nice 60%sys 580%idle 0%iow 3%irq 3%sirq 0%host ,800,153,,60,,
6,25, Mem: 3731608k total 3603504k used 128104k free 158528k buffers ,3731608,3603504,128104,158528,, 800%cpu 152%user 0%nice 55%sys 587%idle 0%iow 6%irq 0%sirq 0%host ,800,152,,55,,
7,30, Mem: 3731608k total 3614308k used 117300k free 158528k buffers ,3731608,3614308,117300,158528,, 800%cpu 170%user 0%nice 57%sys 563%idle 0%iow 10%irq 0%sirq 0%host ,800,170,,57,,
8,35, Mem: 3731608k total 3591264k used 140344k free 158528k buffers ,3731608,3591264,140344,158528,, 800%cpu 187%user 0%nice 60%sys 543%idle 0%iow 10%irq 0%sirq 0%host ,800,187,,60,,
9,40, Mem: 3731608k total 3597500k used 134108k free 158528k buffers ,3731608,3597500,134108,158528,, 800%cpu 177%user 3%nice 70%sys 543%idle 0%iow 7%irq 0%sirq 0%host ,800,177,,70,,
10,45, Mem: 3731608k total 3611468k used 120140k free 158532k buffers ,3731608,3611468,120140,158532,, 800%cpu 148%user 0%nice 68%sys 577%idle 0%iow 6%irq 0%sirq 0%host ,800,148,,68,,
11,50, Mem: 3731608k total 3588176k used 143432k free 158532k buffers ,3731608,3588176,143432,158532,, 800%cpu 152%user 3%nice 58%sys 577%idle 0%iow 6%irq 3%sirq 0%host ,800,152,,58,,
12,55, Mem: 3731608k total 3597244k used 134364k free 158532k buffers ,3731608,3597244,134364,158532,, 800%cpu 152%user 0%nice 61%sys 577%idle 0%iow 10%irq 0%sirq 0%host ,800,152,,61,,
13,60, Mem: 3731608k total 3608132k used 123476k free 158532k buffers ,3731608,3608132,123476,158532,, 800%cpu 180%user 0%nice 43%sys 567%idle 0%iow 7%irq 3%sirq 0%host ,800,180,,43,,
14,65, Mem: 3731608k total 3592044k used 139564k free 158552k buffers ,3731608,3592044,139564,158552,, 800%cpu 183%user 0%nice 50%sys 557%idle 0%iow 7%irq 3%sirq 0%host ,800,183,,50,,
15,70, Mem: 3731608k total 3597112k used 134496k free 158552k buffers ,3731608,3597112,134496,158552,, 800%cpu 153%user 0%nice 60%sys 580%idle 0%iow 3%irq 3%sirq 0%host ,800,153,,60,,
16,76, Mem: 3731608k total 3607524k used 124084k free 158552k buffers ,3731608,3607524,124084,158552,, 800%cpu 174%user 3%nice 65%sys 548%idle 0%iow 10%irq 0%sirq 0%host ,800,174,,65,,
17,81, Mem: 3731608k total 3589204k used 142404k free 158552k buffers ,3731608,3589204,142404,158552,, 800%cpu 187%user 0%nice 60%sys 540%idle 0%iow 10%irq 3%sirq 0%host ,800,187,,60,,
18,86, Mem: 3731608k total 3595284k used 136324k free 158552k buffers ,3731608,3595284,136324,158552,, 800%cpu 150%user 0%nice 60%sys 580%idle 0%iow 7%irq 3%sirq 0%host ,800,150,,60,,
19,91, Mem: 3731608k total 3607000k used 124608k free 158552k buffers ,3731608,3607000,124608,158552,, 800%cpu 183%user 3%nice 70%sys 533%idle 0%iow 7%irq 3%sirq 0%host ,800,183,,70,,
20,96, Mem: 3731608k total 3616272k used 115336k free 158552k buffers ,3731608,3616272,115336,158552,, 800%cpu 180%user 3%nice 57%sys 550%idle 0%iow 7%irq 3%sirq 0%host ,800,180,,57,,
21,101, Mem: 3731608k total 3594412k used 137196k free 158556k buffers ,3731608,3594412,137196,158556,, 800%cpu 150%user 0%nice 50%sys 590%idle 0%iow 7%irq 3%sirq 0%host ,800,150,,50,,
22,106, Mem: 3731608k total 3603480k used 128128k free 158556k buffers ,3731608,3603480,128128,158556,, 800%cpu 150%user 0%nice 63%sys 580%idle 0%iow 3%irq 3%sirq 0%host ,800,150,,63,,
23,111, Mem: 3731608k total 3615972k used 115636k free 158556k buffers ,3731608,3615972,115636,158556,, 800%cpu 142%user 0%nice 42%sys 606%idle 0%iow 6%irq 3%sirq 0%host ,800,142,,42,,
24,116, Mem: 3731608k total 3593744k used 137864k free 158556k buffers ,3731608,3593744,137864,158556,, 800%cpu 177%user 0%nice 63%sys 550%idle 0%iow 7%irq 3%sirq 0%host ,800,177,,63,,
25,121, Mem: 3731608k total 3601632k used 129976k free 158556k buffers ,3731608,3601632,129976,158556,, 800%cpu 143%user 3%nice 47%sys 600%idle 0%iow 7%irq 0%sirq 0%host ,800,143,,47,,
26,126, Mem: 3731608k total 3613312k used 118296k free 158556k buffers ,3731608,3613312,118296,158556,, 800%cpu 140%user 0%nice 60%sys 590%idle 0%iow 10%irq 0%sirq 0%host ,800,140,,60,,
27,131, Mem: 3731608k total 3591720k used 139888k free 158560k buffers ,3731608,3591720,139888,158560,, 800%cpu 160%user 0%nice 60%sys 570%idle 0%iow 7%irq 3%sirq 0%host ,800,160,,60,,
28,136, Mem: 3731608k total 3600208k used 131400k free 158564k buffers ,3731608,3600208,131400,158564,, 800%cpu 123%user 0%nice 57%sys 613%idle 0%iow 7%irq 0%sirq 0%host ,800,123,,57,,
29,141, Mem: 3731608k total 3613080k used 118528k free 158564k buffers ,3731608,3613080,118528,158564,, 800%cpu 147%user 3%nice 57%sys 580%idle 0%iow 10%irq 3%sirq 0%host ,800,147,,57,,
30,146, Mem: 3731608k total 3591676k used 139932k free 158564k buffers ,3731608,3591676,139932,158564,, 800%cpu 170%user 3%nice 53%sys 563%idle 0%iow 7%irq 3%sirq 0%host ,800,170,,53,,
31,151, Mem: 3731608k total 3600792k used 130816k free 158564k buffers ,3731608,3600792,130816,158564,, 800%cpu 177%user 3%nice 77%sys 532%idle 0%iow 6%irq 3%sirq 0%host ,800,177,,77,,
32,156, Mem: 3731608k total 3614880k used 116728k free 158564k buffers ,3731608,3614880,116728,158564,, 800%cpu 110%user 0%nice 67%sys 617%idle 0%iow 3%irq 3%sirq 0%host ,800,110,,67,,
33,161, Mem: 3731608k total 3594904k used 136704k free 158572k buffers ,3731608,3594904,136704,158572,, 800%cpu 140%user 0%nice 37%sys 620%idle 0%iow 0%irq 3%sirq 0%host ,800,140,,37,,
34,166, Mem: 3731608k total 3606184k used 125424k free 158580k buffers ,3731608,3606184,125424,158580,, 800%cpu 113%user 0%nice 63%sys 613%idle 0%iow 7%irq 3%sirq 0%host ,800,113,,63,,
35,171, Mem: 3731608k total 3610904k used 120704k free 158580k buffers ,3731608,3610904,120704,158580,, 800%cpu 145%user 0%nice 45%sys 597%idle 0%iow 10%irq 3%sirq 0%host ,800,145,,45,,
36,176, Mem: 3731608k total 3590240k used 141368k free 158580k buffers ,3731608,3590240,141368,158580,, 800%cpu 130%user 0%nice 67%sys 590%idle 0%iow 7%irq 7%sirq 0%host ,800,130,,67,,
37,181, Mem: 3731608k total 3600088k used 131520k free 158580k buffers ,3731608,3600088,131520,158580,, 800%cpu 140%user 0%nice 63%sys 590%idle 0%iow 7%irq 0%sirq 0%host ,800,140,,63,,
38,186, Mem: 3731608k total 3611836k used 119772k free 158580k buffers ,3731608,3611836,119772,158580,, 800%cpu 193%user 0%nice 67%sys 533%idle 0%iow 3%irq 3%sirq 0%host ,800,193,,67,,
39,191, Mem: 3731608k total 3590900k used 140708k free 158580k buffers ,3731608,3590900,140708,158580,, 800%cpu 197%user 0%nice 58%sys 535%idle 0%iow 6%irq 3%sirq 0%host ,800,197,,58,,
40,196, Mem: 3731608k total 3600800k used 130808k free 158580k buffers ,3731608,3600800,130808,158580,, 800%cpu 147%user 0%nice 50%sys 593%idle 0%iow 3%irq 7%sirq 0%host ,800,147,,50,,
41,201, Mem: 3731608k total 3609340k used 122268k free 158580k buffers ,3731608,3609340,122268,158580,, 800%cpu 160%user 0%nice 67%sys 557%idle 0%iow 13%irq 3%sirq 0%host ,800,160,,67,,
42,206, Mem: 3731608k total 3592152k used 139456k free 158580k buffers ,3731608,3592152,139456,158580,, 800%cpu 147%user 0%nice 60%sys 583%idle 0%iow 7%irq 3%sirq 0%host ,800,147,,60,,
43,211, Mem: 3731608k total 3603728k used 127880k free 158580k buffers ,3731608,3603728,127880,158580,, 800%cpu 210%user 3%nice 60%sys 513%idle 0%iow 10%irq 3%sirq 0%host ,800,210,,60,,
44,216, Mem: 3731608k total 3615512k used 116096k free 158580k buffers ,3731608,3615512,116096,158580,, 800%cpu 203%user 3%nice 57%sys 527%idle 0%iow 10%irq 0%sirq 0%host ,800,203,,57,,
45,221, Mem: 3731608k total 3599388k used 132220k free 158580k buffers ,3731608,3599388,132220,158580,, 800%cpu 197%user 0%nice 53%sys 540%idle 0%iow 7%irq 3%sirq 0%host ,800,197,,53,,
46,226, Mem: 3731608k total 3616684k used 114924k free 158584k buffers ,3731608,3616684,114924,158584,, 800%cpu 223%user 0%nice 61%sys 500%idle 3%iow 10%irq 3%sirq 0%host ,800,223,,61,,
47,231, Mem: 3731608k total 3596896k used 134712k free 158584k buffers ,3731608,3596896,134712,158584,, 800%cpu 187%user 0%nice 40%sys 563%idle 0%iow 7%irq 3%sirq 0%host ,800,187,,40,,
48,236, Mem: 3731608k total 3608380k used 123228k free 158584k buffers ,3731608,3608380,123228,158584,, 800%cpu 213%user 3%nice 63%sys 510%idle 3%iow 7%irq 0%sirq 0%host ,800,213,,63,,
49,241, Mem: 3731608k total 3594340k used 137268k free 158584k buffers ,3731608,3594340,137268,158584,, 800%cpu 227%user 0%nice 57%sys 510%idle 0%iow 3%irq 3%sirq 0%host ,800,227,,57,,
50,246, Mem: 3731608k total 3606816k used 124792k free 158584k buffers ,3731608,3606816,124792,158584,, 800%cpu 167%user 0%nice 57%sys 567%idle 0%iow 7%irq 3%sirq 0%host ,800,167,,57,,
51,251, Mem: 3731608k total 3599460k used 132148k free 158584k buffers ,3731608,3599460,132148,158584,, 800%cpu 173%user 0%nice 57%sys 567%idle 0%iow 3%irq 0%sirq 0%host ,800,173,,57,,
52,256, Mem: 3731608k total 3602168k used 129440k free 158584k buffers ,3731608,3602168,129440,158584,, 800%cpu 227%user 0%nice 60%sys 503%idle 0%iow 7%irq 3%sirq 0%host ,800,227,,60,,
53,261, Mem: 3731608k total 3614764k used 116844k free 158584k buffers ,3731608,3614764,116844,158584,, 800%cpu 177%user 0%nice 77%sys 537%idle 0%iow 10%irq 0%sirq 0%host ,800,177,,77,,
54,266, Mem: 3731608k total 3594516k used 137092k free 158584k buffers ,3731608,3594516,137092,158584,, 800%cpu 213%user 0%nice 53%sys 523%idle 0%iow 7%irq 3%sirq 0%host ,800,213,,53,,
55,271, Mem: 3731608k total 3610652k used 120956k free 158584k buffers ,3731608,3610652,120956,158584,, 800%cpu 207%user 0%nice 60%sys 523%idle 3%iow 3%irq 3%sirq 0%host ,800,207,,60,,
56,276, Mem: 3731608k total 3593740k used 137868k free 158584k buffers ,3731608,3593740,137868,158584,, 800%cpu 177%user 0%nice 63%sys 547%idle 0%iow 7%irq 7%sirq 0%host ,800,177,,63,,
57,281, Mem: 3731608k total 3606996k used 124612k free 158588k buffers ,3731608,3606996,124612,158588,, 800%cpu 180%user 0%nice 47%sys 567%idle 0%iow 7%irq 0%sirq 0%host ,800,180,,47,,
58,286, Mem: 3731608k total 3596828k used 134780k free 158592k buffers ,3731608,3596828,134780,158592,, 800%cpu 227%user 0%nice 57%sys 510%idle 0%iow 7%irq 0%sirq 0%host ,800,227,,57,,
59,291, Mem: 3731608k total 3591284k used 140324k free 158592k buffers ,3731608,3591284,140324,158592,, 800%cpu 174%user 0%nice 55%sys 561%idle 0%iow 10%irq 0%sirq 0%host ,800,174,,55,,
60,296, Mem: 3731608k total 3603072k used 128536k free 158592k buffers ,3731608,3603072,128536,158592,, 800%cpu 193%user 3%nice 63%sys 533%idle 0%iow 7%irq 0%sirq 0%host ,800,193,,63,,
