Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3395236k used 336372k free 144968k buffers ,3731608,3395236,336372,144968,, 800%cpu 141%user 17%nice 52%sys 583%idle 3%iow 3%irq 0%sirq 0%host ,800,141,,52,,
2,5, Mem: 3731608k total 3523812k used 207796k free 144200k buffers ,3731608,3523812,207796,144200,, 800%cpu 248%user 10%nice 35%sys 500%idle 0%iow 3%irq 3%sirq 0%host ,800,248,,35,,
3,10, Mem: 3731608k total 3522912k used 208696k free 144200k buffers ,3731608,3522912,208696,144200,, 800%cpu 271%user 6%nice 48%sys 458%idle 0%iow 13%irq 3%sirq 0%host ,800,271,,48,,
4,16, Mem: 3731608k total 3525120k used 206488k free 144200k buffers ,3731608,3525120,206488,144200,, 800%cpu 340%user 3%nice 57%sys 390%idle 0%iow 7%irq 3%sirq 0%host ,800,340,,57,,
5,21, Mem: 3731608k total 3524244k used 207364k free 144204k buffers ,3731608,3524244,207364,144204,, 800%cpu 307%user 0%nice 70%sys 417%idle 0%iow 3%irq 3%sirq 0%host ,800,307,,70,,
6,26, Mem: 3731608k total 3517516k used 214092k free 144204k buffers ,3731608,3517516,214092,144204,, 800%cpu 257%user 3%nice 57%sys 473%idle 3%iow 3%irq 3%sirq 0%host ,800,257,,57,,
7,31, Mem: 3731608k total 3517740k used 213868k free 144204k buffers ,3731608,3517740,213868,144204,, 800%cpu 274%user 3%nice 48%sys 471%idle 0%iow 3%irq 0%sirq 0%host ,800,274,,48,,
8,36, Mem: 3731608k total 3518896k used 212712k free 144204k buffers ,3731608,3518896,212712,144204,, 800%cpu 293%user 0%nice 53%sys 450%idle 0%iow 3%irq 0%sirq 0%host ,800,293,,53,,
9,41, Mem: 3731608k total 3517004k used 214604k free 144208k buffers ,3731608,3517004,214604,144208,, 800%cpu 294%user 3%nice 52%sys 452%idle 0%iow 0%irq 0%sirq 0%host ,800,294,,52,,
10,46, Mem: 3731608k total 3517200k used 214408k free 144208k buffers ,3731608,3517200,214408,144208,, 800%cpu 300%user 3%nice 50%sys 437%idle 0%iow 7%irq 3%sirq 0%host ,800,300,,50,,
11,51, Mem: 3731608k total 3519404k used 212204k free 144208k buffers ,3731608,3519404,212204,144208,, 800%cpu 270%user 0%nice 53%sys 470%idle 0%iow 7%irq 0%sirq 0%host ,800,270,,53,,
12,56, Mem: 3731608k total 3519652k used 211956k free 144208k buffers ,3731608,3519652,211956,144208,, 800%cpu 287%user 0%nice 53%sys 457%idle 0%iow 3%irq 0%sirq 0%host ,800,287,,53,,
13,61, Mem: 3731608k total 3518968k used 212640k free 144208k buffers ,3731608,3518968,212640,144208,, 800%cpu 297%user 3%nice 60%sys 433%idle 0%iow 3%irq 3%sirq 0%host ,800,297,,60,,
14,66, Mem: 3731608k total 3517720k used 213888k free 144208k buffers ,3731608,3517720,213888,144208,, 800%cpu 287%user 3%nice 52%sys 448%idle 0%iow 6%irq 3%sirq 0%host ,800,287,,52,,
15,71, Mem: 3731608k total 3521316k used 210292k free 144216k buffers ,3731608,3521316,210292,144216,, 800%cpu 270%user 0%nice 50%sys 473%idle 0%iow 3%irq 3%sirq 0%host ,800,270,,50,,
16,76, Mem: 3731608k total 3521124k used 210484k free 144216k buffers ,3731608,3521124,210484,144216,, 800%cpu 294%user 3%nice 61%sys 439%idle 0%iow 3%irq 0%sirq 0%host ,800,294,,61,,
17,81, Mem: 3731608k total 3522460k used 209148k free 144216k buffers ,3731608,3522460,209148,144216,, 800%cpu 265%user 3%nice 58%sys 468%idle 0%iow 3%irq 3%sirq 0%host ,800,265,,58,,
18,86, Mem: 3731608k total 3519408k used 212200k free 144216k buffers ,3731608,3519408,212200,144216,, 800%cpu 250%user 0%nice 43%sys 497%idle 0%iow 7%irq 3%sirq 0%host ,800,250,,43,,
19,91, Mem: 3731608k total 3519532k used 212076k free 144216k buffers ,3731608,3519532,212076,144216,, 800%cpu 261%user 13%nice 45%sys 474%idle 0%iow 3%irq 3%sirq 0%host ,800,261,,45,,
20,96, Mem: 3731608k total 3521248k used 210360k free 144216k buffers ,3731608,3521248,210360,144216,, 800%cpu 283%user 3%nice 50%sys 457%idle 0%iow 3%irq 3%sirq 0%host ,800,283,,50,,
21,101, Mem: 3731608k total 3519140k used 212468k free 144216k buffers ,3731608,3519140,212468,144216,, 800%cpu 267%user 3%nice 60%sys 467%idle 0%iow 3%irq 0%sirq 0%host ,800,267,,60,,
22,107, Mem: 3731608k total 3520132k used 211476k free 144216k buffers ,3731608,3520132,211476,144216,, 800%cpu 219%user 0%nice 55%sys 516%idle 0%iow 6%irq 3%sirq 0%host ,800,219,,55,,
23,112, Mem: 3731608k total 3522700k used 208908k free 144216k buffers ,3731608,3522700,208908,144216,, 800%cpu 317%user 0%nice 47%sys 433%idle 0%iow 0%irq 3%sirq 0%host ,800,317,,47,,
24,117, Mem: 3731608k total 3520312k used 211296k free 144216k buffers ,3731608,3520312,211296,144216,, 800%cpu 307%user 0%nice 67%sys 420%idle 0%iow 3%irq 3%sirq 0%host ,800,307,,67,,
25,122, Mem: 3731608k total 3519212k used 212396k free 144216k buffers ,3731608,3519212,212396,144216,, 800%cpu 290%user 3%nice 50%sys 447%idle 0%iow 7%irq 3%sirq 0%host ,800,290,,50,,
26,127, Mem: 3731608k total 3519068k used 212540k free 144216k buffers ,3731608,3519068,212540,144216,, 800%cpu 247%user 7%nice 57%sys 487%idle 0%iow 3%irq 0%sirq 0%host ,800,247,,57,,
27,132, Mem: 3731608k total 3522360k used 209248k free 144216k buffers ,3731608,3522360,209248,144216,, 800%cpu 265%user 0%nice 48%sys 484%idle 0%iow 3%irq 0%sirq 0%host ,800,265,,48,,
28,137, Mem: 3731608k total 3518828k used 212780k free 144220k buffers ,3731608,3518828,212780,144220,, 800%cpu 232%user 3%nice 55%sys 500%idle 0%iow 10%irq 0%sirq 0%host ,800,232,,55,,
