Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181114_073733,592,10013.0,16.91385135135135
20181114_073743,597,10015.0,16.775544388609717
20181114_073753,597,10015.0,16.775544388609717
20181114_073803,597,10014.0,16.77386934673367
20181114_073813,597,10016.0,16.77721943048576
20181114_073823,597,10014.0,16.77386934673367
20181114_073833,597,10015.0,16.775544388609717
20181114_073843,597,10015.0,16.775544388609717
20181114_073853,597,10014.0,16.77386934673367
20181114_073903,597,10015.0,16.775544388609717
20181114_073913,597,10015.0,16.775544388609717
20181114_073923,597,10015.0,16.775544388609717
20181114_073933,597,10014.0,16.77386934673367
20181114_073943,597,10015.0,16.775544388609717
20181114_073953,597,10014.0,16.77386934673367
20181114_074003,597,10015.0,16.775544388609717
20181114_074013,597,10014.0,16.77386934673367
20181114_074023,597,10015.0,16.775544388609717
20181114_074033,597,10015.0,16.775544388609717
20181114_074043,597,10015.0,16.775544388609717
20181114_074053,597,10014.0,16.77386934673367
20181114_074103,597,10015.0,16.775544388609717
20181114_074113,597,10014.0,16.77386934673367
20181114_074123,597,10014.0,16.77386934673367
20181114_074133,597,10015.0,16.775544388609717
20181114_074143,597,10014.0,16.77386934673367
20181114_074153,597,10016.0,16.77721943048576
20181114_074203,597,10014.0,16.77386934673367
20181114_074213,597,10015.0,16.775544388609717
