Timestamp,CpuTotal,CpuUser,CpuSystem,CpuIow,CpuIrqMemTotal,MemFreePID,Flags,Utime,Stime,Cutime,Cstime,Priority,NumThreads,StartTime,RSS
20181114_073723,,,,,,3731608,234108,4797,1077952832,84,15,0,0,10,26,63743809,24552
20181114_073753,,,,,,3731608,232972,4797,1077952832,3244,419,0,0,10,28,63743809,26636
20181114_073823,,,,,,3731608,231056,4797,1077952832,6388,829,0,0,10,27,63743809,26865
20181114_073853,,,,,,3731608,229172,4797,1077952832,9505,1247,0,0,10,27,63743809,26245
20181114_073923,,,,,,3731608,224796,4797,1077952832,12628,1660,0,0,10,26,63743809,26697
20181114_073953,,,,,,3731608,219760,4797,4211008,15739,2074,0,0,10,27,63743809,27820
20181114_074023,,,,,,3731608,225516,4797,1077952832,18867,2491,0,0,10,26,63743809,26201
20181114_074053,,,,,,3731608,225680,4797,1077952832,21987,2898,0,0,10,27,63743809,27482
20181114_074123,,,,,,3731608,214148,4797,1077952832,25082,3339,0,0,10,26,63743809,29163
20181114_074153,,,,,,3731608,225772,4797,1077952832,28203,3765,0,0,10,27,63743809,26631
