Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3411728,319880,124564,0.914278241,800,121,0.15125,48,0.06
2,5,3731608,3507640,223968,123424,0.939980834,800,320,0.4,60,0.075
3,10,3731608,3501736,229872,123436,0.938398674,800,252,0.315,52,0.065
4,15,3731608,3503544,228064,123436,0.938883184,800,337,0.42125,47,0.05875
5,20,3731608,3498676,232932,123440,0.937578652,800,284,0.355,58,0.0725
6,25,3731608,3498400,233208,123444,0.93750469,800,252,0.315,65,0.08125
7,30,3731608,3498196,233412,123448,0.937450022,800,271,0.33875,65,0.08125
8,35,3731608,3498088,233520,123452,0.93742108,800,287,0.35875,63,0.07875
9,40,3731608,3497272,234336,123452,0.937202407,800,293,0.36625,53,0.06625
10,45,3731608,3502600,229008,123480,0.93863021,800,259,0.32375,53,0.06625
11,50,3731608,3501524,230084,123480,0.938341862,800,297,0.37125,67,0.08375
12,55,3731608,3498648,232960,123480,0.937571149,800,281,0.35125,55,0.06875
13,60,3731608,3496296,235312,123480,0.936940858,800,253,0.31625,60,0.075
14,65,3731608,3498504,233104,123480,0.93753256,800,270,0.3375,63,0.07875
15,70,3731608,3496508,235100,123488,0.93699767,800,275,0.34375,41,0.05125
16,75,3731608,3498040,233568,123492,0.937408217,800,261,0.32625,45,0.05625
17,80,3731608,3497436,234172,123504,0.937246356,800,255,0.31875,55,0.06875
18,85,3731608,3496728,234880,123512,0.937056625,800,300,0.375,58,0.0725
19,90,3731608,3498556,233052,123512,0.937546495,800,281,0.35125,52,0.065
20,95,3731608,3499752,231856,123512,0.937867,800,241,0.30125,50,0.0625
21,100,3731608,3499172,232436,123512,0.937711571,800,319,0.39875,48,0.06
22,105,3731608,3496296,235312,123516,0.936940858,800,319,0.39875,55,0.06875
23,110,3731608,3498012,233596,123528,0.937400713,800,290,0.3625,50,0.0625
24,115,3731608,3499108,232500,123536,0.93769442,800,280,0.35,50,0.0625
25,120,3731608,3499848,231760,123540,0.937892726,800,290,0.3625,61,0.07625
26,125,3731608,3498924,232684,123540,0.937645112,800,293,0.36625,53,0.06625
27,130,3731608,3497576,234032,123540,0.937283873,800,277,0.34625,43,0.05375
28,136,3731608,3499312,232296,123540,0.937749088,800,310,0.3875,43,0.05375
29,141,3731608,3499400,232208,123540,0.937772671,800,284,0.355,52,0.065
30,146,3731608,3502828,228780,123544,0.938691309,800,235,0.29375,52,0.065
31,151,3731608,3503668,227940,123544,0.938916414,800,241,0.30125,47,0.05875
32,156,3731608,3501952,229656,123556,0.938456558,800,290,0.3625,58,0.0725
33,161,3731608,3500840,230768,123556,0.938158563,800,233,0.29125,53,0.06625
34,166,3731608,3500856,230752,123556,0.938162851,800,240,0.3,60,0.075
35,171,3731608,3504328,227280,123556,0.939093281,800,297,0.37125,30,0.0375
36,176,3731608,3502068,229540,123556,0.938487644,800,258,0.3225,42,0.0525
37,182,3731608,3501348,230260,123556,0.938294698,800,277,0.34625,53,0.06625
38,187,3731608,3500712,230896,123556,0.938124262,800,240,0.3,47,0.05875
39,192,3731608,3504980,226628,123572,0.939268005,800,297,0.37125,58,0.0725
40,197,3731608,3505648,225960,123584,0.939447016,800,206,0.2575,50,0.0625
41,202,3731608,3502664,228944,123584,0.938647361,800,220,0.275,67,0.08375
42,207,3731608,3501708,229900,123584,0.938391171,800,229,0.28625,52,0.065
43,212,3731608,3501664,229944,123584,0.93837938,800,255,0.31875,52,0.065
44,217,3731608,3500020,231588,123584,0.937938819,800,270,0.3375,50,0.0625
45,222,3731608,3503536,228072,123584,0.93888104,800,245,0.30625,58,0.0725
46,227,3731608,3502184,229424,123596,0.93851873,800,209,0.26125,56,0.07
47,232,3731608,3501692,229916,123596,0.938386883,800,239,0.29875,48,0.06
48,237,3731608,3501780,229828,123596,0.938410465,800,218,0.2725,41,0.05125
49,242,3731608,3500772,230836,123596,0.938140341,800,260,0.325,50,0.0625
50,247,3731608,3503872,227736,123596,0.938971082,800,177,0.22125,55,0.06875
51,252,3731608,3503452,228156,123604,0.93885853,800,232,0.29,48,0.06
52,257,3731608,3501956,229652,123608,0.93845763,800,267,0.33375,53,0.06625
53,262,3731608,3520312,211296,123672,0.943376689,800,222,0.2775,50,0.0625
54,267,3731608,3517552,214056,123692,0.942637062,800,206,0.2575,55,0.06875
55,272,3731608,3516172,215436,123700,0.942267248,800,213,0.26625,71,0.08875
56,277,3731608,3519576,212032,123704,0.943179455,800,191,0.23875,41,0.05125
57,282,3731608,3516764,214844,123704,0.942425893,800,273,0.34125,47,0.05875
58,287,3731608,3522488,209120,123704,0.943959816,800,219,0.27375,39,0.04875
59,292,3731608,3518960,212648,123704,0.943014379,800,231,0.28875,59,0.07375
60,298,3731608,3517744,213864,123708,0.942688514,800,287,0.35875,57,0.07125
61,303,3731608,3520148,211460,123712,0.94333274,800,224,0.28,58,0.0725
62,308,3731608,3523440,208168,123712,0.944214934,800,261,0.32625,52,0.065
63,313,3731608,3521184,210424,123712,0.943610369,800,237,0.29625,43,0.05375
64,318,3731608,3524104,207504,123716,0.944392873,800,247,0.30875,57,0.07125
65,323,3731608,3521312,210296,123716,0.94364467,800,290,0.3625,55,0.06875
66,328,3731608,3518740,212868,123732,0.942955423,800,263,0.32875,43,0.05375
67,333,3731608,3522028,209580,123740,0.943836544,800,265,0.33125,48,0.06
68,338,3731608,3521992,209616,123740,0.943826897,800,213,0.26625,48,0.06
69,344,3731608,3523276,208332,123740,0.944170985,800,257,0.32125,57,0.07125
70,349,3731608,3521612,209996,123740,0.943725064,800,241,0.30125,47,0.05875
71,354,3731608,3519804,211804,123740,0.943240555,800,185,0.23125,55,0.06875
72,359,3731608,3523172,208436,123740,0.944143115,800,219,0.27375,66,0.0825
73,364,3731608,3523164,208444,123744,0.944140971,800,219,0.27375,44,0.055
74,369,3731608,3523760,207848,123752,0.944300688,800,243,0.30375,50,0.0625
75,374,3731608,3522860,208748,123752,0.944059505,800,219,0.27375,52,0.065
76,379,3731608,3525616,205992,123752,0.94479806,800,228,0.285,44,0.055
77,384,3731608,3522104,209504,123752,0.943856911,800,287,0.35875,52,0.065
78,389,3731608,3524984,206624,123764,0.944628696,800,181,0.22625,35,0.04375
79,394,3731608,3520788,210820,123764,0.943504248,800,232,0.29,55,0.06875
80,399,3731608,3523588,208020,123764,0.944254595,800,228,0.285,56,0.07
81,404,3731608,3521580,210028,123764,0.943716489,800,232,0.29,35,0.04375
82,409,3731608,3520524,211084,123764,0.943433501,800,250,0.3125,53,0.06625
83,414,3731608,3524568,207040,123764,0.944517216,800,250,0.3125,47,0.05875
84,419,3731608,3523024,208584,123764,0.944103454,800,226,0.2825,55,0.06875
85,424,3731608,3524236,207372,123764,0.944428246,800,277,0.34625,43,0.05375
86,429,3731608,3522604,209004,123764,0.943990902,800,232,0.29,55,0.06875
87,434,3731608,3519920,211688,123764,0.943271641,800,274,0.3425,68,0.085
88,439,3731608,3523876,207732,123768,0.944331773,800,216,0.27,55,0.06875
89,444,3731608,3521804,209804,123772,0.943776517,800,213,0.26625,45,0.05625
90,449,3731608,3525164,206444,123792,0.944676933,800,263,0.32875,57,0.07125
91,454,3731608,3524100,207508,123792,0.944391801,800,213,0.26625,56,0.07
92,459,3731608,3525004,206604,123792,0.944634056,800,303,0.37875,55,0.06875
93,464,3731608,3522816,208792,123792,0.944047713,800,277,0.34625,61,0.07625
94,469,3731608,3524260,207348,123792,0.944434678,800,256,0.32,34,0.0425
95,474,3731608,3525540,206068,123792,0.944777694,800,265,0.33125,42,0.0525
96,479,3731608,3523376,208232,123800,0.944197783,800,290,0.3625,52,0.065
97,484,3731608,3527048,204560,123812,0.945181809,800,242,0.3025,68,0.085
98,489,3731608,3525256,206352,123816,0.944701587,800,244,0.305,63,0.07875
99,494,3731608,3527892,203716,123820,0.945407985,800,252,0.315,48,0.06
100,499,3731608,3525720,205888,123828,0.94482593,800,268,0.335,55,0.06875
101,504,3731608,3528200,203408,123832,0.945490523,800,206,0.2575,45,0.05625
102,509,3731608,3528224,203384,123848,0.945496955,800,265,0.33125,52,0.065
103,514,3731608,3531784,199824,123848,0.946450967,800,239,0.29875,42,0.0525
104,520,3731608,3528820,202788,123852,0.945656671,800,250,0.3125,56,0.07
105,525,3731608,3531104,200504,123852,0.94626874,800,281,0.35125,45,0.05625
106,530,3731608,3529448,202160,123852,0.945824963,800,258,0.3225,58,0.0725
107,535,3731608,3530356,201252,123852,0.94606829,800,239,0.29875,45,0.05625
108,540,3731608,3532600,199008,123852,0.946669639,800,343,0.42875,53,0.06625
109,545,3731608,3531544,200064,123852,0.946386652,800,259,0.32375,63,0.07875
110,550,3731608,3533524,198084,123860,0.946917254,800,258,0.3225,55,0.06875
111,555,3731608,3529136,202472,123868,0.945741353,800,310,0.3875,55,0.06875
112,560,3731608,3531428,200180,123868,0.946355566,800,245,0.30625,48,0.06
113,565,3731608,3527084,204524,123872,0.945191456,800,242,0.3025,55,0.06875
114,570,3731608,3527200,204408,123892,0.945222542,800,194,0.2425,65,0.08125
115,575,3731608,3529572,202036,123892,0.945858193,800,271,0.33875,42,0.0525
116,580,3731608,3526772,204836,123892,0.945107846,800,234,0.2925,63,0.07875
117,585,3731608,3527912,203696,123896,0.945413345,800,287,0.35875,45,0.05625
118,590,3731608,3532720,198888,123896,0.946701797,800,233,0.29125,45,0.05625
119,595,3731608,3529780,201828,123900,0.945913933,800,248,0.31,58,0.0725
120,600,3731608,3531352,200256,123900,0.946335199,800,216,0.27,50,0.0625
121,605,3731608,3534040,197568,123904,0.947055532,800,253,0.31625,63,0.07875
122,610,3731608,3532240,199368,123916,0.946573166,800,213,0.26625,48,0.06
123,615,3731608,3529288,202320,123920,0.945782086,800,216,0.27,56,0.07
124,620,3731608,3532376,199232,123920,0.946609612,800,290,0.3625,58,0.0725
125,625,3731608,3528812,202796,123924,0.945654527,800,245,0.30625,55,0.06875
126,630,3731608,3529052,202556,123924,0.945718843,800,271,0.33875,58,0.0725
127,635,3731608,3534208,197400,123924,0.947100553,800,225,0.28125,56,0.07
128,640,3731608,3530596,201012,123940,0.946132606,800,219,0.27375,48,0.06
129,645,3731608,3531568,200040,123952,0.946393083,800,219,0.27375,52,0.065
130,650,3731608,3529664,201944,123956,0.945882847,800,248,0.31,48,0.06
131,655,3731608,3530924,200684,123956,0.946220503,800,287,0.35875,61,0.07625
132,660,3731608,3534788,196820,123956,0.947255982,800,258,0.3225,55,0.06875
133,665,3731608,3531264,200344,123956,0.946311617,800,213,0.26625,44,0.055
134,670,3731608,3535648,195960,123964,0.947486446,800,200,0.25,58,0.0725
135,675,3731608,3534392,197216,123964,0.947149861,800,268,0.335,65,0.08125
136,680,3731608,3535412,196196,123964,0.947423202,800,245,0.30625,52,0.065
137,685,3731608,3532808,198800,123964,0.94672538,800,281,0.35125,58,0.0725
138,690,3731608,3535996,195612,123968,0.947579703,800,242,0.3025,58,0.0725
139,695,3731608,3534636,196972,123968,0.947215249,800,255,0.31875,55,0.06875
140,700,3731608,3533456,198152,123972,0.946899031,800,230,0.2875,57,0.07125
141,705,3731608,3532876,198732,123976,0.946743602,800,206,0.2575,44,0.055
142,710,3731608,3537844,193764,123976,0.948074932,800,240,0.3,60,0.075
143,715,3731608,3534048,197560,123976,0.947057676,800,288,0.36,63,0.07875
144,720,3731608,3536436,195172,123976,0.947697615,800,222,0.2775,50,0.0625
145,725,3731608,3533788,197820,123976,0.946988001,800,256,0.32,56,0.07
146,730,3731608,3536140,195468,123988,0.947618292,800,285,0.35625,48,0.06
147,735,3731608,3540136,191472,123988,0.948689144,800,253,0.31625,63,0.07875
148,740,3731608,3535704,195904,123992,0.947501452,800,276,0.345,48,0.06
149,745,3731608,3538836,192772,123992,0.948340769,800,334,0.4175,56,0.07
150,750,3731608,3540580,191028,123992,0.948808128,800,278,0.3475,59,0.07375
151,755,3731608,3535300,196308,123992,0.947393188,800,214,0.2675,63,0.07875
152,760,3731608,3538640,192968,123992,0.948288245,800,300,0.375,47,0.05875
153,765,3731608,3532220,199388,123996,0.946567807,800,275,0.34375,69,0.08625
154,770,3731608,3535904,195704,123996,0.947555049,800,269,0.33625,59,0.07375
155,775,3731608,3538756,192852,123996,0.94831933,800,266,0.3325,63,0.07875
156,780,3731608,3535884,195724,124008,0.947549689,800,306,0.3825,56,0.07
157,785,3731608,3538828,192780,124012,0.948338625,800,266,0.3325,53,0.06625
158,790,3731608,3540860,190748,124028,0.948883162,800,253,0.31625,66,0.0825
159,795,3731608,3528548,203060,124028,0.945583781,800,238,0.2975,81,0.10125
160,800,3731608,3529048,202560,124028,0.945717771,800,313,0.39125,69,0.08625
161,805,3731608,3530364,201244,124028,0.946070434,800,281,0.35125,56,0.07
162,810,3731608,3528960,202648,124028,0.945694189,800,224,0.28,48,0.06
163,815,3731608,3526504,205104,124028,0.945036027,800,279,0.34875,64,0.08
164,820,3731608,3527000,204608,124028,0.945168946,800,256,0.32,53,0.06625
165,825,3731608,3524576,207032,124032,0.94451936,800,241,0.30125,72,0.09
166,830,3731608,3528400,203208,124032,0.945544119,800,275,0.34375,59,0.07375
167,835,3731608,3528304,203304,124032,0.945518393,800,275,0.34375,53,0.06625
168,840,3731608,3526584,205024,124032,0.945057466,800,291,0.36375,72,0.09
169,845,3731608,3526300,205308,124032,0.944981359,800,291,0.36375,59,0.07375
170,850,3731608,3527688,203920,124052,0.945353317,800,313,0.39125,66,0.0825
171,855,3731608,3532584,199024,124052,0.946665352,800,233,0.29125,58,0.0725
172,860,3731608,3530988,200620,124052,0.946237654,800,253,0.31625,50,0.0625
173,865,3731608,3529920,201688,124052,0.94595145,800,253,0.31625,66,0.0825
174,870,3731608,3528700,202908,124052,0.945624514,800,227,0.28375,58,0.0725
175,875,3731608,3528792,202816,124060,0.945649168,800,313,0.39125,81,0.10125
176,880,3731608,3533976,197632,124060,0.947038381,800,228,0.285,72,0.09
177,885,3731608,3533796,197812,124060,0.946990145,800,258,0.3225,70,0.0875
178,890,3731608,3529796,201812,124060,0.945918221,800,241,0.30125,63,0.07875
179,895,3731608,3529576,202032,124060,0.945859265,800,242,0.3025,64,0.08
180,900,3731608,3529740,201868,124060,0.945903214,800,291,0.36375,63,0.07875
181,905,3731608,3527276,204332,124068,0.945242909,800,312,0.39,79,0.09875
182,910,3731608,3527136,204472,124076,0.945205391,800,228,0.285,72,0.09
183,915,3731608,3532960,198648,124076,0.946766113,800,300,0.375,78,0.0975
184,920,3731608,3533076,198532,124080,0.946797198,800,253,0.31625,72,0.09
185,925,3731608,3532056,199552,124080,0.946523858,800,309,0.38625,81,0.10125
186,930,3731608,3529928,201680,124080,0.945953594,800,259,0.32375,72,0.09
187,935,3731608,3529728,201880,124080,0.945899998,800,306,0.3825,78,0.0975
188,940,3731608,3534032,197576,124080,0.947053388,800,269,0.33625,69,0.08625
189,945,3731608,3535256,196352,124092,0.947381397,800,241,0.30125,69,0.08625
190,950,3731608,3537140,194468,124092,0.947886273,800,238,0.2975,91,0.11375
191,955,3731608,3532264,199344,124100,0.946579598,800,263,0.32875,75,0.09375
