Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
0,1.93026E+14,1.93026E+14,134.746055,1.93026E+14,1.93026E+14,220.890439,tulips,0.7523274,,,355.636494,,0,2,,264778.4303,,roses
0,1.93026E+14,1.93026E+14,98.979958,1.93026E+14,1.93026E+14,71.862091,tulips,0.96425015,,,170.842049,,1,5,,,,
1,1.93026E+14,1.93026E+14,99.427875,1.93026E+14,1.93026E+14,70.840788,roses,0.6843507,,,170.268663,,2,5,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
1,1.93026E+14,1.93026E+14,97.926625,1.93026E+14,1.93026E+14,70.586934,roses,0.7737655,,,168.513559,,3,5,,178.5424345,,1483
1,1.93026E+14,1.93027E+14,97.355009,1.93027E+14,1.93027E+14,74.631934,roses,0.8097195,,,171.986943,,4,5,,,,
1,1.93027E+14,1.93027E+14,97.49751,1.93027E+14,1.93027E+14,72.834955,roses,0.8056051,,,170.332465,,5,5,,Avg Class per Sec,,((TOTAL TP CONFIDENCE))
1,1.93027E+14,1.93027E+14,99.631572,1.93027E+14,1.93027E+14,70.634903,roses,0.71679884,,,170.266475,,6,5,,4.926910299,,688.0784969
2,1.93027E+14,1.93027E+14,98.063134,1.93027E+14,1.93027E+14,68.201777,roses,0.7997031,,,166.264911,,7,5,,,,
2,1.93027E+14,1.93027E+14,97.477613,1.93027E+14,1.93027E+14,76.303758,roses,0.63989496,,,173.781371,,8,5,,Avg TP Confidence,,
2,1.93027E+14,1.93028E+14,98.987458,1.93028E+14,1.93028E+14,82.421154,roses,0.73749804,,,181.408612,,9,5,,0.597290362,,
2,1.93028E+14,1.93028E+14,99.906052,1.93028E+14,1.93028E+14,75.711674,roses,0.7524958,,,175.617726,,10,5,,,,
