Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3461812k used 269796k free 136476k buffers ,3731608,3461812,269796,136476,, 800%cpu 328%user 0%nice 63%sys 400%idle 0%iow 6%irq 3%sirq 0%host ,800,328,,63,,
2,5, Mem: 3731608k total 3468228k used 263380k free 136476k buffers ,3731608,3468228,263380,136476,, 800%cpu 276%user 3%nice 70%sys 445%idle 0%iow 6%irq 0%sirq 0%host ,800,276,,70,,
3,10, Mem: 3731608k total 3472648k used 258960k free 136476k buffers ,3731608,3472648,258960,136476,, 800%cpu 285%user 0%nice 71%sys 441%idle 0%iow 3%irq 0%sirq 0%host ,800,285,,71,,
4,15, Mem: 3731608k total 3479092k used 252516k free 136476k buffers ,3731608,3479092,252516,136476,, 800%cpu 370%user 0%nice 67%sys 355%idle 0%iow 6%irq 3%sirq 0%host ,800,370,,67,,
5,20, Mem: 3731608k total 3486188k used 245420k free 136476k buffers ,3731608,3486188,245420,136476,, 800%cpu 300%user 0%nice 64%sys 430%idle 0%iow 3%irq 3%sirq 0%host ,800,300,,64,,
6,25, Mem: 3731608k total 3456296k used 275312k free 136476k buffers ,3731608,3456296,275312,136476,, 800%cpu 336%user 0%nice 70%sys 385%idle 0%iow 6%irq 3%sirq 0%host ,800,336,,70,,
7,30, Mem: 3731608k total 3459928k used 271680k free 136476k buffers ,3731608,3459928,271680,136476,, 800%cpu 319%user 0%nice 78%sys 391%idle 0%iow 9%irq 3%sirq 0%host ,800,319,,78,,
8,35, Mem: 3731608k total 3465596k used 266012k free 136476k buffers ,3731608,3465596,266012,136476,, 800%cpu 245%user 3%nice 45%sys 494%idle 0%iow 9%irq 3%sirq 0%host ,800,245,,45,,
9,40, Mem: 3731608k total 3476216k used 255392k free 136476k buffers ,3731608,3476216,255392,136476,, 800%cpu 300%user 0%nice 63%sys 428%idle 0%iow 6%irq 3%sirq 0%host ,800,300,,63,,
10,45, Mem: 3731608k total 3482492k used 249116k free 136476k buffers ,3731608,3482492,249116,136476,, 800%cpu 256%user 0%nice 56%sys 481%idle 0%iow 6%irq 0%sirq 0%host ,800,256,,56,,
