Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3518276k used 213332k free 143576k buffers ,3731608,3518276,213332,143576,, 800%cpu 303%user 0%nice 61%sys 429%idle 0%iow 6%irq 0%sirq 0%host ,800,303,,61,,
2,5, Mem: 3731608k total 3519964k used 211644k free 143576k buffers ,3731608,3519964,211644,143576,, 800%cpu 213%user 0%nice 58%sys 519%idle 0%iow 6%irq 3%sirq 0%host ,800,213,,58,,
3,10, Mem: 3731608k total 3518704k used 212904k free 143576k buffers ,3731608,3518704,212904,143576,, 800%cpu 256%user 0%nice 53%sys 478%idle 0%iow 9%irq 3%sirq 0%host ,800,256,,53,,
4,15, Mem: 3731608k total 3520264k used 211344k free 143576k buffers ,3731608,3520264,211344,143576,, 800%cpu 268%user 0%nice 52%sys 471%idle 0%iow 6%irq 3%sirq 0%host ,800,268,,52,,
5,20, Mem: 3731608k total 3518892k used 212716k free 143576k buffers ,3731608,3518892,212716,143576,, 800%cpu 200%user 0%nice 47%sys 538%idle 0%iow 13%irq 3%sirq 0%host ,800,200,,47,,
6,25, Mem: 3731608k total 3518092k used 213516k free 143576k buffers ,3731608,3518092,213516,143576,, 800%cpu 284%user 6%nice 59%sys 444%idle 0%iow 6%irq 0%sirq 0%host ,800,284,,59,,
7,30, Mem: 3731608k total 3513176k used 218432k free 143580k buffers ,3731608,3513176,218432,143580,, 800%cpu 221%user 3%nice 64%sys 503%idle 0%iow 6%irq 3%sirq 0%host ,800,221,,64,,
8,35, Mem: 3731608k total 3518040k used 213568k free 143580k buffers ,3731608,3518040,213568,143580,, 800%cpu 256%user 0%nice 59%sys 475%idle 0%iow 9%irq 0%sirq 0%host ,800,256,,59,,
9,40, Mem: 3731608k total 3519912k used 211696k free 143580k buffers ,3731608,3519912,211696,143580,, 800%cpu 200%user 0%nice 63%sys 528%idle 0%iow 9%irq 0%sirq 0%host ,800,200,,63,,
10,45, Mem: 3731608k total 3515004k used 216604k free 143580k buffers ,3731608,3515004,216604,143580,, 800%cpu 294%user 0%nice 55%sys 439%idle 0%iow 10%irq 3%sirq 0%host ,800,294,,55,,
11,50, Mem: 3731608k total 3512476k used 219132k free 143580k buffers ,3731608,3512476,219132,143580,, 800%cpu 206%user 3%nice 61%sys 523%idle 0%iow 3%irq 3%sirq 0%host ,800,206,,61,,
