Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Num,FPS,Min FPS
0,1.15E+14,1.15E+14,50.793176,2,,,0,42,42
0,1.15E+14,1.15E+14,267.005824,15,,,1,60,
0,1.15E+14,1.15E+14,18.45864,1,,,2,59,Max FPS
0,1.15E+14,1.15E+14,66.777868,3,,,3,60,60
0,1.15E+14,1.15E+14,17.109578,0,,,4,60,
0,1.15E+14,1.15E+14,16.778319,0,,,5,59,Avg FPS
0,1.15E+14,1.15E+14,16.777712,0,,,6,60,59.47840532
0,1.15E+14,1.15E+14,16.777585,0,,,7,59,
0,1.15E+14,1.15E+14,16.77726,0,,,8,60,
0,1.15E+14,1.15E+14,16.777249,0,,,9,60,
0,1.15E+14,1.15E+14,16.777306,0,,,10,59,
0,1.15E+14,1.15E+14,16.776729,0,,,11,60,
0,1.15E+14,1.15E+14,16.777261,0,,,12,59,
0,1.15E+14,1.15E+14,16.777042,0,,,13,60,
0,1.15E+14,1.15E+14,16.776968,0,,,14,60,
0,1.15E+14,1.15E+14,16.776845,0,,,15,59,
0,1.15E+14,1.15E+14,16.777103,0,,,16,60,
0,1.15E+14,1.15E+14,16.77663,0,,,17,59,
0,1.15E+14,1.15E+14,16.777021,0,,,18,60,
0,1.15E+14,1.15E+14,16.776734,0,,,19,60,
0,1.15E+14,1.15E+14,16.776473,0,,,20,59,
0,1.15E+14,1.15E+14,16.775928,0,,,21,60,
0,1.15E+14,1.15E+14,16.776474,0,,,22,59,
0,1.15E+14,1.15E+14,16.776535,0,,,23,60,
0,1.15E+14,1.15E+14,16.776498,0,,,24,60,
0,1.15E+14,1.15E+14,16.776072,0,,,25,59,
0,1.15E+14,1.15E+14,16.776279,0,,,26,60,
0,1.15E+14,1.15E+14,16.776438,0,,,27,59,
0,1.15E+14,1.15E+14,16.776675,0,,,28,60,
0,1.15E+14,1.15E+14,16.776596,0,,,29,60,
0,1.15E+14,1.15E+14,16.776777,0,,,30,59,
0,1.15E+14,1.15E+14,16.776485,0,,,31,60,
0,1.15E+14,1.15E+14,16.776871,0,,,32,59,
0,1.15E+14,1.15E+14,16.776436,0,,,33,60,
0,1.15E+14,1.15E+14,16.776853,0,,,34,60,
0,1.15E+14,1.15E+14,16.776808,0,,,35,59,
0,1.15E+14,1.15E+14,16.776647,0,,,36,60,
0,1.15E+14,1.15E+14,16.776381,0,,,37,59,
0,1.15E+14,1.15E+14,16.776199,0,,,38,60,
0,1.15E+14,1.15E+14,16.776089,0,,,39,60,
0,1.15E+14,1.15E+14,16.77633,0,,,40,59,
0,1.15E+14,1.15E+14,16.776129,0,,,41,60,
1,1.15E+14,1.15E+14,16.776243,0,,,42,59,
1,1.15E+14,1.15E+14,16.776121,0,,,43,60,
1,1.15E+14,1.15E+14,16.776227,0,,,44,60,
1,1.15E+14,1.15E+14,16.776084,0,,,45,59,
1,1.15E+14,1.15E+14,16.776342,0,,,46,60,
1,1.15E+14,1.15E+14,16.776322,0,,,47,60,
1,1.15E+14,1.15E+14,16.776448,0,,,48,59,
1,1.15E+14,1.15E+14,16.776361,0,,,49,60,
1,1.15E+14,1.15E+14,16.776038,0,,,50,59,
1,1.15E+14,1.15E+14,16.775956,0,,,51,60,
1,1.15E+14,1.15E+14,16.77636,0,,,52,60,
1,1.15E+14,1.15E+14,16.776237,0,,,53,59,
1,1.15E+14,1.15E+14,16.776177,0,,,54,60,
1,1.15E+14,1.15E+14,16.776056,0,,,55,59,
1,1.15E+14,1.15E+14,16.776181,0,,,56,60,
1,1.15E+14,1.15E+14,16.77615,0,,,57,59,
1,1.15E+14,1.15E+14,16.77624,0,,,58,60,
1,1.15E+14,1.15E+14,16.776382,0,,,59,60,
1,1.15E+14,1.15E+14,16.776074,0,,,60,59,
1,1.15E+14,1.15E+14,16.776016,0,,,61,60,
1,1.15E+14,1.15E+14,16.776055,0,,,62,60,
1,1.15E+14,1.15E+14,16.776108,0,,,63,59,
1,1.15E+14,1.15E+14,16.775662,0,,,64,60,
1,1.15E+14,1.15E+14,16.775972,0,,,65,59,
1,1.15E+14,1.15E+14,16.776044,0,,,66,60,
1,1.15E+14,1.15E+14,16.776011,0,,,67,59,
1,1.15E+14,1.15E+14,16.776241,0,,,68,60,
1,1.15E+14,1.15E+14,16.776103,0,,,69,60,
1,1.15E+14,1.15E+14,16.776055,0,,,70,59,
1,1.15E+14,1.15E+14,16.776081,0,,,71,60,
1,1.15E+14,1.15E+14,16.775913,0,,,72,59,
1,1.15E+14,1.15E+14,16.775746,0,,,73,60,
1,1.15E+14,1.15E+14,16.775752,0,,,74,60,
1,1.15E+14,1.15E+14,16.775948,0,,,75,59,
1,1.15E+14,1.15E+14,16.776044,0,,,76,60,
1,1.15E+14,1.15E+14,16.775949,0,,,77,59,
1,1.15E+14,1.15E+14,16.775806,0,,,78,60,
1,1.15E+14,1.15E+14,16.775873,0,,,79,60,
1,1.15E+14,1.15E+14,16.775902,0,,,80,59,
1,1.15E+14,1.15E+14,16.77595,0,,,81,60,
1,1.15E+14,1.15E+14,16.775868,0,,,82,59,
1,1.15E+14,1.15E+14,16.775789,0,,,83,60,
1,1.15E+14,1.15E+14,16.775925,0,,,84,60,
1,1.15E+14,1.15E+14,16.775778,0,,,85,59,
1,1.15E+14,1.15E+14,16.775848,0,,,86,60,
1,1.15E+14,1.15E+14,16.776109,0,,,87,59,
1,1.15E+14,1.15E+14,16.776117,0,,,88,60,
1,1.15E+14,1.15E+14,16.775982,0,,,89,60,
1,1.15E+14,1.15E+14,16.776131,0,,,90,59,
1,1.15E+14,1.15E+14,16.776023,0,,,91,60,
1,1.15E+14,1.15E+14,16.776088,0,,,92,59,
1,1.15E+14,1.15E+14,16.775779,0,,,93,60,
1,1.15E+14,1.15E+14,16.775897,0,,,94,60,
1,1.15E+14,1.15E+14,16.775502,0,,,95,59,
1,1.15E+14,1.15E+14,16.775924,0,,,96,60,
1,1.15E+14,1.15E+14,16.775892,0,,,97,59,
1,1.15E+14,1.15E+14,16.775818,0,,,98,60,
1,1.15E+14,1.15E+14,16.775351,0,,,99,60,
1,1.15E+14,1.15E+14,16.775579,0,,,100,59,
1,1.15E+14,1.15E+14,16.775277,0,,,101,60,
2,1.15E+14,1.15E+14,16.775598,0,,,102,59,
2,1.15E+14,1.15E+14,16.775644,0,,,103,60,
2,1.15E+14,1.15E+14,16.775791,0,,,104,60,
2,1.15E+14,1.15E+14,16.776193,0,,,105,59,
2,1.15E+14,1.15E+14,16.775937,0,,,106,60,
2,1.15E+14,1.15E+14,16.775575,0,,,107,59,
2,1.15E+14,1.15E+14,16.77574,0,,,108,60,
2,1.15E+14,1.15E+14,16.775943,0,,,109,60,
2,1.15E+14,1.15E+14,16.776049,0,,,110,59,
2,1.15E+14,1.15E+14,16.775836,0,,,111,60,
2,1.15E+14,1.15E+14,16.776092,0,,,112,59,
2,1.15E+14,1.15E+14,16.77573,0,,,113,60,
2,1.15E+14,1.15E+14,16.775983,0,,,114,60,
2,1.15E+14,1.15E+14,16.775693,0,,,115,59,
2,1.15E+14,1.15E+14,16.775837,0,,,116,60,
2,1.15E+14,1.15E+14,16.775681,0,,,117,59,
2,1.15E+14,1.15E+14,16.775928,0,,,118,60,
2,1.15E+14,1.15E+14,16.775602,0,,,119,60,
2,1.15E+14,1.15E+14,16.775827,0,,,120,59,
2,1.15E+14,1.15E+14,16.775849,0,,,121,60,
2,1.15E+14,1.15E+14,16.775896,0,,,122,59,
2,1.15E+14,1.15E+14,16.77594,0,,,123,60,
2,1.15E+14,1.15E+14,16.775988,0,,,124,60,
2,1.15E+14,1.15E+14,16.775762,0,,,125,59,
2,1.15E+14,1.15E+14,16.774275,0,,,126,60,
2,1.15E+14,1.15E+14,16.774013,0,,,127,59,
2,1.15E+14,1.15E+14,16.77505,0,,,128,60,
2,1.15E+14,1.15E+14,16.775412,0,,,129,60,
