Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
0,1.79524E+14,1.79524E+14,134.702566,1.79524E+14,1.79524E+14,216.905907,daisy,0.79891926,,,351.608473,,0,2,,263150.0903,,daisy
0,1.79524E+14,1.79525E+14,98.005635,1.79525E+14,1.79525E+14,69.409538,daisy,0.84984815,,,167.415173,,1,5,,,,
1,1.79525E+14,1.79525E+14,98.184332,1.79525E+14,1.79525E+14,68.674225,daisy,0.8280111,,,166.858557,,2,5,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
1,1.79525E+14,1.79525E+14,97.728551,1.79525E+14,1.79525E+14,69.42959,daisy,0.8636562,,,167.158141,,3,5,,174.8505583,,1505
1,1.79525E+14,1.79525E+14,97.190999,1.79525E+14,1.79525E+14,68.925007,daisy,0.8793211,,,166.116006,,4,5,,,,
1,1.79525E+14,1.79525E+14,97.460322,1.79525E+14,1.79525E+14,72.746049,daisy,0.8833595,,,170.206371,,5,5,,Avg Class per Sec,,
1,1.79525E+14,1.79525E+14,98.806103,1.79525E+14,1.79526E+14,73.948654,daisy,0.87606126,,,172.754757,,6,5,,5,,
2,1.79526E+14,1.79526E+14,97.85501,1.79526E+14,1.79526E+14,75.102039,daisy,0.85505545,,,172.957049,,7,5,,,,
2,1.79526E+14,1.79526E+14,99.493917,1.79526E+14,1.79526E+14,77.778966,daisy,0.89645565,,,177.272883,,8,5,,Total Classifications,,
2,1.79526E+14,1.79526E+14,103.080739,1.79526E+14,1.79526E+14,74.769434,daisy,0.8788727,,,177.850173,,9,5,,1505,,
2,1.79526E+14,1.79526E+14,101.420427,1.79526E+14,1.79526E+14,80.985581,daisy,0.9386417,,,182.406008,,10,4,,,,
2,1.79526E+14,1.79526E+14,99.440062,1.79526E+14,1.79527E+14,75.356935,daisy,0.8689925,,,174.796997,,11,6,,True Positives,,
3,1.79527E+14,1.79527E+14,97.974333,1.79527E+14,1.79527E+14,74.360945,daisy,0.89308107,,,172.335278,,12,5,,1505,,
3,1.79527E+14,1.79527E+14,100.037145,1.79527E+14,1.79527E+14,79.800945,daisy,0.8990531,,,179.83809,,13,5,,,,
3,1.79527E+14,1.79527E+14,100.57928,1.79527E+14,1.79527E+14,72.664642,daisy,0.887031,,,173.243922,,14,5,,False Negatives,,
3,1.79527E+14,1.79527E+14,102.331208,1.79527E+14,1.79527E+14,74.175736,daisy,0.90391356,,,176.506944,,15,5,,0,,
3,1.79527E+14,1.79527E+14,98.757979,1.79527E+14,1.79528E+14,79.018029,daisy,0.8879635,,,177.776008,,16,5,,,,
4,1.79528E+14,1.79528E+14,101.932875,1.79528E+14,1.79528E+14,70.547039,daisy,0.87242466,,,172.479914,,17,5,,Recall,,
4,1.79528E+14,1.79528E+14,101.070583,1.79528E+14,1.79528E+14,76.542039,daisy,0.85957783,,,177.612622,,18,5,,1,,
4,1.79528E+14,1.79528E+14,99.922615,1.79528E+14,1.79528E+14,75.813132,daisy,0.8890218,,,175.735747,,19,5,,,,
4,1.79528E+14,1.79528E+14,100.067822,1.79528E+14,1.79528E+14,74.598445,daisy,0.84315693,,,174.666267,,20,5,,,,
4,1.79528E+14,1.79528E+14,105.713135,1.79528E+14,1.79529E+14,71.107716,daisy,0.897337,,,176.820851,,21,5,,,,
5,1.79529E+14,1.79529E+14,99.852822,1.79529E+14,1.79529E+14,76.428133,daisy,0.9075722,,,176.280955,,22,5,,,,
5,1.79529E+14,1.79529E+14,99.635843,1.79529E+14,1.79529E+14,102.884594,daisy,0.8935543,,,202.520437,,23,5,,,,
5,1.79529E+14,1.79529E+14,99.185687,1.79529E+14,1.79529E+14,71.888028,daisy,0.8797724,,,171.073715,,24,5,,,,
5,1.79529E+14,1.79529E+14,100.473395,1.79529E+14,1.79529E+14,73.668185,daisy,0.865705,,,174.14158,,25,5,,,,
5,1.79529E+14,1.79529E+14,98.987822,1.79529E+14,1.7953E+14,76.04532,daisy,0.8468959,,,175.033142,,26,5,,,,
6,1.7953E+14,1.7953E+14,107.255011,1.7953E+14,1.7953E+14,71.74933,daisy,0.8740715,,,179.004341,,27,5,,,,
6,1.7953E+14,1.7953E+14,102.520843,1.7953E+14,1.7953E+14,68.936673,daisy,0.8200193,,,171.457516,,28,5,,,,
6,1.7953E+14,1.7953E+14,103.556313,1.7953E+14,1.7953E+14,79.384643,daisy,0.8103183,,,182.940956,,29,5,,,,
6,1.7953E+14,1.7953E+14,99.751937,1.7953E+14,1.7953E+14,67.443028,daisy,0.8754268,,,167.194965,,30,5,,,,
6,1.7953E+14,1.79531E+14,103.225479,1.79531E+14,1.79531E+14,73.277976,daisy,0.8444732,,,176.503455,,31,5,,,,
7,1.79531E+14,1.79531E+14,99.237614,1.79531E+14,1.79531E+14,70.405059,daisy,0.8928538,,,169.642673,,32,5,,,,
7,1.79531E+14,1.79531E+14,99.397198,1.79531E+14,1.79531E+14,72.32808,daisy,0.9177966,,,171.725278,,33,5,,,,
7,1.79531E+14,1.79531E+14,97.22626,1.79531E+14,1.79531E+14,69.763549,daisy,0.87440383,,,166.989809,,34,5,,,,
7,1.79531E+14,1.79531E+14,99.678031,1.79531E+14,1.79531E+14,67.600267,daisy,0.8804817,,,167.278298,,35,5,,,,
7,1.79531E+14,1.79531E+14,100.273707,1.79532E+14,1.79532E+14,73.783549,daisy,0.8636907,,,174.057256,,36,5,,,,
