T,Attempt No,Time to Preprocess (millis),Time to Classify (millis),,,,
,17,0,26,,,,26
,38,0,23,,,,23
,58,1,23,,,,24
,79,1,23,,,,24
,100,0,23,,,,23
,121,1,23,,,,24
,142,0,23,,,,23
,163,0,23,,,,23
,184,0,24,,,,24
,205,0,23,,,,23
,226,0,23,,,,23
,247,0,23,,,,23
,268,0,23,,,,23
,289,0,24,,,,24
,310,0,23,,,,23
,331,1,23,,,,24
,352,0,23,,,,23
,373,0,23,,,,23
,395,0,23,,,,23
,417,0,23,,,,23
,438,0,23,,,,23
,459,0,23,,,,23
,481,0,24,,,,24
,502,0,23,,,,23
,524,1,24,,,,25
,545,0,23,,,,23
,567,0,25,,,,25
,589,0,23,,,,23
,610,0,23,,,,23
,632,0,24,,,,24
,654,0,23,,,,23
,676,0,23,,,,23
,698,0,23,,,,23
,720,0,23,,,,23
,742,0,23,,,,23
,764,1,22,,,,23
,786,0,23,,,,23
,808,0,22,,,,22
,830,0,22,,,,22
,852,0,23,,,,23
,874,0,23,,,,23
,896,0,22,,,,22
,918,0,23,,,,23
,940,0,23,,,,23
,962,0,23,,,,23
,985,0,22,,,,22
,1008,0,23,,,,23
,1031,1,22,,,,23
,1054,0,22,,,,22
,1077,0,23,,,,23
,1099,0,22,,,,22
,1122,0,22,,,,22
,1145,0,23,,,,23
,1168,0,23,,,,23
,1191,0,23,,,,23
,1214,0,23,,,,23
,1237,0,24,,,,24
,1259,0,23,,,,23
,1282,0,22,,,,22
,1305,1,23,,,,24
,1327,0,23,,,,23
,1350,0,23,,,,23
,1373,0,22,,,,22
,1395,0,23,,,,23
,1418,1,22,,,,23
,1441,0,22,,,,22
,1463,0,23,,,,23
,1486,0,23,,,,23
,1509,0,22,,,,22
,1531,0,23,,,,23
,1554,0,23,,,,23
,1577,0,23,,,,23
,1600,0,23,,,,23
,1623,0,23,,,,23
,1646,0,22,,,,22
,1669,0,23,,,,23
,1692,0,22,,,,22
,1715,0,22,,,,22
,1738,0,22,,,,22
,1761,0,22,,,,22
,1784,0,22,,,,22
,1807,0,23,,,,23
,1830,0,23,,,,23
,1853,0,23,,,,23
,1875,0,23,,,,23
,1898,0,22,,,,22
,1921,0,22,,,,22
,1944,0,22,,,,22
,1967,0,23,,,,23
,1991,1,23,,,,24
,2013,0,23,,,,23
,2036,0,23,,,,23
,2059,1,22,,,,23
,2082,0,23,,,,23
,2105,0,23,,,,23
,2128,0,22,,,,22
,2151,0,24,,,,24
,2174,0,22,,,,22
