Timestamp,CpuTotal,CpuUser,CpuSystem,CpuIow,CpuIrqMemTotal,MemFreePID,Flags,Utime,Stime,Cutime,Cstime,Priority,NumThreads,StartTime,RSS
20181114_074254,,,,,,3731608,220192,5180,1077952832,88,12,0,0,10,25,63776889,24508
20181114_074324,,,,,,3731608,217804,5180,1077952832,3243,409,0,0,10,28,63776889,26794
20181114_074354,,,,,,3731608,215372,5180,4211008,6358,839,0,0,10,27,63776889,26966
20181114_074424,,,,,,3731608,212576,5180,1077952832,9459,1257,0,0,10,27,63776889,26039
20181114_074454,,,,,,3731608,206020,5180,1077952832,12586,1662,0,0,10,26,63776889,27657
20181114_074524,,,,,,3731608,213596,5180,1077952832,15684,2085,0,0,10,27,63776889,25967
20181114_074554,,,,,,3731608,208372,5180,1077952832,18797,2501,0,0,10,26,63776889,28072
20181114_074624,,,,,,3731608,201420,5180,1077952832,21907,2920,0,0,10,27,63776889,29208
20181114_074654,,,,,,3731608,214188,5180,1077952832,25034,3340,0,0,10,26,63776889,27099
20181114_074724,,,,,,3731608,209592,5180,1077952832,28160,3751,0,0,10,27,63776889,27943
