Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181113_075707,593,10014.0,16.887015177065766
20181113_075717,594,10011.0,16.853535353535353
20181113_075727,595,10012.0,16.82689075630252
20181113_075737,595,10010.0,16.823529411764707
20181113_075747,596,10011.0,16.796979865771814
20181113_075757,595,10011.0,16.825210084033614
20181113_075807,596,10011.0,16.796979865771814
20181113_075817,594,10010.0,16.85185185185185
20181113_075827,597,10011.0,16.768844221105528
20181113_075837,595,10010.0,16.823529411764707
20181113_075847,597,10012.0,16.770519262981576
20181113_075857,596,10010.0,16.79530201342282
20181113_075907,595,10012.0,16.82689075630252
20181113_075917,597,10010.0,16.76716917922948
20181113_075927,596,10012.0,16.798657718120804
20181113_075937,596,10011.0,16.796979865771814
20181113_075947,597,10012.0,16.770519262981576
20181113_075957,596,10011.0,16.796979865771814
20181113_080007,597,10011.0,16.768844221105528
20181113_080017,595,10011.0,16.825210084033614
20181113_080027,597,10010.0,16.76716917922948
20181113_080037,595,10011.0,16.825210084033614
20181113_080047,596,10010.0,16.79530201342282
20181113_080057,597,10010.0,16.76716917922948
20181113_080107,597,10011.0,16.768844221105528
20181113_080117,597,10012.0,16.770519262981576
20181113_080127,596,10008.0,16.79194630872483
20181113_080137,597,10010.0,16.76716917922948
20181113_080147,596,10012.0,16.798657718120804
