Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3470992k used 260616k free 116168k buffers ,3731608,3470992,260616,116168,, 800%cpu 87%user 3%nice 84%sys 613%idle 0%iow 10%irq 3%sirq 0%host ,800,87,,84,,
2,5, Mem: 3731608k total 3469348k used 262260k free 116168k buffers ,3731608,3469348,262260,116168,, 800%cpu 87%user 0%nice 87%sys 610%idle 0%iow 13%irq 3%sirq 0%host ,800,87,,87,,
3,10, Mem: 3731608k total 3471920k used 259688k free 116168k buffers ,3731608,3471920,259688,116168,, 800%cpu 90%user 0%nice 81%sys 619%idle 0%iow 6%irq 3%sirq 0%host ,800,90,,81,,
4,15, Mem: 3731608k total 3472164k used 259444k free 116172k buffers ,3731608,3472164,259444,116172,, 800%cpu 77%user 0%nice 77%sys 626%idle 0%iow 13%irq 6%sirq 0%host ,800,77,,77,,
5,20, Mem: 3731608k total 3472540k used 259068k free 116180k buffers ,3731608,3472540,259068,116180,, 800%cpu 90%user 0%nice 97%sys 597%idle 0%iow 13%irq 3%sirq 0%host ,800,90,,97,,
6,25, Mem: 3731608k total 3470808k used 260800k free 116184k buffers ,3731608,3470808,260800,116184,, 800%cpu 87%user 3%nice 84%sys 610%idle 0%iow 13%irq 3%sirq 0%host ,800,87,,84,,
7,30, Mem: 3731608k total 3472584k used 259024k free 116184k buffers ,3731608,3472584,259024,116184,, 800%cpu 81%user 3%nice 90%sys 606%idle 0%iow 16%irq 3%sirq 0%host ,800,81,,90,,
8,35, Mem: 3731608k total 3471072k used 260536k free 116184k buffers ,3731608,3471072,260536,116184,, 800%cpu 72%user 0%nice 78%sys 634%idle 0%iow 13%irq 3%sirq 0%host ,800,72,,78,,
9,40, Mem: 3731608k total 3473372k used 258236k free 116184k buffers ,3731608,3473372,258236,116184,, 800%cpu 84%user 0%nice 74%sys 626%idle 0%iow 13%irq 3%sirq 0%host ,800,84,,74,,
10,45, Mem: 3731608k total 3475276k used 256332k free 116184k buffers ,3731608,3475276,256332,116184,, 800%cpu 68%user 0%nice 74%sys 639%idle 0%iow 13%irq 6%sirq 0%host ,800,68,,74,,
11,50, Mem: 3731608k total 3474712k used 256896k free 116192k buffers ,3731608,3474712,256896,116192,, 800%cpu 77%user 3%nice 81%sys 623%idle 0%iow 13%irq 3%sirq 0%host ,800,77,,81,,
12,55, Mem: 3731608k total 3472164k used 259444k free 116196k buffers ,3731608,3472164,259444,116196,, 800%cpu 90%user 23%nice 94%sys 577%idle 0%iow 10%irq 6%sirq 0%host ,800,90,,94,,
13,60, Mem: 3731608k total 3473816k used 257792k free 116196k buffers ,3731608,3473816,257792,116196,, 800%cpu 90%user 3%nice 81%sys 610%idle 0%iow 13%irq 3%sirq 0%host ,800,90,,81,,
14,65, Mem: 3731608k total 3474956k used 256652k free 116216k buffers ,3731608,3474956,256652,116216,, 800%cpu 81%user 0%nice 65%sys 642%idle 0%iow 10%irq 3%sirq 0%host ,800,81,,65,,
15,70, Mem: 3731608k total 3475496k used 256112k free 116216k buffers ,3731608,3475496,256112,116216,, 800%cpu 90%user 0%nice 68%sys 626%idle 0%iow 13%irq 3%sirq 0%host ,800,90,,68,,
16,75, Mem: 3731608k total 3475688k used 255920k free 116216k buffers ,3731608,3475688,255920,116216,, 800%cpu 84%user 3%nice 97%sys 597%idle 0%iow 13%irq 6%sirq 0%host ,800,84,,97,,
17,80, Mem: 3731608k total 3476684k used 254924k free 116216k buffers ,3731608,3476684,254924,116216,, 800%cpu 81%user 0%nice 68%sys 642%idle 0%iow 6%irq 3%sirq 0%host ,800,81,,68,,
18,85, Mem: 3731608k total 3470760k used 260848k free 116216k buffers ,3731608,3470760,260848,116216,, 800%cpu 90%user 0%nice 81%sys 616%idle 0%iow 10%irq 3%sirq 0%host ,800,90,,81,,
19,90, Mem: 3731608k total 3471016k used 260592k free 116216k buffers ,3731608,3471016,260592,116216,, 800%cpu 97%user 0%nice 83%sys 610%idle 0%iow 10%irq 0%sirq 0%host ,800,97,,83,,
20,95, Mem: 3731608k total 3470780k used 260828k free 116216k buffers ,3731608,3470780,260828,116216,, 800%cpu 83%user 0%nice 83%sys 613%idle 0%iow 13%irq 7%sirq 0%host ,800,83,,83,,
21,100, Mem: 3731608k total 3470524k used 261084k free 116216k buffers ,3731608,3470524,261084,116216,, 800%cpu 90%user 0%nice 94%sys 600%idle 0%iow 13%irq 3%sirq 0%host ,800,90,,94,,
22,105, Mem: 3731608k total 3470232k used 261376k free 116216k buffers ,3731608,3470232,261376,116216,, 800%cpu 100%user 0%nice 87%sys 600%idle 0%iow 10%irq 3%sirq 0%host ,800,100,,87,,
23,110, Mem: 3731608k total 3471364k used 260244k free 116224k buffers ,3731608,3471364,260244,116224,, 800%cpu 87%user 3%nice 74%sys 623%idle 0%iow 6%irq 6%sirq 0%host ,800,87,,74,,
24,115, Mem: 3731608k total 3472556k used 259052k free 116232k buffers ,3731608,3472556,259052,116232,, 800%cpu 84%user 0%nice 65%sys 632%idle 0%iow 13%irq 6%sirq 0%host ,800,84,,65,,
25,120, Mem: 3731608k total 3473328k used 258280k free 116232k buffers ,3731608,3473328,258280,116232,, 800%cpu 81%user 0%nice 106%sys 597%idle 0%iow 13%irq 3%sirq 0%host ,800,81,,106,,
26,125, Mem: 3731608k total 3473264k used 258344k free 116248k buffers ,3731608,3473264,258344,116248,, 800%cpu 87%user 0%nice 77%sys 616%idle 0%iow 16%irq 3%sirq 0%host ,800,87,,77,,
27,130, Mem: 3731608k total 3472908k used 258700k free 116248k buffers ,3731608,3472908,258700,116248,, 800%cpu 71%user 0%nice 87%sys 626%idle 0%iow 13%irq 3%sirq 0%host ,800,71,,87,,
28,135, Mem: 3731608k total 3474544k used 257064k free 116252k buffers ,3731608,3474544,257064,116252,, 800%cpu 84%user 0%nice 90%sys 610%idle 0%iow 13%irq 3%sirq 0%host ,800,84,,90,,
29,140, Mem: 3731608k total 3472648k used 258960k free 116252k buffers ,3731608,3472648,258960,116252,, 800%cpu 93%user 0%nice 90%sys 600%idle 0%iow 13%irq 3%sirq 0%host ,800,93,,90,,
30,145, Mem: 3731608k total 3473544k used 258064k free 116252k buffers ,3731608,3473544,258064,116252,, 800%cpu 71%user 0%nice 97%sys 619%idle 0%iow 13%irq 0%sirq 0%host ,800,71,,97,,
31,150, Mem: 3731608k total 3474348k used 257260k free 116252k buffers ,3731608,3474348,257260,116252,, 800%cpu 91%user 0%nice 72%sys 625%idle 0%iow 9%irq 3%sirq 0%host ,800,91,,72,,
32,155, Mem: 3731608k total 3474420k used 257188k free 116252k buffers ,3731608,3474420,257188,116252,, 800%cpu 94%user 0%nice 100%sys 590%idle 0%iow 13%irq 3%sirq 0%host ,800,94,,100,,
33,160, Mem: 3731608k total 3474368k used 257240k free 116252k buffers ,3731608,3474368,257240,116252,, 800%cpu 81%user 0%nice 81%sys 623%idle 0%iow 13%irq 3%sirq 0%host ,800,81,,81,,
34,165, Mem: 3731608k total 3475388k used 256220k free 116252k buffers ,3731608,3475388,256220,116252,, 800%cpu 90%user 0%nice 84%sys 610%idle 0%iow 13%irq 3%sirq 0%host ,800,90,,84,,
35,170, Mem: 3731608k total 3476900k used 254708k free 116256k buffers ,3731608,3476900,254708,116256,, 800%cpu 84%user 3%nice 71%sys 629%idle 0%iow 10%irq 3%sirq 0%host ,800,84,,71,,
36,175, Mem: 3731608k total 3472204k used 259404k free 116260k buffers ,3731608,3472204,259404,116260,, 800%cpu 90%user 3%nice 90%sys 600%idle 0%iow 10%irq 6%sirq 0%host ,800,90,,90,,
37,180, Mem: 3731608k total 3470556k used 261052k free 116260k buffers ,3731608,3470556,261052,116260,, 800%cpu 81%user 0%nice 84%sys 623%idle 0%iow 10%irq 3%sirq 0%host ,800,81,,84,,
38,185, Mem: 3731608k total 3471032k used 260576k free 116260k buffers ,3731608,3471032,260576,116260,, 800%cpu 100%user 0%nice 81%sys 606%idle 0%iow 10%irq 3%sirq 0%host ,800,100,,81,,
39,190, Mem: 3731608k total 3471224k used 260384k free 116260k buffers ,3731608,3471224,260384,116260,, 800%cpu 87%user 0%nice 90%sys 610%idle 0%iow 10%irq 3%sirq 0%host ,800,87,,90,,
40,195, Mem: 3731608k total 3469320k used 262288k free 116260k buffers ,3731608,3469320,262288,116260,, 800%cpu 74%user 3%nice 84%sys 619%idle 0%iow 13%irq 6%sirq 0%host ,800,74,,84,,
41,200, Mem: 3731608k total 3468460k used 263148k free 116264k buffers ,3731608,3468460,263148,116264,, 800%cpu 84%user 0%nice 90%sys 613%idle 0%iow 10%irq 3%sirq 0%host ,800,84,,90,,
42,205, Mem: 3731608k total 3468632k used 262976k free 116268k buffers ,3731608,3468632,262976,116268,, 800%cpu 81%user 0%nice 90%sys 613%idle 0%iow 13%irq 3%sirq 0%host ,800,81,,90,,
43,210, Mem: 3731608k total 3469424k used 262184k free 116268k buffers ,3731608,3469424,262184,116268,, 800%cpu 90%user 3%nice 94%sys 597%idle 0%iow 13%irq 3%sirq 0%host ,800,90,,94,,
44,215, Mem: 3731608k total 3490824k used 240784k free 116420k buffers ,3731608,3490824,240784,116420,, 800%cpu 177%user 100%nice 94%sys 410%idle 10%iow 10%irq 0%sirq 0%host ,800,177,,94,,
45,220, Mem: 3731608k total 3482940k used 248668k free 116496k buffers ,3731608,3482940,248668,116496,, 800%cpu 94%user 3%nice 94%sys 590%idle 0%iow 13%irq 6%sirq 0%host ,800,94,,94,,
46,225, Mem: 3731608k total 3483836k used 247772k free 116496k buffers ,3731608,3483836,247772,116496,, 800%cpu 77%user 3%nice 84%sys 619%idle 0%iow 13%irq 3%sirq 0%host ,800,77,,84,,
47,230, Mem: 3731608k total 3486508k used 245100k free 116532k buffers ,3731608,3486508,245100,116532,, 800%cpu 81%user 0%nice 87%sys 616%idle 0%iow 13%irq 3%sirq 0%host ,800,81,,87,,
48,235, Mem: 3731608k total 3488812k used 242796k free 116532k buffers ,3731608,3488812,242796,116532,, 800%cpu 84%user 0%nice 84%sys 603%idle 0%iow 19%irq 10%sirq 0%host ,800,84,,84,,
49,240, Mem: 3731608k total 3487672k used 243936k free 116536k buffers ,3731608,3487672,243936,116536,, 800%cpu 81%user 0%nice 74%sys 632%idle 0%iow 10%irq 3%sirq 0%host ,800,81,,74,,
50,245, Mem: 3731608k total 3480456k used 251152k free 116544k buffers ,3731608,3480456,251152,116544,, 800%cpu 94%user 3%nice 90%sys 594%idle 0%iow 13%irq 6%sirq 0%host ,800,94,,90,,
51,250, Mem: 3731608k total 3480116k used 251492k free 116544k buffers ,3731608,3480116,251492,116544,, 800%cpu 65%user 0%nice 81%sys 632%idle 3%iow 13%irq 6%sirq 0%host ,800,65,,81,,
52,255, Mem: 3731608k total 3480560k used 251048k free 116544k buffers ,3731608,3480560,251048,116544,, 800%cpu 81%user 0%nice 84%sys 619%idle 0%iow 13%irq 3%sirq 0%host ,800,81,,84,,
53,260, Mem: 3731608k total 3477248k used 254360k free 116544k buffers ,3731608,3477248,254360,116544,, 800%cpu 90%user 0%nice 97%sys 600%idle 0%iow 13%irq 0%sirq 0%host ,800,90,,97,,
54,265, Mem: 3731608k total 3478916k used 252692k free 116544k buffers ,3731608,3478916,252692,116544,, 800%cpu 84%user 0%nice 84%sys 619%idle 0%iow 10%irq 3%sirq 0%host ,800,84,,84,,
55,270, Mem: 3731608k total 3470228k used 261380k free 116544k buffers ,3731608,3470228,261380,116544,, 800%cpu 100%user 0%nice 100%sys 581%idle 0%iow 16%irq 3%sirq 0%host ,800,100,,100,,
56,275, Mem: 3731608k total 3471568k used 260040k free 116548k buffers ,3731608,3471568,260040,116548,, 800%cpu 77%user 0%nice 68%sys 645%idle 0%iow 6%irq 3%sirq 0%host ,800,77,,68,,
57,280, Mem: 3731608k total 3471780k used 259828k free 116552k buffers ,3731608,3471780,259828,116552,, 800%cpu 74%user 3%nice 81%sys 632%idle 0%iow 10%irq 0%sirq 0%host ,800,74,,81,,
58,285, Mem: 3731608k total 3472884k used 258724k free 116552k buffers ,3731608,3472884,258724,116552,, 800%cpu 87%user 0%nice 74%sys 626%idle 0%iow 10%irq 3%sirq 0%host ,800,87,,74,,
59,290, Mem: 3731608k total 3472552k used 259056k free 116568k buffers ,3731608,3472552,259056,116568,, 800%cpu 81%user 0%nice 81%sys 626%idle 0%iow 10%irq 3%sirq 0%host ,800,81,,81,,
60,295, Mem: 3731608k total 3472876k used 258732k free 116568k buffers ,3731608,3472876,258732,116568,, 800%cpu 94%user 0%nice 68%sys 626%idle 0%iow 10%irq 3%sirq 0%host ,800,94,,68,,
