Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3533516k used 198092k free 148152k buffers ,3731608,3533516,198092,148152,, 800%cpu 128%user 45%nice 34%sys 590%idle 0%iow 3%irq 0%sirq 0%host ,800,128,,34,,
2,5, Mem: 3731608k total 3522880k used 208728k free 120568k buffers ,3731608,3522880,208728,120568,, 800%cpu 265%user 3%nice 65%sys 461%idle 0%iow 3%irq 3%sirq 0%host ,800,265,,65,,
3,10, Mem: 3731608k total 3511884k used 219724k free 120620k buffers ,3731608,3511884,219724,120620,, 800%cpu 272%user 0%nice 47%sys 475%idle 0%iow 3%irq 3%sirq 0%host ,800,272,,47,,
4,15, Mem: 3731608k total 3512664k used 218944k free 120624k buffers ,3731608,3512664,218944,120624,, 800%cpu 236%user 3%nice 48%sys 506%idle 0%iow 3%irq 3%sirq 0%host ,800,236,,48,,
5,20, Mem: 3731608k total 3510496k used 221112k free 120624k buffers ,3731608,3510496,221112,120624,, 800%cpu 267%user 3%nice 58%sys 467%idle 0%iow 3%irq 3%sirq 0%host ,800,267,,58,,
6,26, Mem: 3731608k total 3510060k used 221548k free 120628k buffers ,3731608,3510060,221548,120628,, 800%cpu 323%user 3%nice 48%sys 419%idle 0%iow 6%irq 0%sirq 0%host ,800,323,,48,,
7,31, Mem: 3731608k total 3507056k used 224552k free 120628k buffers ,3731608,3507056,224552,120628,, 800%cpu 272%user 3%nice 47%sys 469%idle 0%iow 6%irq 3%sirq 0%host ,800,272,,47,,
8,36, Mem: 3731608k total 3506840k used 224768k free 120632k buffers ,3731608,3506840,224768,120632,, 800%cpu 277%user 3%nice 65%sys 448%idle 0%iow 3%irq 3%sirq 0%host ,800,277,,65,,
9,41, Mem: 3731608k total 3505800k used 225808k free 120632k buffers ,3731608,3505800,225808,120632,, 800%cpu 248%user 6%nice 48%sys 490%idle 0%iow 6%irq 0%sirq 0%host ,800,248,,48,,
10,46, Mem: 3731608k total 3504368k used 227240k free 120644k buffers ,3731608,3504368,227240,120644,, 800%cpu 265%user 6%nice 45%sys 481%idle 0%iow 3%irq 0%sirq 0%host ,800,265,,45,,
11,51, Mem: 3731608k total 3507780k used 223828k free 120652k buffers ,3731608,3507780,223828,120652,, 800%cpu 319%user 0%nice 52%sys 419%idle 0%iow 6%irq 3%sirq 0%host ,800,319,,52,,
12,56, Mem: 3731608k total 3502796k used 228812k free 120652k buffers ,3731608,3502796,228812,120652,, 800%cpu 281%user 3%nice 45%sys 465%idle 0%iow 3%irq 3%sirq 0%host ,800,281,,45,,
13,61, Mem: 3731608k total 3506272k used 225336k free 120656k buffers ,3731608,3506272,225336,120656,, 800%cpu 307%user 0%nice 50%sys 433%idle 0%iow 7%irq 3%sirq 0%host ,800,307,,50,,
14,66, Mem: 3731608k total 3505264k used 226344k free 120656k buffers ,3731608,3505264,226344,120656,, 800%cpu 310%user 0%nice 61%sys 423%idle 0%iow 3%irq 3%sirq 0%host ,800,310,,61,,
15,71, Mem: 3731608k total 3503432k used 228176k free 120656k buffers ,3731608,3503432,228176,120656,, 800%cpu 272%user 3%nice 59%sys 456%idle 0%iow 9%irq 0%sirq 0%host ,800,272,,59,,
16,76, Mem: 3731608k total 3503032k used 228576k free 120656k buffers ,3731608,3503032,228576,120656,, 800%cpu 297%user 0%nice 48%sys 452%idle 0%iow 3%irq 0%sirq 0%host ,800,297,,48,,
17,81, Mem: 3731608k total 3504612k used 226996k free 120656k buffers ,3731608,3504612,226996,120656,, 800%cpu 303%user 3%nice 53%sys 433%idle 0%iow 3%irq 3%sirq 0%host ,800,303,,53,,
18,86, Mem: 3731608k total 3503372k used 228236k free 120664k buffers ,3731608,3503372,228236,120664,, 800%cpu 268%user 0%nice 42%sys 484%idle 0%iow 3%irq 3%sirq 0%host ,800,268,,42,,
19,91, Mem: 3731608k total 3504676k used 226932k free 120672k buffers ,3731608,3504676,226932,120672,, 800%cpu 281%user 9%nice 53%sys 450%idle 0%iow 3%irq 3%sirq 0%host ,800,281,,53,,
20,96, Mem: 3731608k total 3503120k used 228488k free 120676k buffers ,3731608,3503120,228488,120676,, 800%cpu 319%user 0%nice 44%sys 428%idle 0%iow 6%irq 3%sirq 0%host ,800,319,,44,,
