Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3303068k used 428540k free 132868k buffers ,3731608,3303068,428540,132868,, 800%cpu 117%user 41%nice 52%sys 579%idle 0%iow 7%irq 3%sirq 0%host ,800,117,,52,,
2,5, Mem: 3731608k total 3441368k used 290240k free 132872k buffers ,3731608,3441368,290240,132872,, 800%cpu 271%user 10%nice 55%sys 461%idle 0%iow 3%irq 0%sirq 0%host ,800,271,,55,,
3,10, Mem: 3731608k total 3435880k used 295728k free 132876k buffers ,3731608,3435880,295728,132876,, 800%cpu 317%user 3%nice 50%sys 423%idle 0%iow 3%irq 3%sirq 0%host ,800,317,,50,,
4,15, Mem: 3731608k total 3433756k used 297852k free 132880k buffers ,3731608,3433756,297852,132880,, 800%cpu 273%user 3%nice 53%sys 463%idle 0%iow 7%irq 0%sirq 0%host ,800,273,,53,,
5,20, Mem: 3731608k total 3432440k used 299168k free 132880k buffers ,3731608,3432440,299168,132880,, 800%cpu 340%user 3%nice 63%sys 387%idle 0%iow 3%irq 3%sirq 0%host ,800,340,,63,,
6,25, Mem: 3731608k total 3430548k used 301060k free 132880k buffers ,3731608,3430548,301060,132880,, 800%cpu 241%user 3%nice 38%sys 513%idle 0%iow 6%irq 0%sirq 0%host ,800,241,,38,,
7,30, Mem: 3731608k total 3430144k used 301464k free 132880k buffers ,3731608,3430144,301464,132880,, 800%cpu 281%user 0%nice 48%sys 468%idle 0%iow 3%irq 0%sirq 0%host ,800,281,,48,,
8,35, Mem: 3731608k total 3427864k used 303744k free 132884k buffers ,3731608,3427864,303744,132884,, 800%cpu 241%user 6%nice 47%sys 497%idle 3%iow 6%irq 0%sirq 0%host ,800,241,,47,,
9,40, Mem: 3731608k total 3427464k used 304144k free 132884k buffers ,3731608,3427464,304144,132884,, 800%cpu 300%user 3%nice 48%sys 439%idle 0%iow 6%irq 3%sirq 0%host ,800,300,,48,,
10,45, Mem: 3731608k total 3431620k used 299988k free 132884k buffers ,3731608,3431620,299988,132884,, 800%cpu 283%user 0%nice 63%sys 450%idle 0%iow 3%irq 0%sirq 0%host ,800,283,,63,,
