Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181101_012317,593,10002.0,16.866779089376053
20181101_012327,597,10000.0,16.75041876046901
20181101_012337,597,10002.0,16.753768844221106
20181101_012347,597,10000.0,16.75041876046901
20181101_012357,597,10001.0,16.75209380234506
20181101_012407,597,10002.0,16.753768844221106
20181101_012417,597,10001.0,16.75209380234506
20181101_012427,597,10002.0,16.753768844221106
20181101_012437,597,10001.0,16.75209380234506
20181101_012447,597,10001.0,16.75209380234506
20181101_012457,597,10002.0,16.753768844221106
20181101_012507,597,10001.0,16.75209380234506
20181101_012517,597,10002.0,16.753768844221106
20181101_012527,597,10001.0,16.75209380234506
20181101_012537,597,10001.0,16.75209380234506
20181101_012547,597,10003.0,16.75544388609715
20181101_012557,597,10001.0,16.75209380234506
20181101_012607,597,10003.0,16.75544388609715
20181101_012617,597,10002.0,16.753768844221106
20181101_012627,597,10003.0,16.75544388609715
20181101_012637,597,10003.0,16.75544388609715
20181101_012647,597,10003.0,16.75544388609715
20181101_012657,597,10004.0,16.7571189279732
20181101_012707,597,10003.0,16.75544388609715
20181101_012717,597,10005.0,16.758793969849247
20181101_012727,597,10005.0,16.758793969849247
20181101_012737,597,10005.0,16.758793969849247
20181101_012747,597,10004.0,16.7571189279732
20181101_012757,597,10005.0,16.758793969849247
20181101_012807,597,10004.0,16.7571189279732
