Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181101_014144,595,10002.0,16.810084033613446
20181101_014154,597,10013.0,16.77219430485762
20181101_014204,597,10012.0,16.770519262981576
20181101_014214,597,10012.0,16.770519262981576
20181101_014224,597,10014.0,16.77386934673367
20181101_014234,597,10012.0,16.770519262981576
20181101_014244,597,10012.0,16.770519262981576
20181101_014254,597,10012.0,16.770519262981576
20181101_014304,597,10011.0,16.768844221105528
20181101_014314,597,10011.0,16.768844221105528
20181101_014324,597,10012.0,16.770519262981576
20181101_014334,597,10012.0,16.770519262981576
20181101_014344,597,10012.0,16.770519262981576
20181101_014354,597,10012.0,16.770519262981576
20181101_014404,597,10011.0,16.768844221105528
20181101_014414,597,10012.0,16.770519262981576
20181101_014424,597,10012.0,16.770519262981576
20181101_014434,597,10011.0,16.768844221105528
20181101_014444,597,10012.0,16.770519262981576
20181101_014454,597,10012.0,16.770519262981576
20181101_014504,597,10012.0,16.770519262981576
20181101_014514,597,10012.0,16.770519262981576
20181101_014524,597,10012.0,16.770519262981576
20181101_014534,597,10011.0,16.768844221105528
20181101_014544,597,10012.0,16.770519262981576
20181101_014554,597,10011.0,16.768844221105528
20181101_014604,597,10012.0,16.770519262981576
20181101_014614,597,10012.0,16.770519262981576
20181101_014624,597,10013.0,16.77219430485762
