Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181101_012828,596,10002.0,16.78187919463087
20181101_012838,597,10004.0,16.7571189279732
20181101_012848,597,10006.0,16.76046901172529
20181101_012858,597,10005.0,16.758793969849247
20181101_012908,597,10006.0,16.76046901172529
20181101_012918,597,10008.0,16.763819095477388
20181101_012928,597,10007.0,16.76214405360134
20181101_012938,597,10006.0,16.76046901172529
20181101_012948,597,10007.0,16.76214405360134
20181101_012958,597,10007.0,16.76214405360134
20181101_013008,597,10007.0,16.76214405360134
20181101_013018,597,10006.0,16.76046901172529
20181101_013028,597,10007.0,16.76214405360134
20181101_013038,597,10007.0,16.76214405360134
20181101_013048,597,10008.0,16.763819095477388
20181101_013058,597,10007.0,16.76214405360134
20181101_013108,597,10008.0,16.763819095477388
20181101_013118,597,10008.0,16.763819095477388
20181101_013128,597,10008.0,16.763819095477388
20181101_013138,597,10008.0,16.763819095477388
20181101_013148,597,10008.0,16.763819095477388
20181101_013158,597,10007.0,16.76214405360134
20181101_013208,597,10008.0,16.763819095477388
20181101_013218,597,10010.0,16.76716917922948
20181101_013228,597,10009.0,16.765494137353432
20181101_013238,597,10009.0,16.765494137353432
20181101_013248,597,10010.0,16.76716917922948
20181101_013258,597,10009.0,16.765494137353432
20181101_013308,597,10009.0,16.765494137353432
