Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181101_013339,596,10013.0,16.800335570469798
20181101_013349,597,10010.0,16.76716917922948
20181101_013359,597,10010.0,16.76716917922948
20181101_013409,597,10009.0,16.765494137353432
20181101_013419,597,10010.0,16.76716917922948
20181101_013429,597,10009.0,16.765494137353432
20181101_013439,597,10011.0,16.768844221105528
20181101_013449,597,10011.0,16.768844221105528
20181101_013459,597,10011.0,16.768844221105528
20181101_013509,597,10011.0,16.768844221105528
20181101_013519,597,10011.0,16.768844221105528
20181101_013529,597,10010.0,16.76716917922948
20181101_013539,597,10012.0,16.770519262981576
20181101_013549,597,10012.0,16.770519262981576
20181101_013559,597,10012.0,16.770519262981576
20181101_013609,597,10011.0,16.768844221105528
20181101_013619,597,10011.0,16.768844221105528
20181101_013629,597,10011.0,16.768844221105528
20181101_013639,597,10012.0,16.770519262981576
20181101_013649,597,10012.0,16.770519262981576
20181101_013659,597,10011.0,16.768844221105528
20181101_013709,597,10011.0,16.768844221105528
20181101_013719,597,10011.0,16.768844221105528
20181101_013729,597,10012.0,16.770519262981576
20181101_013739,597,10011.0,16.768844221105528
20181101_013749,597,10011.0,16.768844221105528
20181101_013759,597,10012.0,16.770519262981576
20181101_013809,597,10012.0,16.770519262981576
20181101_013819,597,10012.0,16.770519262981576
