Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),
0,3.69E+14,3.69E+14,-31.626253,3.69E+14,3.69E+14,49.892765,8.15E+01
0,3.69E+14,3.69E+14,-31.253284,3.69E+14,3.69E+14,39.451774,7.07E+01
0,3.69E+14,3.69E+14,-0.629584,3.69E+14,3.69E+14,38.651931,3.93E+01
0,3.69E+14,3.69E+14,-11.563543,3.69E+14,3.69E+14,40.128025,5.17E+01
0,3.69E+14,3.69E+14,-20.923023,3.69E+14,3.69E+14,35.7574,5.67E+01
0,3.69E+14,3.69E+14,-34.659952,3.69E+14,3.69E+14,40.478025,7.51E+01
0,3.69E+14,3.69E+14,-3.376458,3.69E+14,3.69E+14,34.65042,3.80E+01
0,3.69E+14,3.69E+14,-18.348283,3.69E+14,3.69E+14,34.923493,5.33E+01
0,3.69E+14,3.69E+14,-32.996201,3.69E+14,3.69E+14,38.676358,7.17E+01
0,3.69E+14,3.69E+14,-43.395941,3.69E+14,3.69E+14,48.474588,9.19E+01
0,3.69E+14,3.69E+14,-4.390521,3.69E+14,3.69E+14,35.29068,3.97E+01
0,3.69E+14,3.69E+14,-18.748908,3.69E+14,3.69E+14,34.814743,5.36E+01
0,3.69E+14,3.69E+14,-33.507087,3.69E+14,3.69E+14,36.003389,6.95E+01
0,3.69E+14,3.69E+14,-7.091251,3.69E+14,3.69E+14,34.641097,4.17E+01
1,3.69E+14,3.69E+14,-22.021252,3.69E+14,3.69E+14,34.914274,5.69E+01
1,3.69E+14,3.69E+14,3.37125,3.69E+14,3.69E+14,35.216097,3.86E+01
1,3.69E+14,3.69E+14,-11.136303,3.69E+14,3.69E+14,40.884223,5.20E+01
1,3.69E+14,3.69E+14,-20.087554,3.69E+14,3.69E+14,41.15339,6.12E+01
1,3.69E+14,3.69E+14,-68.222611,3.69E+14,3.69E+14,77.642144,1.46E+02
1,3.69E+14,3.69E+14,-40.085838,3.69E+14,3.69E+14,50.630838,9.07E+01
1,3.69E+14,3.69E+14,-40.418962,3.69E+14,3.69E+14,45.976463,8.64E+01
1,3.69E+14,3.69E+14,-43.502348,3.69E+14,3.69E+14,57.407089,1.01E+02
1,3.69E+14,3.69E+14,-34.798962,3.69E+14,3.69E+14,43.795161,7.86E+01
1,3.69E+14,3.69E+14,-40.555161,3.69E+14,3.69E+14,50.211411,9.08E+01
1,3.69E+14,3.69E+14,-39.82391,3.69E+14,3.69E+14,52.817193,9.26E+01
1,3.69E+14,3.69E+14,-36.584639,3.69E+14,3.69E+14,51.436203,8.80E+01
1,3.69E+14,3.69E+14,-35.932816,3.69E+14,3.69E+14,47.812192,8.37E+01
2,3.69E+14,3.69E+14,-37.810108,3.69E+14,3.69E+14,53.415214,9.12E+01
2,3.69E+14,3.69E+14,-32.282138,3.69E+14,3.69E+14,46.737505,7.90E+01
2,3.69E+14,3.69E+14,-36.973701,3.69E+14,3.69E+14,46.378703,8.34E+01
2,3.69E+14,3.69E+14,-39.899795,3.69E+14,3.69E+14,45.870734,8.58E+01
2,3.69E+14,3.69E+14,-43.647765,3.69E+14,3.69E+14,68.217507,1.12E+02
2,3.69E+14,3.69E+14,-62.288444,3.69E+14,3.69E+14,68.393496,1.31E+02
2,3.69E+14,3.69E+14,-42.217765,3.69E+14,3.69E+14,64.338444,1.07E+02
2,3.69E+14,3.69E+14,-66.930996,3.69E+14,3.69E+14,84.732717,1.52E+02
2,3.69E+14,3.69E+14,-30.530576,3.69E+14,3.69E+14,69.944903,1.00E+02
2,3.69E+14,3.69E+14,-48.254015,3.69E+14,3.69E+14,72.005267,1.20E+02
3,3.69E+14,3.69E+14,-66.359381,3.69E+14,3.69E+14,80.087196,1.46E+02
3,3.69E+14,3.69E+14,-33.538702,3.69E+14,3.69E+14,69.399173,1.03E+02
3,3.69E+14,3.69E+14,-51.805005,3.69E+14,3.69E+14,87.559176,1.39E+02
3,3.69E+14,3.69E+14,-13.44573,3.69E+14,3.69E+14,48.099536,6.15E+01
