Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
1,1.87907E+14,1.87908E+14,715.708613,1.87908E+14,1.87908E+14,214.083563,roses,0.38576663,,,929.792176,,0,0,,292625.7444,,daisy
2,1.87908E+14,1.87909E+14,599.422507,1.87909E+14,1.87909E+14,66.920736,daisy,0.6724592,,,666.343243,,1,1,,,,
2,1.87909E+14,1.8791E+14,600.917039,1.8791E+14,1.8791E+14,70.503184,roses,0.61471146,,,671.420223,,2,2,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
3,1.8791E+14,1.8791E+14,605.590529,1.8791E+14,1.87911E+14,81.388758,daisy,0.7935433,,,686.979287,,3,1,,686.914893,,426
4,1.87911E+14,1.87911E+14,608.612821,1.87911E+14,1.87911E+14,80.601414,daisy,0.49181673,,,689.214235,,4,2,,,,
4,1.87911E+14,1.87912E+14,603.640737,1.87912E+14,1.87912E+14,79.985268,daisy,0.69342923,,,683.626005,,5,1,,Avg Class per Sec,,((TOTAL TP CONFIDENCE))
5,1.87912E+14,1.87913E+14,601.902873,1.87913E+14,1.87913E+14,73.852819,daisy,0.70135427,,,675.755692,,6,2,,1.415282392,,193.6344431
6,1.87913E+14,1.87913E+14,607.79204,1.87913E+14,1.87913E+14,76.06605,daisy,0.5437647,,,683.85809,,7,1,,,,
6,1.87913E+14,1.87914E+14,602.063081,1.87914E+14,1.87914E+14,79.23032,daisy,0.5628386,,,681.293401,,8,1,,Avg TP Confidence,,
7,1.87914E+14,1.87915E+14,607.471362,1.87915E+14,1.87915E+14,81.299748,roses,0.5802467,,,688.77111,,9,2,,0.59215426,,
8,1.87915E+14,1.87915E+14,603.047039,1.87915E+14,1.87915E+14,82.290946,daisy,0.5729279,,,685.337985,,10,1,,,,
9,1.87915E+14,1.87916E+14,610.79428,1.87916E+14,1.87916E+14,76.916726,roses,0.55931884,,,687.711006,,11,2,,Total Classifications,,
9,1.87916E+14,1.87917E+14,603.162143,1.87917E+14,1.87917E+14,81.778394,daisy,0.46868724,,,684.940537,,12,1,,426,,
10,1.87917E+14,1.87917E+14,603.561519,1.87917E+14,1.87918E+14,88.412873,daisy,0.72208685,,,691.974392,,13,2,,,,
11,1.87918E+14,1.87918E+14,601.623497,1.87918E+14,1.87918E+14,80.644539,daisy,0.61915314,,,682.268036,,14,1,,True Positives,,
11,1.87918E+14,1.87919E+14,605.401466,1.87919E+14,1.87919E+14,75.02183,daisy,0.6660599,,,680.423296,,15,1,,327,,
