Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Num,FPS,,Min FPS
0,1.23826E+14,1.23826E+14,50.678837,2,,,0,42,,12
0,1.23826E+14,1.23826E+14,250.339809,14,,,1,60,,
0,1.23826E+14,1.23826E+14,35.027456,2,,,2,59,,Max FPS
0,1.23826E+14,1.23826E+14,66.891812,3,,,3,60,,60
0,1.23826E+14,1.23826E+14,17.116972,0,,,4,59,,
0,1.23826E+14,1.23826E+14,16.77927,0,,,5,60,,Avg FPS
0,1.23826E+14,1.23826E+14,16.779279,0,,,6,60,,59.36212625
0,1.23826E+14,1.23826E+14,16.779048,0,,,7,59,,
0,1.23826E+14,1.23826E+14,16.778953,0,,,8,60,,
0,1.23826E+14,1.23826E+14,16.77898,0,,,9,59,,
0,1.23826E+14,1.23826E+14,16.778876,0,,,10,60,,
0,1.23826E+14,1.23826E+14,16.779184,0,,,11,60,,
0,1.23826E+14,1.23826E+14,16.779209,0,,,12,59,,
0,1.23826E+14,1.23826E+14,16.779176,0,,,13,60,,
0,1.23826E+14,1.23826E+14,16.778924,0,,,14,59,,
0,1.23826E+14,1.23826E+14,16.778898,0,,,15,60,,
0,1.23826E+14,1.23826E+14,16.778738,0,,,16,60,,
0,1.23826E+14,1.23826E+14,16.778775,0,,,17,59,,
0,1.23826E+14,1.23826E+14,16.778772,0,,,18,60,,
0,1.23826E+14,1.23826E+14,16.778752,0,,,19,59,,
0,1.23826E+14,1.23826E+14,16.778962,0,,,20,60,,
0,1.23826E+14,1.23826E+14,16.778824,0,,,21,60,,
0,1.23826E+14,1.23826E+14,16.779037,0,,,22,59,,
0,1.23826E+14,1.23826E+14,16.7791,0,,,23,60,,
0,1.23826E+14,1.23827E+14,16.779061,0,,,24,59,,
0,1.23827E+14,1.23827E+14,16.779143,0,,,25,60,,
0,1.23827E+14,1.23827E+14,16.779065,0,,,26,60,,
0,1.23827E+14,1.23827E+14,16.778888,0,,,27,59,,
0,1.23827E+14,1.23827E+14,16.779142,0,,,28,60,,
0,1.23827E+14,1.23827E+14,16.779071,0,,,29,59,,
0,1.23827E+14,1.23827E+14,16.779008,0,,,30,60,,
0,1.23827E+14,1.23827E+14,16.778954,0,,,31,60,,
0,1.23827E+14,1.23827E+14,16.778724,0,,,32,59,,
0,1.23827E+14,1.23827E+14,16.778913,0,,,33,60,,
0,1.23827E+14,1.23827E+14,16.778852,0,,,34,59,,
0,1.23827E+14,1.23827E+14,16.778639,0,,,35,60,,
0,1.23827E+14,1.23827E+14,16.778869,0,,,36,60,,
0,1.23827E+14,1.23827E+14,16.779217,0,,,37,59,,
0,1.23827E+14,1.23827E+14,16.779097,0,,,38,60,,
0,1.23827E+14,1.23827E+14,16.779232,0,,,39,59,,
0,1.23827E+14,1.23827E+14,16.778908,0,,,40,60,,
0,1.23827E+14,1.23827E+14,16.779044,0,,,41,60,,
1,1.23827E+14,1.23827E+14,16.779131,0,,,42,59,,
1,1.23827E+14,1.23827E+14,16.779248,0,,,43,60,,
1,1.23827E+14,1.23827E+14,16.779129,0,,,44,59,,
1,1.23827E+14,1.23827E+14,16.779076,0,,,45,60,,
1,1.23827E+14,1.23827E+14,16.779065,0,,,46,60,,
1,1.23827E+14,1.23827E+14,16.77922,0,,,47,59,,
1,1.23827E+14,1.23827E+14,16.778955,0,,,48,60,,
1,1.23827E+14,1.23827E+14,16.779103,0,,,49,59,,
