Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Time (sec),FPS,
0,3.98697E+12,3.987E+12,33.822798,1,,,0,49," =COUNTIF(A:A,H2)"
0,3.987E+12,3.98718E+12,183.529436,10,,,1,59,
0,3.98718E+12,3.98722E+12,34.408353,2,,,2,60,
0,3.98722E+12,3.98725E+12,33.528227,1,,,3,60,
0,3.98725E+12,3.98727E+12,16.861286,0,,,4,59,
0,3.98727E+12,3.98728E+12,16.764324,0,,,5,60,
0,3.98728E+12,3.9873E+12,16.764096,0,,,6,60,
0,3.9873E+12,3.98732E+12,16.764149,0,,,7,59,
0,3.98732E+12,3.98733E+12,16.764196,0,,,8,60,
0,3.98733E+12,3.98735E+12,16.764059,0,,,9,60,
0,3.98735E+12,3.98737E+12,16.764087,0,,,10,59,
0,3.98737E+12,3.98738E+12,16.764032,0,,,11,60,
0,3.98738E+12,3.9874E+12,16.764061,0,,,12,60,
0,3.9874E+12,3.98742E+12,16.764024,0,,,13,59,
0,3.98742E+12,3.98744E+12,16.763991,0,,,14,60,
0,3.98744E+12,3.98745E+12,16.763981,0,,,15,60,
0,3.98745E+12,3.98747E+12,16.763601,0,,,16,59,
0,3.98747E+12,3.98749E+12,16.763433,0,,,17,60,
0,3.98749E+12,3.9875E+12,16.764433,0,,,18,59,
0,3.9875E+12,3.98752E+12,16.763997,0,,,19,60,
0,3.98752E+12,3.98754E+12,16.764069,0,,,20,60,
0,3.98754E+12,3.98755E+12,16.76384,0,,,21,59,
0,3.98755E+12,3.98757E+12,16.763755,0,,,22,60,
0,3.98757E+12,3.98759E+12,16.764001,0,,,23,60,
0,3.98759E+12,3.9876E+12,16.763727,0,,,24,59,
0,3.9876E+12,3.98762E+12,16.763502,0,,,25,60,
0,3.98762E+12,3.98764E+12,16.763787,0,,,26,60,
0,3.98764E+12,3.98765E+12,16.763445,0,,,27,59,
0,3.98765E+12,3.98767E+12,16.763612,0,,,28,60,
0,3.98767E+12,3.98769E+12,16.763775,0,,,29,60,
0,3.98769E+12,3.9877E+12,16.763568,0,,,30,59,
0,3.9877E+12,3.98772E+12,16.763624,0,,,31,60,
0,3.98772E+12,3.98774E+12,16.763677,0,,,32,60,
0,3.98774E+12,3.98775E+12,16.763827,0,,,33,59,
0,3.98775E+12,3.98777E+12,16.763533,0,,,34,60,
0,3.98777E+12,3.98779E+12,16.763926,0,,,35,60,
0,3.98779E+12,3.9878E+12,16.763963,0,,,36,59,
0,3.9878E+12,3.98782E+12,16.76406,0,,,37,60,
0,3.98782E+12,3.98784E+12,16.763972,0,,,38,60,
0,3.98784E+12,3.98785E+12,16.763926,0,,,39,59,
0,3.98785E+12,3.98787E+12,16.763629,0,,,40,60,
0,3.98787E+12,3.98789E+12,16.763806,0,,,41,60,
0,3.98789E+12,3.9879E+12,16.763627,0,,,42,59,
0,3.9879E+12,3.98792E+12,16.764009,0,,,43,60,
0,3.98792E+12,3.98794E+12,16.763877,0,,,44,59,
0,3.98794E+12,3.98795E+12,16.763447,0,,,45,60,
0,3.98795E+12,3.98797E+12,16.763585,0,,,46,60,
0,3.98797E+12,3.98799E+12,16.763562,0,,,47,59,
0,3.98799E+12,3.98801E+12,16.76367,0,,,48,60,
1,3.98801E+12,3.98802E+12,16.763553,0,,,49,60,
1,3.98802E+12,3.98804E+12,16.763635,0,,,50,59,
1,3.98804E+12,3.98806E+12,16.763723,0,,,51,60,
1,3.98806E+12,3.98807E+12,16.763777,0,,,52,60,
1,3.98807E+12,3.98809E+12,16.763731,0,,,53,59,
1,3.98809E+12,3.98811E+12,16.763792,0,,,54,60,
1,3.98811E+12,3.98812E+12,16.763678,0,,,55,60,
1,3.98812E+12,3.98814E+12,16.763801,0,,,56,59,
1,3.98814E+12,3.98816E+12,16.763859,0,,,57,60,
1,3.98816E+12,3.98817E+12,16.763758,0,,,58,60,
1,3.98817E+12,3.98819E+12,16.76382,0,,,59,59,
1,3.98819E+12,3.98821E+12,16.763482,0,,,60,60,
1,3.98821E+12,3.98822E+12,16.763735,0,,,61,60,
1,3.98822E+12,3.98824E+12,16.763743,0,,,62,59,
1,3.98824E+12,3.98826E+12,16.763793,0,,,63,60,
1,3.98826E+12,3.98827E+12,16.763793,0,,,64,60,
1,3.98827E+12,3.98829E+12,16.763583,0,,,65,59,
1,3.98829E+12,3.98831E+12,16.763691,0,,,66,60,
1,3.98831E+12,3.98832E+12,16.763702,0,,,67,60,
1,3.98832E+12,3.98834E+12,16.763757,0,,,68,59,
1,3.98834E+12,3.98836E+12,16.763533,0,,,69,60,
1,3.98836E+12,3.98837E+12,16.763648,0,,,70,60,
1,3.98837E+12,3.98839E+12,16.763587,0,,,71,59,
1,3.98839E+12,3.98841E+12,16.763663,0,,,72,60,
1,3.98841E+12,3.98842E+12,16.763803,0,,,73,60,
1,3.98842E+12,3.98844E+12,16.763825,0,,,74,59,
1,3.98844E+12,3.98846E+12,16.763652,0,,,75,60,
1,3.98846E+12,3.98847E+12,16.763706,0,,,76,59,
1,3.98847E+12,3.98849E+12,16.763742,0,,,77,60,
1,3.98849E+12,3.98851E+12,16.763635,0,,,78,60,
1,3.98851E+12,3.98852E+12,16.763536,0,,,79,59,
1,3.98852E+12,3.98854E+12,16.763714,0,,,80,60,
1,3.98854E+12,3.98856E+12,16.763662,0,,,81,60,
1,3.98856E+12,3.98858E+12,16.763582,0,,,82,59,
1,3.98858E+12,3.98859E+12,16.763543,0,,,83,60,
1,3.98859E+12,3.98861E+12,16.763603,0,,,84,60,
1,3.98861E+12,3.98863E+12,16.763603,0,,,85,59,
1,3.98863E+12,3.98864E+12,16.763122,0,,,86,60,
1,3.98864E+12,3.98866E+12,16.763555,0,,,87,60,
1,3.98866E+12,3.98868E+12,16.763561,0,,,88,59,
1,3.98868E+12,3.98869E+12,16.763629,0,,,89,60,
1,3.98869E+12,3.98871E+12,16.763748,0,,,90,60,
1,3.98871E+12,3.98873E+12,16.763796,0,,,91,59,
1,3.98873E+12,3.98874E+12,16.763496,0,,,92,60,
1,3.98874E+12,3.98876E+12,16.763623,0,,,93,60,
1,3.98876E+12,3.98878E+12,16.763575,0,,,94,59,
1,3.98878E+12,3.98879E+12,16.763828,0,,,95,60,
1,3.98879E+12,3.98881E+12,16.763938,0,,,96,60,
1,3.98881E+12,3.98883E+12,16.763753,0,,,97,59,
1,3.98883E+12,3.98884E+12,16.763686,0,,,98,60,
1,3.98884E+12,3.98886E+12,16.764138,0,,,99,59,
1,3.98886E+12,3.98888E+12,16.763818,0,,,100,60,
1,3.98888E+12,3.98889E+12,16.764111,0,,,101,60,
1,3.98889E+12,3.98891E+12,16.763659,0,,,102,59,
1,3.98891E+12,3.98893E+12,16.763928,0,,,103,60,
1,3.98893E+12,3.98894E+12,16.763803,0,,,104,60,
1,3.98894E+12,3.98896E+12,16.763517,0,,,105,59,
1,3.98896E+12,3.98898E+12,16.763724,0,,,106,60,
1,3.98898E+12,3.98899E+12,16.763918,0,,,107,60,
2,3.98899E+12,3.98901E+12,16.763285,0,,,108,59,
2,3.98901E+12,3.98903E+12,16.763675,0,,,109,60,
2,3.98903E+12,3.98904E+12,16.763355,0,,,110,60,
2,3.98904E+12,3.98906E+12,16.763564,0,,,111,59,
2,3.98906E+12,3.98908E+12,16.763428,0,,,112,60,
2,3.98908E+12,3.98909E+12,16.763718,0,,,113,60,
2,3.98909E+12,3.98911E+12,16.763572,0,,,114,59,
2,3.98911E+12,3.98913E+12,16.763894,0,,,115,60,
2,3.98913E+12,3.98915E+12,16.763485,0,,,116,60,
2,3.98915E+12,3.98916E+12,16.763717,0,,,117,59,
2,3.98916E+12,3.98918E+12,16.763812,0,,,118,60,
2,3.98918E+12,3.9892E+12,16.764008,0,,,119,60,
2,3.9892E+12,3.98921E+12,16.763543,0,,,120,59,
2,3.98921E+12,3.98923E+12,16.763796,0,,,121,60,
2,3.98923E+12,3.98925E+12,16.763369,0,,,122,60,
2,3.98925E+12,3.98926E+12,16.763647,0,,,123,59,
2,3.98926E+12,3.98928E+12,16.763257,0,,,124,60,
2,3.98928E+12,3.9893E+12,16.763086,0,,,125,60,
2,3.9893E+12,3.98931E+12,16.763358,0,,,126,59,
2,3.98931E+12,3.98933E+12,16.76439,0,,,127,60,
2,3.98933E+12,3.98935E+12,16.76336,0,,,128,60,
2,3.98935E+12,3.98936E+12,16.763341,0,,,129,59,
2,3.98936E+12,3.98938E+12,16.76313,0,,,130,60,
2,3.98938E+12,3.9894E+12,16.762767,0,,,131,59,
2,3.9894E+12,3.98941E+12,16.763197,0,,,132,60,
2,3.98941E+12,3.98943E+12,16.763011,0,,,133,60,
2,3.98943E+12,3.98945E+12,16.762827,0,,,134,59,
2,3.98945E+12,3.98946E+12,16.76337,0,,,135,60,
2,3.98946E+12,3.98948E+12,16.763037,0,,,136,60,
2,3.98948E+12,3.9895E+12,16.763526,0,,,137,59,
2,3.9895E+12,3.98951E+12,16.763034,0,,,138,60,
2,3.98951E+12,3.98953E+12,16.762934,0,,,139,60,
2,3.98953E+12,3.98955E+12,16.763135,0,,,140,59,
2,3.98955E+12,3.98956E+12,16.762734,0,,,141,60,
2,3.98956E+12,3.98958E+12,16.763243,0,,,142,60,
2,3.98958E+12,3.9896E+12,16.763609,0,,,143,59,
2,3.9896E+12,3.98961E+12,16.763424,0,,,144,60,
2,3.98961E+12,3.98963E+12,16.763307,0,,,145,60,
2,3.98963E+12,3.98965E+12,16.763065,0,,,146,59,
2,3.98965E+12,3.98966E+12,16.763189,0,,,147,60,
2,3.98966E+12,3.98968E+12,16.762993,0,,,148,60,
2,3.98968E+12,3.9897E+12,16.763119,0,,,149,59,
2,3.9897E+12,3.98972E+12,16.763656,0,,,150,60,
2,3.98972E+12,3.98973E+12,16.763817,0,,,151,60,
2,3.98973E+12,3.98975E+12,16.763738,0,,,152,59,
2,3.98975E+12,3.98977E+12,16.76343,0,,,153,60,
2,3.98977E+12,3.98978E+12,16.763314,0,,,154,60,
2,3.98978E+12,3.9898E+12,16.763552,0,,,155,59,
2,3.9898E+12,3.98982E+12,16.763325,0,,,156,60,
2,3.98982E+12,3.98983E+12,16.763632,0,,,157,60,
2,3.98983E+12,3.98985E+12,16.763273,0,,,158,59,
2,3.98985E+12,3.98987E+12,16.763567,0,,,159,60,
2,3.98987E+12,3.98988E+12,16.763188,0,,,160,59,
2,3.98988E+12,3.9899E+12,16.763342,0,,,161,60,
2,3.9899E+12,3.98992E+12,16.76358,0,,,162,60,
2,3.98992E+12,3.98993E+12,16.763456,0,,,163,59,
2,3.98993E+12,3.98995E+12,16.763217,0,,,164,60,
2,3.98995E+12,3.98997E+12,16.763745,0,,,165,60,
2,3.98997E+12,3.98998E+12,16.763287,0,,,166,59,
2,3.98998E+12,3.99E+12,16.763218,0,,,167,60,
3,3.99E+12,3.99002E+12,16.763616,0,,,168,60,
3,3.99002E+12,3.99003E+12,16.762779,0,,,169,59,
3,3.99003E+12,3.99005E+12,16.763109,0,,,170,60,
3,3.99005E+12,3.99007E+12,16.763799,0,,,171,60,
3,3.99007E+12,3.99008E+12,16.763482,0,,,172,59,
3,3.99008E+12,3.9901E+12,16.763861,0,,,173,60,
3,3.9901E+12,3.99012E+12,16.763729,0,,,174,60,
3,3.99012E+12,3.99013E+12,16.763493,0,,,175,59,
3,3.99013E+12,3.99015E+12,16.762897,0,,,176,60,
3,3.99015E+12,3.99017E+12,16.763115,0,,,177,59,
3,3.99017E+12,3.99018E+12,16.76354,0,,,178,60,
3,3.99018E+12,3.9902E+12,16.763205,0,,,179,60,
3,3.9902E+12,3.99022E+12,16.763434,0,,,180,59,
3,3.99022E+12,3.99023E+12,16.762528,0,,,181,60,
3,3.99023E+12,3.99025E+12,16.762734,0,,,182,60,
3,3.99025E+12,3.99027E+12,16.763981,0,,,183,59,
3,3.99027E+12,3.99029E+12,16.764214,0,,,184,60,
3,3.99029E+12,3.9903E+12,16.763678,0,,,185,60,
3,3.9903E+12,3.99032E+12,16.763801,0,,,186,59,
3,3.99032E+12,3.99034E+12,16.763832,0,,,187,60,
3,3.99034E+12,3.99035E+12,16.762817,0,,,188,60,
3,3.99035E+12,3.99037E+12,16.762653,0,,,189,59,
3,3.99037E+12,3.99039E+12,16.763785,0,,,190,60,
3,3.99039E+12,3.9904E+12,16.763192,0,,,191,60,
3,3.9904E+12,3.99042E+12,16.764037,0,,,192,59,
3,3.99042E+12,3.99044E+12,16.763725,0,,,193,60,
3,3.99044E+12,3.99045E+12,16.763902,0,,,194,59,
3,3.99045E+12,3.99047E+12,16.763602,0,,,195,60,
3,3.99047E+12,3.99049E+12,16.762319,0,,,196,60,
3,3.99049E+12,3.9905E+12,16.763961,0,,,197,59,
3,3.9905E+12,3.99052E+12,16.763282,0,,,198,60,
3,3.99052E+12,3.99054E+12,16.763291,0,,,199,60,
3,3.99054E+12,3.99055E+12,16.762641,0,,,200,59,
3,3.99055E+12,3.99057E+12,16.763311,0,,,201,60,
3,3.99057E+12,3.99059E+12,16.76379,0,,,202,60,
3,3.99059E+12,3.9906E+12,16.763665,0,,,203,59,
3,3.9906E+12,3.99062E+12,16.763668,0,,,204,60,
3,3.99062E+12,3.99064E+12,16.76378,0,,,205,60,
3,3.99064E+12,3.99065E+12,16.763586,0,,,206,59,
3,3.99065E+12,3.99067E+12,16.764141,0,,,207,60,
3,3.99067E+12,3.99069E+12,16.763495,0,,,208,60,
3,3.99069E+12,3.9907E+12,16.763255,0,,,209,59,
3,3.9907E+12,3.99072E+12,16.763773,0,,,210,60,
3,3.99072E+12,3.99074E+12,16.763988,0,,,211,59,
3,3.99074E+12,3.99075E+12,16.763652,0,,,212,60,
3,3.99075E+12,3.99077E+12,16.76319,0,,,213,60,
3,3.99077E+12,3.99079E+12,16.763513,0,,,214,59,
3,3.99079E+12,3.9908E+12,16.763711,0,,,215,60,
3,3.9908E+12,3.99082E+12,16.763045,0,,,216,60,
3,3.99082E+12,3.99084E+12,16.763626,0,,,217,59,
3,3.99084E+12,3.99086E+12,16.76437,0,,,218,60,
3,3.99086E+12,3.99087E+12,16.764185,0,,,219,60,
3,3.99087E+12,3.99089E+12,16.763465,0,,,220,59,
3,3.99089E+12,3.99091E+12,16.762712,0,,,221,60,
3,3.99091E+12,3.99092E+12,16.763313,0,,,222,60,
3,3.99092E+12,3.99094E+12,16.763803,0,,,223,59,
3,3.99094E+12,3.99096E+12,16.763707,0,,,224,60,
3,3.99096E+12,3.99097E+12,16.76303,0,,,225,60,
3,3.99097E+12,3.99099E+12,16.763071,0,,,226,59,
3,3.99099E+12,3.99101E+12,16.763636,0,,,227,60,
4,3.99101E+12,3.99102E+12,16.763442,0,,,228,59,
4,3.99102E+12,3.99104E+12,16.763469,0,,,229,60,
4,3.99104E+12,3.99106E+12,16.763635,0,,,230,60,
4,3.99106E+12,3.99107E+12,16.763772,0,,,231,59,
4,3.99107E+12,3.99109E+12,16.762873,0,,,232,60,
4,3.99109E+12,3.99111E+12,16.76325,0,,,233,60,
4,3.99111E+12,3.99112E+12,16.763864,0,,,234,59,
4,3.99112E+12,3.99114E+12,16.76378,0,,,235,60,
4,3.99114E+12,3.99116E+12,16.763275,0,,,236,60,
4,3.99116E+12,3.99117E+12,16.763238,0,,,237,59,
4,3.99117E+12,3.99119E+12,16.763647,0,,,238,60,
4,3.99119E+12,3.99121E+12,16.763854,0,,,239,60,
4,3.99121E+12,3.99122E+12,16.763474,0,,,240,59,
4,3.99122E+12,3.99124E+12,16.763843,0,,,241,60,
4,3.99124E+12,3.99126E+12,16.76393,0,,,242,60,
4,3.99126E+12,3.99127E+12,16.763749,0,,,243,59,
4,3.99127E+12,3.99129E+12,16.763263,0,,,244,60,
4,3.99129E+12,3.99131E+12,16.764023,0,,,245,59,
4,3.99131E+12,3.99132E+12,16.763841,0,,,246,60,
4,3.99132E+12,3.99134E+12,16.76365,0,,,247,60,
4,3.99134E+12,3.99136E+12,16.763781,0,,,248,59,
4,3.99136E+12,3.99137E+12,16.763384,0,,,249,60,
4,3.99137E+12,3.99139E+12,16.76306,0,,,250,60,
4,3.99139E+12,3.99141E+12,16.763477,0,,,251,59,
4,3.99141E+12,3.99143E+12,16.763665,0,,,252,60,
4,3.99143E+12,3.99144E+12,16.763551,0,,,253,60,
4,3.99144E+12,3.99146E+12,16.763744,0,,,254,59,
4,3.99146E+12,3.99148E+12,16.763627,0,,,255,60,
4,3.99148E+12,3.99149E+12,16.763388,0,,,256,60,
4,3.99149E+12,3.99151E+12,16.762535,0,,,257,59,
4,3.99151E+12,3.99153E+12,16.764141,0,,,258,60,
4,3.99153E+12,3.99154E+12,16.762634,0,,,259,59,
4,3.99154E+12,3.99156E+12,16.763775,0,,,260,60,
4,3.99156E+12,3.99158E+12,16.763724,0,,,261,60,
4,3.99158E+12,3.99159E+12,16.763207,0,,,262,59,
4,3.99159E+12,3.99161E+12,16.763188,0,,,263,60,
4,3.99161E+12,3.99163E+12,16.763068,0,,,264,60,
4,3.99163E+12,3.99164E+12,16.762662,0,,,265,59,
4,3.99164E+12,3.99166E+12,16.762857,0,,,266,60,
4,3.99166E+12,3.99168E+12,16.761929,0,,,267,60,
4,3.99168E+12,3.99169E+12,16.763744,0,,,268,59,
4,3.99169E+12,3.99171E+12,16.763811,0,,,269,60,
