Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Time (sec),FPS,
0,6.25E+12,6.25E+12,33.732206,1,,,0,48," =COUNTIF(A:A,H2)"
0,6.25E+12,6.25E+12,183.493304,10,,,1,60,
0,6.25E+12,6.25E+12,34.210655,2,,,2,59,
0,6.25E+12,6.25E+12,50.15908,2,,,3,60,
0,6.25E+12,6.25E+12,16.905043,0,,,4,60,
0,6.25E+12,6.25E+12,16.746417,0,,,5,59,
0,6.25E+12,6.25E+12,16.746058,0,,,6,60,
0,6.25E+12,6.25E+12,16.746263,0,,,7,60,
0,6.25E+12,6.25E+12,16.746237,0,,,8,60,
0,6.25E+12,6.25E+12,16.746144,0,,,9,59,
0,6.25E+12,6.25E+12,16.746188,0,,,10,60,
0,6.25E+12,6.25E+12,16.745998,0,,,11,60,
0,6.25E+12,6.25E+12,16.746156,0,,,12,59,
0,6.25E+12,6.25E+12,16.746175,0,,,13,60,
0,6.25E+12,6.25E+12,16.746115,0,,,14,60,
0,6.25E+12,6.25E+12,16.746084,0,,,15,59,
0,6.25E+12,6.25E+12,16.746026,0,,,16,60,
0,6.25E+12,6.25E+12,16.745773,0,,,17,60,
0,6.25E+12,6.25E+12,16.745924,0,,,18,60,
0,6.25E+12,6.25E+12,16.745914,0,,,19,59,
0,6.25E+12,6.25E+12,16.746007,0,,,20,60,
0,6.25E+12,6.25E+12,16.745985,0,,,21,60,
0,6.25E+12,6.25E+12,16.746036,0,,,22,59,
0,6.25E+12,6.25E+12,16.745839,0,,,23,60,
0,6.25E+12,6.25E+12,16.745817,0,,,24,60,
0,6.25E+12,6.25E+12,16.745661,0,,,25,59,
0,6.25E+12,6.25E+12,16.74569,0,,,26,60,
0,6.25E+12,6.25E+12,16.745367,0,,,27,60,
0,6.25E+12,6.25E+12,16.745788,0,,,28,60,
0,6.25E+12,6.25E+12,16.745793,0,,,29,59,
0,6.25E+12,6.25E+12,16.745952,0,,,30,60,
0,6.25E+12,6.25E+12,16.745706,0,,,31,60,
0,6.25E+12,6.25E+12,16.745834,0,,,32,59,
0,6.25E+12,6.25E+12,16.745769,0,,,33,60,
0,6.25E+12,6.25E+12,16.745799,0,,,34,60,
0,6.25E+12,6.25E+12,16.745979,0,,,35,60,
0,6.25E+12,6.25E+12,16.746077,0,,,36,59,
0,6.25E+12,6.25E+12,16.745749,0,,,37,60,
0,6.25E+12,6.25E+12,16.745657,0,,,38,60,
0,6.25E+12,6.25E+12,16.745739,0,,,39,59,
0,6.25E+12,6.25E+12,16.745891,0,,,40,60,
0,6.25E+12,6.25E+12,16.745795,0,,,41,60,
0,6.25E+12,6.25E+12,16.745827,0,,,42,59,
0,6.25E+12,6.25E+12,16.745852,0,,,43,60,
0,6.25E+12,6.25E+12,16.745681,0,,,44,60,
0,6.25E+12,6.25E+12,16.745696,0,,,45,60,
0,6.25E+12,6.25E+12,16.745558,0,,,46,59,
0,6.25E+12,6.25E+12,16.745597,0,,,47,60,
1,6.25E+12,6.25E+12,16.7454,0,,,48,60,
1,6.25E+12,6.25E+12,16.745477,0,,,49,59,
1,6.25E+12,6.25E+12,16.745405,0,,,50,60,
1,6.25E+12,6.25E+12,16.74581,0,,,51,60,
1,6.25E+12,6.25E+12,16.745623,0,,,52,59,
1,6.25E+12,6.25E+12,16.745821,0,,,53,60,
1,6.25E+12,6.25E+12,16.745663,0,,,54,60,
1,6.25E+12,6.25E+12,16.745843,0,,,55,60,
1,6.25E+12,6.25E+12,16.745635,0,,,56,59,
1,6.25E+12,6.25E+12,16.745809,0,,,57,60,
1,6.25E+12,6.25E+12,16.745753,0,,,58,60,
1,6.25E+12,6.25E+12,16.745857,0,,,59,59,
1,6.25E+12,6.25E+12,16.745741,0,,,60,60,
1,6.25E+12,6.25E+12,16.745753,0,,,61,60,
1,6.25E+12,6.25E+12,16.74567,0,,,62,59,
1,6.25E+12,6.25E+12,16.745825,0,,,63,60,
1,6.25E+12,6.25E+12,16.74572,0,,,64,60,
1,6.25E+12,6.25E+12,17.150315,0,,,65,60,
1,6.25E+12,6.25E+12,16.745802,0,,,66,59,
1,6.25E+12,6.25E+12,16.745841,0,,,67,60,
1,6.25E+12,6.25E+12,16.745477,0,,,68,60,
1,6.25E+12,6.25E+12,16.74577,0,,,69,59,
1,6.25E+12,6.25E+12,16.767424,0,,,70,60,
1,6.25E+12,6.25E+12,16.749676,0,,,71,60,
1,6.25E+12,6.25E+12,16.74917,0,,,72,59,
1,6.25E+12,6.25E+12,16.749637,0,,,73,60,
1,6.25E+12,6.25E+12,16.749094,0,,,74,60,
1,6.25E+12,6.25E+12,16.749458,0,,,75,60,
1,6.25E+12,6.25E+12,16.749343,0,,,76,59,
1,6.25E+12,6.25E+12,16.749692,0,,,77,60,
1,6.25E+12,6.25E+12,16.749359,0,,,78,60,
1,6.25E+12,6.25E+12,16.749536,0,,,79,59,
1,6.25E+12,6.25E+12,16.749463,0,,,80,60,
1,6.25E+12,6.25E+12,16.749562,0,,,81,60,
1,6.25E+12,6.25E+12,16.749449,0,,,82,60,
1,6.25E+12,6.25E+12,16.749588,0,,,83,59,
1,6.25E+12,6.25E+12,16.749466,0,,,84,60,
1,6.25E+12,6.25E+12,16.749489,0,,,85,60,
1,6.25E+12,6.25E+12,16.749234,0,,,86,59,
1,6.25E+12,6.25E+12,16.749516,0,,,87,60,
1,6.25E+12,6.25E+12,16.749426,0,,,88,60,
1,6.25E+12,6.25E+12,16.749597,0,,,89,59,
1,6.25E+12,6.25E+12,16.749467,0,,,90,60,
1,6.25E+12,6.25E+12,16.74959,0,,,91,60,
1,6.25E+12,6.25E+12,16.74959,0,,,92,60,
1,6.25E+12,6.25E+12,16.749966,0,,,93,59,
1,6.25E+12,6.25E+12,16.749373,0,,,94,60,
1,6.25E+12,6.25E+12,16.749672,0,,,95,60,
1,6.25E+12,6.25E+12,16.749373,0,,,96,59,
1,6.25E+12,6.25E+12,16.74955,0,,,97,60,
1,6.25E+12,6.25E+12,16.749519,0,,,98,60,
1,6.25E+12,6.25E+12,16.749605,0,,,99,59,
1,6.25E+12,6.25E+12,16.74914,0,,,100,60,
1,6.25E+12,6.25E+12,16.749649,0,,,101,60,
1,6.25E+12,6.25E+12,16.749508,0,,,102,60,
1,6.25E+12,6.25E+12,16.7492,0,,,103,59,
1,6.25E+12,6.25E+12,16.749328,0,,,104,60,
1,6.25E+12,6.25E+12,16.749502,0,,,105,60,
1,6.25E+12,6.25E+12,16.749178,0,,,106,59,
1,6.25E+12,6.25E+12,16.748979,0,,,107,60,
2,6.25E+12,6.25E+12,16.749653,0,,,108,60,
2,6.25E+12,6.25E+12,16.749898,0,,,109,59,
2,6.25E+12,6.25E+12,16.749,0,,,110,60,
2,6.25E+12,6.25E+12,16.749443,0,,,111,60,
2,6.25E+12,6.25E+12,16.749427,0,,,112,60,
2,6.25E+12,6.25E+12,16.749609,0,,,113,59,
2,6.25E+12,6.25E+12,16.749547,0,,,114,60,
2,6.25E+12,6.25E+12,16.749501,0,,,115,60,
2,6.25E+12,6.25E+12,16.749245,0,,,116,59,
2,6.25E+12,6.25E+12,16.749077,0,,,117,60,
2,6.25E+12,6.25E+12,16.749345,0,,,118,60,
2,6.25E+12,6.25E+12,16.749416,0,,,119,59,
2,6.25E+12,6.25E+12,16.749382,0,,,120,60,
2,6.25E+12,6.25E+12,16.749712,0,,,121,60,
2,6.25E+12,6.25E+12,16.749271,0,,,122,60,
2,6.25E+12,6.25E+12,16.749274,0,,,123,59,
2,6.25E+12,6.25E+12,16.749182,0,,,124,60,
2,6.25E+12,6.25E+12,16.749594,0,,,125,60,
2,6.25E+12,6.25E+12,16.749292,0,,,126,59,
2,6.25E+12,6.25E+12,16.749117,0,,,127,60,
2,6.25E+12,6.25E+12,16.748921,0,,,128,60,
2,6.25E+12,6.25E+12,16.749382,0,,,129,59,
2,6.25E+12,6.25E+12,16.748193,0,,,130,60,
2,6.25E+12,6.25E+12,16.748967,0,,,131,60,
2,6.25E+12,6.25E+12,16.748992,0,,,132,59,
2,6.25E+12,6.25E+12,16.749308,0,,,133,60,
2,6.25E+12,6.25E+12,16.748669,0,,,134,60,
2,6.25E+12,6.25E+12,16.749059,0,,,135,60,
2,6.25E+12,6.25E+12,16.748732,0,,,136,59,
2,6.25E+12,6.25E+12,16.749054,0,,,137,60,
2,6.25E+12,6.25E+12,16.749284,0,,,138,60,
2,6.25E+12,6.25E+12,16.749372,0,,,139,59,
2,6.25E+12,6.25E+12,16.748885,0,,,140,60,
2,6.25E+12,6.25E+12,16.749336,0,,,141,60,
2,6.25E+12,6.25E+12,16.748701,0,,,142,59,
2,6.25E+12,6.25E+12,16.749405,0,,,143,60,
2,6.25E+12,6.25E+12,16.74977,0,,,144,60,
2,6.25E+12,6.25E+12,16.74931,0,,,145,59,
2,6.25E+12,6.25E+12,16.749296,0,,,146,60,
2,6.25E+12,6.25E+12,16.749605,0,,,147,60,
2,6.25E+12,6.25E+12,16.748706,0,,,148,60,
2,6.25E+12,6.25E+12,16.749041,0,,,149,59,
2,6.25E+12,6.25E+12,16.749746,0,,,150,60,
2,6.25E+12,6.25E+12,16.749462,0,,,151,60,
2,6.25E+12,6.25E+12,16.748819,0,,,152,59,
2,6.25E+12,6.25E+12,16.749244,0,,,153,60,
2,6.25E+12,6.25E+12,16.749296,0,,,154,60,
2,6.25E+12,6.25E+12,16.748892,0,,,155,59,
2,6.25E+12,6.25E+12,16.748741,0,,,156,60,
2,6.25E+12,6.25E+12,16.749351,0,,,157,60,
2,6.25E+12,6.25E+12,16.749649,0,,,158,59,
2,6.25E+12,6.25E+12,16.749513,0,,,159,60,
2,6.25E+12,6.25E+12,16.748949,0,,,160,60,
