Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181113_085208,596,10012.0,16.798657718120804
20181113_085218,597,10007.0,16.76214405360134
20181113_085228,597,10008.0,16.763819095477388
20181113_085238,596,10009.0,16.793624161073826
20181113_085248,597,10008.0,16.763819095477388
20181113_085258,597,10008.0,16.763819095477388
20181113_085308,597,10010.0,16.76716917922948
20181113_085318,596,10008.0,16.79194630872483
20181113_085328,597,10010.0,16.76716917922948
20181113_085338,594,10009.0,16.85016835016835
20181113_085348,597,10009.0,16.765494137353432
20181113_085358,593,10010.0,16.88026981450253
20181113_085408,597,10007.0,16.76214405360134
20181113_085418,597,10010.0,16.76716917922948
20181113_085428,597,10009.0,16.765494137353432
20181113_085438,594,10009.0,16.85016835016835
20181113_085448,595,10010.0,16.823529411764707
20181113_085458,597,10009.0,16.765494137353432
20181113_085508,595,10009.0,16.8218487394958
20181113_085518,596,10010.0,16.79530201342282
20181113_085528,597,10010.0,16.76716917922948
20181113_085538,597,10010.0,16.76716917922948
20181113_085548,596,10009.0,16.793624161073826
20181113_085558,596,10009.0,16.793624161073826
20181113_085608,595,10011.0,16.825210084033614
20181113_085618,596,10009.0,16.793624161073826
20181113_085628,596,10011.0,16.796979865771814
20181113_085638,596,10002.0,16.78187919463087
20181113_085648,596,10002.0,16.78187919463087
