Timestamp,CpuTotal,CpuUser,CpuSystem,CpuIow,CpuIrqMemTotal,MemFreePID,Flags,Utime,Stime,Cutime,Cstime,Priority,NumThreads,StartTime,RSS
20181114_074825,,,,,,3731608,221552,5573,1077952832,91,12,0,0,10,26,63809975,24354
20181114_074855,,,,,,3731608,222784,5573,1077952832,3256,420,0,0,10,28,63809975,26577
20181114_074925,,,,,,3731608,217916,5573,1077952832,6393,832,0,0,10,27,63809975,26240
20181114_074955,,,,,,3731608,215660,5573,1077952832,9474,1247,0,0,10,27,63809975,28781
20181114_075025,,,,,,3731608,221276,5573,1077952832,12600,1656,0,0,10,26,63809975,27440
20181114_075055,,,,,,3731608,220664,5573,1077952832,15718,2080,0,0,10,27,63809975,26195
20181114_075125,,,,,,3731608,211872,5573,4211008,18806,2517,0,0,10,26,63809975,28233
20181114_075155,,,,,,3731608,215748,5573,4211008,21891,2969,0,0,10,27,63809975,26363
20181114_075225,,,,,,3731608,212252,5573,1077952832,24995,3389,0,0,10,26,63809975,28353
20181114_075255,,,,,,3731608,208604,5573,1077952832,28100,3814,0,0,10,27,63809975,29831
