Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181114_074834,594,10011.0,16.853535353535353
20181114_074844,597,10015.0,16.775544388609717
20181114_074854,597,10014.0,16.77386934673367
20181114_074905,597,10015.0,16.775544388609717
20181114_074915,597,10015.0,16.775544388609717
20181114_074925,597,10014.0,16.77386934673367
20181114_074935,597,10015.0,16.775544388609717
20181114_074945,597,10015.0,16.775544388609717
20181114_074955,597,10014.0,16.77386934673367
20181114_075005,597,10014.0,16.77386934673367
20181114_075015,597,10015.0,16.775544388609717
20181114_075025,597,10013.0,16.77219430485762
20181114_075035,597,10016.0,16.77721943048576
20181114_075045,597,10013.0,16.77219430485762
20181114_075055,597,10014.0,16.77386934673367
20181114_075105,597,10014.0,16.77386934673367
20181114_075115,597,10014.0,16.77386934673367
20181114_075125,597,10014.0,16.77386934673367
20181114_075135,597,10013.0,16.77219430485762
20181114_075145,597,10015.0,16.775544388609717
20181114_075155,597,10014.0,16.77386934673367
20181114_075205,597,10014.0,16.77386934673367
20181114_075215,597,10014.0,16.77386934673367
20181114_075225,597,10015.0,16.775544388609717
20181114_075235,597,10014.0,16.77386934673367
20181114_075245,597,10015.0,16.775544388609717
20181114_075255,597,10015.0,16.775544388609717
20181114_075305,597,10015.0,16.775544388609717
20181114_075315,597,10016.0,16.77721943048576
