Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
0,1.78871E+14,1.78871E+14,32.914431,1.78871E+14,1.78871E+14,225.454658,daisy,0.8044558,,,258.369089,,0,4,,247106.0647,,daisy
0,1.78871E+14,1.78871E+14,10.886615,1.78871E+14,1.78871E+14,81.458862,daisy,0.77149785,,,92.345477,,1,10,,,,
0,1.78871E+14,1.78871E+14,16.929221,1.78871E+14,1.78871E+14,73.380841,daisy,0.86622065,,,90.310062,,2,9,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
0,1.78871E+14,1.78871E+14,11.406928,1.78871E+14,1.78871E+14,67.112611,daisy,0.75610346,,,78.519539,,3,10,,83.4254101,,2962
1,1.78871E+14,1.78871E+14,17.109794,1.78871E+14,1.78871E+14,69.675164,daisy,0.85059375,,,86.784958,,4,10,,,,
1,1.78871E+14,1.78871E+14,18.473648,1.78871E+14,1.78871E+14,82.61079,daisy,0.7684685,,,101.084438,,5,10,,Avg Class per Sec,,
1,1.78871E+14,1.78871E+14,9.094636,1.78871E+14,1.78871E+14,79.748498,daisy,0.80852073,,,88.843134,,6,10,,9.840531561,,
1,1.78871E+14,1.78871E+14,9.018335,1.78871E+14,1.78872E+14,73.684799,daisy,0.7637112,,,82.703134,,7,10,,,,
1,1.78872E+14,1.78872E+14,9.033803,1.78872E+14,1.78872E+14,80.429487,daisy,0.7975873,,,89.46329,,8,9,,Total Classifications,,
1,1.78872E+14,1.78872E+14,17.166773,1.78872E+14,1.78872E+14,81.152977,daisy,0.77331495,,,98.31975,,9,10,,2962,,
1,1.78872E+14,1.78872E+14,10.315678,1.78872E+14,1.78872E+14,75.625528,daisy,0.7812539,,,85.941206,,10,10,,,,
1,1.78872E+14,1.78872E+14,8.916199,1.78872E+14,1.78872E+14,73.431049,daisy,0.7689107,,,82.347248,,11,10,,True Positives,,
1,1.78872E+14,1.78872E+14,18.866981,1.78872E+14,1.78872E+14,68.372663,daisy,0.7772918,,,87.239644,,12,10,,2962,,
1,1.78872E+14,1.78872E+14,17.562137,1.78872E+14,1.78872E+14,73.634538,daisy,0.7712907,,,91.196675,,13,10,,,,
