Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Num,FPS,Min FPS
0,1.15E+14,1.15E+14,34.143283,2,,,0,42,42
0,1.15E+14,1.15E+14,266.897168,15,,,1,60,
0,1.15E+14,1.15E+14,35.167382,2,,,2,59,Max FPS
0,1.15E+14,1.15E+14,66.89423,3,,,3,60,60
0,1.15E+14,1.15E+14,17.121592,0,,,4,59,
0,1.15E+14,1.15E+14,16.780615,0,,,5,60,Avg FPS
0,1.15E+14,1.15E+14,16.780444,0,,,6,60,59.48837209
0,1.15E+14,1.15E+14,16.780221,0,,,7,59,
0,1.15E+14,1.15E+14,16.780183,0,,,8,60,
0,1.15E+14,1.15E+14,16.780439,0,,,9,59,
0,1.15E+14,1.15E+14,16.780486,0,,,10,60,
0,1.15E+14,1.15E+14,16.780382,0,,,11,60,
0,1.15E+14,1.15E+14,16.780448,0,,,12,59,
0,1.15E+14,1.15E+14,16.780919,0,,,13,60,
0,1.15E+14,1.15E+14,16.78011,0,,,14,59,
0,1.15E+14,1.15E+14,16.780152,0,,,15,60,
0,1.15E+14,1.15E+14,16.78009,0,,,16,60,
0,1.15E+14,1.15E+14,16.78004,0,,,17,59,
0,1.15E+14,1.15E+14,16.779777,0,,,18,60,
0,1.15E+14,1.15E+14,16.779869,0,,,19,59,
0,1.15E+14,1.15E+14,16.780043,0,,,20,60,
0,1.15E+14,1.15E+14,16.779731,0,,,21,60,
0,1.15E+14,1.15E+14,16.779888,0,,,22,59,
0,1.15E+14,1.15E+14,16.779418,0,,,23,60,
0,1.15E+14,1.15E+14,16.779706,0,,,24,59,
0,1.15E+14,1.15E+14,16.779812,0,,,25,60,
0,1.15E+14,1.15E+14,16.779805,0,,,26,60,
0,1.15E+14,1.15E+14,16.779812,0,,,27,59,
0,1.15E+14,1.15E+14,16.779823,0,,,28,60,
0,1.15E+14,1.15E+14,16.780068,0,,,29,60,
0,1.15E+14,1.15E+14,16.779972,0,,,30,59,
0,1.15E+14,1.15E+14,16.779781,0,,,31,60,
0,1.15E+14,1.15E+14,16.779796,0,,,32,59,
0,1.15E+14,1.15E+14,16.77971,0,,,33,60,
0,1.15E+14,1.15E+14,16.779441,0,,,34,60,
0,1.15E+14,1.15E+14,16.77994,0,,,35,59,
0,1.15E+14,1.15E+14,16.779405,0,,,36,60,
0,1.15E+14,1.15E+14,16.778924,0,,,37,59,
0,1.15E+14,1.15E+14,16.779574,0,,,38,60,
0,1.15E+14,1.15E+14,16.779827,0,,,39,60,
0,1.15E+14,1.15E+14,16.779807,0,,,40,59,
