Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3673256k used 58352k free 139720k buffers ,3731608,3673256,58352,139720,, 800%cpu 291%user 0%nice 53%sys 450%idle 0%iow 6%irq 0%sirq 0%host ,800,291,,53,,
2,5, Mem: 3731608k total 3440764k used 290844k free 138556k buffers ,3731608,3440764,290844,138556,, 800%cpu 259%user 0%nice 41%sys 491%idle 0%iow 6%irq 3%sirq 0%host ,800,259,,41,,
3,10, Mem: 3731608k total 3441976k used 289632k free 138556k buffers ,3731608,3441976,289632,138556,, 800%cpu 300%user 0%nice 77%sys 413%idle 0%iow 6%irq 3%sirq 0%host ,800,300,,77,,
4,15, Mem: 3731608k total 3439208k used 292400k free 138556k buffers ,3731608,3439208,292400,138556,, 800%cpu 276%user 0%nice 61%sys 458%idle 0%iow 6%irq 0%sirq 0%host ,800,276,,61,,
5,20, Mem: 3731608k total 3432924k used 298684k free 138560k buffers ,3731608,3432924,298684,138560,, 800%cpu 270%user 6%nice 42%sys 479%idle 0%iow 3%irq 0%sirq 0%host ,800,270,,42,,
6,25, Mem: 3731608k total 3438288k used 293320k free 138560k buffers ,3731608,3438288,293320,138560,, 800%cpu 316%user 0%nice 66%sys 413%idle 0%iow 6%irq 0%sirq 0%host ,800,316,,66,,
7,30, Mem: 3731608k total 3436336k used 295272k free 138560k buffers ,3731608,3436336,295272,138560,, 800%cpu 267%user 0%nice 55%sys 470%idle 0%iow 6%irq 3%sirq 0%host ,800,267,,55,,
8,35, Mem: 3731608k total 3441700k used 289908k free 138560k buffers ,3731608,3441700,289908,138560,, 800%cpu 272%user 0%nice 47%sys 478%idle 0%iow 3%irq 0%sirq 0%host ,800,272,,47,,
9,40, Mem: 3731608k total 3438420k used 293188k free 138560k buffers ,3731608,3438420,293188,138560,, 800%cpu 279%user 0%nice 55%sys 464%idle 0%iow 3%irq 0%sirq 0%host ,800,279,,55,,
10,45, Mem: 3731608k total 3442004k used 289604k free 138560k buffers ,3731608,3442004,289604,138560,, 800%cpu 258%user 0%nice 58%sys 471%idle 0%iow 10%irq 3%sirq 0%host ,800,258,,58,,
