Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
0,1.77E+14,1.77E+14,21.511096,1.77E+14,1.77E+14,157.167881,tulips,0.65714055,,,178.678977,,0,7,,216175.8571,,roses
0,1.77E+14,1.77E+14,5.832293,1.77E+14,1.77E+14,52.618756,roses,0.7489423,,,58.451049,,1,15,,,,
0,1.77E+14,1.77E+14,5.734063,1.77E+14,1.77E+14,50.371463,roses,0.7067928,,,56.105526,,2,12,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
0,1.77E+14,1.77E+14,5.771615,1.77E+14,1.77E+14,49.457244,roses,0.6496937,,,55.228859,,3,12,,65.38894648,,3306
0,1.77E+14,1.77E+14,6.602344,1.77E+14,1.77E+14,59.29636,roses,0.6231579,,,65.898704,,4,10,,,,
0,1.77E+14,1.77E+14,19.44594,1.77E+14,1.77E+14,45.87464,roses,0.6270705,,,65.32058,,5,11,,Avg Class per Sec,,
0,1.77E+14,1.77E+14,5.726615,1.77E+14,1.77E+14,46.00688,roses,0.65515035,,,51.733495,,6,11,,10.9833887,,
1,1.77E+14,1.77E+14,6.03073,1.77E+14,1.77E+14,52.705161,roses,0.79787374,,,58.735891,,7,11,,,,
1,1.77E+14,1.77E+14,5.706407,1.77E+14,1.77E+14,46.040682,roses,0.77199095,,,51.747089,,8,10,,Avg Confidence,,
1,1.77E+14,1.77E+14,17.451564,1.77E+14,1.77E+14,45.229483,roses,0.5479767,,,62.681047,,9,10,,0.813790405,,
1,1.77E+14,1.77E+14,5.821979,1.77E+14,1.77E+14,45.591567,roses,0.7480996,,,51.413546,,10,12,,,,
1,1.77E+14,1.77E+14,5.810104,1.77E+14,1.77E+14,45.715473,roses,0.78504854,,,51.525577,,11,11,,Total Classifications,,
1,1.77E+14,1.77E+14,5.819636,1.77E+14,1.77E+14,46.237765,roses,0.7062922,,,52.057401,,12,10,,3306,,
1,1.77E+14,1.77E+14,5.792761,1.77E+14,1.77E+14,47.647765,roses,0.6706531,,,53.440526,,13,11,,,,
1,1.77E+14,1.77E+14,5.84974,1.77E+14,1.77E+14,46.977713,roses,0.7262304,,,52.827453,,14,11,,True Positives,,
1,1.77E+14,1.77E+14,5.84922,1.77E+14,1.77E+14,51.707505,roses,0.7305951,,,57.556725,,15,10,,3305,,
1,1.77E+14,1.77E+14,5.785834,1.77E+14,1.77E+14,44.689171,roses,0.7726214,,,50.475005,,16,11,,,,
1,1.77E+14,1.77E+14,17.109012,1.77E+14,1.77E+14,50.708234,roses,0.6604835,,,67.817246,,17,10,,False Negatives,,
1,1.77E+14,1.77E+14,16.72422,1.77E+14,1.77E+14,47.023547,roses,0.7238645,,,63.747767,,18,10,,1,,
1,1.77E+14,1.77E+14,5.820782,1.77E+14,1.77E+14,50.474224,roses,0.7192184,,,56.295006,,19,10,,,,
1,1.77E+14,1.77E+14,5.707032,1.77E+14,1.77E+14,49.807974,roses,0.768611,,,55.515006,,20,11,,Recall,,
1,1.77E+14,1.77E+14,5.746042,1.77E+14,1.77E+14,48.959016,roses,0.69027156,,,54.705058,,21,10,,0.99969752,,
2,1.77E+14,1.77E+14,6.106876,1.77E+14,1.77E+14,50.061724,roses,0.6645092,,,56.1686,,22,10,,,,
2,1.77E+14,1.77E+14,15.748804,1.77E+14,1.77E+14,47.020891,roses,0.69402254,,,62.769695,,23,11,,,,
