Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence
0,0,368896714692533,3.68896714692533E8,368896714694877,368896798030197,83.33532,_silence_,0.0
0,368896860720047,368896829032805,-31.687242,368896829036034,368896880530310,51.494276,_silence_,0.0
0,368896940639483,368896911000365,-29.639118,368896911003386,368896949190577,38.187191,_silence_,0.0
0,368896980505893,368896979587611,-0.918282,368896979590268,368897015615584,36.025316,_silence_,1.3135786
0,368897060814547,368897046104910,-14.709637,368897046108972,368897083500382,37.39141,_silence_,1.2299352
0,368897140570700,368897113976323,-26.594377,368897113980594,368897153718723,39.738129,_silence_,1.1390526
0,368897180513829,368897184249455,3.735626,368897184253048,368897219799250,35.546202,_silence_,0.89956534
0,368897260606077,368897250239097,-10.36698,368897250241961,368897285490038,35.248077,_silence_,0.73446697
0,368897340603585,368897315943114,-24.660471,368897315946707,368897354758690,38.811983,_silence_,0.47186047
0,368897420615832,368897385297912,-35.31792,368897385300777,368897422991197,37.69042,_silence_,0.3562024
0,368897460575107,368897453465627,-7.10948,368897453468857,368897489374173,35.905316,_silence_,0.27124044
0,368897540579021,368897519828603,-20.750418,368897519832457,368897554742981,34.910524,_silence_,0.13211901
0,368897620603613,368897585200068,-35.403545,368897585203609,368897622496009,37.2924,yes,0.12765639
0,368897660579919,368897652912939,-7.66698,368897652915856,368897688633151,35.717295,left,0.1570087
0,368897740583208,368897719097529,-21.485679,368897719100758,368897758231543,39.130785,stop,0.15964693
1,368897820599831,368897788678421,-31.92141,368897788682067,368897825043789,36.361722,_silence_,0.14246672
1,368897860546553,368897855465251,-5.081302,368897855467855,368897893605671,38.137816,_silence_,0.16488756
1,368897940605624,368897923991091,-16.614533,368897923994945,368897961654793,37.659848,_silence_,0.14680226
1,368898021020528,368897992062139,-28.958389,368897992065733,368898029845320,37.779587,_silence_,0.15055643
1,368898100779234,368898060297511,-40.481723,368898060302615,368898109931214,49.628599,_silence_,0.15598811
1,368898181327992,368898140435435,-40.892557,368898140442623,368898188942367,48.499744,_silence_,0.17268886
1,368898260707947,368898219375808,-41.332139,368898219383568,368898271593209,52.209641,_silence_,0.14284715
1,368898340815143,368898302432118,-38.383025,368898302440660,368898371837229,69.396569,_silence_,0.19254956
1,368898420938015,368898402413326,-18.524689,368898402420305,368898454153748,51.733443,_silence_,0.1460811
1,368898540612767,368898484540574,-56.072193,368898484543907,368898548828757,64.28485,_silence_,0.12724268
1,368898620562358,368898579282250,-41.280108,368898579285583,368898630746474,51.460891,_silence_,0.16783282
1,368898700826325,368898661179289,-39.647036,368898661183091,368898714102420,52.919329,_silence_,0.17136456
1,368898782282166,368898744873516,-37.40865,368898744878673,368898789848313,44.96964,_silence_,0.17709407
2,368898862753268,368898821539566,-41.213702,368898821547847,368898889244364,67.696517,_silence_,0.18031918
2,368898980636457,368898921378222,-59.258235,368898921394263,368899001311094,79.916831,_silence_,0.18235546
2,368899061317975,368899032186826,-29.131149,368899032192035,368899083810998,51.618963,_silence_,0.1775881
2,368899142242514,368899115473397,-26.769117,368899115478710,368899172884601,57.405891,_silence_,0.16615978
2,368899261072943,368899204875541,-56.197402,368899204899760,368899284234716,79.334956,_silence_,0.19555815
2,368899381811549,368899316605761,-65.205788,368899316620136,368899402328061,85.707925,_silence_,0.1488823
2,368899501721665,368899433219835,-68.50183,368899433225043,368899507092238,73.867195,_silence_,0.18507294
2,368899581016568,368899538269741,-42.746827,368899538274689,368899617756937,79.482248,_silence_,0.16318348
2,368899700771164,368899649511784,-51.25938,368899649530586,368899730407990,80.877404,_silence_,0.19262147
3,368899822404040,368899760898305,-61.505735,368899760905024,368899822715290,61.810266,_silence_,0.18626675
3,368899942275094,368899854145137,-88.129957,368899854217429,368899949840772,95.623343,_silence_,0.19723731
3,368900061305418,368899981387442,-79.917976,368899981398900,368900062360939,80.962039,_silence_,0.2107028
3,368900142370426,368900093226099,-49.144327,368900093230474,368900145058448,51.827974,_silence_,0.19216888
3,368900222021007,368900176515638,-45.505369,368900176521472,368900258944657,82.423185,_silence_,0.20055489
3,368900340976644,368900291711743,-49.264901,368900291719816,368900362687532,70.967716,_silence_,0.1967017
3,368900422744725,368900393708160,-29.036565,368900393712899,368900450977541,57.264642,_silence_,0.19465443
3,368900542215102,368900481666554,-60.548548,368900481669679,368900553011040,71.341361,_silence_,0.2403868
3,368900621500162,368900583438856,-38.061306,368900583441929,368900644174591,60.732662,_silence_,0.22986056
3,368900700951680,368900674991000,-25.96068,368900674994438,368900739945382,64.950944,_silence_,0.20998596
4,368900821326171,368900770559968,-50.766203,368900770564916,368900833205183,62.640267,_silence_,0.23545453
4,368900900868471,368900863819248,-37.049223,368900863828363,368900924307796,60.479433,_silence_,0.2350965
4,368900981317437,368900955090039,-26.227398,368900955094153,368901009919263,54.82511,_silence_,0.25147158
4,368901102567814,368901041369006,-61.198808,368901041379110,368901112562450,71.18334,_silence_,0.2542592
4,368901180748186,368901143584693,-37.163493,368901143594849,368901209427772,65.832923,_silence_,0.254999
4,368901261528038,368901240029182,-21.498856,368901240032567,368901300211740,60.179173,_silence_,0.23122628
4,368901342267577,368901331661535,-10.606042,368901331666482,368901373961851,42.295369,_silence_,0.24966924
4,368901421040918,368901404529771,-16.511147,368901404533573,368901457679151,53.145578,_silence_,0.23336838
4,368901541193483,368901489815717,-51.377766,368901489826394,368901570455465,80.629071,_silence_,0.21825334
4,368901661421984,368901602601718,-58.820266,368901602615520,368901677873861,75.258341,_silence_,0.21945979
4,368901740949388,368901708885010,-32.064378,368901708890635,368901779718975,70.82834,_silence_,0.1935189
5,368901861885962,368901810825072,-51.06089,368901810831166,368901883481329,72.650163,_silence_,0.15106574
5,368901981118005,368901914471436,-66.646569,368901914489509,368901995062278,80.572769,_silence_,0.17347729
5,368902060863951,368902025432749,-35.431202,368902025436552,368902072753067,47.316515,_silence_,0.2040486
5,368902181292869,368902103103903,-78.188966,368902103111403,368902181696411,78.585008,_silence_,0.21253817
5,368902262737096,368902212408758,-50.328338,368902212413133,368902276991212,64.578079,_silence_,0.26452324
5,368902381812420,368902308508038,-73.304382,368902308521163,368902397695443,89.17428,_silence_,0.17880946
5,368902461020657,368902428814717,-32.20594,368902428821331,368902496915921,68.09459,_silence_,0.22866485
5,368902580944888,368902527854570,-53.090318,368902527873320,368902619326819,91.453499,_silence_,0.24652925
5,368902701834952,368902649986926,-51.848026,368902649992864,368902717706933,67.714069,_silence_,0.23933856
6,368902822409027,368902753685478,-68.723549,368902753695582,368902840662258,86.966676,_silence_,0.25523677
6,368902943693987,368902872227678,-71.466309,368902872233823,368902953129300,80.895477,_silence_,0.23330048
6,368903062418061,368902984221335,-78.196726,368902984231699,368903064597905,80.366206,_silence_,0.21234843
6,368903141626194,368903096654471,-44.971723,368903096659783,368903155061508,58.401725,_silence_,0.24755138
6,368903221522556,368903186977969,-34.544587,368903186988230,368903261316206,74.327976,_silence_,0.23306027
6,368903341926422,368903292929178,-48.997244,368903292935272,368903364018039,71.082767,_silence_,0.20802744
6,368903462432736,368903395003355,-67.429381,368903395020698,368903486885603,91.864905,_silence_,0.19369426
6,368903581231342,368903518009929,-63.221413,368903518023471,368903605853688,87.830217,_silence_,0.21076638
6,368903661206298,368903636680098,-24.5262,368903636685566,368903699928906,63.24334,_silence_,0.19482987
6,368903781081987,368903730413544,-50.668443,368903730418180,368903784124071,53.705891,_silence_,0.20036185
7,368903862566787,368903814853501,-47.713286,368903814857563,368903876818871,61.961308,_silence_,0.22649333
