Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),
0,3.69E+14,3.69E+14,-31.687242,3.69E+14,3.69E+14,51.494276,8.32E+01
0,3.69E+14,3.69E+14,-29.639118,3.69E+14,3.69E+14,38.187191,6.78E+01
0,3.69E+14,3.69E+14,-0.918282,3.69E+14,3.69E+14,36.025316,3.69E+01
0,3.69E+14,3.69E+14,-14.709637,3.69E+14,3.69E+14,37.39141,5.21E+01
0,3.69E+14,3.69E+14,-26.594377,3.69E+14,3.69E+14,39.738129,6.63E+01
0,3.69E+14,3.69E+14,3.735626,3.69E+14,3.69E+14,35.546202,3.93E+01
0,3.69E+14,3.69E+14,-10.36698,3.69E+14,3.69E+14,35.248077,4.56E+01
0,3.69E+14,3.69E+14,-24.660471,3.69E+14,3.69E+14,38.811983,6.35E+01
0,3.69E+14,3.69E+14,-35.31792,3.69E+14,3.69E+14,37.69042,7.30E+01
0,3.69E+14,3.69E+14,-7.10948,3.69E+14,3.69E+14,35.905316,4.30E+01
0,3.69E+14,3.69E+14,-20.750418,3.69E+14,3.69E+14,34.910524,5.57E+01
0,3.69E+14,3.69E+14,-35.403545,3.69E+14,3.69E+14,37.2924,7.27E+01
0,3.69E+14,3.69E+14,-7.66698,3.69E+14,3.69E+14,35.717295,4.34E+01
0,3.69E+14,3.69E+14,-21.485679,3.69E+14,3.69E+14,39.130785,6.06E+01
1,3.69E+14,3.69E+14,-31.92141,3.69E+14,3.69E+14,36.361722,6.83E+01
1,3.69E+14,3.69E+14,-5.081302,3.69E+14,3.69E+14,38.137816,4.32E+01
1,3.69E+14,3.69E+14,-16.614533,3.69E+14,3.69E+14,37.659848,5.43E+01
1,3.69E+14,3.69E+14,-28.958389,3.69E+14,3.69E+14,37.779587,6.67E+01
1,3.69E+14,3.69E+14,-40.481723,3.69E+14,3.69E+14,49.628599,9.01E+01
