Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Num,FPS,,Min FPS
0,1.27349E+14,1.27349E+14,33.995581,1,,,0,42,,7
0,1.27349E+14,1.27349E+14,266.888725,15,,,1,60,,
0,1.27349E+14,1.27349E+14,35.096786,2,,,2,59,,Max FPS
0,1.27349E+14,1.27349E+14,66.885005,3,,,3,60,,60
0,1.27349E+14,1.27349E+14,17.105973,0,,,4,59,,
0,1.27349E+14,1.27349E+14,16.776526,0,,,5,60,,Avg FPS
0,1.27349E+14,1.27349E+14,16.776578,0,,,6,60,,59.35215947
0,1.27349E+14,1.27349E+14,16.776392,0,,,7,59,,
0,1.27349E+14,1.27349E+14,16.776407,0,,,8,60,,
0,1.27349E+14,1.2735E+14,16.775972,0,,,9,59,,
0,1.2735E+14,1.2735E+14,16.776461,0,,,10,60,,
0,1.2735E+14,1.2735E+14,16.776286,0,,,11,60,,
0,1.2735E+14,1.2735E+14,16.776569,0,,,12,59,,
0,1.2735E+14,1.2735E+14,16.776292,0,,,13,60,,
0,1.2735E+14,1.2735E+14,16.775927,0,,,14,59,,
0,1.2735E+14,1.2735E+14,16.77572,0,,,15,60,,
0,1.2735E+14,1.2735E+14,16.775975,0,,,16,60,,
0,1.2735E+14,1.2735E+14,16.775983,0,,,17,59,,
0,1.2735E+14,1.2735E+14,16.77607,0,,,18,60,,
0,1.2735E+14,1.2735E+14,16.776524,0,,,19,59,,
0,1.2735E+14,1.2735E+14,16.776137,0,,,20,60,,
0,1.2735E+14,1.2735E+14,16.776289,0,,,21,60,,
0,1.2735E+14,1.2735E+14,16.776441,0,,,22,59,,
0,1.2735E+14,1.2735E+14,16.776385,0,,,23,60,,
0,1.2735E+14,1.2735E+14,16.776481,0,,,24,60,,
0,1.2735E+14,1.2735E+14,16.776374,0,,,25,59,,
0,1.2735E+14,1.2735E+14,16.776277,0,,,26,60,,
0,1.2735E+14,1.2735E+14,16.776241,0,,,27,59,,
0,1.2735E+14,1.2735E+14,16.776282,0,,,28,60,,
0,1.2735E+14,1.2735E+14,16.776248,0,,,29,60,,
0,1.2735E+14,1.2735E+14,16.776086,0,,,30,59,,
0,1.2735E+14,1.2735E+14,16.776435,0,,,31,60,,
0,1.2735E+14,1.2735E+14,16.776383,0,,,32,59,,
0,1.2735E+14,1.2735E+14,16.776262,0,,,33,60,,
0,1.2735E+14,1.2735E+14,16.775926,0,,,34,60,,
0,1.2735E+14,1.2735E+14,16.776077,0,,,35,59,,
0,1.2735E+14,1.2735E+14,16.775882,0,,,36,60,,
0,1.2735E+14,1.2735E+14,16.776161,0,,,37,59,,
0,1.2735E+14,1.2735E+14,16.776325,0,,,38,60,,
0,1.2735E+14,1.2735E+14,16.77636,0,,,39,60,,
0,1.2735E+14,1.2735E+14,16.776424,0,,,40,59,,
0,1.2735E+14,1.2735E+14,16.776348,0,,,41,60,,
1,1.2735E+14,1.2735E+14,16.776183,0,,,42,59,,
1,1.2735E+14,1.2735E+14,16.776271,0,,,43,60,,
1,1.2735E+14,1.2735E+14,16.776235,0,,,44,60,,
1,1.2735E+14,1.2735E+14,16.776256,0,,,45,59,,
1,1.2735E+14,1.2735E+14,16.776337,0,,,46,60,,
1,1.2735E+14,1.2735E+14,16.776171,0,,,47,59,,
1,1.2735E+14,1.2735E+14,16.776129,0,,,48,60,,
1,1.2735E+14,1.2735E+14,16.776182,0,,,49,60,,
1,1.2735E+14,1.2735E+14,16.776309,0,,,50,59,,
1,1.2735E+14,1.2735E+14,16.776125,0,,,51,60,,
1,1.2735E+14,1.2735E+14,16.776279,0,,,52,59,,
1,1.2735E+14,1.2735E+14,16.776157,0,,,53,60,,
1,1.2735E+14,1.2735E+14,16.776054,0,,,54,60,,
1,1.2735E+14,1.2735E+14,16.776265,0,,,55,59,,
1,1.2735E+14,1.2735E+14,16.775984,0,,,56,60,,
1,1.2735E+14,1.2735E+14,16.776279,0,,,57,59,,
1,1.2735E+14,1.2735E+14,16.776138,0,,,58,60,,
1,1.2735E+14,1.2735E+14,16.776249,0,,,59,60,,
1,1.2735E+14,1.2735E+14,16.775735,0,,,60,59,,
1,1.2735E+14,1.2735E+14,16.775998,0,,,61,60,,
1,1.2735E+14,1.2735E+14,16.776043,0,,,62,60,,
1,1.2735E+14,1.2735E+14,16.775819,0,,,63,59,,
1,1.2735E+14,1.2735E+14,16.775639,0,,,64,60,,
1,1.2735E+14,1.2735E+14,16.776156,0,,,65,59,,
1,1.2735E+14,1.2735E+14,16.775965,0,,,66,60,,
1,1.2735E+14,1.2735E+14,16.776113,0,,,67,60,,
1,1.2735E+14,1.27351E+14,16.776265,0,,,68,59,,
1,1.27351E+14,1.27351E+14,16.775933,0,,,69,60,,
1,1.27351E+14,1.27351E+14,16.776055,0,,,70,59,,
1,1.27351E+14,1.27351E+14,16.77624,0,,,71,60,,
1,1.27351E+14,1.27351E+14,16.775935,0,,,72,60,,
1,1.27351E+14,1.27351E+14,16.775953,0,,,73,59,,
1,1.27351E+14,1.27351E+14,16.776087,0,,,74,60,,
1,1.27351E+14,1.27351E+14,16.776043,0,,,75,59,,
1,1.27351E+14,1.27351E+14,16.775998,0,,,76,60,,
1,1.27351E+14,1.27351E+14,16.776034,0,,,77,60,,
1,1.27351E+14,1.27351E+14,16.775983,0,,,78,59,,
1,1.27351E+14,1.27351E+14,16.776109,0,,,79,60,,
1,1.27351E+14,1.27351E+14,16.776155,0,,,80,59,,
1,1.27351E+14,1.27351E+14,16.776203,0,,,81,60,,
1,1.27351E+14,1.27351E+14,16.776361,0,,,82,60,,
1,1.27351E+14,1.27351E+14,16.775971,0,,,83,59,,
1,1.27351E+14,1.27351E+14,16.775975,0,,,84,60,,
1,1.27351E+14,1.27351E+14,16.775889,0,,,85,59,,
1,1.27351E+14,1.27351E+14,16.776019,0,,,86,60,,
1,1.27351E+14,1.27351E+14,16.775968,0,,,87,60,,
1,1.27351E+14,1.27351E+14,16.77599,0,,,88,59,,
1,1.27351E+14,1.27351E+14,16.775798,0,,,89,60,,
1,1.27351E+14,1.27351E+14,16.775887,0,,,90,60,,
1,1.27351E+14,1.27351E+14,16.775911,0,,,91,59,,
1,1.27351E+14,1.27351E+14,16.775942,0,,,92,60,,
1,1.27351E+14,1.27351E+14,16.775973,0,,,93,59,,
1,1.27351E+14,1.27351E+14,16.776007,0,,,94,60,,
1,1.27351E+14,1.27351E+14,16.775983,0,,,95,60,,
1,1.27351E+14,1.27351E+14,16.77598,0,,,96,59,,
1,1.27351E+14,1.27351E+14,16.775978,0,,,97,60,,
1,1.27351E+14,1.27351E+14,16.775994,0,,,98,59,,
1,1.27351E+14,1.27351E+14,16.77606,0,,,99,60,,
1,1.27351E+14,1.27351E+14,16.776133,0,,,100,60,,
1,1.27351E+14,1.27351E+14,16.776004,0,,,101,59,,
2,1.27351E+14,1.27351E+14,16.776017,0,,,102,60,,
2,1.27351E+14,1.27351E+14,16.776025,0,,,103,59,,
2,1.27351E+14,1.27351E+14,16.77607,0,,,104,60,,
2,1.27351E+14,1.27351E+14,16.775993,0,,,105,60,,
2,1.27351E+14,1.27351E+14,16.776197,0,,,106,59,,
2,1.27351E+14,1.27351E+14,16.77628,0,,,107,60,,
2,1.27351E+14,1.27351E+14,16.776267,0,,,108,59,,
2,1.27351E+14,1.27351E+14,16.776345,0,,,109,60,,
2,1.27351E+14,1.27351E+14,16.776198,0,,,110,60,,
2,1.27351E+14,1.27351E+14,16.776195,0,,,111,59,,
2,1.27351E+14,1.27351E+14,16.776334,0,,,112,60,,
2,1.27351E+14,1.27351E+14,16.776074,0,,,113,59,,
2,1.27351E+14,1.27351E+14,16.776042,0,,,114,60,,
2,1.27351E+14,1.27351E+14,16.776088,0,,,115,60,,
2,1.27351E+14,1.27351E+14,16.77607,0,,,116,59,,
2,1.27351E+14,1.27351E+14,16.776093,0,,,117,60,,
2,1.27351E+14,1.27351E+14,16.77584,0,,,118,59,,
2,1.27351E+14,1.27351E+14,16.77612,0,,,119,60,,
2,1.27351E+14,1.27351E+14,16.776282,0,,,120,60,,
2,1.27351E+14,1.27351E+14,16.77637,0,,,121,59,,
2,1.27351E+14,1.27351E+14,16.776544,0,,,122,60,,
2,1.27351E+14,1.27351E+14,16.776407,0,,,123,59,,
2,1.27351E+14,1.27351E+14,16.776512,0,,,124,60,,
2,1.27351E+14,1.27351E+14,16.77633,0,,,125,60,,
2,1.27351E+14,1.27351E+14,16.775913,0,,,126,59,,
2,1.27351E+14,1.27351E+14,16.775756,0,,,127,60,,
2,1.27351E+14,1.27352E+14,16.775639,0,,,128,59,,
2,1.27352E+14,1.27352E+14,16.775262,0,,,129,60,,
2,1.27352E+14,1.27352E+14,16.775261,0,,,130,60,,
2,1.27352E+14,1.27352E+14,16.775212,0,,,131,59,,
2,1.27352E+14,1.27352E+14,16.775182,0,,,132,60,,
2,1.27352E+14,1.27352E+14,16.775495,0,,,133,59,,
2,1.27352E+14,1.27352E+14,16.775482,0,,,134,60,,
2,1.27352E+14,1.27352E+14,16.774264,0,,,135,60,,
2,1.27352E+14,1.27352E+14,16.774776,0,,,136,59,,
2,1.27352E+14,1.27352E+14,16.772312,0,,,137,60,,
2,1.27352E+14,1.27352E+14,16.775759,0,,,138,60,,
2,1.27352E+14,1.27352E+14,16.775788,0,,,139,59,,
2,1.27352E+14,1.27352E+14,16.775741,0,,,140,60,,
2,1.27352E+14,1.27352E+14,16.776205,0,,,141,59,,
2,1.27352E+14,1.27352E+14,16.775746,0,,,142,60,,
2,1.27352E+14,1.27352E+14,16.776257,0,,,143,60,,
2,1.27352E+14,1.27352E+14,16.775616,0,,,144,59,,
2,1.27352E+14,1.27352E+14,16.775678,0,,,145,60,,
2,1.27352E+14,1.27352E+14,16.775608,0,,,146,59,,
2,1.27352E+14,1.27352E+14,16.773658,0,,,147,60,,
2,1.27352E+14,1.27352E+14,16.776066,0,,,148,60,,
2,1.27352E+14,1.27352E+14,16.775846,0,,,149,59,,
2,1.27352E+14,1.27352E+14,16.775933,0,,,150,60,,
2,1.27352E+14,1.27352E+14,16.776359,0,,,151,59,,
2,1.27352E+14,1.27352E+14,16.77611,0,,,152,60,,
2,1.27352E+14,1.27352E+14,16.776169,0,,,153,59,,
2,1.27352E+14,1.27352E+14,16.775208,0,,,154,60,,
2,1.27352E+14,1.27352E+14,16.775588,0,,,155,60,,
2,1.27352E+14,1.27352E+14,16.775435,0,,,156,59,,
2,1.27352E+14,1.27352E+14,16.776033,0,,,157,60,,
